question_id,question,choice_A,choice_B,choice_C,choice_D,choice_E,choice_F,choice_G,choice_H,choice_I,choice_J,answer,answer_index,category,src,cot_content,split,instance,generated_options,option_a,option_b,option_c,option_d
6574,"What is the main source of protein in the British diet?
",Cereals and cereal products,Pulses,Eggs and egg products,Milk and milk products,Fish and fish products,Nuts and seeds,Meat and meat products,Soy and soy products,Rice and rice products,Fruits and vegetables,G,6,health,ori_mmlu-nutrition,,test,"question: What is the main source of protein in the British diet?
","A)
question: What is the primary source of protein in the British diet?

B)
question: What is the principal source of protein in the British diet?

C)
question: What is the main origin of protein in the British diet?

D)
question: What is the main source of protein in the UK diet?",question: What is the primary source of protein in the British diet?,question: What is the principal source of protein in the British diet?,question: What is the main origin of protein in the British diet?,question: What is the main source of protein in the UK diet?
2942,What is the function of the contractile vacuole?,Protects the cell from foreign invaders,Acts as a storage for genetic material,Regulates the pH level within the cell,Transports oxygen throughout the cell,Removes nitrogenous wastes,Provides energy to the cell,Eliminates water from the cell,Stores nutrients for the cell,Produces proteins for cell functions,Helps in cell division,G,6,biology,stemez-Biology,,test,question: What is the function of the contractile vacuole?,"A)
question: What is the purpose of the contractile vacuole?

B)
question: What is the role of the contractile vacuole?

C)
question: What is the function of the pulsatile vacuole?

D)
question: What is the purpose of the pulsatile vacuole?",question: What is the purpose of the contractile vacuole?,question: What is the role of the contractile vacuole?,question: What is the function of the pulsatile vacuole?,question: What is the purpose of the pulsatile vacuole?
7502,"If the market price is above the perfectly competitive firm's average total cost curve, we expect that in the long run,",there is no predictable change in the industry.,the industry stays the same as firms exit the market.,the industry contracts as no firms enter or exit the market.,the industry expands as firms exit the market.,the industry stays the same as firms enter the market.,the industry expands as firms enter the market.,the industry contracts as firms exit the market.,the industry contracts as firms enter the market.,the industry expands and contracts simultaneously as firms enter and exit.,the industry expands but no firms enter or exit the market.,F,5,economics,ori_mmlu-high_school_microeconomics,,test,"question: If the market price is above the perfectly competitive firm's average total cost curve, we expect that in the long run,","A)
question: Provided the market price is higher than the perfectly competitive firm's average total cost curve, we anticipate that in the long run,

B)
question: If the market price exceeds the perfectly competitive firm's average total cost curve, we expect that in the long run,

C)
question: Suppose the market price sits above the perfectly competitive firm's average total cost curve, we anticipate that in the long run,

D)
question: If the market price lies above the perfectly competitive firm's average total cost curve, we predict that in the long run,","question: Provided the market price is higher than the perfectly competitive firm's average total cost curve, we anticipate that in the long run,","question: If the market price exceeds the perfectly competitive firm's average total cost curve, we expect that in the long run,","question: Suppose the market price sits above the perfectly competitive firm's average total cost curve, we anticipate that in the long run,","question: If the market price lies above the perfectly competitive firm's average total cost curve, we predict that in the long run,"
5560,Which of the following sampling methods would an auditor use to estimate a numerical measurement of a population such as the dollar value of inventory?,Variable sampling.,Discovery sampling.,Snowball sampling.,Stratified sampling.,Systematic sampling.,Attribute sampling.,Random-number sampling.,Quota sampling.,Cluster sampling.,Convenience sampling.,A,0,other,ori_mmlu-professional_accounting,,test,question: Which of the following sampling methods would an auditor use to estimate a numerical measurement of a population such as the dollar value of inventory?,"A)
question: Which of the following sampling techniques would an auditor use to approximate a quantitative measurement of a population such as the dollar amount of inventory?

B)
question: Which of the following sampling methods would an examiner use to estimate a numerical measure of a population such as the monetary value of inventory?

C)
question: Which of the following sampling approaches would a reviewer use to approximate a numerical metric of a population such as the dollar value of stock?

D)
question: Which of the following sampling procedures would an inspector use to estimate a quantitative measurement of a population such as the monetary amount of inventory?",question: Which of the following sampling techniques would an auditor use to approximate a quantitative measurement of a population such as the dollar amount of inventory?,question: Which of the following sampling methods would an examiner use to estimate a numerical measure of a population such as the monetary value of inventory?,question: Which of the following sampling approaches would a reviewer use to approximate a numerical metric of a population such as the dollar value of stock?,question: Which of the following sampling procedures would an inspector use to estimate a quantitative measurement of a population such as the monetary amount of inventory?
8140,Which number is a multiple of 7?,27,74,56,83,111,61,48,102,94,75,C,2,math,ori_mmlu-elementary_mathematics,,test,question: Which number is a multiple of 7?,"A)
question: Which integer is a multiple of 7?

B)
question: Which numeral is a multiple of 7?

C)
question: Which value is a multiple of 7?

D)
question: Which figure is a multiple of 7?",question: Which integer is a multiple of 7?,question: Which numeral is a multiple of 7?,question: Which value is a multiple of 7?,question: Which figure is a multiple of 7?
2178,Implications of Harlow's study (of baby monkeys reared by artificial mothers) for humans include which of the following?,None of the above,II and III only,I and III only,"I, II and III",III only,II only,I only,All of the above,I and II only,"I, II and IV only",F,5,psychology,ori_mmlu-high_school_psychology,,test,question: Implications of Harlow's study (of baby monkeys reared by artificial mothers) for humans include which of the following?,"A)
question: Consequences of Harlow's research (of infant monkeys raised by surrogate mothers) for people include which of the following?

B)
question: Impacts of Harlow's experiment (of baby monkeys reared by substitute mothers) for humans include which of the following?

C)
question: Ramifications of Harlow's investigation (of infant macaques brought up by artificial caregivers) for human beings include which of the following?

D)
question: Repercussions of Harlow's study (of baby monkeys nurtured by surrogate mothers) for people include which of the following?",question: Consequences of Harlow's research (of infant monkeys raised by surrogate mothers) for people include which of the following?,question: Impacts of Harlow's experiment (of baby monkeys reared by substitute mothers) for humans include which of the following?,question: Ramifications of Harlow's investigation (of infant macaques brought up by artificial caregivers) for human beings include which of the following?,question: Repercussions of Harlow's study (of baby monkeys nurtured by surrogate mothers) for people include which of the following?
11351,A short dipole has a radiation resistance R_r=\surd(\mu_0 / \epsilon_0) [(\betal)^2 / (6\pi)] ohms. FindA_emthe maximum effectiveaperture of this dipole.,0.359 λ^2 square meters,0.219 λ^2 square meters,0.119 λ^2 square meters,0.259 λ^2 square meters,0.169 λ^2 square meters,0.419 λ^2 square meters,0.519 λ^2 square meters,0.319 λ^2 square meters,0.289 λ^2 square meters,0.159 λ^2 square meters,C,2,engineering,stemez-ElectronicCommunications,,test,question: A short dipole has a radiation resistance R_r=\surd(\mu_0 / \epsilon_0) [(\betal)^2 / (6\pi)] ohms. FindA_emthe maximum effectiveaperture of this dipole.,"A)
question: A short dipole possesses a radiation resistance R_r=\surd(\mu_0 / \epsilon_0) [(\betal)^2 / (6\pi)] ohms. DetermineA_emthe maximum effectiveaperture of this dipole.

B)
question: A small dipole has a radiative resistance R_r=\surd(\mu_0 / \epsilon_0) [(\betal)^2 / (6\pi)] ohms. FindA_emthe greatest effectiveaperture of this dipole.

C)
question: A compact dipole exhibits a radiation resistance R_r=\surd(\mu_0 / \epsilon_0) [(\betal)^2 / (6\pi)] ohms. ComputeA_emthe maximum effectiveaperture of this dipole.

D)
question: A short dipole has a radiation resistance R_r=\surd(\mu_0 / \epsilon_0) [(\betal)^2 / (6\pi)] ohms. EvaluateA_emthe maximum effectiveaperture for this dipole.",question: A short dipole possesses a radiation resistance R_r=\surd(\mu_0 / \epsilon_0) [(\betal)^2 / (6\pi)] ohms. DetermineA_emthe maximum effectiveaperture of this dipole.,question: A small dipole has a radiative resistance R_r=\surd(\mu_0 / \epsilon_0) [(\betal)^2 / (6\pi)] ohms. FindA_emthe greatest effectiveaperture of this dipole.,question: A compact dipole exhibits a radiation resistance R_r=\surd(\mu_0 / \epsilon_0) [(\betal)^2 / (6\pi)] ohms. ComputeA_emthe maximum effectiveaperture of this dipole.,question: A short dipole has a radiation resistance R_r=\surd(\mu_0 / \epsilon_0) [(\betal)^2 / (6\pi)] ohms. EvaluateA_emthe maximum effectiveaperture for this dipole.
2665,Which of the following best illustrates hostile aggression?,An employee sabotages his coworker's project due to jealousy.,A waitress breaks several cups and saucers when she drops a tray on the floor.,A teacher grades a student's paper harshly because they have a personal grudge against the student.,A man slaps his wife because he is angry that she made hamburgers for dinner again.,A sanitation man knocks over some rose bushes when he throws an empty can to the curb.,A careless driver hits and severely injures a pedestrian who is crossing the street.,,,,,D,3,psychology,ori_mmlu-high_school_psychology,,test,question: Which of the following best illustrates hostile aggression?,"A)
question: Which of the following best exemplifies hostile aggression?

B)
question: Which of the following best demonstrates hostile aggression?

C)
question: Which of the following best represents hostile aggression?

D)
question: Which of the following best typifies hostile aggression?",question: Which of the following best exemplifies hostile aggression?,question: Which of the following best demonstrates hostile aggression?,question: Which of the following best represents hostile aggression?,question: Which of the following best typifies hostile aggression?
2162,"The scores of Brian's team on the quiz were: 8, 6, 9, 7, 10, 9, 5, 4, 9. The median of the team's scores is",10,7,9.5,8,6,9,7.5,6.5,8.5,7.8,D,3,psychology,ori_mmlu-high_school_psychology,,test,"question: The scores of Brian's team on the quiz were: 8, 6, 9, 7, 10, 9, 5, 4, 9. The median of the team's scores is","A)
question: The marks of Brian's squad on the test were: 8, 6, 9, 7, 10, 9, 5, 4, 9. The median of the squad's marks is

B)
question: The results of Brian's crew in the quiz were: 8, 6, 9, 7, 10, 9, 5, 4, 9. The median of the crew's results is

C)
question: The tallies of Brian's team on the quiz were: 8, 6, 9, 7, 10, 9, 5, 4, 9. The median of the team's tallies is

D)
question: The points of Brian's side on the quiz were: 8, 6, 9, 7, 10, 9, 5, 4, 9. The median of the side's points is","question: The marks of Brian's squad on the test were: 8, 6, 9, 7, 10, 9, 5, 4, 9. The median of the squad's marks is","question: The results of Brian's crew in the quiz were: 8, 6, 9, 7, 10, 9, 5, 4, 9. The median of the crew's results is","question: The tallies of Brian's team on the quiz were: 8, 6, 9, 7, 10, 9, 5, 4, 9. The median of the team's tallies is","question: The points of Brian's side on the quiz were: 8, 6, 9, 7, 10, 9, 5, 4, 9. The median of the side's points is"
1372,Which of the following quotations best describes the central thesis of difference feminism?,'Difference feminism argues that men and women are fundamentally the same.',Men are unable to comprehend their differences from women.',"'Men and women differ only in physical attributes, not in their thought processes.'","'Men are more inclined towards justice, while women tend to focus on fairness.'",There are fundamental differences between individual women.',"'Women are more focused on equality, while men prioritize freedom.'",'Feminism is about eradicating differences between men and women.',Men and women have different conceptions of the feminist project.','Women and men have identical perspectives on justice.',"Women look to context, whereas men appeal to neutral, abstract notions of justice.'",J,9,law,ori_mmlu-jurisprudence,,test,question: Which of the following quotations best describes the central thesis of difference feminism?,"A)
question: Which of the following quotations most accurately characterizes the core argument of difference feminism?

B)
question: Which of the following quotations most aptly captures the central tenet of difference feminism?

C)
question: Which of the following quotations best encapsulates the main claim of difference feminism?

D)
question: Which of the following quotations most precisely depicts the principal thesis of difference feminism?",question: Which of the following quotations most accurately characterizes the core argument of difference feminism?,question: Which of the following quotations most aptly captures the central tenet of difference feminism?,question: Which of the following quotations best encapsulates the main claim of difference feminism?,question: Which of the following quotations most precisely depicts the principal thesis of difference feminism?
488,"The Business Education Department of Edison High School bought 24 new typewriters at a cost of $350 each. Assuming that the estimated life of the typewriters is four years, after which they are expected to have a disposal value of $75 each, (a) what is the annual depreciation for each typewriter, using the straight-line method (depreciation)? (b) The monthly depreciation for each? (c) The annual rate of depreciation for each during the first year? (d) The book value of each at the end of the third year?","$65, $5.42, 18.57%, $135","$77, $6.42, 22%, $161","$72.50, $6.04, 20.71%, $152.50","$68.75, $5.73, 19.6%, $143.75","$62.50, $5.21, 17.86%, $131.25","$75, $4.5, 20%, $150","$55, $4.58, 15.71%, $115","$70, $6, 20%, $140","$60, $5, 18%, $120","$80, $6.67, 22.86%, $170",D,3,business,stemez-Business,,test,"question: The Business Education Department of Edison High School bought 24 new typewriters at a cost of $350 each. Assuming that the estimated life of the typewriters is four years, after which they are expected to have a disposal value of $75 each, (a) what is the annual depreciation for each typewriter, using the straight-line method (depreciation)? (b) The monthly depreciation for each? (c) The annual rate of depreciation for each during the first year? (d) The book value of each at the end of the third year?","A)
question: The Business Education Department of Edison High School purchased 24 new typewriters at a cost of $350 each. Assuming that the estimated life of the typewriters is four years, after which they are expected to have a disposal value of $75 each, (a) what is the annual depreciation for each typewriter, using the straight-line method (depreciation)? (b) The monthly depreciation for each? (c) The annual rate of depreciation for each during the first year? (d) The book value of each at the end of the third year?

B)
question: The Business Education Division of Edison High School acquired 24 new typewriters at a cost of $350 each. Assuming that the estimated life of the typewriters is four years, after which they are expected to have a disposal value of $75 each, (a) what is the annual depreciation for each typewriter, using the straight-line method (depreciation)? (b) The monthly depreciation for each? (c) The annual rate of depreciation for each during the first year? (d) The book value of each at the end of the third year?

C)
question: The Business Education Department of Edison High School obtained 24 new typewriters at a cost of $350 each. Assuming that the estimated life of the typewriters is four years, after which they are expected to have a disposal value of $75 each, (a) what is the annual depreciation for each typewriter, using the straight-line method (depreciation)? (b) The monthly depreciation for each? (c) The annual rate of depreciation for each during the first year? (d) The book value of each at the end of the third year?

D)
question: The Business Education Department of Edison High School procured 24 new typewriters at a cost of $350 each. Assuming that the estimated life of the typewriters is four years, after which they are expected to have a disposal value of $75 each, (a) what is the annual depreciation for each typewriter, using the straight-line method (depreciation)? (b) The monthly depreciation for each? (c) The annual rate of depreciation for each during the first year? (d) The book value of each at the end of the third year?","question: The Business Education Department of Edison High School purchased 24 new typewriters at a cost of $350 each. Assuming that the estimated life of the typewriters is four years, after which they are expected to have a disposal value of $75 each, (a) what is the annual depreciation for each typewriter, using the straight-line method (depreciation)? (","question: The Business Education Division of Edison High School acquired 24 new typewriters at a cost of $350 each. Assuming that the estimated life of the typewriters is four years, after which they are expected to have a disposal value of $75 each, (a) what is the annual depreciation for each typewriter, using the straight-line method (depreciation)? (b) The monthly depreciation for each? (","question: The Business Education Department of Edison High School obtained 24 new typewriters at a cost of $350 each. Assuming that the estimated life of the typewriters is four years, after which they are expected to have a disposal value of $75 each, (a) what is the annual depreciation for each typewriter, using the straight-line method (depreciation)? (b) The monthly depreciation for each? (c) The annual rate of depreciation for each during the first year? (","question: The Business Education Department of Edison High School procured 24 new typewriters at a cost of $350 each. Assuming that the estimated life of the typewriters is four years, after which they are expected to have a disposal value of $75 each, (a) what is the annual depreciation for each typewriter, using the straight-line method (depreciation)? (b) The monthly depreciation for each? (c) The annual rate of depreciation for each during the first year? (d) The book value of each at the end of the third year?"
10625,"In systems with support for automatic memory management, a garbage collector typically has the responsibility for reclaiming allocated memory objects whose contents cannot affect any future legal computation. Such objects are identified by determining that they cannot be reached from a root set. Which of the following is NOT part of the root set in a typical garbage collector?",Newly created objects awaiting assignment,Return addresses on the call stack,Objects referenced by CPU instructions,Temporary variables in the active procedures,Global variables of the program,Local variables on the call stack,Dynamically allocated objects on the heap,Static variables in the program,Actual parameters of the active procedures,Objects stored in registers,G,6,computer science,ori_mmlu-college_computer_science,,test,"question: In systems with support for automatic memory management, a garbage collector typically has the responsibility for reclaiming allocated memory objects whose contents cannot affect any future legal computation. Such objects are identified by determining that they cannot be reached from a root set. Which of the following is NOT part of the root set in a typical garbage collector?","A)
question: In environments with provision for automatic storage management, a garbage collector typically has the responsibility for reclaiming allocated memory objects whose contents cannot influence any future legal computation. Such objects are identified by determining that they cannot be reached from a root set. Which of the following is NOT part of the root set in a typical garbage collector?

B)
question: In systems with support for automatic memory management, a garbage collector generally has the responsibility for reclaiming allocated storage objects whose contents cannot affect any future legal computation. Such objects are identified by determining that they cannot be reached from a root set. Which of the following is NOT part of the root set in a typical garbage collector?

C)
question: In platforms offering assistance for automatic memory management, a garbage collector typically has the responsibility for reclaiming allocated memory objects whose contents cannot alter any future legal computation. Such objects are identified by determining that they cannot be reached from a root set. Which of the following is NOT part of the root set in a typical garbage collector?

D)
question: In systems with provision for automatic memory management, a garbage collector typically has the responsibility for reclaiming allocated memory entities whose contents cannot affect any future legal computation. Such objects are identified by determining that they cannot be reached from a root set. Which of the following is NOT part of the root set in a typical garbage collector?","question: In environments with provision for automatic storage management, a garbage collector typically has the responsibility for reclaiming allocated memory objects whose contents cannot influence any future legal computation. Such objects are identified by determining that they cannot be reached from a root set. Which of the following is NOT part of the root set in a typical garbage collector?","question: In systems with support for automatic memory management, a garbage collector generally has the responsibility for reclaiming allocated storage objects whose contents cannot affect any future legal computation. Such objects are identified by determining that they cannot be reached from a root set. Which of the following is NOT part of the root set in a typical garbage collector?","question: In platforms offering assistance for automatic memory management, a garbage collector typically has the responsibility for reclaiming allocated memory objects whose contents cannot alter any future legal computation. Such objects are identified by determining that they cannot be reached from a root set. Which of the following is NOT part of the root set in a typical garbage collector?","question: In systems with provision for automatic memory management, a garbage collector typically has the responsibility for reclaiming allocated memory entities whose contents cannot affect any future legal computation. Such objects are identified by determining that they cannot be reached from a root set. Which of the following is NOT part of the root set in a typical garbage collector?"
8517,"What is the vector that spans the kernel of A = [[1, 0, 2, 4], [0, 1, -3, -1], [3, 4, -6, 8], [0, -1, 3, 4]]?","[1, 2, 3, 4]","[-1, 2, 0, 3]","[0, 3, -3, 1]","[3, -1, 0, 4]","[5, -2, 1, 4]","[1, -1, 2, 0]","[2, 1, 3, -1]","[4, 0, -2, 1]","[0, 1, -1, 2]","[-2, 3, 1, 0]",J,9,math,theoremQA-Math,,test,"question: What is the vector that spans the kernel of A = [[1, 0, 2, 4], [0, 1, -3, -1], [3, 4, -6, 8], [0, -1, 3, 4]]?","A)
What is the vector that spans the null space of A = [[1, 0, 2, 4], [0, 1, -3, -1], [3, 4, -6, 8], [0, -1, 3, 4]]?

B)
What is the vector which spans the kernel of A = [[1, 0, 2, 4], [0, 1, -3, -1], [3, 4, -6, 8], [0, -1, 3, 4]]?

C)
What is the vector that generates the kernel of A = [[1, 0, 2, 4], [0, 1, -3, -1], [3, 4, -6, 8], [0, -1, 3, 4]]?

D)
What is the vector which generates the null space of A = [[1, 0, 2, 4], [0, 1, -3, -1], [3, 4, -6, 8], [0, -1, 3, 4]]?","What is the vector that spans the null space of A = [[1, 0, 2, 4], [0, 1, -3, -1], [3, 4, -6, 8], [0, -1, 3, 4]]?","What is the vector which spans the kernel of A = [[1, 0, 2, 4], [0, 1, -3, -1], [3, 4, -6, 8], [0, -1, 3, 4]]?","What is the vector that generates the kernel of A = [[1, 0, 2, 4], [0, 1, -3, -1], [3, 4, -6, 8], [0, -1, 3, 4]]?","What is the vector which generates the null space of A = [[1, 0, 2, 4], [0, 1, -3, -1], [3, 4, -6, 8], [0, -1, 3, 4]]?"
2649,"Atkinson, Morten, and Sue’s (1993) Racial/Cultural Identity Development Model proposes that people in which of the following stages begin to question their rejection of all aspects of the dominant culture and absolute loyalty to their own culture?",resistance and immersion,integrative awareness,immersion,reintegration,dissonance,encounter,pre-encounter,conformity,introspection,internalization and commitment,I,8,psychology,ori_mmlu-professional_psychology,,test,"question: Atkinson, Morten, and Sue’s (1993) Racial/Cultural Identity Development Model proposes that people in which of the following stages begin to question their rejection of all aspects of the dominant culture and absolute loyalty to their own culture?","A)
Atkinson, Morten, and Sue’s (1993) Racial/Cultural Identity Development Model posits that individuals in which of the following phases begin to question their dismissal of every aspect of the mainstream culture and unwavering loyalty to their own culture?

B)
Atkinson, Morten, and Sue’s (1993) Racial/Cultural Identity Development Model suggests that persons in which of the following phases start to question their denial of all aspects of the mainstream culture and complete loyalty to their own culture?

C)
Atkinson, Morten, and Sue’s (1993) Racial/Cultural Identity Development Model contends that individuals in which of the following stages begin to doubt their rejection of every aspect of the dominant culture and unconditional loyalty to their own culture?

D)
Atkinson, Morten, and Sue’s (1993) Racial/Cultural Identity Development Model argues that people in which of the following phases commence to question their refusal of all aspects of the mainstream culture and absolute fidelity to their own culture?","Atkinson, Morten, and Sue’s (1993) Racial/Cultural Identity Development Model posits that individuals in which of the following phases begin to question their dismissal of every aspect of the mainstream culture and unwavering loyalty to their own culture?","Atkinson, Morten, and Sue’s (1993) Racial/Cultural Identity Development Model suggests that persons in which of the following phases start to question their denial of all aspects of the mainstream culture and complete loyalty to their own culture?","Atkinson, Morten, and Sue’s (1993) Racial/Cultural Identity Development Model contends that individuals in which of the following stages begin to doubt their rejection of every aspect of the dominant culture and unconditional loyalty to their own culture?","Atkinson, Morten, and Sue’s (1993) Racial/Cultural Identity Development Model argues that people in which of the following phases commence to question their refusal of all aspects of the mainstream culture and absolute fidelity to their own culture?"
9000,"Alice has 8 buckets. Each bucket has t tennis balls in it. There are a total of 56 tennis balls in the buckets. Which number sentence shows how to find, t, the number of tennis balls in each bucket?",56 - t = 8,t ÷ 8 = 56,t + 8 = 56,8 × t = 56,8 + t = 56,t - 8 = 56,8 ÷ t = 56,56 + t = 8,,,D,3,math,ori_mmlu-elementary_mathematics,,test,"question: Alice has 8 buckets. Each bucket has t tennis balls in it. There are a total of 56 tennis balls in the buckets. Which number sentence shows how to find, t, the number of tennis balls in each bucket?","A)
question: Alice has 8 pails. Each pail has t tennis balls in it. There are a total of 56 tennis balls in the pails. Which number sentence shows how to find, t, the number of tennis balls in each pail?

B)
question: Alice owns 8 containers. Each container has t tennis balls in it. There are a total of 56 tennis balls in the containers. Which number sentence shows how to find, t, the number of tennis balls in each container?

C)
question: Alice possesses 8 buckets. Each bucket has t tennis balls in it. There are a total of 56 tennis balls in the buckets. Which number sentence shows how to find, t, the number of tennis balls in each bucket?

D)
question: Alice has 8 tubs. Each tub has t tennis balls in it. There are a total of 56 tennis balls in the tubs. Which number sentence shows how to find, t, the number of tennis balls in each tub?","question: Alice has 8 pails. Each pail has t tennis balls in it. There are a total of 56 tennis balls in the pails. Which number sentence shows how to find, t, the number of tennis balls in each pail?","question: Alice owns 8 containers. Each container has t tennis balls in it. There are a total of 56 tennis balls in the containers. Which number sentence shows how to find, t, the number of tennis balls in each container?","question: Alice possesses 8 buckets. Each bucket has t tennis balls in it. There are a total of 56 tennis balls in the buckets. Which number sentence shows how to find, t, the number of tennis balls in each bucket?","question: Alice has 8 tubs. Each tub has t tennis balls in it. There are a total of 56 tennis balls in the tubs. Which number sentence shows how to find, t, the number of tennis balls in each tub?"
4135,"Determine the quantity of heat required to convert 10 g of ice at 0°C to vapor at 100°C, For water, heat of fusion = 80 cal/g, heat of vaporization = 540 cal/g, and specific heat = 1 cal/g -°C.",800 calories,10800 calories,7200 calories,8500 calories,1000 calories,8900 calories,6200 calories,5400 calories,6400 calories,9800 calories,C,2,chemistry,stemez-Chemistry,,test,"question: Determine the quantity of heat required to convert 10 g of ice at 0°C to vapor at 100°C, For water, heat of fusion = 80 cal/g, heat of vaporization = 540 cal/g, and specific heat = 1 cal/g -°C.","A)
question: Calculate the amount of heat necessary to convert 10 g of ice at 0°C to vapor at 100°C, For water, heat of fusion = 80 cal/g, heat of vaporization = 540 cal/g, and specific heat = 1 cal/g -°C.

B)
question: Compute the quantity of thermal energy required to change 10 g of ice at 0°C into vapor at 100°C, For water, heat of fusion = 80 cal/g, heat of vaporization = 540 cal/g, and specific heat = 1 cal/g -°C.

C)
question: Find the amount of heat needed to transform 10 g of ice at 0°C to vapor at 100°C, For water, heat of fusion = 80 cal/g, heat of vaporization = 540 cal/g, and specific heat = 1 cal/g -°C.

D)
question: Determine the quantity of thermal energy required to convert 10 g of ice at 0°C into vapor at 100°C, For water, heat of fusion = 80 cal/g, heat of vaporization = 540 cal/g, and specific heat = 1 cal/g -°C.","question: Calculate the amount of heat necessary to convert 10 g of ice at 0°C to vapor at 100°C, For water, heat of fusion = 80 cal/g, heat of vaporization = 540 cal/g, and specific heat = 1 cal/g -°C.","question: Compute the quantity of thermal energy required to change 10 g of ice at 0°C into vapor at 100°C, For water, heat of fusion = 80 cal/g, heat of vaporization = 540 cal/g, and specific heat = 1 cal/g -°C.","question: Find the amount of heat needed to transform 10 g of ice at 0°C to vapor at 100°C, For water, heat of fusion = 80 cal/g, heat of vaporization = 540 cal/g, and specific heat = 1 cal/g -°C.","question: Determine the quantity of thermal energy required to convert 10 g of ice at 0°C into vapor at 100°C, For water, heat of fusion = 80 cal/g, heat of vaporization = 540 cal/g, and specific heat = 1 cal/g -°C."
3481,"Using conditioning, how can one determine the sensitivity of a dog's hearing to sounds of different frequencies?",By checking the dog's ear structure,By observing the dog's natural behavior,By using operant conditioning and observing the dog's response to different sound frequencies,By training the dog to bark at certain frequencies,By analyzing the dog's brain waves while exposed to different frequencies,By using a series of whistles with varying frequencies and observing the point of inaudibility,By measuring the dog's heart rate response to different sound frequencies,By using classical conditioning and pairing sounds with a visual stimulus,By using a hearing test device,,C,2,biology,stemez-Biology,,test,"question: Using conditioning, how can one determine the sensitivity of a dog's hearing to sounds of different frequencies?","A)
question: Through training, how can one assess the sensitivity of a dog's hearing to tones of varying frequencies?

B)
question: By conditioning, how might one determine the acuity of a dog's hearing to sounds at different frequencies?

C)
question: Using conditioning, how can one ascertain the responsiveness of a dog's hearing to sounds of differing frequencies?

D)
question: Via conditioning, how can one gauge the sensitivity of a dog's auditory system to sounds of different frequencies?","question: Through training, how can one assess the sensitivity of a dog's hearing to tones of varying frequencies?","question: By conditioning, how might one determine the acuity of a dog's hearing to sounds at different frequencies?","question: Using conditioning, how can one ascertain the responsiveness of a dog's hearing to sounds of differing frequencies?","question: Via conditioning, how can one gauge the sensitivity of a dog's auditory system to sounds of different frequencies?"
8360,Which set of integers is in order from least to greatest?,"11, −9, 7, −6, −3","7, 11, −6, −3, −9","−3, 7, −9, −6, 11","−6, −3, 7, 11, −9","−9, −3, 7, 11, −6","−3, −6, 7, 11, –9","−9, 7, −6, −3, 11","−9, −6, −3, 7, 11","11, 7, −3, −6, −9","7, −9, −6, −3, 11",H,7,math,ori_mmlu-elementary_mathematics,,test,question: Which set of integers is in order from least to greatest?,"A)
question: Which collection of integers is in order from least to greatest?

B)
question: Which group of integers is in order from smallest to greatest?

C)
question: Which set of integers is ordered from least to greatest?

D)
question: Which set of numbers is in order from least to largest?",question: Which collection of integers is in order from least to greatest?,question: Which group of integers is in order from smallest to greatest?,question: Which set of integers is ordered from least to greatest?,question: Which set of numbers is in order from least to largest?
9214,A step-up transformer in an electrical circuit can step up,Current and power,Resistance,Power,Current,Voltage and resistance,Power and energy,Neither of these,Both of these,energy,voltage,J,9,physics,ori_mmlu-conceptual_physics,,test,question: A step-up transformer in an electrical circuit can step up,"A)
question: A boost transformer in an electric circuit can raise

B)
question: A voltage-boosting transformer in an electrical circuit can increase

C)
question: A boosting transformer in an electric circuit can elevate

D)
question: A voltage-raising transformer in an electrical circuit can amplify",question: A boost transformer in an electric circuit can raise,question: A voltage-boosting transformer in an electrical circuit can increase,question: A boosting transformer in an electric circuit can elevate,question: A voltage-raising transformer in an electrical circuit can amplify
