question_id,question,choice_A,choice_B,choice_C,choice_D,choice_E,choice_F,choice_G,choice_H,choice_I,choice_J,answer,answer_index,category,src,cot_content,split
2942,What is the function of the contractile vacuole?,Protects the cell from foreign invaders,Acts as a storage for genetic material,Regulates the pH level within the cell,Transports oxygen throughout the cell,Removes nitrogenous wastes,Provides energy to the cell,Eliminates water from the cell,Stores nutrients for the cell,Produces proteins for cell functions,Helps in cell division,G,6,biology,stemez-Biology,,test
7502,"If the market price is above the perfectly competitive firm's average total cost curve, we expect that in the long run,",there is no predictable change in the industry.,the industry stays the same as firms exit the market.,the industry contracts as no firms enter or exit the market.,the industry expands as firms exit the market.,the industry stays the same as firms enter the market.,the industry expands as firms enter the market.,the industry contracts as firms exit the market.,the industry contracts as firms enter the market.,the industry expands and contracts simultaneously as firms enter and exit.,the industry expands but no firms enter or exit the market.,F,5,economics,ori_mmlu-high_school_microeconomics,,test
5560,Which of the following sampling methods would an auditor use to estimate a numerical measurement of a population such as the dollar value of inventory?,Variable sampling.,Discovery sampling.,Snowball sampling.,Stratified sampling.,Systematic sampling.,Attribute sampling.,Random-number sampling.,Quota sampling.,Cluster sampling.,Convenience sampling.,A,0,other,ori_mmlu-professional_accounting,,test
8140,Which number is a multiple of 7?,27,74,56,83,111,61,48,102,94,75,C,2,math,ori_mmlu-elementary_mathematics,,test
2178,Implications of Harlow's study (of baby monkeys reared by artificial mothers) for humans include which of the following?,None of the above,II and III only,I and III only,"I, II and III",III only,II only,I only,All of the above,I and II only,"I, II and IV only",F,5,psychology,ori_mmlu-high_school_psychology,,test
11351,A short dipole has a radiation resistance R_r=\surd(\mu_0 / \epsilon_0) [(\betal)^2 / (6\pi)] ohms. FindA_emthe maximum effectiveaperture of this dipole.,0.359 λ^2 square meters,0.219 λ^2 square meters,0.119 λ^2 square meters,0.259 λ^2 square meters,0.169 λ^2 square meters,0.419 λ^2 square meters,0.519 λ^2 square meters,0.319 λ^2 square meters,0.289 λ^2 square meters,0.159 λ^2 square meters,C,2,engineering,stemez-ElectronicCommunications,,test
2665,Which of the following best illustrates hostile aggression?,An employee sabotages his coworker's project due to jealousy.,A waitress breaks several cups and saucers when she drops a tray on the floor.,A teacher grades a student's paper harshly because they have a personal grudge against the student.,A man slaps his wife because he is angry that she made hamburgers for dinner again.,A sanitation man knocks over some rose bushes when he throws an empty can to the curb.,A careless driver hits and severely injures a pedestrian who is crossing the street.,,,,,D,3,psychology,ori_mmlu-high_school_psychology,,test
2162,"The scores of Brian's team on the quiz were: 8, 6, 9, 7, 10, 9, 5, 4, 9. The median of the team's scores is",10,7,9.5,8,6,9,7.5,6.5,8.5,7.8,D,3,psychology,ori_mmlu-high_school_psychology,,test
1372,Which of the following quotations best describes the central thesis of difference feminism?,'Difference feminism argues that men and women are fundamentally the same.',Men are unable to comprehend their differences from women.',"'Men and women differ only in physical attributes, not in their thought processes.'","'Men are more inclined towards justice, while women tend to focus on fairness.'",There are fundamental differences between individual women.',"'Women are more focused on equality, while men prioritize freedom.'",'Feminism is about eradicating differences between men and women.',Men and women have different conceptions of the feminist project.','Women and men have identical perspectives on justice.',"Women look to context, whereas men appeal to neutral, abstract notions of justice.'",J,9,law,ori_mmlu-jurisprudence,,test
488,"The Business Education Department of Edison High School bought 24 new typewriters at a cost of $350 each. Assuming that the estimated life of the typewriters is four years, after which they are expected to have a disposal value of $75 each, (a) what is the annual depreciation for each typewriter, using the straight-line method (depreciation)? (b) The monthly depreciation for each? (c) The annual rate of depreciation for each during the first year? (d) The book value of each at the end of the third year?","$65, $5.42, 18.57%, $135","$77, $6.42, 22%, $161","$72.50, $6.04, 20.71%, $152.50","$68.75, $5.73, 19.6%, $143.75","$62.50, $5.21, 17.86%, $131.25","$75, $4.5, 20%, $150","$55, $4.58, 15.71%, $115","$70, $6, 20%, $140","$60, $5, 18%, $120","$80, $6.67, 22.86%, $170",D,3,business,stemez-Business,,test
10625,"In systems with support for automatic memory management, a garbage collector typically has the responsibility for reclaiming allocated memory objects whose contents cannot affect any future legal computation. Such objects are identified by determining that they cannot be reached from a root set. Which of the following is NOT part of the root set in a typical garbage collector?",Newly created objects awaiting assignment,Return addresses on the call stack,Objects referenced by CPU instructions,Temporary variables in the active procedures,Global variables of the program,Local variables on the call stack,Dynamically allocated objects on the heap,Static variables in the program,Actual parameters of the active procedures,Objects stored in registers,G,6,computer science,ori_mmlu-college_computer_science,,test
8517,"What is the vector that spans the kernel of A = [[1, 0, 2, 4], [0, 1, -3, -1], [3, 4, -6, 8], [0, -1, 3, 4]]?","[1, 2, 3, 4]","[-1, 2, 0, 3]","[0, 3, -3, 1]","[3, -1, 0, 4]","[5, -2, 1, 4]","[1, -1, 2, 0]","[2, 1, 3, -1]","[4, 0, -2, 1]","[0, 1, -1, 2]","[-2, 3, 1, 0]",J,9,math,theoremQA-Math,,test
2649,"Atkinson, Morten, and Sue’s (1993) Racial/Cultural Identity Development Model proposes that people in which of the following stages begin to question their rejection of all aspects of the dominant culture and absolute loyalty to their own culture?",resistance and immersion,integrative awareness,immersion,reintegration,dissonance,encounter,pre-encounter,conformity,introspection,internalization and commitment,I,8,psychology,ori_mmlu-professional_psychology,,test
9000,"Alice has 8 buckets. Each bucket has t tennis balls in it. There are a total of 56 tennis balls in the buckets. Which number sentence shows how to find, t, the number of tennis balls in each bucket?",56 - t = 8,t ÷ 8 = 56,t + 8 = 56,8 × t = 56,8 + t = 56,t - 8 = 56,8 ÷ t = 56,56 + t = 8,,,D,3,math,ori_mmlu-elementary_mathematics,,test
4135,"Determine the quantity of heat required to convert 10 g of ice at 0°C to vapor at 100°C, For water, heat of fusion = 80 cal/g, heat of vaporization = 540 cal/g, and specific heat = 1 cal/g -°C.",800 calories,10800 calories,7200 calories,8500 calories,1000 calories,8900 calories,6200 calories,5400 calories,6400 calories,9800 calories,C,2,chemistry,stemez-Chemistry,,test
3481,"Using conditioning, how can one determine the sensitivity of a dog's hearing to sounds of different frequencies?",By checking the dog's ear structure,By observing the dog's natural behavior,By using operant conditioning and observing the dog's response to different sound frequencies,By training the dog to bark at certain frequencies,By analyzing the dog's brain waves while exposed to different frequencies,By using a series of whistles with varying frequencies and observing the point of inaudibility,By measuring the dog's heart rate response to different sound frequencies,By using classical conditioning and pairing sounds with a visual stimulus,By using a hearing test device,,C,2,biology,stemez-Biology,,test
8360,Which set of integers is in order from least to greatest?,"11, −9, 7, −6, −3","7, 11, −6, −3, −9","−3, 7, −9, −6, 11","−6, −3, 7, 11, −9","−9, −3, 7, 11, −6","−3, −6, 7, 11, –9","−9, 7, −6, −3, 11","−9, −6, −3, 7, 11","11, 7, −3, −6, −9","7, −9, −6, −3, 11",H,7,math,ori_mmlu-elementary_mathematics,,test
9214,A step-up transformer in an electrical circuit can step up,Current and power,Resistance,Power,Current,Voltage and resistance,Power and energy,Neither of these,Both of these,energy,voltage,J,9,physics,ori_mmlu-conceptual_physics,,test
11384,An infinite hollow circular cylinder of dielectric of radii a and b (b > a) and dielectric constant K is set with its axis perpendicularto a uniform field of strength E. Find the field inthe hollow space.,(4K) / {(K^2 + 1) - (K^2 - 1) (a/b)^2},- [(4K) / {(K - 1)^2 - (K + 1)^2 (a/b)^2}],(2K) / {(K + 1)^2 - (K - 1)^2 (a/b)^2},- [(4K) / {(K + 1)^2 - (K - 1)^2 (a/b)^2}],- [(2K) / {(K + 1) - (K - 1) (a/b)^2}],E / {(K + 1) - (K - 1) (a/b)^2},(E) / {(K^2 + 1) - (K^2 - 1) (a/b)^2},(4K) / {(K + 1)^2 - (K - 1)^2 (a/b)^2},4K / {(K - 1)^2 - (K + 1)^2 (a/b)^2},- [E / {(K^2 - 1) - (K^2 + 1) (a/b)^2}],D,3,engineering,stemez-Electromagnetics,,test
5688,What is your astrological sign if you were born on Halloween?,Gemini,Scorpio,Virgo,Aries,Pisces,Leo,Capricorn,Aquarius,Libra,Cancer,B,1,other,ori_mmlu-miscellaneous,,test
7364,"When the cross-price elasticity of demand is negative, the goods in question are necessarily",normal,inelastic,non-durable,substitutes,elastic,durable,independent,inferior,luxuries,complements,J,9,economics,ori_mmlu-high_school_microeconomics,,test
3269,Hemoglobin is a molecule that binds to both O2 and CO2. There is an allosteric relationship between the concentrations of O2 and CO2. Hemoglobin's affinity for O2,increases as H+ concentration increases,decreases as blood pH decreases,decreases in resting muscle tissue,increases as blood pH decreases,increases as O2 concentration decreases,decreases as CO2 concentration decreases,remains constant regardless of O2 and CO2 concentrations,increases in exercising muscle tissue,increases as CO2 concentration decreases,,B,1,biology,ori_mmlu-high_school_biology,,test
6024,Which of the following anatomical regions of abdomen lies just distal to the sternum?,Pectoral,Iliac,Subcostal,Umbilical,Hypochondriac,Epigastric,Costal,Inguinal,Hypogastric,Lumbar,F,5,health,ori_mmlu-anatomy,,test
2215,"Carol and Jim are experiencing marital difficulties. They have two school-aged children, a boy and a gid. According to meta-analysis of research on the relationship between marital discord and child behavior problems, it would be expected that",the girl is more likely than the boy to manifest an immediate behavior problem,the boy is less likely than the girl to manifest an immediate behavior problem,neither child is more likely to manifest an immediate behavior problem than are children of stable marriages,neither child is expected to manifest any behavior problem,the boy is more likely than the girl to manifest an immediate behavior problem,both children are less likely to manifest an immediate behavior problem than are children of stable marriages,neither child is less likely to manifest an immediate behavior problem than are children of stable marriages,the girl is less likely than the boy to manifest an immediate behavior problem,both children ore equally likely to manifest an immediate behavior problem,both children are more likely to manifest a delayed behavior problem,E,4,psychology,ori_mmlu-professional_psychology,,test
10535,"A network with one primary and four secondary stations uses polling. The size of a data frame is 1000 bytes. The size of the poll, ACK, and NAK frames are 32 bytes each. Each station has 5 frames to send. How many total bytes are exchanged if each station can send only one frame in response to a poll?",19536,20000,20500,22000,23000,24000,25000,26000,21536,18000,I,8,computer science,theoremQA-EECS,,test
895,"A man and a woman who were friends decided to buy a car together. The man put $5,000 down and the woman's father co-signed on the loan of $10,000. The title was put in the woman's name and the man made the loan payments. They orally agreed that it was a shared ownership, with equal rights. After several months, their relationship deteriorated. They argued over ownership and use of the car. One day, the man attempted to leave with the car, but the woman climbed in and kept arguing as he was driving away. He then crashed into a pole and destroyed the car just to spite her, saying that if he couldn't have it no one would have it. The authorities arrested the man for auto larceny (stealing a car from the owner) and criminal mischief (damaging property of another or property shared with another). Assuming the accuracy of the foregoing facts beyond a reasonable doubt, which crime or crimes alleged can likely result in a sustainable conviction?",He can be convicted of a different crime not listed.,He can be convicted of criminal mischief and a different crime not listed.,"He cannot be convicted of larceny, but he can be convicted of a different crime not listed.",He cannot be convicted of any crime.,He can be convicted of both larceny and criminal mischief.,He can be convicted of larceny but he cannot be convicted of criminal mischief.,He can be convicted of both larceny and a different crime not listed.,He can be convicted of criminal mischief only.,He can be convicted of larceny only.,He can be convicted of neither larceny nor criminal mischief due to shared ownership.,H,7,law,ori_mmlu-professional_law,,test
105,"A man buys a house and lot for $35,000, paying $12,000 down and borrowing the balance on a 6% mortgage due in 10 years. He pays real-estate taxes of $240, a water tax of $30, and insurance premiums of $70 a year. Allowing 4% interest on his investment, and 2% depreciation on the house valued at $25,000, what is the cost per month of owning the home if repairs average $120 a year?",$210 per month,$265 per month,$275 per month,$200 per month,$250 per month,$220 per month,$255 per month,$245 per month,$235 per month,$230 per month,I,8,business,stemez-Business,,test
4421,"At 20°C the standarde.m.f. of the cell Hg\vertHg_2Cl_2 (s),HCl(aq)\vertH_2, Pt is 0.2692 V and at 30°C it is 0.2660 V. Find the values of \DeltaG_m °,\DeltaH_m°, and\DeltaS_m° at 25°C.","\DeltaG_m° = -25.98 kJ mol^-1, \DeltaS_m° = -31.00JK^-1 mol^-1, \DeltaH_m° = -25.82 kJ mol^-1","\DeltaG_m° = -24.00 kJ mol^-1, \DeltaS_m° = 25.00 JK^-1 mol^-1, \DeltaH_m° = -30.00 kJ mol^-1","\DeltaG_m° = -25.825 kJ mol^-1, \DeltaS_m° = 31.00JK^-1 mol^-1, \DeltaH_m° = -25.67 kJ mol^-1","\DeltaG_m° = -26.00 kJ mol^-1, \DeltaS_m° = -28.00 JK^-1 mol^-1, \DeltaH_m° = -34.00 kJ mol^-1","\DeltaG_m° = -25.825 kJ mol^-1, \DeltaS_m° = -31.00JK^-1 mol^-1, \DeltaH_m° = -35.06 kJ mol^-1","\DeltaG_m° = -25.50 kJ mol^-1, \DeltaS_m° = -29.00 JK^-1 mol^-1, \DeltaH_m° = -36.00 kJ mol^-1","\DeltaG_m° = -27.00 kJ mol^-1, \DeltaS_m° = 33.00 JK^-1 mol^-1, \DeltaH_m° = -37.00 kJ mol^-1","\DeltaG_m° = -25.67 kJ mol^-1, \DeltaS_m° = 31.00JK^-1 mol^-1, \DeltaH_m° = -35.06 kJ mol^-1","\DeltaG_m° = -26.50 kJ mol^-1, \DeltaS_m° = 35.00 JK^-1 mol^-1, \DeltaH_m° = -40.00 kJ mol^-1","\DeltaG_m° = -25.00 kJ mol^-1, \DeltaS_m° = 30.00 JK^-1 mol^-1, \DeltaH_m° = -33.00 kJ mol^-1",E,4,chemistry,stemez-PhysicalChemistry,,test
75, Which of the following are the three broad groups of organizational characteristics segmentation criteria?,"Organizational size, industry type, and geographical location.","Organizational size, industry type, and age of company.","Organizational size, industry type, and customer base.","Organizational size, industry type, and annual revenue.","Organizational size, industry type, and business strategy.",None of the above.,"Organizational size, industry type, and gender.","Organizational size, industry type, and number of branches.","Psychographics, purchaser, and behavioural criteria.","Organizational size, industry type, and number of employees.",A,0,business,ori_mmlu-marketing,,test
2335,The diagnosis of Alzheimer's disease can be most accurately verified by,Blood test showing elevated levels of certain proteins,Electroencephalogram (EEG) showing abnormal brain activity,ruling out other etiologies through a comprehensive psychodiagnostics workup,neuropsychological testing showing the expected profile of deficits and spared functions,Physical examination and patient history,brain biopsy,computerized tomography (CT) or magnetic resonance imaging scan showing cerebral atrophy,Spinal tap or lumbar puncture,Positron emission tomography (PET) scan showing high glucose levels,Genetic testing for Alzheimer's related genes,F,5,psychology,ori_mmlu-professional_psychology,,test
10336,"Each of the four jet engines on an Airbus A380 airliner develops athrust (a forward force on the airliner) of 322,000 N (72,000 lb).When the airplane is flying at 250 m/s, what horsepower does each engine develop? (Unit: hp)",85000,130000,120000,115000,108000,140000,75000,70000,100000,95000,E,4,physics,theoremQA-Physics,,test
5411,Mast Co. converted from the FIFO method for inventory valuation to the LIFO method for financial statement and tax purposes. During a period of inflation would Mast's ending inventory and income tax payable using LIFO be higher or lower than FIFO? Ending inventory Income tax payable,Same Higher,Same Lower,Lower Higher,Lower Lower,Same Same,Higher Higher,Lower Same,Higher Same,Higher Lower,No change in either ending inventory or income tax payable,D,3,other,ori_mmlu-professional_accounting,,test
11831,"voltage = 250J = 1.2 n-m-sec^2 line current = 95 amperes speed = 863 rpm armature resistance = 0.10 ohm field resistance = 225 ohms The d-c machine is to be used as a separately excited generator. It is to deliver a full load current of 95 amperes at a voltage of 250 when driven at a constant speed of 900 rpm. The field is supplied from a constant voltage source of 250 volts. Determine, (a) the gross field circuit resistance and field current for the stated full load conditions, (b) the electromagnetic torque and power, (c) the no load terminal voltage and the voltage regulation in percent.","gross field circuit resistance and field current: 220 ohms, 1.2 amp; electromagnetic torque and power: 260 newton-meters, 25,000 watts; no-load terminal voltage and voltage regulation: 260 volts, 3.5%","gross field circuit resistance and field current: 210 ohms, 1.3 amp; electromagnetic torque and power: 270 newton-meters, 24,000 watts; no-load terminal voltage and voltage regulation: 270 volts, 4.5%","gross field circuit resistance and field current: 222 ohms, 1.13 amp; electromagnetic torque and power: 263 newton-meters, 24,400 watts; no-load terminal voltage and voltage regulation: 263 volts, 5.2%","gross field circuit resistance and field current: 200 ohms, 1.5 amp; electromagnetic torque and power: 250 newton-meters, 23,000 watts; no-load terminal voltage and voltage regulation: 250 volts, 4%","gross field circuit resistance and field current: 225 ohms, 1.1 amp; electromagnetic torque and power: 248 newton-meters, 22,320 watts; no-load terminal voltage and voltage regulation: 248 volts, 0.8%","gross field circuit resistance and field current: 235 ohms, 1.06 amp; electromagnetic torque and power: 258 newton-meters, 23,700 watts; no-load terminal voltage and voltage regulation: 258 volts, 3.2%","gross field circuit resistance and field current: 230 ohms, 1.09 amp; electromagnetic torque and power: 265 newton-meters, 24,800 watts; no-load terminal voltage and voltage regulation: 265 volts, 6%","gross field circuit resistance and field current: 215 ohms, 1.16 amp; electromagnetic torque and power: 255 newton-meters, 23,500 watts; no-load terminal voltage and voltage regulation: 255 volts, 2%","gross field circuit resistance and field current: 240 ohms, 1.04 amp; electromagnetic torque and power: 253 newton-meters, 22,770 watts; no-load terminal voltage and voltage regulation: 253 volts, 1.2%","gross field circuit resistance and field current: 218.3 ohms, 1.144 amp; electromagnetic torque and power: 261 newton-meters, 24,650 watts; no-load terminal voltage and voltage regulation: 259.5 volts, 3.8%",J,9,engineering,stemez-ElectricalMachines,,test
4244,What is the conjugate acid of the H2PO4- ion?,PO43-,H3PO42-,H3PO43-,H4PO4-,H2PO4-,H2PO43-,HPO42-,H4PO4+,H3PO4,H2PO42-,I,8,chemistry,ori_mmlu-high_school_chemistry,,test
9301,Calculate the self-inductance of a coil if a rate of change of current of 5 amperes per second produces a backemfof 2 volts.,0.4henry,0.3 henry,0.2henry,0.6henry,0.7 henry,1.0 henry,0.1 henry,0.9 henry,0.5 henry,0.8henry,A,0,physics,stemez-Physics,,test
3031,"The hormone which brings about metamorphosis of the cecropia moth is secreted by a gland in the thorax. However, no metamorphosis takes place if the head is cut off, even though the larva continues to live. Explain.","The gland in the thorax is the only gland involved, but it requires a signal from the head to start metamorphosis.",Only the gland in the head is necessary for metamorphosis.,The gland in the head secretes a different hormone necessary for the initiation of the metamorphosis process.,"The gland in the thorax secretes the hormone, but the head must be present to activate it.","Metamorphosis is triggered by environmental factors, not by hormones secreted by glands.","Metamorphosis is controlled by a gland in the abdomen, not the thorax or the head.",The head contains an inhibitor that prevents the gland in the thorax from inducing metamorphosis.,Neither the gland in the head nor the gland in the thorax are necessary for metamorphosis.,Both the gland in the head and the gland in the thorax of the cecropia moth are necessary for the process of metamorphosis.,Only the gland in the thorax is necessary for metamorphosis.,I,8,biology,stemez-Biology,,test
1087,"A wife and her husband were having dinner at a restaurant when the wife excused herself to go to the bathroom. The restaurant was owned and operated by a chef. As the wife was walking past a table where another customer was seated, she slipped and fell on an egg roll that had been lying on the floor for quite some time, although the chef was unaware that it had fallen onto the floor. When she fell, her head struck a serving tray that was located in the aisle. The fall caused the wife to suffer a severe concussion. The customer knew that the egg roll was on the floor, and although he could have done so, he did not warn the wife. If the wife asserts a claim against the chef for the injuries she suffered from the fall, she will most likely","recover, because the customer was negligent in not warning her about the egg roll.","not recover, because the customer could have prevented the injury by warning the wife of the presences of the egg roll.","recover, because the egg roll was on the floor for a substantial period of time before the accident.","not recover, because she should have been more careful while walking.","recover, because the egg roll on the floor constituted an unsafe condition of the premises.","not recover, because the chef was not directly responsible for the egg roll being on the floor.","not recover, because the chef did not know that the egg roll was on the floor.","not recover, because it is not the chef's responsibility to monitor the floor at all times.","recover, because the serving tray was placed in a dangerous location.",,C,2,law,ori_mmlu-professional_law,,test
10959, A utilitarian who recognizes rights will attempt to explain rights on the basis of utility by claiming that,there are only moral rights; there is no utility.,all of the above,there are no moral rights; there is only utility.,a moral right is a kind of claim that is justified by the fact that its recognition will diminish overall welfare.,a moral right is a kind of claim that is justified by the fact that its recognition will not contribute to the maximization of overall welfare.,a moral right is a kind of claim that is justified by the fact that its recognition will not diminish overall welfare.,a moral right is a kind of claim that is justified by the fact that its recognition will lead to the maximization of individual welfare.,a moral right is a kind of claim that is justified by the fact that its recognition will lead to the minimization of overall welfare.,a moral right is a kind of claim that is justified by the fact that its recognition will have no impact on overall welfare.,a moral right is a kind of claim that is justified by the fact that its recognition will contribute to the maximization of overall welfare.,J,9,philosophy,ori_mmlu-moral_disputes,,test
183,A radio costing $38.00 plus 3% excise tax and 4% sales tax may be purchased for $10.00 down and 3 payments of $11.60. (A) What is the cash price of the radio? (B) What is the installment price of the radio?,"Cash price: $40.71, Installment price: $44.80","Cash price: $40.71, Installment price: $49.80","Cash price: $40.71, Installment price: $34.80","Cash price: $38.00, Installment price: $44.80","Cash price: $42.00, Installment price: $45.80","Cash price: $38.00, Installment price: $54.80","Cash price: $39.14, Installment price: $44.80","Cash price: $39.14, Installment price: $50.00","Cash price: $37.00, Installment price: $44.80","Cash price: $41.50, Installment price: $45.80",A,0,business,stemez-Business,,test
11868,"In a factory four machines produce the same product. Machine A produces 10% of the output, machine B, 20%, machine C, 30%, and machine D, 40%. The proportion of defective items produced by these follows: Machine A: .001; Machine B: .0005; Machine C: .005; Machine D: .002. An item selected at random is found to be defective. What is the probability that the item was produced by A? by B? by C? by D?","P(M_1|M) = 1/30, P(M_2|M) = 2/30, P(M_3|M) = 1/3, P(M_4|M) = 1/30","P(M_1|M) = 1/15, P(M_2|M) = 1/15, P(M_3|M) = 1/2, P(M_4|M) = 2/15","P(M_1|M) = 1/25, P(M_2|M) = 3/25, P(M_3|M) = 1/5, P(M_4|M) = 5/25","P(M_1|M) = 2/25, P(M_2|M) = 2/25, P(M_3|M) = 1/4, P(M_4|M) = 7/25","P(M_1|M) = 1/25, P(M_2|M) = 1/25, P(M_3|M) = 3/5, P(M_4|M) = 8/25","P(M_1|M) = 1/25, P(M_2|M) = 1/25, P(M_3|M) = 1/5, P(M_4|M) = 1/25","P(M_1|M) = 1/20, P(M_2|M) = 1/20, P(M_3|M) = 2/5, P(M_4|M) = 1/20","P(M_1|M) = 1/50, P(M_2|M) = 1/50, P(M_3|M) = 1/10, P(M_4|M) = 1/50","P(M_1|M) = 2/25, P(M_2|M) = 1/25, P(M_3|M) = 2/5, P(M_4|M) = 6/25","P(M_1|M) = 3/25, P(M_2|M) = 1/50, P(M_3|M) = 3/10, P(M_4|M) = 9/25",E,4,engineering,stemez-ElectronicCommunications,,test
8718,Find the length of the curve y = ln x between the points where y = 1/2 and y = 1.,1.52,1.01,0.86,1.42,0.95,1.18,1.24,1.36,0.53,1.67,F,5,math,ori_mmlu-high_school_mathematics,,test
1978,"A grantor is the fee simple owner of a 1,000-acre tract of land. Half of the tract is swampland totally unfit for cultivation, though it is heavily covered with valuable hardwood timber. The other half is also covered with valuable timber, but it is land that would be fit for the raising of crops if it were cleared of the timber. The latter section of land is more valuable for cultivation than it is for the growing of timber. The grantor conveyed his tract to his brother for life. At the time of the conveyance, the swampland had never been used for the production of timber. The brother took possession and cleared 40 acres of the timber on the section that was suitable for cultivation. In addition, the brother cut 60 acres of timber in the swampland, thus becoming the first person to exploit this area. The brother's cutting of the timber on the section of tract suitable for cultivation would be an example of",unreasonable exploitation.,intentional waste.,constructive waste.,ameliorative waste.,negligent waste.,voluntary waste.,remedial waste.,permissive waste.,equitable waste.,,D,3,law,ori_mmlu-professional_law,,test
234,"Jack receives a 5% commission on all sales. If his sales for the week are $1,200, how much commission does he earn?",$600,$12,$120,$50,$30,$5,$150,$240,$300,$60,J,9,business,stemez-Business,,test
8752,"A company has 8 employees, including 3 managers and 5 engineers. How many different ways are there to form a team of 4 employees that includes at least 1 manager and at least 2 engineers?",100,65,70,90,60,80,50,75,55,40,E,4,math,theoremQA-Math,,test
2675,Describe shadowing. How is it used in studies ofattention ?,'Shadowing' is a technique where a subject is asked to memorize a series of words.,"'Shadowing' is a technique where a series of words is read to the subject, and the subject is asked to repeat everything she hears out loud.",'Shadowing' is a technique where a subject is asked to observe a person's behavior and mimic their actions.,'Shadowing' is a process where a subject is exposed to visual stimuli and must identify the objects casting shadows.,'Shadowing' is a technique where a subject hears two different conversations in each ear and must focus on one to report back.,"'Shadowing' is a technique where a series of words is read to the subject, and the subject is asked to write everything she hears.",'Shadowing' is a technique where a subject is asked to translate a series of words.,'Shadowing' is a cognitive task where a subject is presented with shapes and must draw the corresponding shadows.,'Shadowing' is a method where a subject is asked to listen to a conversation and then provide a summary afterward.,'Shadowing' is a technique where a subject is asked to recognize patterns in shadows to test perceptual abilities.,B,1,psychology,stemez-Psychology,,test
11939,"Determine if the function f(x, y) = [(x^2 - y^2) / (x^2 + y^2)](1) iscontinuous at the origin.","The function is continuous at (0, 0)",The function is continuous along the line y = x,The function has a removable discontinuity at the origin,The function is continuous along the line y = -x,The function is continuous at all points,The function is continuous at all points except along the line y = x,The function is continuous only at the origin,"The function is not continuous at (0, 0)",,,H,7,engineering,stemez-Electromagnetics,,test
1750,"A witness sees a murder in the park and is called to testify in the criminal case. Can the defense attorney ask her on cross examination about her habit of feeding the pigeons? The defense knows that she was cited several times for illegally feeding the pigeons. Defense counsel tries to ask, ""You have a longtime habit of feeding the pigeons, don't you? You have in fact been ticketed several times for feeding pigeons, haven't you, and yet you persisted in doing it, isn't that so?"" Will the trial court likely allow the witness to be questioned on these matters?","Yes, because the statement indicates that the witness' attention was always focused on feeding the pigeons.","No, because the witness's actions outside of the crime scene have no bearing on their ability to testify.","Yes, because the defense has the right to question a witness about any topic.","No, because the defense is attempting to discredit the witness in an unrelated matter.","No, because a witness can never be asked about personal prior bad acts.","Yes, because the act of feeding pigeons could potentially distract the witness from accurately observing the events.","No, because the question has no probative value regarding the credibility of the witness or the guilt of the defendant.","Yes, because feeding pigeons in the park and persisting in it after being ticketed may show an antisocial trait of the witness.","Yes, because it demonstrates a pattern of breaking the law, which may affect the witness's credibility.",,G,6,law,ori_mmlu-professional_law,,test
318,"Ms. Fogg is planning an around-the-world trip on which she plans to spend $10,000. The utility from the trip is a function of how much she actually spends on it (Y), given by U(Y) = ln Y. If there is a 25 percent probability that Ms. Fogg will lose $1,000 of her cash on the trip, what is the trip’s expected utility?",8.895,9.350,9.210,9.000,8.500,10.000,9.184,8.987,8.750,,G,6,business,theoremQA-Finance,,test
303,"Mr. Firestone signed a 90-day note for Ace Lending Company for $1,250 on October 10, 1976. On November 15, 1976, Ace had the note discounted at the bank at 6(1/2)%. What were the proceeds?","$1,245.00","$1,255.25","$1,222.22","$1,240.75","$1,225.62","$1,230.50","$1,250.00","$1,262.81","$1,210.00","$1,237.81",J,9,business,stemez-Business,,test
