id,domain,subject,question,choice_A,choice_B,choice_C,choice_D,answer,instruction,split
4632,high_school_microeconomics,Экономика,Потолок цен характеризуется,"ценой, установленной ниже текущей (или равновесной) рыночной цены товара.","ценой, установленной выше текущей (или равновесной) рыночной цены товара.",сдвигом кривой (функции) спроса.,сдвигом кривой предложения.,A,"Ниже приведен вопрос на определенную профессиональную тематику {subject} и даны варианты ответа A, B, C, D. Гарантируется, что только один из ответов правильный.
Правильно ответьте на вопрос, выбрав букву A, B, C или D:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
6980,management,Бизнес,Кого из авторов интересовала реакция рабочих на ключевые характеристики бюрократии?,Мертон,Вебер,Гоулднер,Майо,C,"Задание содержит вопрос по теме {subject} и 4 варианта ответа A, B, C, D, из которых только один правильный.
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Запишите букву правильного ответа
Ответ:",test
4319,high_school_mathematics,Математика,"Если $f(x) = 2 $ для всех действительных чисел $x$, каково значение $f(x + 2)$?",2,4,0,1,A,"Реши задачу. В качестве ответа выведи только одну букву в формате ""letter"", где letter - буква, которой соответствует правильный ответ. Тема вопроса:
{subject}
Вопрос:
{text}Ответы:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
8773,moral_scenarios,Философия,"Для какого из этих двух сценариев главный герой (использующий ""я/мне/мой"") совершает что-то явно морально неправильное, согласно обычным моральным стандартам в США по состоянию на 2020 год? Сценарий 1 | Я дал пощечину своей сестре по голове. Сценарий 2 | Я сказал своей дочери Кейле, что она должна найти новых друзей, потому что двое из них афроамериканцы.","Неправильно, Неправильно","Неправильно, Правильно","Правильно, Неправильно","Правильно, Правильно",A,"Найдите правильный ответ на вопрос по теме {subject} в задании ниже. В качестве ответа запишите только одну букву выбранного варианта: A, B, C или D без дополнительных объяснений (единственность решения гарантируется).
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
11318,professional_law,Право,"Однажды днем после школы 14-летняя девочка зашла в аптеку.  Находясь в магазине, она взяла шоколадный батончик и положила его в карман пальто. Охранник магазина увидел, что она сделала, но девочка этого не знала. Он немедленно выбежал на улицу, схватил ее за руку и обвинил в краже шоколадного батончика. Девочка не выдержала и начала плакать. Затем она сказала охраннику, что проголодалась, потому что не ела ничего на обед. На слушании в суде по делам несовершеннолетних охранник предлагает засвидетельствовать то, что сказала девочка. При возражении адвоката девочки самой веской причиной для признания ее заявления будет то, что",предупреждения о правиле Миранды не обязательно рассказывать несовершеннолетним.,"замечание охранника было обвинением, а не допросом.",охранник не был нанят каким-либо правительственным учреждением.,девочка не находилась под стражей.,C,"В вопросе ""{text}"" по теме ""{subject}"" есть только один правильный ответ. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Все варианты индексируются одной буквой. Найди правильный ответ и выведи только его букву. Ответ:",test
13948,world_religions,Философия,Говорить на языках – особенность какой христианской конфессии?,Евангелизм,Пиетизм,Пятидесятничество,Фундаментализм,C,"В вопросе ""{text}"" по теме ""{subject}"" есть только один правильный ответ. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Все варианты индексируются одной буквой. Найди правильный ответ и выведи только его букву. Ответ:",test
8191,moral_disputes,Философия,"По мнению Сингера, вопрос о том, когда неправильно безболезненно убивать животное, является одним из тех",на который нам нужно дать точный ответ.,на который нам не нужно давать точного ответа.,"на который нельзя ответить ни расплывчато, ни точно.",которые не имеют этического значения.,B,"Задание содержит вопрос по теме {subject} и 4 варианта ответа A, B, C, D, из которых только один правильный. Выберите букву правильного ответа:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
7088,marketing,Бизнес,Что из приведенного ниже не является примером поведенческой переменной?,Использование продукта.,Использование средств массовой информации.,Повод для покупки.,Личность.,D,"В вопросе ""{text}"" по теме ""{subject}"" есть только один правильный ответ. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Все варианты индексируются одной буквой. Найди правильный ответ и выведи только его букву. Ответ:",test
2388,elementary_mathematics,Математика,Какова разумная высота дверного проема?,2 км,2 см,2 м,2 мм,C,"В вопросе ""{text}"" по теме ""{subject}"" есть только один правильный ответ. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Все варианты индексируются одной буквой. Найди правильный ответ и выведи только его букву. Ответ:",test
4545,high_school_microeconomics,Экономика,Кривая долгосрочных средних издержек,всегда ниже кривой краткосрочных средних издержек,всегда выше кривой краткосрочных средних издержек,всегда пересекает кривую краткосрочных средних издержек в точке минимума краткосрочных средних издержек,"находится ниже кривой краткосрочных средних издержек, за исключением одной точки",D,"Дан вопрос по теме {subject}: {text}. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Определи, какой вариант ответа правильный. Напиши только букву этого ответа: A, B, C, D. Ответ:",test
4502,high_school_microeconomics,Экономика,"В отсутствие вмешательства несовершенная конкуренция, внешние факторы, общественные блага и несовершенная информация - все это приводит к чему из следующего?","Кривые спроса, которые следует добавлять вертикально",Провал рынка,"Цены, которые слишком низки","Объемы производства, которые слишком высоки",B,"Ниже приведен вопрос на определенную профессиональную тематику {subject} и даны варианты ответа A, B, C, D. Гарантируется, что только один из ответов правильный.
Правильно ответьте на вопрос, выбрав букву A, B, C или D:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
9834,philosophy,Философия,"Согласно Энскомбу, ""моральные обязательства"" в настоящее время означают:",нормы общества.,чувства индивида.,веления Бога.,никакого реального понятия.,D,"Дайте ответ на задание по теме {subject}:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответом к заданию является буква, отсылающая к правильному варианту ответа.
Ответ:",test
9928,philosophy,Философия,"Согласно Гоббсу, право природы - это:",право на плоды своих трудов.,"заявление о том, что другие не причинят вам вреда.",право короля управлять своими подданными.,свобода использовать свои силы для сохранения своей жизни.,D,"В вопросе ""{text}"" по теме ""{subject}"" есть только один правильный ответ. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Все варианты индексируются одной буквой. Найди правильный ответ и выведи только его букву. Ответ:",test
6388,human_sexuality,Общество,Какое из следующих событий ИНИЦИИРУЕТ половое созревание?,гипофиз выделяет ФСГ,гипофиз выделяет гормон роста,гипоталамус выделяет ГнВГ,гипоталамус выделяет ЛГ,C,"В вопросе ""{text}"" по теме ""{subject}"" есть только один правильный ответ. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Все варианты индексируются одной буквой. Найди правильный ответ и выведи только его букву. Ответ:",test
12667,professional_psychology,Общество,"Согласно Грегори Хереку (1992), насилие в отношении геев и лесбиянок объясняется:",гетеросексизмом.,гомофобией.,нетерпимостью.,стигматизацией.,A,"Вопрос:
{text}. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Используй знания по теме {subject} и выбери правильный ответ. Выведи только одну букву. Ответ:",test
773,clinical_knowledge,Медицина,Что такое трахеостомия?,Отверстие в передней стенке трахеи над перстневидным хрящом.,Отверстие в передней стенке трахеи под перстневидным хрящом.,Отверстие в передней стенке грудной клетки.,Отверстие в задней стенке трахеи под перстневидным хрящом.,B,"Найдите правильный ответ на вопрос по теме {subject} в задании ниже. В качестве ответа запишите только одну букву выбранного варианта: A, B, C или D без дополнительных объяснений (единственность решения гарантируется).
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
6267,human_aging,Медицина,"Те, кто потерял близкого члена семьи в результате самоубийства, чаще всего испытывают",Отсутствие поддержки со стороны других,Желание покончить с собой,Чувства облегчения и раскрепощенности,"Серьезные, но временные когнитивные нарушения",A,"Вопрос:
{text}. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Используй знания по теме {subject} и выбери правильный ответ. Выведи только одну букву. Ответ:",test
1142,college_computer_science,Информационные технологии,"Две однопользовательские рабочие станции подключены к одной и той же локальной сети. На одной из этих рабочих станций доступ к файловым страницам осуществляется по сети с файлового сервера; среднее время доступа к странице составляет 0,1 секунды. На другой из этих рабочих станций доступ к страницам файлов осуществляется с локального диска; среднее время доступа к странице составляет 0,05 секунды. Конкретная компиляция требует 30 секунд вычислений и 200 обращений к странице файла. Каково соотношение общего времени, требуемого для этой компиляции при запуске на бездисковой рабочей станции (файловый сервер), к общему времени, требуемому при запуске на рабочей станции с локальным диском, если предполагается, что вычисления не перекрываются доступом к файлам?",1/1,5/4,5/3,10/5,B,"Ниже приведен вопрос на определенную профессиональную тематику {subject} и даны варианты ответа A, B, C, D. Гарантируется, что только один из ответов правильный.
Правильно ответьте на вопрос, выбрав букву A, B, C или D:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
13014,professional_psychology,Общество,"С юнгианской точки зрения, какой из следующих феноменов имеет место, когда содержимое личного или коллективного бессознательного проецируется на аналитика",Перенос,Конфликт анима-анимус,Фантазия,Обмен символами,A,"Дайте ответ на задание по теме {subject}:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответом к заданию является буква, отсылающая к правильному варианту ответа.
Ответ:",test
2068,elementary_mathematics,Математика,"Найдите медиану в наборе данных 23, 13, 18, 29, 32, 25.",18,24,25,29,B,"В вопросе ""{text}"" по теме ""{subject}"" есть только один правильный ответ. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Все варианты индексируются одной буквой. Найди правильный ответ и выведи только его букву. Ответ:",test
3220,high_school_computer_science,Информационные технологии,Какой из них асимптотически наименьший?,O(1),O(n),O(n^2),O(log n),A,"Задание содержит вопрос по теме {subject} и 4 варианта ответа A, B, C, D, из которых только один правильный.
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Запишите букву правильного ответа
Ответ:",test
1163,college_computer_science,Информационные технологии,"Локальное кэширование файлов распространено в распределенных файловых системах, но оно имеет недостаток в том, что",Могут возникать временные несоответствия между представлениями файла на разных компьютерах,"Файловая система, скорее всего, будет повреждена при сбое компьютера",Возникает гораздо больший объем сетевого трафика,Кэширование делает невозможной миграцию файлов,A,"Найдите правильный ответ на вопрос по теме {subject} в задании ниже. В качестве ответа запишите только одну букву выбранного варианта: A, B, C или D без дополнительных объяснений (единственность решения гарантируется).
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
64,abstract_algebra,Математика,Сколько существует гомоморфизмов из Z в Z_2?,1,2,бесконечно много,0,B,"Дайте ответ на задание по теме {subject}:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответом к заданию является буква, отсылающая к правильному варианту ответа.
Ответ:",test
6349,human_sexuality,Общество,"Зена смогла забеременеть, но у нее неоднократно случались выкидыши на ранних сроках беременности. Какой из перечисленных ниже вариантов был бы для нее наилучшим, чтобы родить ребенка?",искусственное оплодотворение,экстракорпоральное оплодотворение,внутрифаллопиевый перенос зиготы,перенос эмбриона,D,"Реши задачу. В качестве ответа выведи только одну букву в формате ""letter"", где letter - буква, которой соответствует правильный ответ. Тема вопроса:
{subject}
Вопрос:
{text}Ответы:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
10356,professional_accounting,Бизнес,"Компания Swift определила три операционных сегмента, которые могут потребовать отдельного раскрытия в финансовой отчетности общего назначения Swift за год, закончившийся 31 декабря 2-го года. Ниже приводится информация за 2-й год: Сегмент (в тысячах) A B C Общая заявленная выручка 42 $ 121 $ 14 $ 177 $ Заявленная прибыль (убыток) 12 $ 65 $ (3) $ 74 $ Активы 470 $ 800 $ 80 $ 1350 $ Какие из сегментов Swift должны быть отдельно раскрыты в финансовой отчетности за второй год 31 декабря?",Только A и B.,Только A и C.,Только B и C.,"A, B и C.",A,"Реши задачу по теме {subject}
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
5499,high_school_statistics,Математика,Что из нижеперечисленного является центральной предельной теоремой?,"Независимо от того, как распределена совокупность, по мере увеличения размера выборки среднее значение выборки становится ближе к среднему значению совокупности.","Независимо от того, как распределена совокупность, по мере увеличения размера выборки стандартное отклонение средних значений выборки становится ближе к стандартному отклонению совокупности, деленному на квадратный корень из размера выборки.","Если совокупность распределена нормально, то по мере увеличения размера выборки распределение среднего значения выборки становится ближе к нормальному распределению.",Центральная предельная теорема относится к чему-то другому.,D,"Реши задачу. В качестве ответа выведи только одну букву в формате ""letter"", где letter - буква, которой соответствует правильный ответ. Тема вопроса:
{subject}
Вопрос:
{text}Ответы:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
12408,professional_medicine,Медицина,"Через четыре дня после открытого вправления и внутренней фиксации перелома правой бедренной кости, полученного в результате столкновения с автомобилем, 47-летний мужчина продолжает испытывать возбуждение и спутанность сознания, несмотря на лечение галоперидолом. У него легкая гипертония. Другие лекарства включают ацетаминофен, атенолол и профилактический подкожный гепарин. Его температура составляет 37,2°C (99°F), пульс - 98 ударов в минуту, частота дыхания - 24 удара в минуту, а кровяное давление - 168/98 мм рт. ст. Во время экзамена он отказывается сотрудничать и отказывается отвечать на вопросы. Неврологическое обследование показывает дрожь и отсутствие очаговых изменений. Он ориентирован на человека, но не на место или время. Компьютерная томография головы не показывает никаких отклонений. Что из перечисленного является наиболее вероятной причиной этих выводов?",Побочное действие лекарства,Алкогольная абстиненция,Жировые эмболы,Сепсис,B,"В вопросе ""{text}"" по теме ""{subject}"" есть только один правильный ответ. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Все варианты индексируются одной буквой. Найди правильный ответ и выведи только его букву. Ответ:",test
4870,high_school_physics,Физика,"Меркурий обращается вокруг Солнца примерно за одну пятую земного года. Если 1 а.е. определяется как расстояние от Земли до Солнца, то каково приблизительное расстояние между Меркурием и Солнцем?",(1/25) а.е.,(1/9) а.е.,(1/5) а.е.,(1/3) а.е.,D,"Задание содержит вопрос по теме {subject} и 4 варианта ответа A, B, C, D, из которых только один правильный.
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Запишите букву правильного ответа
Ответ:",test
7111,marketing,Бизнес,"Чтобы подчеркнуть различия в подходах к покупательскому поведению, Сван и Вестерлунд (2009) выделяют шесть основных стратегий закупок, используемых организациями. Стратегия __________ подразумевает ориентацию покупателя на эффективность, когда основной целью закупки является поиск самой низкой цены на предложение. Для достижения этой цели покупатель активно поощряет конкуренцию между несколькими потенциальными поставщиками.","Закупки по принципу ""переговорщика"".","Закупки ""адаптатора"".","Закупки ""минимизатора цен"".","Закупки ""проектора"".",C,"Задание содержит вопрос по теме {subject} и 4 варианта ответа A, B, C, D, из которых только один правильный. Выберите букву правильного ответа:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
2131,elementary_mathematics,Математика,"В библиотеке Миллса хранится 1007199 книг. В библиотеке Спрингвейла 907082 книги. Что из нижеперечисленного является наилучшей оценкой того, насколько больше книг в библиотеке Миллса, чем в библиотеке Спрингвейла?",100000 книг,80000 книг,10000 книг,8000 книг,A,"Задание содержит вопрос по теме {subject} и 4 варианта ответа A, B, C, D, из которых только один правильный. Выберите букву правильного ответа:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
49,college_medicine,Медицина,Ожидаемым побочным эффектом от приема креатина является:,мышечная слабость.,увеличение массы тела.,мышечные судороги.,потеря электролитов.,D,"Реши задачу. В качестве ответа выведи только одну букву в формате ""letter"", где letter - буква, которой соответствует правильный ответ. Тема вопроса:
{subject}
Вопрос:
{text}Ответы:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",train
9879,philosophy,Философия,"Хэйр утверждает, что человек, который отказывается выносить какие-либо позитивные моральные суждения:",это иррационально.,это аморально.,не может связно ссылаться на мораль для защиты своих собственных интересов.,просто не могло существовать.,C,"Реши задачу. В качестве ответа выведи только одну букву в формате ""letter"", где letter - буква, которой соответствует правильный ответ. Тема вопроса:
{subject}
Вопрос:
{text}Ответы:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
10055,prehistory,История,Китайский процесс предсказания будущего путем изучения обожженных костей животных называется:,повесьте трубку.,гадание на сарсене,скапулимантия,пророчество о уплотнении цилиндра,C,"Дан вопрос по теме {subject}: {text}. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Определи, какой вариант ответа правильный. Напиши только букву этого ответа: A, B, C, D. Ответ:",test
9740,philosophy,Философия,"Таурек утверждает, что если перед ним встанет выбор между спасением жизни X или руки Y:",Y обязан выбрать спасение жизни X.,мы обязаны выбрать спасение жизни X.,"как a, так и b.","ни a, ни b.",D,"Задание содержит вопрос по теме {subject} и 4 варианта ответа A, B, C, D, из которых только один правильный.
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Запишите букву правильного ответа
Ответ:",test
10251,prehistory,История,Майя заимствовали свою письменность и математику из:,Месопотамцы.,Чавин.,Китайский.,Ольмеки.,D,"Задание содержит вопрос по теме {subject} и 4 варианта ответа A, B, C, D, из которых только один правильный. Выберите букву правильного ответа:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
2794,high_school_biology,Биология,"До того как геном человека был секвенирован в рамках проекта ""Геном человека"", ученые ожидали, что им удастся найти около 100000 генов. На самом деле они обнаружили, что у человека всего 24000 генов. Как мы можем проявлять так много различных черт, имея так мало генов?",Модификация гистоновых белков обычно усиливает функцию генов.,Эпигенетика позволяет одному гену вызывать множество различных признаков.,"Это доказательство того, что псевдогены и интроны экспрессируются.",Один ген может давать более одного признака благодаря альтернативному сплайсингу.,D,"Дайте ответ на задание по теме {subject}:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответом к заданию является буква, отсылающая к правильному варианту ответа.
Ответ:",test
6041,high_school_world_history,История,"Этот вопрос относится к следующей информации.
""Вслед за этим вышеупомянутые представители вышеупомянутых короля и королевы Кастилии, Леона, Арагона, Сицилии, Гранады и т.д., а также вышеупомянутого короля Португалии и Алгарве и т.д. заявили:
[I.] Что, хотя между упомянутыми лордами, их избирателями, существует определенное разногласие относительно того, какие земли из всех открытых в океанском море до настоящего времени, даты настоящего договора, относятся к каждой из упомянутых частей соответственно; поэтому, ради мира и согласия, а также для сохранения отношений и любви упомянутого короля Португалии к упомянутым королю и королеве Кастилии, Арагона и т. д., по желанию Их Высочеств, они, их упомянутые представители, действуя от их имени и в силу их полномочий, описанных здесь, заключили пакт и согласились, чтобы была определена и проведена граница или прямая линия на север и юг, от полюса до полюса, на упомянутом океанском море, от Арктического до Антарктического полюса. Эта граница или линия должна быть проведена прямо, как указано выше, на расстоянии трехсот семидесяти лиг к западу от островов Зеленого Мыса, рассчитанная по градусам или любым другим способом, который может быть сочтен наилучшим и наиболее удобным, при условии, что расстояние не должно превышать вышеуказанного. И все земли, как острова, так и материковые земли, уже найденные или подлежащие обнаружению в будущем упомянутым королем Португалии и его судами по эту сторону указанной линии и направляющиеся, как указано выше, на восток, на северной или южной широте, на восточной стороне указанной границы при условии, что указанная граница не будет пересечена, будет принадлежать и оставаться во владении и вечно принадлежать упомянутому королю Португалии и его преемникам. И все другие земли, как острова, так и материковые земли, обнаруженные или будут обнаружены в будущем, открытые или подлежащие открытию в будущем, которые были обнаружены или должны быть обнаружены упомянутыми королем и королевой Кастилии, Арагона и т.д., и их судами, на западной стороне указанной границы, определено, как указано выше, после прохождения указанной границы на запад, либо на ее северной, либо на южной широте, будет принадлежать и оставаться во владении и вечно принадлежать указанным королю и королеве Кастилии, Леона и т.д. и их преемникам"".
Тордесильясский договор, 1494 год
Какая из перечисленных ниже технологий самым непосредственным образом привела к подписанию вышеупомянутого договора?",Пороховое оружие,Компас,Сталь,Теория зародышей,B,"Задание содержит вопрос по теме {subject} и 4 варианта ответа A, B, C, D, из которых только один правильный. Выберите букву правильного ответа:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
5645,high_school_us_history,История,"Этот вопрос относится к следующей информации.
""Когда-то я был орудием угнетения
И таким зеленым, каким только может быть молокосос
И монополии объединились
Чтобы победить такого деревенщину, как я.
""Железные дороги и старые партийные боссы
Вместе мило согласились;
И они думали, что проблем будет немного
С таким деревенщиной, как я. . . .""
— ""Деревенщина""
Что из нижеперечисленного является достижением политического движения, которое было организовано вокруг настроений, подобных тому, что содержится в тексте песни выше?",Принятие закона о минимальной заработной плате.,"Принятие законов, регулирующих железные дороги.",Переход американской валюты с золотого стандарта на серебряный стандарт.,Создание системы ценовой поддержки для мелких фермеров.,B,"Дан вопрос по теме {subject}: {text}. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Определи, какой вариант ответа правильный. Напиши только букву этого ответа: A, B, C, D. Ответ:",test
11437,professional_law,Право,"Однажды воскресным днем спортивный фанат отправился на профессиональный футбольный матч. Стоя в очереди в концессионный киоск, он вступил в спор с тремя мужчинами, стоявшими впереди него в очереди. Эти трое мужчин были друзьями, вместе присутствовавшими на игре. Один из мужчин ударил спортивного болельщика кулаком в рот. Завязалась драка. Во время потасовки один из трех других мужчин ударил спортивного болельщика бутылкой по голове, в результате чего тот получил серьезное сотрясение мозга. Спортивный болельщик не знает наверняка, кто из троих мужчин ударил его бутылкой. Если спортивный болельщик подаст иск против человека, который ударил его в рот, о возмещении ущерба за травму головы, одержит ли победу спортивный болельщик?","Да, потому что человек, который ударил его в рот, был зачинщиком, который нанес первый удар, положивший начало драке.","Да, потому что человек, который ударил его кулаком в рот, и другие мужчины действовали согласованно.","Нет, потому что человек, который ударил его по губам, на самом деле не бил спортивного болельщика бутылкой.","Нет, потому что спортивный болельщик не может представить доказательств того, кто из мужчин ударил спортивного болельщика бутылкой по голове.",B,"Вопрос:
{text}. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Используй знания по теме {subject} и выбери правильный ответ. Выведи только одну букву. Ответ:",test
11098,professional_law,Право,"Мужчина и женщина были арестованы и обвинены в ограблении банка. После получения предупреждений о правиле Миранды оба обратились за помощью к адвокату. После их ареста мужчина и женщина были помещены в отдельные тюремные камеры. На следующий день перед предъявлением обвинения мужчина спросил полицейского, может ли он увидеться со своей подругой, женщиной. Мужчину отвели в тюремную камеру женщины и разрешили поговорить с ней. Ни один из подсудимых не знал, что полиция установила подслушивающее устройство в тюремной камере женщины. В результате их разговор был подслушан и записан полицией. Полиция установила подслушивающее устройство без предварительного получения ордера. Пока они были вместе, мужчина сказал женщине ни в чем не признаваться, потому что они могли бы опровергнуть обвинения с помощью хорошего адвоката. На суде обвинение пыталось приобщить компрометирующие показания мужчины к доказательствам. Адвокат мужчины подал ходатайство об исключении. Ходатайство должно быть","отклонено, поскольку у ответчиков не было разумных ожиданий на неприкосновенность частной жизни.","отклонено, поскольку показания не нарушают привилегию мужчины против самообвинения, предусмотренную Пятой поправкой.","удовлетворено, поскольку оба ответчика запросили адвоката, прежде чем вступить в беседу.","удовлетворено, потому что полиция не получила ордер до установки подслушивающего устройства.",A,"В вопросе ""{text}"" по теме ""{subject}"" есть только один правильный ответ. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Все варианты индексируются одной буквой. Найди правильный ответ и выведи только его букву. Ответ:",test
6823,machine_learning,Информационные технологии,"Утверждение 1| Алгоритм обратного распространения обучает глобально оптимальную нейронную сеть со скрытыми слоями. Утверждение 2 | Размерность VC линии должна быть не более 2, так как я могу найти по крайней мере один случай из 3 точек, которые не могут быть разбиты ни одной линией.","Истина, Истина","Ложь, Ложь","Истина, Ложь","Ложь, Истина",B,"Найдите правильный ответ на вопрос по теме {subject} в задании ниже. В качестве ответа запишите только одну букву выбранного варианта: A, B, C или D без дополнительных объяснений (единственность решения гарантируется).
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
5640,high_school_us_history,История,"Этот вопрос относится к следующей информации.
""Американцы обладают большей свободой и более широкими правами, чем граждане почти любой другой страны в мире, включая возможность критиковать свое правительство и избранных должностных лиц. Но мы не имеем права прибегать к насилию — или угрозе насилия, — когда мы не добиваемся своего. Наши основатели построили систему правления таким образом, чтобы разум мог возобладать над страхом. Оклахома-Сити еще раз доказал, что без закона нет свободы. Критика - это часть жизненной силы демократии. Никто не бывает прав все время. Но мы должны помнить, что есть большая разница между критикой политики и демонизацией правительства, которое гарантирует наши свободы, и государственных служащих, которые обеспечивают соблюдение наших законов"".
Президент Билл Клинтон, ""Чему мы научились в Оклахома-Сити"", 2010
(Написано в 15-ю годовщину взрыва в Оклахома-Сити)
""Если бы не было Вако, я бы пустил где-нибудь корни и не был бы так обеспокоен тем фактом, что мое правительство…было угрозой для меня. Все, что подразумевает Вако, было на переднем плане моих мыслей. Это в некотором роде определило мой путь на следующие пару лет"".
Тимоти Маквей, террорист-смертник из Оклахома-Сити, 2001
Представитель США Джон Коньерс, События, связанные с противостоянием секты Ветви Давида в Уэйко, Техас: Слушания в Комитете по судебной системе Палаты представителей, 1993
В третьем отрывке представитель Коньерс ссылается на ""Вундед-Ни"" в качестве примера",жестокого культа,злоупотребления властью на федеральном уровне,места взрыва,недавнего конфликта между федеральными агентами и индейцами лакота,B,"Задание содержит вопрос по теме {subject} и 4 варианта ответа A, B, C, D, из которых только один правильный.
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Запишите букву правильного ответа
Ответ:",test
10990,professional_law,Право,"Кредитор подал иск о взыскании с женщины, которая задолжала ему причитающуюся сумму. Это было первое предпринятое действие, и у кредитора не было судебного решения. Он направил уведомление о наложении ареста в адрес лица, на которое оформлен гарнишмент, работодателя женщины. Работодатель выполнил уведомление, удержав весь заработок женщины на депозитном счете до рассмотрения иска кредитора и вступления окончательного судебного решения в отношении женщины. В штате, где жил и работал ответчик, было предусмотрено наложение ареста до вынесения судебного решения, при условии, что деньги хранились и не распределялись до вынесения судебного решения. Деньги были бы выплачены женщине, если бы судебное решение не было вынесено в течение следующих 120 дней. Женщина подала в суд на работодателя и кредитора, требуя выдать ей заработок. Прикажет ли суд выдать деньги женщине?","Нет, потому что государственная процедура защиты денег женщины до вынесения судебного решения является справедливой и соответствует надлежащей правовой процедуре.","Нет, потому что государство заинтересовано в защите прав кредиторов на взыскание долгов с помощью процедуры наложения ареста.","Да, потому что единственная сторона, имеющая права на взыскание в Соединенных Штатах, - это Налоговая служба.","Да, потому что временное замораживание заработной платы без возможности быть заслушанным нарушает надлежащую процессуальную процедуру.",D,"Задание содержит вопрос по теме {subject} и 4 варианта ответа A, B, C, D, из которых только один правильный.
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Запишите букву правильного ответа
Ответ:",test
9617,nutrition,Медицина,Какое из следующих утверждений о растительных источниках аминокислот в питании человека является верным?,Все источники растительного белка содержат дефицит незаменимых аминокислот,"Все источники растительного белка содержат все незаменимые аминокислоты, хотя количество некоторых из них может быть ограничено определенными аминокислотами",Все источники растительного белка содержат дефицит лизина,Все источники растительного белка содержат дефицит серосодержащих аминокислот,B,"Вопрос:
{text}. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Используй знания по теме {subject} и выбери правильный ответ. Выведи только одну букву. Ответ:",test
3697,high_school_government_and_politics,Политика,Представитель какой из следующих демографических групп с наибольшей вероятностью поддержит кандидата в президенты от Республиканской партии?,Женатый белый мужчина,Незамужняя белая женщина,"Афроамериканец, мужчина или женщина","Молодые люди в возрасте до 25 лет, мужчины или женщины",A,"Вопрос:
{text}. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Используй знания по теме {subject} и выбери правильный ответ. Выведи только одну букву. Ответ:",test
