id,domain,subject,question,choice_A,choice_B,choice_C,choice_D,answer,instruction,split
6508,international_law,Право,Каковы были последствия отсутствия имплементирующего законодательства в случае с Советом по олову?,"Штаб-квартира Международного совета по олову находилась в Лондоне, и поэтому отсутствие имплементирующего законодательства было несущественным",Учредительные договоры международных организаций подпадают под действие доктрины инкорпорации,"Отсутствие имплементирующего законодательства в отношении учредительного договора Совета означало, что отдельные лица не получили его прав и обязанностей в английской правовой системе",Отсутствие имплементирующего законодательства в Англии в отношении международной организации не имеет значения с точки зрения международного права,C,"В вопросе ""{text}"" по теме ""{subject}"" есть только один правильный ответ. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Все варианты индексируются одной буквой. Найди правильный ответ и выведи только его букву. Ответ:",test
7149,marketing,Бизнес,McDonald's и KFC являются хорошими примерами:,Дистрибьюторов.,Франчайзинга.,Оптовой торговли.,Розничной торговли.,B,"Реши задачу. В качестве ответа выведи только одну букву в формате ""letter"", где letter - буква, которой соответствует правильный ответ. Тема вопроса:
{subject}
Вопрос:
{text}Ответы:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
6076,human_aging,Медицина,Что из перечисленного наиболее сильно связано с потерей плотности костной ткани?,Генетические факторы,"Факторы образа жизни, такие как отказ от физических упражнений","Гормональные факторы, такие как потеря эстрогена",Когортные факторы,B,"Реши задачу по теме {subject}
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
9356,moral_scenarios,Философия,"В каком из этих двух сценариев главный герой (использующий ""я/мне/мой"") делает что-то явно морально неправильное, согласно обычным моральным нормам в США по состоянию на 2020 год? Сценарий 1 | Моя свекровь любит сладкое, поэтому я позаботилась о том, чтобы добавить в ее пудинг побольше соли. Сценарий 2 | Я продал старые игрушки моего младшего брата немцам.","Неправильно, Неправильно","Неправильно, Правильно","Правильно, Неправильно","Правильно, Правильно",B,"Реши задачу по теме {subject}
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
12187,professional_medicine,Медицина,"Во время исследования почечных клубочков почку здорового животного держат в сосудистой ванночке при постоянном афферентном артериальном давлении 100 мм рт. ст. Если эфферентная артериола будет сужена сосудистым зажимом, какое изменение произойдет в клубочках с одной из следующих сил Старлинга?",Снижение коэффициента фильтрации (Kf),Снижение гидростатического давления,Снижение онкотического давления,Повышение гидростатического давления,D,"Вопрос:
{text}. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Используй знания по теме {subject} и выбери правильный ответ. Выведи только одну букву. Ответ:",test
9424,nutrition,Медицина,Что из перечисленного лучше всего объясняет антиоксидантное действие витамина Е?,"Он образует стабильный радикал, который может быть восстановлен обратно до активного витамина Е путем реакции с витамином С",Он превращается в стабильный радикал в результате реакции с витамином С,"Он растворим в липидах и может вступать в реакцию со свободными радикалами в кровотоке, образующимися в результате образования оксида азота сосудистым эпителием","Он образует стабильный радикал, который может быть восстановлен обратно до активного витамина Е путем реакции с глутатионом и глутатионпероксидазой",A,"Дайте ответ на задание по теме {subject}:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответом к заданию является буква, отсылающая к правильному варианту ответа.
Ответ:",test
64,abstract_algebra,Математика,Сколько существует гомоморфизмов из Z в Z_2?,1,2,бесконечно много,0,B,"Дайте ответ на задание по теме {subject}:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответом к заданию является буква, отсылающая к правильному варианту ответа.
Ответ:",test
9371,moral_scenarios,Философия,"В каком из этих двух сценариев главный герой (использующий ""я/мне/мой"") делает что-то явно морально неправильное, согласно обычным моральным нормам в США по состоянию на 2020 год? Сценарий 1 | Я нашел самую милую маленькую сумочку в магазине, которую просто обязан был взять. Сценарий 2 | Я вытатуировал на руке символ верности.","Неправильно, Неправильно","Неправильно, Правильно","Правильно, Неправильно","Правильно, Правильно",B,"Задание содержит вопрос по теме {subject} и 4 варианта ответа A, B, C, D, из которых только один правильный. Выберите букву правильного ответа:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
9412,nutrition,Медицина,Какова вероятная причина неубедительности доказательств взаимосвязи между уровнем холестерина в рационе и уровнем холестерина ЛПНП в плазме крови у людей?,"Сложность механизмов, регулирующих всасывание холестерина и его экспорт в липопротеинах.","Сложность механизма, контролирующего клиренс кишечных липопротеинов печенью.",Многочисленные внутрипеченочные реакции на повышение уровня холестерина в клетках.,Все вышеперечисленное.,D,"Ниже приведен вопрос на определенную профессиональную тематику {subject} и даны варианты ответа A, B, C, D. Гарантируется, что только один из ответов правильный.
Правильно ответьте на вопрос, выбрав букву A, B, C или D:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
4512,high_school_microeconomics,Экономика,"Если заработная плата, выплачиваемая всем единицам рабочей силы, составляет 4,50 доллара, то сколько единиц рабочей силы нанято?",1,2,3,4,B,"Ниже приведен вопрос на определенную профессиональную тематику {subject} и даны варианты ответа A, B, C, D. Гарантируется, что только один из ответов правильный.
Правильно ответьте на вопрос, выбрав букву A, B, C или D:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
6514,international_law,Право,"Каково значение ""вторичных норм"" в праве международной ответственности?","Вторичные нормы - это правила толкования международного права, включая право международной ответственности","Вторичные нормы - это правила, которые регулируют правовые последствия, возникающие в результате нарушения первичных правил, т.е. международных обязательств государств","Вторичные нормы - это правила, которые регулируют исключительно концепцию присвоения в праве международной ответственности","Вторичные нормы - это правила, которые регулируют исключительно право контрмер",B,"Дайте ответ на задание по теме {subject}:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответом к заданию является буква, отсылающая к правильному варианту ответа.
Ответ:",test
6101,human_aging,Медицина,Жестокое обращение с пожилыми людьми чаще всего исходит от их,Супруга,Детей,Внуков,Соседей,B,"Задание содержит вопрос по теме {subject} и 4 варианта ответа A, B, C, D, из которых только один правильный. Выберите букву правильного ответа:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
4449,high_school_mathematics,Математика,"Зоуи укладывает кирпичи для своего внутреннего дворика. Продавец хочет продать Зоуи как можно больше кирпичей, чтобы покрыть внутренний дворик толщиной в один кирпич, и чтобы при этом лишних кирпичей не осталось. Площадь внутреннего дворика представляет собой прямоугольник с размерами 12 футов на 10 футов, а каждый отдельный кирпич имеет размеры 4 дюйма на 6 дюймов на 2 дюйма. Какое наибольшее количество кирпичей мог бы продать продавец, чтобы удовлетворить свои критерии продаж?",5760,2880,2160,1440,C,"Реши задачу. В качестве ответа выведи только одну букву в формате ""letter"", где letter - буква, которой соответствует правильный ответ. Тема вопроса:
{subject}
Вопрос:
{text}Ответы:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
5750,high_school_us_history,История,"Этот вопрос относится к следующей информации.
Те, кто был до нас, убедились, что эта страна пережила первые волны промышленных революций, первые волны современных изобретений и первую волну ядерной энергетики, и это поколение не намерено барахтаться в водовороте наступающей космической эры. Мы хотим быть частью этого — мы хотим руководить этим. Ибо глаза всего мира теперь устремлены в космос, на Луну и планеты за ее пределами, и мы поклялись, что увидим, как им будет управлять не враждебный флаг завоевания, а знамя свободы и мира. Мы поклялись, что увидим космос, заполненный не оружием массового уничтожения, а инструментами знания и понимания.… Мы выбираем отправиться на Луну. Мы решили отправиться на Луну в этом десятилетии и заняться другими вещами не потому, что это легко, а потому, что это трудно, потому что эта цель послужит организации и измерению лучших проявлений нашей энергии и навыков, потому что это вызов, который мы готовы принять, который мы не желая откладывать, и тот, который мы намерены выиграть, и другие тоже.
— Джон Ф. Кеннеди, 12 сентября 1962
Речь Кеннеди лучше всего можно сравнить с какой из следующих?","Речь Дуайта Эйзенхауэра о ""военно-промышленном комплексе""",Прощальная речь Джорджа Вашингтона,Геттисбергская речь Авраама Линкольна,"Речь Франклина Д. Рузвельта ""Арсенал демократии""",D,"Задание содержит вопрос по теме {subject} и 4 варианта ответа A, B, C, D, из которых только один правильный.
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Запишите букву правильного ответа
Ответ:",test
6246,human_aging,Медицина,"Термин ""старение"" относится к",Повышенной уязвимости,Процессу становления старше,Потере умственных способностей,Биологическому старению,A,"Реши задачу по теме {subject}
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
3049,high_school_chemistry,Биология,"Формирование решения часто можно представить как трехэтапный процесс. Шаг 1. Молекулы растворителя отделяются друг от друга, чтобы освободить место для растворенного вещества. Шаг 2. Молекулы растворенного вещества разделяются таким образом, чтобы они помещались в промежутки в растворителе. Шаг 3. Разделенное растворенное вещество и растворитель соединяют вместе, заполняя промежутки. Какое из следующих утверждений об энергии, задействованной в вышесказанном, является правильным?","Стадии 1 и 2 являются экзотермическими, а стадия 3 - эндотермической.","Стадии 1 и 2 являются эндотермическими, а стадия 3 - экзотермической.",Все три стадии являются экзотермическими.,Все три стадии являются эндотермическими.,B,"Реши задачу. В качестве ответа выведи только одну букву в формате ""letter"", где letter - буква, которой соответствует правильный ответ. Тема вопроса:
{subject}
Вопрос:
{text}Ответы:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
5348,high_school_psychology,Общество,Модель непредвиденных обстоятельств объясняет классическое обусловливание с какой из следующих точек зрения?,поведенческой,психоаналитической,когнитивной,гуманистической,C,"В вопросе ""{text}"" по теме ""{subject}"" есть только один правильный ответ. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Все варианты индексируются одной буквой. Найди правильный ответ и выведи только его букву. Ответ:",test
8138,miscellaneous,Общие факты,Какие две планеты наиболее похожи по диаметру?,Марс и Меркурий,Венера и Земля,Уран и Нептун,Юпитер и Сатурн,B,"В вопросе ""{text}"" по теме ""{subject}"" есть только один правильный ответ. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Все варианты индексируются одной буквой. Найди правильный ответ и выведи только его букву. Ответ:",test
7241,marketing,Бизнес,Экономический — маркетинг должен способствовать долгосрочному экономическому развитию в противовес краткосрочному.,"Экологический, эволюционный и экономический","Экологический, справедливый и экономический","Эволюционный, справедливый и экономический","Экологический, справедливый и развивающийся",B,"Задание содержит вопрос по теме {subject} и 4 варианта ответа A, B, C, D, из которых только один правильный. Выберите букву правильного ответа:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
13775,virology,Медицина,"Группа, позволяющая проанализировать всю естественную историю ВИЧ/СПИДа, - это:",Стойкие серонегативы,Долгожители,Сероконвертеры,Долгожители с низким уровнем CD4+ клеток,C,"Дан вопрос по теме {subject}: {text}. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Определи, какой вариант ответа правильный. Напиши только букву этого ответа: A, B, C, D. Ответ:",test
10415,professional_accounting,Бизнес,"1 июля Alto Co. разделила свои обыкновенные акции 5 к 1, когда справедливая стоимость составляла 100 долларов за акцию. До разделения Alto имела 10000 обыкновенных акций номинальной стоимостью 10 долларов, выпущенных и находящихся в обращении. После разделения номинальная стоимость акций",осталась на уровне 10 долларов.,была снижена до 8 долларов.,была снижена до 5 долларов.,была снижена до 2 долларов.,D,"Дан вопрос по теме {subject}: {text}. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Определи, какой вариант ответа правильный. Напиши только букву этого ответа: A, B, C, D. Ответ:",test
4822,high_school_physics,Физика,"Два объекта, шар и блок одинаковой массы, выведены из состояния покоя на вершине наклонной плоскости. Шар скатывается по наклонной плоскости без проскальзывания. Блок скользит по плоскости без трения. Какой объект достигнет дна рампы первым?","Шар, потому что он приобретает кинетическую энергию вращения, а блок - нет","Шар, потому что он приобретает механическую энергию из-за действующего на него крутящего момента, а блок - нет","Блок, потому что он не теряет механическую энергию из-за трения, а сфера теряет","Блок, потому что он не приобретает кинетическую энергию вращения, а сфера приобретает.",D,"Ниже приведен вопрос на определенную профессиональную тематику {subject} и даны варианты ответа A, B, C, D. Гарантируется, что только один из ответов правильный.
Правильно ответьте на вопрос, выбрав букву A, B, C или D:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
6930,management,Бизнес,Какой писатель больше всего связан с бюрократическими структурами?,Анри Файоль,Макс Вебер,Адам Смит,Мэри Паркер Фоллетт,B,"Задание содержит вопрос по теме {subject} и 4 варианта ответа A, B, C, D, из которых только один правильный.
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Запишите букву правильного ответа
Ответ:",test
5333,high_school_psychology,Общество,Какой из следующих видов терапевтов с наибольшей вероятностью назначит литий пациенту с диагнозом биполярное расстройство?,психоаналитик,психиатр,клинический психолог,когнитивный психотерапевт,B,"Найдите правильный ответ на вопрос по теме {subject} в задании ниже. В качестве ответа запишите только одну букву выбранного варианта: A, B, C или D без дополнительных объяснений (единственность решения гарантируется).
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
117,high_school_government_and_politics,Политика,"В каком из следующих дел был создан прецедент, согласно которому обвиняемый должен быть проинформирован о праве хранить молчание, праве на адвоката и защите от самообвинения?",Уикс против Соединённых Штатов,Беттс против Брэди,Мапп против Огайо,Миранда против Аризоны,D,"Вопрос:
{text}. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Используй знания по теме {subject} и выбери правильный ответ. Выведи только одну букву. Ответ:",train
8109,miscellaneous,Общие факты,Какой из этих звуков обычно ассоциируется с совами?,чириканье,лай,рычание,уханье,D,"Реши задачу. В качестве ответа выведи только одну букву в формате ""letter"", где letter - буква, которой соответствует правильный ответ. Тема вопроса:
{subject}
Вопрос:
{text}Ответы:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
4634,high_school_microeconomics,Экономика,"Если от потребителя не требуется платить денежную цену за каждое печенье, которое он потребляет, он перестанет есть печенье, когда",общая полезность от употребления печенья будет равна нулю.,эффект замещения перевесит эффект дохода от употребления печенья.,отношение предельной полезности к общей полезности станет равно единице.,предельная полезность от поедания последнего печенья станет равна нулю.,D,"Дайте ответ на задание по теме {subject}:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответом к заданию является буква, отсылающая к правильному варианту ответа.
Ответ:",test
7469,miscellaneous,Общие факты,"Что из перечисленного ниже дало больше всего информации о строении ядра, мантии и нижней части земной коры?",Измерение интенсивности и колебаний магнитного поля Земли,Изучение текущей лавы,"Сбор образцов из глубоких скважин, пробуренных в Земле","Изучение скоростей и путей сейсмических волн, проходящих через Землю",D,"Реши задачу. В качестве ответа выведи только одну букву в формате ""letter"", где letter - буква, которой соответствует правильный ответ. Тема вопроса:
{subject}
Вопрос:
{text}Ответы:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
3407,high_school_european_history,История,"Этот вопрос относится к следующей информации.
Прочтите следующую цитату.
Теперь я окончательно решил, что на небесах существуют три звезды, блуждающие вокруг Юпитера так же, как Венера и Меркурий вокруг Солнца, и это стало яснее ясного из наблюдений в аналогичных случаях, которые последовали за этим. Таких звезд было не только три; четыре странника завершают свои обращения вокруг Юпитера, и их изменениям, наблюдаемым более точно позже, мы дадим здесь описание. Также я измерил расстояния между ними с помощью телескопа. ...
Таковы наблюдения, касающиеся четырех звезд Медичи, недавно впервые открытых мной, и хотя на основе этих данных их периоды еще не были реконструированы в числовой форме, по крайней мере, законно привести в доказательство некоторые факты, достойные внимания. Прежде всего, поскольку они иногда следуют за Юпитером, а иногда и предшествуют ему с одинаковыми интервалами, и они остаются на очень ограниченных расстояниях либо к востоку, либо к западу от Юпитера, постоянно сопровождая эту планету как в ее ретроградном, так и в прямом движении, никто не может сомневаться в том, что они завершают свои обращения вокруг Юпитера и в один и то же время вместе осуществляют двенадцатилетний период примерно в центре Вселенной.
— Галилео Галилей, 1610 год
Какие из следующих интеллектуальных отличительных черт Ренессанса, по-видимому, больше всего противоречат вопрошанию древних философов, таких как Аристотель, посредством экспериментов в области естественной философии?",Гуманизм,Секуляризм,Индивидуализм,Арете,A,"Вопрос:
{text}. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Используй знания по теме {subject} и выбери правильный ответ. Выведи только одну букву. Ответ:",test
9771,philosophy,Философия,"Бентам утверждает, что действия являются правильными или неправильными в силу:","мотивов, стоящих за ними.",их последствий.,"как [A], так и [B].","ни [A], ни [B].",B,"Задание содержит вопрос по теме {subject} и 4 варианта ответа A, B, C, D, из которых только один правильный. Выберите букву правильного ответа:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
3629,high_school_geography,География,"Какая пара религий, приведенных ниже, разделяет давнюю традицию кремации своих умерших?",Индуизм и буддизм,Индуизм и ислам,Ислам и иудаизм,Христианство и буддизм,A,"Реши задачу. В качестве ответа выведи только одну букву в формате ""letter"", где letter - буква, которой соответствует правильный ответ. Тема вопроса:
{subject}
Вопрос:
{text}Ответы:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
1776,conceptual_physics,Физика,"По сравнению со звуком, который вы слышите от сирены стационарной пожарной машины, ее звук, когда она приближается к вам, имеет повышенную",скорость,частоту,"И то, и другое","Ни то, ни другое",B,"Реши задачу по теме {subject}
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
10116,prehistory,История,"В отличие от месопотамских писаний, записи, оставленные майя, в основном касаются:",политической и военной истории.,философии и религии.,торговли и экономики.,астрономии и математики.,A,"Реши задачу по теме {subject}
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
12875,professional_psychology,Общество,"Хотя природа и степень измеряемого интеллектуального снижения в процессе старения точно не установлены, последовательным выводом является",увеличение способности решать проблемы,увеличение беглости речи,уменьшение словарного запаса,увеличение времени реакции,D,"Дан вопрос по теме {subject}: {text}. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Определи, какой вариант ответа правильный. Напиши только букву этого ответа: A, B, C, D. Ответ:",test
8794,moral_scenarios,Философия,"Для какого из этих двух сценариев главный герой (использующий ""я/мне/мой"") совершает что-то явно морально неправильное, согласно обычным моральным стандартам в США по состоянию на 2020 год? Сценарий 1 | Я узнала, что моей сестре понравился парень, о котором она не хотела, чтобы он знал, но я все равно сказала ему. Сценарий 2 | Я навещаю свою бабушку в больнице, чтобы поесть ее еду.","Неправильно, Неправильно","Неправильно, Правильно","Правильно, Неправильно","Правильно, Правильно",A,"Дайте ответ на задание по теме {subject}:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответом к заданию является буква, отсылающая к правильному варианту ответа.
Ответ:",test
8470,moral_disputes,Философия,"По мнению Ли и Джорджа, яйцеклетки/сперматозоиды не являются людьми, потому что",они не могут размножаться.,они не имеют генетического профиля человека.,они генетически и функционально идентифицируются как части мужчины или женщины - потенциальных родителей.,все вышеперечисленное,C,"Задание содержит вопрос по теме {subject} и 4 варианта ответа A, B, C, D, из которых только один правильный.
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Запишите букву правильного ответа
Ответ:",test
6083,human_aging,Медицина,Число Хейфлика для человеческих клеток равно,Неизвестно,Между 45 и 55,Меньше 30,Более 60,B,"Найдите правильный ответ на вопрос по теме {subject} в задании ниже. В качестве ответа запишите только одну букву выбранного варианта: A, B, C или D без дополнительных объяснений (единственность решения гарантируется).
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
3938,high_school_macroeconomics,Экономика,"Коэффициент резервирования равен .10, и мамаша Моребакс снимает со своего расчетного счета 1 миллион долларов и хранит его как наличные в своем холодильнике. Как это снятие потенциально повлияет на количество денег в обращении?",Уменьшает его на 9 млн $,Уменьшает его на 1 млн $,Уменьшает его на 100000 $,Увеличивает его на 1 млн $,A,"В вопросе ""{text}"" по теме ""{subject}"" есть только один правильный ответ. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Все варианты индексируются одной буквой. Найди правильный ответ и выведи только его букву. Ответ:",test
44,college_mathematics,Математика,"Пусть A - множество всех упорядоченных пар целых чисел (m, n), таких, что 7m + 12n = 22. Какое наибольшее отрицательное число в множестве B = {m + n : (m, n) \ в A}?",-5,-4,-3,-2,B,"Дайте ответ на задание по теме {subject}:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответом к заданию является буква, отсылающая к правильному варианту ответа.
Ответ:",train
104,high_school_computer_science,Информационные технологии,"Список чисел содержит n элементов, проиндексированных от 1 до n. Следующий алгоритм предназначен для отображения количества элементов в списке, значение которых превышает 100. Алгоритм использует переменные count и position. Шаги 3 и 4 отсутствуют.
 Шаг 1: Установите значение count равным 0, а position - 1.
 Шаг 2: Если значение элемента в позиции индекса
больше 100, увеличьте значение count на 1.
 Шаг 3: (пропущенный шаг)
 Шаг 4: (пропущенный шаг)
 Шаг 5: Отобразите значение count.
 Что из следующего можно было бы использовать для замены шагов 3 и 4, чтобы алгоритм работал так, как задумано?","Шаг 3: Увеличьте значение position на 1.
 Шаг 4: Повторяйте шаги 2 и 3 до тех пор, пока значение count не превысит 100.","Шаг 3: Увеличьте значение position на 1.
 Шаг 4: Повторяйте шаги 2 и 3 до тех пор, пока значение позиции не станет больше n.","Шаг 3: Повторяйте шаг 2 до тех пор, пока значение count не превысит 100.
 Шаг 4: Увеличьте значение position на 1.","Шаг 3: Повторяйте шаг 2 до тех пор, пока значение position не станет больше n.
 Шаг 4: Увеличьте значение count на 1.",D,"Дайте ответ на задание по теме {subject}:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответом к заданию является буква, отсылающая к правильному варианту ответа.
Ответ:",train
11257,professional_law,Право,"В 1940 году штат передал мужчине участок земли по акту, который был немедленно зарегистрирован. Мужчина умер вдовцом в 1990 году, завещав все свое недвижимое имущество сыну. Завещание было надлежащим образом оформлено вскоре после этого. В 2005 году сын передал участок земли своему другу. Эта сделка была зарегистрирована только после смерти сына в 2009 году. В завещании сына, должным образом обнародованном после его смерти, друг был указан как единственный наследник и завещатель всего имущества сына. В 2008 году сын заложил участок земли банку. В закладной, которая была зарегистрирована в 2008 году, говорилось, что она подчиняется закладной на тот же участок, выданной сыном владельцу ранчо в 1988 году и зарегистрированной в 1988 году. В этом документе сын якобы предоставил владельцу ранчо ипотеку на этот участок земли. Все акты, упомянутые в вышеупомянутых сделках, являются актами общей гарантии. Кроме того, в штате Баден действует закон о регистрации уведомлений, а в отношении ипотеки применяется теория титула. Каковы вероятные юридические последствия ипотечного договора, заключенного сыном в 2008 году с банком?","Ипотека будет недействительной, поскольку сын передал свою долю в собственности другу в 2005 году.","Ипотека будет недействительной, поскольку первая ипотека 1988 года имеет приоритет над второй ипотекой.","Ипотека будет недействительной, если только банк-залогодержатель не знал о предыдущей передаче прав другу.","Последующий залогодержатель, банк, будет иметь преимущество по отношению к предыдущему залогодержателю (другу), который не успел сделать запись до вступления закладной в силу.",D,"Вопрос:
{text}. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Используй знания по теме {subject} и выбери правильный ответ. Выведи только одну букву. Ответ:",test
11200,professional_law,Право,"Неопытная велогонщица взяла свой новый велосипед на пробный заезд. На перекрестке она не смогла остановиться на красный свет и выехала на перекресток, где соскользнула с велосипеда. Когда она пыталась сесть на него, автомобиль, выехавший на перекресток на зеленый сигнал светофора, сбил ее, причинив серьезные травмы. Водитель автомобиля отвлекся на свой мобильный телефон и получил от полиции штраф за неосторожное вождение. Женщина подала иск о возмещении ущерба, утверждая, что водитель автомобиля проявил халатность как таковою. Она утверждала, что признание факта халатности как таковой не позволило водителю заявить о сравнительной халатности в соответствии с законом штата. Удовлетворит ли суд первой инстанции ходатайство женщины о том, чтобы исключить попытку защиты мужчины в связи с сравнительной халатностью?","Да, потому что у водителя был последний явный шанс избежать аварии, что отменяет закон о сравнительной халатности.","Да, потому что халатность сама по себе является окончательным приговором о полной халатности в отношении водителя, и оно не может быть изменено или опровергнуто.","Нет, потому что доктрина общего права о халатности как таковой не отменяет права ответчика на распределение вины в соответствии со статутом о сравнительной халатности.","Нет, потому что она въехала на перекресток, зная, что это был красный свет, тем самым добровольно и сознательно подвергая себя опасности, и она приняла на себя риск.",C,"Задание содержит вопрос по теме {subject} и 4 варианта ответа A, B, C, D, из которых только один правильный.
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Запишите букву правильного ответа
Ответ:",test
4042,high_school_macroeconomics,Экономика,Что из перечисленного на балансе банка считается обязательством?,Обязательные резервы,Избыточные резервы,Кредиты,Депозиты,D,"Ниже приведен вопрос на определенную профессиональную тематику {subject} и даны варианты ответа A, B, C, D. Гарантируется, что только один из ответов правильный.
Правильно ответьте на вопрос, выбрав букву A, B, C или D:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
4046,high_school_macroeconomics,Экономика,"Если ожидается, что в будущем цены будут расти медленнее",кривая Филлипса сдвинется вправо,фактический уровень инфляции увеличится,"фактический уровень инфляции будет оставаться стабильным, если не возникнут шоки предложения",эти ожидания станут реальностью,D,"Реши задачу по теме {subject}
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
10846,professional_law,Право,"Свидетель по делу об убийстве не дает одни и те же показания, а излагает разные версии своих наблюдений в разное время разным лицам и следователям. Обвинение вызвало свидетеля в суд, чтобы он рассказал о том, что наблюдал. Адвокат подсудимого использовал импичмент, приведя в пример предыдущие непоследовательные показания и обвинив свидетеля в том, что он изменил свою версию для суда. Затем обвинение попыталось реабилитировать его авторитет, ссылаясь на предыдущие последовательные заявления. Предыдущие последовательные показания, как правило, не принимаются к рассмотрению, поскольку они, по мнению обвинения, являются повторными, кумулятивными и несправедливо подкрепляют доверие к свидетелю. Разрешит ли суд обвинению реабилитировать свидетеля с помощью предыдущих последовательных заявлений при таких обстоятельствах?","Нет, потому что свидетель не может быть реабилитирован после успешного импичмента.","Нет, потому что это запутает присяжных слишком большим количеством противоречивых доказательств.","Да, потому что он используется для реабилитации свидетеля, чья достоверность была поставлена под сомнение.","Да, потому что все повторяющиеся предыдущие показания важны для демонстрации последовательности показаний свидетеля.",C,"Реши задачу по теме {subject}
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
39,abstract_algebra,Математика,Утверждение 1 | Каждая перестановка - это цикл. Утверждение 2 | Каждый цикл - это перестановка.,"Истина, Истина","Ложь, Ложь","Истина, Ложь","Ложь, Истина",D,"Реши задачу. В качестве ответа выведи только одну букву в формате ""letter"", где letter - буква, которой соответствует правильный ответ. Тема вопроса:
{subject}
Вопрос:
{text}Ответы:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
12247,professional_medicine,Медицина,"Женщина 43 лет обратилась в клинику с двухмесячной историей непереносимости тепла, потерей веса, тахикардией и диффузным зобом. При осмотре выявлены экзофтальм, воспаление периорбитальных тканей и конъюнктивы, частота сердечных сокращений 140/мин, теплая, бархатистая кожа. МРТ головы и орбит, скорее всего, выявит",кальцификацию орбиты,диффузное увеличение прямых мышц,расширенные желудочки мозга,лимфому,B,"Вопрос:
{text}. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Используй знания по теме {subject} и выбери правильный ответ. Выведи только одну букву. Ответ:",test
