question,тақырып,таңдаулар,жауап,sheet
 Жұту кезінде, анатомия, ['есту түтігі ашылады.' 'крикофарингеус бұлшықеті жиырылады.' 'ауыз қуысы ашылады.' 'құсу рефлексі тоқтайды.'],0,Sheet1
 Бұлшықеттегі гликогеннің ыдырауы бастапқыда келесі түзілімдерге әкеледі:, колледж_медицина," ['глюкоза.' 'глюкоза-1-фосфат.' 'глюкоза-6-фосфат.' 'глюкоза-1,6-дифосфат.']",1,Sheet1
"Спорт тауарлары дүкені баспагермен келісімшарт бойынша өз дүкенінде кәсіби гольф ойыншысының бейнесі бар 1200 плакатты сатуға сатып алды. Өндіріс кезінде гольф ойыншысының суреті байқаусызда керісінше аударылып, оңқай гольф ойыншысы солқай болып көрінді. Плакаттар келісімшартта көрсетілген күні жеткізілген кезде, спорт тауарлары дүкені сәйкессіздікті байқады, бұл плакаттың тиімділігіне айтарлықтай әсер еткен жоқ. Дегенмен, дүкен басшылығының пікірінше, плакаттар дүкен тапсырыс берген каталогтағыдай жақсы көрінбеді. Спорт тауарлары дүкені плакаттарды қабылдамауға заңды түрде құқылы ма?", кәсіби_құқық,"['Жоқ, себебі сәйкессіздік спорт тауарлары дүкені үшін плакаттардың құнын айтарлықтай өзгертпейді.' 'Жоқ, себебі баспагерге спорт тауарлары дүкені плакаттарды қабылдамас бұрын сәйкессіздікті түзету мүмкіндігі берілуі керек.' 'Иә, себебі плакаттар келісімшартқа сәйкес келмейді.' 'Иә, себебі баспагер белгілі бір мақсатқа жарамдылық кепілдігін бұзды.']",2,Sheet1
"22 жастағы әйел 5 күн бойы тамақ ауруы мен қызба тарихымен жедел жәрдем бөліміне түсті. Соңғы 3 күнде оның дауысының өзгеруін байқады және жұтынған кезде ауырсыну күшейген. Симптомдары басталғаннан бері ацетаминофен қабылдап келеді. Ауру тарихы ерекше емес және ол әдеттегі дәрі-дәрмектерді қабылдамайды. Өмірлік маңызды белгілер: температура 40,0°C (104,0°F), пульс 130/мин, тыныс алу 18/мин және қан қысымы 102/66 мм сын. бағ.. Бөлме ауасындағы пульсоксиметрия 97% құрайды. Ауыз қуысын тексеру кезінде жұмсақ таңдайдың оң жағының эритемасы, ісіну және алдыңғы ығысуы байқалады. Ауыз қуысы солға ығысқан. Оң жақ бадамша безінде ақ экссудат бар. Тризм байқалады. Мойынды пальпациялау кезінде мойынның алдыңғы лимфа түйіндерінің үлкейгені, ауырсынуы, қозғалмалы екені анықталады. Антибиотик терапиядан басқа, келесі емдеу әдістерінің қайсысы ең қолайлы?", кәсіби_медицина,['Тістеу және дренаждау' 'Көктамыр ішіне метилпреднизолон терапиясы' 'Ішке қабылдауға арналған нистатин терапиясы' 'Тұзды сумен шайқау'],0,Sheet1
"2020 жылғы жағдай бойынша АҚШ-тағы қарапайым моральдық стандарттарға сәйкес, осы екі сценарийдің қайсысы үшін басты кейіпкер (мен/мен/менің сөздерін қолданатын) моральдық тұрғыдан дұрыс емес нәрсе жасайды? 1-жағдай | Мен қызымды дөрекілігі үшін жиырма жылға жертөлеге қудым. 2-жағдай | Мен орманда жабайы өрт қойып, бірнеше бұтақтар мен бұталарды өртедім.", моральдық_сценарийлер," ['Қате, қате' 'Қате, қате емес' 'Қате емес, қате' 'Қате емес, қате емес' 'Қате емес, қате емес']",0,Sheet1
 Транзакциялық көшбасшылардың негізгі ерекшеліктері қандай?, басқару," ['Бағыттау, тәлімгерлік ету және ынталандыру' 'Бағыттау, бұйрық беру және ынталандыру' 'Бағыттау, көрсету және ынталандыру' 'Бағыттау, тәлімгерлік ету және көрсету']",0,Sheet1
" Науқас шыны терезеден құлап, білегіндегі шеткі қозғалыс жүйкесін кесіп тастайды. Егер жүйке қалпына келмесе, шамамен 6 айдан кейін оның әдетте жүйкелендіретін бұлшықеттері төмендегі төрт нұсқаның қайсысының белгілерін көрсетеді?", анатомия,['спастикалық салдану' 'бос салдану' 'атрофия' 'контрактура'],2,Sheet1
 Президенттік көпшілік сайлауда жеңіске жету қашан болады,орта мектеп_үкіметі_және_саясат, ['жеңімпаз кандидат халық дауысының 50 пайызынан азын алады' 'кандидаттар сайлаушылардың тең дауыс санын алады және халық дауысы жеңімпазды анықтайды' 'Сенат ресми жеңімпазды жариялайды' 'жеңімпаз кандидат халық дауысының 50%-дан астамын алады'],0,Sheet1
 Төмендегілердің қайсысы өзін-өзі анықтайтын шындықтардың қателігін ең жақсы сипаттайды?, логикалық_қателіктері,"['тек билік өкілінің талапты қабылдағаны туралы дәлелдерге сүйене отырып, талаптың шындық екенін дәлелдеу.' 'талапты дәлелдеу тек анықталмаған билік өкілдерінің оны қабылдағаны туралы дәлелдерге сүйене отырып қабылдануы керек.' 'талап ұсынылмаған, бірақ белгілі немесе айқын деп мәлімделген дәлелдерге сүйене отырып қабылдануы керек деген дәлелдер.' 'біреуді дәлелдеу тек талаптың шындықты түсіну үшін қолайлы сипаттамалары бар екендігі туралы дәлелдерге сүйене отырып, талапты қабылдауы керек.'",2,Sheet1
"Толқын таяз судан терең суға ауысқанда,", тұжырымдамалық_физика," ['жиілік азаяды, толқын ұзындығы артады, ал жылдамдық артады' 'жиілік өзгермейді, толқын ұзындығы артады, ал жылдамдық артады' 'жиілік өзгермейді, толқын ұзындығы азаяды, ал жылдамдық азаяды' 'жиілік өзгермейді, толқын ұзындығы артады, ал жылдамдық азаяды'",1,Sheet1
" Тараптар арасындағы келіссөздердің оңтайлы емес, бірақ қолайлы нәтижесін қалай түсінуге болады?", басқару, ['Келісімге келу' 'Қанағаттану' 'Қабылдау' 'Келісімге келу'],1,Sheet1
 Синнотт-Армстронг моральдық міндеттемелер туралы мәселелерді зерттеуге ең мүдделі, моральдық_даулар, ['жеке тұлғалар.' 'қоғамдар.' 'үкіметтер.' 'отбасылар.'],0,Sheet1
Төмендегі мысалдардың қайсысын Адам құқықтары жөніндегі Еуропалық сот мемлекеттің қорғауға оң міндеттемесі бар жағдай ретінде әзірлемеген?, халықаралық құқық, ['Өтініш беруші мемлекеттің қамқорлығында болған кезде' 'Мемлекет оған қарсы шағымдарды тергеуі керек кезде' 'Мемлекет ішіндегілерді қорғау үшін құқықтық базаны әзірлеу' 'Мемлекет ішіндегі баспанасыздардың барлығын тұрғын үймен қамтамасыз ету'],3,Sheet1
 Төмендегілердің қайсысы популяциядағы генетикалық өзгергіштікке ЕҢ көп үлес қосады?, орта мектеп_биологиясы, ['Споруляция' 'Екілік бөліну' 'Вегетативті көбею' 'Мутация'],3,Sheet1
 Полиомавирус тұқымдасының геномының құрылымы қандай?, вирусология, ['Т антигенін кодтайтын аймақтары бар шеңберлі ds ДНҚ' 'Дөңгелек ssДНҚ' 'RT бар РНҚ геномы' 'Сегменттелген РНҚ геномы'],2,Sheet1
 1797 жылы Джон Фрер келесідей жаңалық ашты:, тарихқа дейінгі кезең, ['жер бетінде шашыраңқы жануарлардың қалдықтары.' 'ең алғашқы жазбаша құжаттар.' 'өте терең қазылған қарабайыр тас құралдар.' 'маймыл тәрізді белгілері бар адам бас сүйектері.'],2,Sheet1
 205 Тл-дің магниттік моменті қандай?, колледж_химиясы,"['[ɣ (205TI = 1,569 x 108 T-1 s-1, I = ½]' '0,717 x 10^-26 J T-1' '0,827 x 10^-26 J T-1' '1,433 x 10^-26 J T-1']",2,Sheet1
 Жүктілік кезіндегі ананың эмоционалдық жағдайы, кәсіби_психология, ['ұрықтың белсенділік деңгейі және туғандағы салмағы сияқты айнымалыларға әсер етуі мүмкін' 'ұрықта дереу эмоционалды реакция тудырады' 'ұрыққа ешқандай айқын әсер етпейді' 'баланың басым эмоционалды бағытын анықтауы мүмкін'],0,Sheet1
" Бір адам бунгалосын 10 000 долларға сатқысы келеді. Көршісі ауласын үлкейту және құрылысты қойма ретінде пайдалану үшін оны сатып алғысы келеді, сондықтан ол жазбаша келісім бойынша бунгало сатып алуға келіседі. Сату 14 қазанда аяқталуы керек. 10 қазанда көршісі 10 000 доллар төлей алмайтынын түсініп, оның орнына 8000 доллар төлеуді ұсынады. Ер адам келіседі, ал айырбас 14 қазанда болады. Содан кейін ер адам қалған 2000 долларды талап етеді. Қол қойылған келісімшарттың бөлігі болып табылатын қосымша 2000 долларды алуда ол жеңіске жете ме?",кәсіби_құқық," [«Жоқ, сату бағасының өзгеруі қабылданды, сондықтан екі тарап та 8000 доллар бағасына міндетті». «Иә, бұрыннан бар баж ережесі бойынша қосымша қарастыру болмағандықтан, өзгерту жарамсыз болды және бастапқы баға әлі де жарамды болды». «Жоқ, бастапқы келісімшарт біржақты келісімшарт болды, оны өзгерту мүмкін емес және бастапқы баға бойынша орындалуы керек болды». «Жоқ, келісімшарт толық орындалды».",1,Sheet1
 Кітаптың тұсаукесері қандай жалпы тактика болар еді?, көпшілікпен қарым-қатынас, ['Байқау' 'Іс-шара' 'Марапаттау' 'Демеушілік'],1,Sheet1
" Джули таңертең сергек, ал оның ағасы Джек түстен кейін сергек болады. Бұл айырмашылық бауырлардың мінез-құлқындағы айырмашылықтан туындайды.", орта мектеп психологиясы, ['ұйқы циклдері.' 'тәуліктік ырғақтар.' 'күнделікті әрекеттер.' 'тұлғалар.'],1,Sheet1
 Экологиялық қауіпсіздік тұжырымдамасында қандай ұзақ мерзімді үрдістерді болжауға болады?, қауіпсіздікті зерттеу,"[11 қыркүйектен кейінгі дәстүрлі қауіпсіздік ойлауына оралу кезінде қоршаған орта қауіпсіздігі тұжырымдамасы қауіпсіздік талдаушылары мен саясаткерлердің назарын үнемі аударатын болады.] «Қоршаған ортаның қауіпсіздігінің теріс әсерінің дәлелдерінің артуы ұлттық қауіпсіздік мүдделері мен мінез-құлқын басқаруы мүмкін. Бұл өзектілік ұлттың әлеуметтік ұйымын сақтау үшін ұлттық біржақты бастамалар қабылданғанға дейін артады, бұл қақтығыстардың ықтималдығын арттыруға кері әсерін тигізуі мүмкін.» «Ұлттық қауіпсіздік тәжірибелері - елдің әлеуметтік-экономикалық ұйымдастырушылық базасын қауіп-қатерге қарсы нығайту үшін экологиялық қауіпсіздік реформаларына қол жеткізудің ең тиімді құралы. Мемлекет практикалық деңгейде қоршаған ортаны шектеулерді басқару үшін трансұлттық келісімдерге қол жеткізу үшін зорлық-зомбылық құралдарына монополияға және ресурстарды орталықтандыруға ие ең қабілетті орган болып қала береді.» «Қоршаған орта мәселелерінің әсері азаюы екіталай сияқты, сондықтан экологиялық қауіпсіздіктің саясат үшін өзектілігі артуы мүмкін, әсіресе экологиялық тұрақты әлеуметтік ұйым нысандарына қол жеткізу үшін жалпы қауіпсіздік мәселелері бойынша көпжақты әрекеттер. Белгілі бір мағынада ұлттық қауіпсіздіктің қазіргі тәжірибелері барлық адамдар үшін экологиялық қауіпсіздікке қол жеткізуге кедергі келтіреді.»",3,Sheet1
" Осы екі сценарийдің қайсысы үшін басты кейіпкер (мен/мен/менің сөздерін қолданатын) 2020 жылғы АҚШ-тағы қарапайым моральдық стандарттарға сәйкес моральдық тұрғыдан дұрыс емес нәрсе жасайды? 1-сценарий | Мен көршімнің көкөніс бақшасына тыңайтқыш себемін. 2-сценарий | Кешкі тамағымды аяқтай алмағандықтан, қалған тамақты алдым.", моральдық_сценарийлер," ['Дұрыс емес, дұрыс емес' 'Дұрыс емес, дұрыс емес' 'Дұрыс емес, дұрыс емес' 'Дұрыс емес, дұрыс емес']",3,Sheet1
 Электромагниттік спектрдің қай бөлігінің толқын ұзындығы ең қысқа?, әртүрлі,['Гамма сәулелері' 'Рентген сәулелері' 'Радиотолқындар' 'Микротолқынды пештер'],0,Sheet1
"Сотталушы мен оның серіктесі банк тонауды шешті. Олар тонауда қарусыз қаруды қолдануға келісті. Жоспарланғандай, серіктесі банкке кірді, ал сотталушы сыртта бақылаушы болып тұрды. Серіктесі банк кассиріне жақындап, оған қарусыз тапаншасын бағыттап, ақша талап етті. Кассир серіктесіне ақша беріп жатқанда, сотталушы қорқып, қашып кетті. Жүрегі әлсіз кассир есінен танып қалды. Ол ақшаны серіктесіне беріп, кеудесін қысып қайтыс болды. Сотталушының сотына дейінгі сот отырысында серіктесі кінәсіз деп танылды. Кейіннен сотталушы қастандық жасады деген айыппен қылмыстық жауапкершілікке тартылып, ақталды. Оның ақталуы, ең алдымен, ... себебі болды.", кәсіби_құқық," ['сотталушы қылмысқа қатысудан бас тартты.' ""кассёрдың өлімі кездейсоқ болды.' ""бірлескен қылмыскер ақталды.' ""кассёр дене жарақатын салды деген айыппен қамауға алынған жоқ.""]",2,Sheet1
"Бұл сұрақ келесі ақпаратқа қатысты. «Қытайлардың бәрі кәпір: олар [үндістер] сияқты бейнелерге табынады және өлілерін өртейді. Қытай патшасы татар және [Шыңғыс] ханның ұрпақтарының бірі... Қытайдың барлық провинцияларында [мұсылмандарға] арналған қала бар, және олар осында тұрады. Сондай-ақ, олардың камералары, колледждері және мешіттері бар және олардың көпшілігін Қытай патшалары құрайды... Біз осы [Ханчжоу] қаласына жақындаған кезде бізді оның судьясы, ислам дінінің [ақсақалдары] және ірі саудагерлер қарсы алды. [Мұсылмандар] мұнда өте көп. Бұл қаланың бәрі қабырғамен қоршалған: Ханчжоудың алты [ауданының] әрқайсысы да қабырғамен қоршалған. Біріншісінде күзетшілер өз қолбасшыларымен бірге тұрады. Маған жиналыстарда олардың саны он екі мыңға жететіні айтылды... Екінші бөлімде күнге табынатын еврейлер, христиандар және түріктер бар: олар көп, олардың саны белгісіз: ал олардыкі ең әдемі қала. Олардың көшелері жақсы орналасқан, ал олардың ұлы адамдары өте бай. Қалада өте көп... [Мұсылмандар], олардың кейбірімен мен он бес күн тұрдым; және маған өте [құрметпен] қаралды..."" Ибн Баттута, Саяхаттар, б.з. 1332–1346 жж. Б.з. 600–1450 жж. кезеңі туралы келесі қорытындылардың қайсысы үзіндімен тікелей расталады?",орта мектептің_әлем_тарихы, [«Өркениеттер арасындағы алыс қашықтықтағы байланыстар тоқырап қалды». «Жаңа діни дәстүрлер бұрынғы діни сенімдерді жоққа шығарды». «Дала көшпенділерінің империялары Еуразиядағы сауда байланыстарын біріктірді». «Технологиялық даму сауда жолдары арқылы таралды».,2,Sheet1
" Газет тілшісі көліктің жылдамдығы мен оның тоқтау қашықтығы туралы деректер жинау үшін соңғы 12 айдағы полицияның апаттар туралы есептерін зерттеді. Содан кейін тілші шашыраңқы диаграмма құрып, көліктің жылдамдығы мен оның тоқтау қашықтығы арасындағы байланысты көрсету үшін корреляция коэффициентін есептеді. Бұл мысал...", орта мектеп статистикасы,['қос соқыр зерттеу' 'бір соқыр зерттеу' 'мүлдем соқырлықты қамтымайтын зерттеу' 'бақылау зерттеуі'],3,Sheet1
 Шри-Ланкадағы буддизмнің негізгі түрі қандай?, әлемдік_діндер, ['Теравада' 'Махайана' 'Таза жер' 'Дзен'],0,Sheet1
 Рейган әкімшілігінің алғашқы жылдарында сыртқы және қорғаныс саясатына баса назар аударды, АҚШ_шетелдік_саясат, ['ядролық қарусыздану.' 'дене бітелуі.' 'антикоммунизм.' 'халықаралық еркін сауда.'],2,Sheet1
" Егер барлық еңбек бірлігіне төленетін жалақы 4,50 доллар болса, қанша еңбек бірлігі жалданады?", орта мектеп_микроэкономикасы, ['1' '2' '3' '4'],1,Sheet1
" ________ саяси науқандарда жиі кездеседі, себебі ол қоғамның белгілі бір адам туралы хабардарлығын арттыруға бағытталған, олар сол адамды қолдайды немесе қолдамайды деген үмітпен.", көпшілікпен қарым-қатынас,['Өнімге бағытталған жарнама' 'Идеяға бағытталған жарнама' 'Тұлғаға бағытталған жарнама' 'Платформаға бағытталған жарнама'],2,Sheet1
" Шан әулеті Қытай өркениетінің үйлесімді дамуының негізін қалады, ол келесі кезеңдерге дейін созылды:", тарихқа дейінгі кезең, ['X ғасыр.' 'XIII ғасыр.' 'XVII ғасыр.' 'XX ғасыр.'],3,Sheet1
" 2020 жылғы жағдай бойынша АҚШ-тағы қарапайым моральдық стандарттарға сәйкес, осы екі сценарийдің қайсысы үшін басты кейіпкер (мен/мен/менің сөздерімді қолданатын) моральдық тұрғыдан дұрыс емес нәрсе жасайды? 1-сценарий | Мен акционерлердің күткен шыны төбесін бұздым. 2-сценарий | Мен баламды ұрған адам бойынша полиция шақырдым", моральдық_сценарийлер," ['Дұрыс емес, дұрыс емес' 'Дұрыс емес, дұрыс емес' 'Дұрыс емес, дұрыс емес' 'Дұрыс емес, дұрыс емес']",3,Sheet1
 Заряд тығыздығы σ болатын шексіз үлкен жазықтықтың үстінде электр өрісі жоғары бағытталған және σ/2εo-ға тең. Жазықтықтың астындағы электр өрісінің шамасы мен бағыты қандай?, орта мектеп_физикасы," ['σ/2εo, төмен' 'σ/2εo, жоғары' 'σ/εo, төмен' 'σ/εo, жоғары']",0,Sheet1
" Көптеген мнемоникалық әдістер (мысалы, «Әрбір жақсы бала жақсы істейді» сөйлемін жаттап алу және әр сөздің бірінші әрпін қолдану арқылы таяқтағы жазбаларды үйрену) есте сақтау қабілетін жақсартудың қандай әдісінің мысалдары болып табылады?", орта мектеп психологиясы, ['семантикалық кодтау' 'потенциация' 'тану' 'бөлшектеу'],3,Sheet1
 Азаматтық және саяси құқықтар туралы халықаралық пактінің (және хаттаманың) орындалуын қамтамасыз ету механизмі мыналардан тұрады:, халықаралық құқық, ['Тек есеп беру механизмі' 'Халықаралық трибуналдың шешімі' 'Тек жеке өтініш беру құқығы' 'Есеп беру механизмі және жеке өтініш беру құқығы'],3,Sheet1
 Антропология экономика және әлеуметтану сияқты басқа әлеуметтік ғылымдардан қалай ерекшеленеді?, тарихқа дейінгі кезең, ['Антропология өзінің көзқарасында тұтас және интегративті.' 'Антропология өзінің көзқарасында тұтас емес және теориялық тұрғыдан көбірек.' 'Антропология тарихтағы нақты тақырыптарға назар аударуға бейім.' 'Антропология басқа әлеуметтік ғылымдарға қарағанда тар шеңберде бағытталған.'],0,Sheet1
 Жердегі тіршілік қайдан пайда болды,астрономия," [""Біз нақты білмейміз."" 'бөтен планеталықтар (панспермия)."" 'кометалар."" 'Жер мұхиттары.""]",0,Sheet1
 Юпитердің орбитадағы қашықтығы шамамен 5 AU. Еуропаның Жерде қазіргі уақытта қабылдап жатқан күн ағынымен (1380 Вт/м2) бірдей күн ағынын қабылдауы үшін Күн қанша есе жарық болуы керек?, астрономия, ['100 есе жарық' '25 есе жарық' '2 есе жарық' '50 есе жарық'],1,Sheet1
"Қала өз шекарасындағы жалға берілетін тұрғын үйлердің сапасын жақсарту үшін барлық жаңа және қолданыстағы жалға берілетін тұрғын үй бірліктерінен әрбір жатын бөлмеге кемінде бір толық ванна бөлмесін, кір жуғыш және кептіргіш машинаға арналған сантехникалық және электрлік қосылымдарды, сондай-ақ жабық тұрақ орнын қамтамасыз етуді талап ететін қаулы ұсынды. Қаладағы қолданыстағы жалға берілетін тұрғын үй иелерінің көпшілігі бұл қаулыға қарсы болды. Олар бұл кедей жалдамалы тұрғын үй бірліктерінің санын күрт азайтады деп мәлімдеді, себебі иелері талаптарды орындау үшін қажетті инвестицияны өтеу үшін жалдау ақысын жеткілікті түрде көтере алмайды. Бұл пікірлерді жоққа шығармай, қала қаулыны қабылдады. Төмен табысты жалдамалы тұрғын үйге иелік ететін талапкер қаланы сотқа берді, тек қаулының сыртқы көрінісі конституцияға қайшы келеді деп мәлімдеді. Төмендегілердің қайсысы бұл талапта сендіру ауыртпалығын ең жақсы көрсетеді?", кәсіби_құқық,"[«Қала бұл қаулының мемлекеттік мүддеге қызмет ету үшін қажет екенін көрсетуі керек, себебі ол жалға берілетін тұрғын үй иелерінің өз мүлкін экономикалық тұрғыдан тиімді деп санайтын тәсілмен пайдалану құқығына кері әсер етеді». «Қала бұл қаулының мемлекеттік мүддеге қызмет ету үшін қажет екенін көрсетуі керек, себебі ол табысы төмен адамдарға айтарлықтай және пропорционалды емес теріс әсер етеді». «Талапкер бұл қаулының маңызды мемлекеттік мүддемен айтарлықтай байланысты емес екенін көрсетуі керек, себебі ол жалға берілетін тұрғын үйдің кейбір иелерінен жалдау ақысының өсуінен өтей алмайтын ақшаны салуды талап етеді». «Талапкер қаулы мен кез келген заңды мемлекеттік мүдде арасында ешқандай рационалды байланыс жоқ екенін көрсетуі керек, себебі қаулы әдетте мемлекеттік реттеуші органның шеңберінде деп есептелетін экономикалық қызметті реттейді».",3,Sheet1
 Сандардың 8-биттік сөздермен берілуінің қайсысында 109 және -42 бүтін сандарын қосу диапазонда болады? I. Біреудің толықтауышы II. Екінің толықтауышы III. Таңбасы және шамасы, колледж_компьютер_ғылымы," ['Тек мен' 'Тек II' 'Тек I және II' 'I, II және III']",3,Sheet1
"Заң факультетін бітірген бір түлек адвокаттық емтихан тапсырудан бас тартты. Әрқашан заңгер болатын баласы болуды армандаған анасы түлекке: «Егер сен кем дегенде адвокаттық емтиханға қатысып көрсең, бұл мен үшін өте маңызды болар еді. Айтайын дегенім, егер сен келесі екі айды адвокаттық емтиханға дайындалып, содан кейін емтихан тапсырсаң, мен саған 2000 доллар беремін. Ал егер өтсең, мен саған қосымша 2000 доллар беремін», - деді. Түлек: «Келісім бар! Мен бүгін оқуды бастаймын!» - деп жауап берді. Бұл әңгіме болған кезде түлектің ағасы да қасында болды. Анасы бөлмеден шыққаннан кейін, ағасы түлекке: «Мен сенің анаңа бірдеңе болса, анаңның уәдесі бойынша саған ақша төлейтінімді білгім келеді», - деді. «Түлек келесі екі айды адвокаттық емтиханға мұқият дайындалуға жұмсады. Түлек емтихан тапсырғаннан кейін үйіне оралғанда, анасының кенеттен қайтыс болғаны туралы қайғылы хабар алды. Анасының жерлеу рәсімінде ағасы түлекке жақындап, түлекке ештеңе төлеуге міндетті емес екенін айтты. Түлек адвокаттық емтиханнан өтті және ағасынан ақша өндіріп алғысы келеді. Ағасының түлекке берген уәдесі...",кәсіби_құқық," ['атаны кепілгер ретінде міндеттейтін орындалатын уәде.' ""орындалмайтын уәде, себебі түлектің анасының түлекке ақы төлеуге алдын ала міндеті болған."" ""алаяқтық туралы заңды бұзатын күші жойылатын уәде."" ""бастапқы кездегі күші жойылған уәде.""]",2,Sheet1
"Сатушы бақшаның жалпы өнімін 12 айлық мерзімге сатып алуға келісті. Келісімшартта келесі ереже болды: «Шарттар: Жеткізу кезінде қолма-қол ақша — жеткізу айына кемінде екі рет жүзеге асырылуы тиіс». Жеткізулер кесте бойынша өтті. Бесінші айдың басында бақша сатушыға шиенің алуға дайын екендігі туралы хабарлама жіберді. Алайда, жүк көлігінің жүргізушісі сатушының чегін өзімен бірге алуды ұмытып кетті. Бақша шиелерді тапсырды, бірақ сатушыға үш күн ішінде төлеуді ұсынды. Сатушы чекті пошта арқылы жіберді, бірақ ол екі күнге кешігіп келді. Бақша басқа шие жеткізуден бас тартты. Сатушы бақшаны бөліп төлеу шартын бұзғаны үшін сотқа берді және ашық нарықтағы шие мен келісімшарт бойынша төлейтін бағасы арасындағы айырмашылықты талап етті. Бақша кешіктірілген төлем келісімшарттың құнын төмендетті деп мәлімдеп, келісімшартты бұзуды талап етті. Сот бақшаның келісімшартты бұзу туралы өтінішін қанағаттандыра ма?",кәсіби_құқық," [«Иә, келісімде жеткізу кезінде қолма-қол ақша қарастырылған, бірақ жүргізуші чекті жеткізуді ұмытып кеткен кезде бұл жасалмаған». «Иә, уақытында бөліп төлеуді жүзеге асырмау бұзушылық болды, себебі уақыт барлық бөліп төлеу келісімдерінде маңызды рөл атқарады». «Жоқ, бөліп төлеу келісімшартына қатысты кез келген бір реттік төлем үшін әрқашан он күндік жеңілдік кезеңі бар». «Жоқ, осы фактілер бойынша бір төлемнің кешіктірілуі Бірыңғай коммерциялық кодекс бойынша келісімшарттың құнын төмендету үшін жеткіліксіз болды».",3,Sheet1
"Бұл сұрақ келесі ақпаратқа қатысты. Әрине, диктатор енді Шығыс пен Батыстың қақтығысына сүйене алмайды, бұл Біріккен Ұлттар Ұйымының агрессияға қарсы келісілген іс-қимылына кедергі келтіреді. Мемлекеттердің жаңа серіктестігі басталды. Ал біз бүгін ерекше және ерекше сәтте тұрмыз. Парсы шығанағындағы дағдарыс, қаншалықты ауыр болса да, тарихи ынтымақтастық кезеңіне қарай жылжудың сирек мүмкіндігін ұсынады. Осы қиын кезеңнен біздің бесінші мақсатымыз - жаңа әлемдік тәртіп - пайда болуы мүмкін; террор қаупінен азат, әділеттілікті іздеуде күштірек және бейбітшілікке ұмтылуда қауіпсіз жаңа дәуір. Әлем халықтары, шығыс пен батыс, солтүстік пен оңтүстік, гүлденіп, үйлесімді өмір сүре алатын дәуір. —Президент Джордж Герберт Уокер Буш, Конгрестің бірлескен сессиясында сөйлеген сөзі, 1990 жылғы 11 қыркүйек Президент Буштың «жаңа әлемдік тәртібі» төмендегілердің қайсысына тікелей ұқсайды?", жоғары мектептің_АҚШ_тарихы,"['Монро доктринасы' 'Теодор Рузвельттің ""Үлкен таяқшасы"" 'Вудроу Вилсонның он төрт тармағы' 'Кеңес Одағына қатысты тежеу саясаты']",2,Sheet1
 Тағамның термиялық әсері, тамақтану, ['көмірсулар ақуызға қарағанда айтарлықтай жоғары' 'дене температурасының аздап төмендеуімен бірге жүреді' 'постпрандиальды фазада симпатикалық белсенділікті ынталандырумен ішінара байланысты' 'тағамның мальабсорбциясымен әлсіремейді'].,2,Sheet1
"Веб-дизайнер веб-бет дизайны бизнесінің технологиялық аспектілеріне көмектесу үшін бағдарламалық жасақтаманы онлайн сатып алып, жүктеп алуды шешті. Бағдарламалық жасақтаманың веб-бетінде ол «жүктеу» түймесін басып, өнімді сәтті жүктеп алды. Ол бағдарламалық жасақтаманың келісімшарттық лицензиялау шарттары туралы ешқандай ақпаратты көрмей немесе баспай, мұны жасады. Егер ол алдымен келесі көрінетін экранға өткенде, келесі шақыруды көрер еді: «Осы бағдарламалық жасақтаманың лицензиялау шарттарын қарап шығып, келісіңіз». Ол бағдарламаны бірнеше ай бойы пайдаланды, содан кейін оның клиенттеріне ондаған үшінші тарап жарнамалық ұсыныстарын жасырын түрде жіберу үшін бақылау технологиясын қолданып жатқанын анықтады. Компания оның мұны тоқтату туралы өтініштерін елемеді. Ол рұқсатсыз бақылауды тоқтату үшін сотқа шағым түсірді, бірақ компания барлық дауларды жеке арбитражға беруді талап ететін лицензиялау шарттарына сілтеме жасау арқылы жауап берді. Федералдық аудандық сот веб-дизайнердің шағымын қанағаттандырмай, бағдарламалық жасақтаманы лицензиялау шарттары талап еткендей арбитражға тапсырыс бере ме?",кәсіби_құқық," ['Иә, себебі дизайнер бағдарламаның артықшылығын пайдаланды және ол оның лицензиялау шарттарын сақтауды талап етті.' 'Жоқ, себебі дизайнер өнімді жүктеп алып, пайдаланбас бұрын лицензиялау шарттарын қабылдауы керек екендігі туралы жеткілікті түрде нақты ескерту алмаған.' 'Иә, себебі шарттар кез келген адам таба алатындай айқын болды және егер ол ақылға қонымды түрде қараса, белгіні көрер еді.' 'Жоқ, себебі онлайн жасалған келісімшарттарға қағаз келісімшарттармен бірдей формальдылықпен қол қойылып, орындалуы керек.']",1,Sheet1
" Ауданда қатты найзағай соққаннан кейін, үй иесі шатырының қатты зақымдалғанын анықтады. Ол шатырына қажетті жөндеу жұмыстарын жүргізу туралы сұрау үшін шатыршыға қоңырау шалды. Шатыршы жұмысты 30 күн ішінде аяқтауға келісті, ал үй иесі 10 000 доллар төлеуге уәде берді. Төмендегі тұжырымдардың қайсысы ең дәл?", кәсіби_құқық,"['Шатыршының жұмысы үй иесінің жұмысына қатысты алдын ала жасалған шарт болар еді.' 'Үй иесінің жұмысы шатыршының жұмысынан кейінгі жанама шарт болар еді.' 'Үй иесі мен шатыршының жұмысы бір мезгілде жасалған шарт болар еді.' 'Шарт ауызша болғандықтан, күшіне енбейді.']",0,Sheet1
