question,тақырып,таңдаулар,жауап,sheet
 Іріктемелік үлестірім дегеніміз не?, орта мектеп статистикасы, ['Берілген үлгіде табуға болатын барлық статистиканың таралуы' 'Үлгі таралуын көрсететін гистограмма немесе басқа осындай көрнекі көрініс' 'Кейбір статистиканың қалыпты таралуы' 'Берілген өлшемдегі барлық мүмкін үлгілерден статистикамен алынған барлық мәндердің таралуы'],3,Sheet1
 Моральдың әлеуметтік келісімшарт теорияларының негізгі идеясы - дұрыс немесе негізделген моральдық ережелер немесе қағидалар ... нәтижесінде пайда болады деген пікір., моральдық_даулар," [""әлеуметтік көшбасшының моральдық талқылаулары."" 'қандай да бір нақты немесе гипотетикалық әлеуметтік келісім.' 'зардап шеккен тараптардың көпшілігі қол қойған келісімшарт.' 'жоғарыда аталғандардың ешқайсысы емес.""]",1,Sheet1
"Қоғамдық көшеде егде жастағы әйелді тонау және тонау орын алды. Қылмыс жасалған кезде жәбірленуші тек шабуылдаушының көзін ғана көрген. Капюшонды жемпір мен бандана оның бетінің қалған бөлігін жасырған. Бірнеше күннен кейін, жәбірленуші жауап алуды күтіп тұрғанда, ол айыпталушының сот ғимараты арқылы түрме киімін киіп, қол кісенімен және аяқ киіммен ұсталып жатқанын көрді. Көп ұзамай ол оны қылмыскер ретінде таныды. Сот бұл сәйкестендіруді дәлел ретінде қабылдай ма?", кәсіби_құқық,"[«Жоқ, себебі бұл жеткілікті сенімді емес және дәл сәйкестендіру үшін тым көп ұсыныс болды». «Жоқ, себебі жеке басын анықтау туралы алдыңғы мәлімдемелер қауесет болып саналады және ешқашан дәлел ретінде қабылданбайды». «Иә, егер куәгер қылмыскерді көзімен көріп, сәйкестендіруді осы негізде жүргізсе, ол мойындауға жеткілікті сенімді болды». «Иә, себебі куәгердің біреуді тануы жеткілікті; оның сенімділігі немесе сенімділігі айқас жауап алуға жатады».]",0,Sheet1
Лютеран шіркеуі өз атауын кімнен алған?, әртүрлі, ['Мартин Лютер Кинг кіші' 'Мартин Лютер' 'Лютер Вандросс' 'Лекс Лютор''],1,Sheet1
" Кэтрин Маккиннон ер адамдар әйелдерді басқаратындықтан, мәселе түптеп келгенде билікте деп тұжырымдайды. Төмендегі қай тұжырым осы дәлелге ең қайшы келеді?", юриспруденция," ['Әйелдер саяси қысым арқылы теңдікке қол жеткізе алады.' 'Теңдік мүмкін емес, себебі ерлер әйелдерді басқаша анықтайды.' 'Әйел' ұғымын қайта анықтау қажет.' 'Әлем фаллоцентрлік және қысымшылыққа толы.']",0,Sheet1
" Біреу өзгеріс енгізудің айтарлықтай әсері болмайды деп айтса, бірақ оның әсері айтарлықтай болмайтынына ешқандай дәлел болмаса, сол адам келесі қателіктердің қайсысын жасады?", логикалық_қателіктері, ['құдықты улау' 'берік беткей' 'дәстүрге жүгіну' 'биліктен келген дәлел'],1,Sheet1
 Соңғы жылдары Оңтүстік Азиядағы ылғалды муссонның біркелкі еместігі келесілердің қайсысына айтарлықтай теріс әсер етуі мүмкін?,орта мектеп географиясы, ['Азық-түлік өндірісі' 'Халық санының құрылымы' 'Жабайы табиғатты қорғау шаралары' 'Туризм'],0,Sheet1
 Қысқа мерзімді дағдарысқа бағытталған терапияға тән, кәсіби_психология,"['мәселеге қатысты ерте балалық шақтағы тәжірибелерді зерттеу'' 'клиенттің тыныш және босаңсыған болуын қамтамасыз етуге тырысу' 'нақты мақсаттарға келісу және сессияларды осы мақсаттарға бағыттау' 'ашық және бағытталмаған болу, клиентке дағдарыс жағдайының барлық аспектілерін зерттеуде ең үлкен еркіндік беру']",2,Sheet1
" Өлшеу өзі өлшейтін нәрсені сандық түрде көрсеткенде, біз оның жақсы екенін айтамыз", адам_қартаюы, ['Дәлдік' 'Жарамдылық' 'Сенімділік' 'Ассоциативті мән'],1,Sheet1
 Жер планетасының күшті магнит өрісі болуы үшін қандай жағдайлар қажет?, астрономия," ['тек жылдам айналу' 'тек тасты мантия' 'тек балқытылған металл өзегі' 'балқытылған металл өзегі де, салыстырмалы түрде жылдам айналуы да']",3,Sheet1
Бала тәртіп бұзғаннан кейін оны екі аптаға қамауға алу мынаған мысал бола алады:, орта мектеп психологиясы, ['байланыстың алдын алу' 'теріс жаза' 'бағыныштылықты үйрену' 'теріс күшейту'],1,Sheet1
" 1-мәлімдеме | 45-ші ретті абел тобының 10-шы ретті кіші тобы бар. 2-мәлімдеме | G тобының H кіші тобы, егер және тек H сол жақ косеттерінің саны H оң жақ косеттерінің санына тең болса ғана, қалыпты кіші топ болып табылады.", абстрактілі_алгебра," ['Шын, Рас' 'Жалған, Жалған' 'Шын, Жалған' 'Жалған, Рас']",1,Sheet1
 Ace Co. өзінің номиналды құны 10 доллар болатын қарапайым акцияларының 1000 данасын бір акциясы үшін 15 доллардан қолма-қол ақшамен шығарды. Бұл транзакция Ace компаниясының шығарылған жылдағы ақша қозғалысы туралы есебінде қалай көрсетілуі керек?, кәсіби_бухгалтерлік_есеп, ['Қаржыландыру қызметінен түскен $15000 ақша ағыны.' 'Қаржыландыру қызметінен түскен $10000 ақша ағыны және операциялық қызметтен түскен ақша ағындарын есептеу үшін $5000 түзету.' 'Инвестициялық қызметтен түскен $15000 ақша ағыны.' 'Инвестициялық қызметтен түскен $10000 ақша ағыны және операциялық қызметтен түскен ақша ағындарын есептеу үшін $5000 түзету.'],0,Sheet1
 Метаболизм келесі факторлармен анықталады:, колледж_медицина, ['жасушадағы ақуыздардың мөлшері.' 'аминқышқылдарының болуы.' 'генетикалық материалмен анықталған ақуыздар.' 'рибонуклеин қышқылдарының аминқышқылдық құрамы.'],2,Sheet1
 Төмендегілердің қайсысы қоғам қауіпсіздігі үшін маңызды?, қауіпсіздікті зерттеу, ['Егемендік.' 'Бірегейлік.' 'Осы нұсқалардың барлығы.' 'Гегемониялық этникалық топ.'],1,Sheet1
"72 жастағы ер адам 7 ай бойы аяқтарының әлсіздігі, көз бен ауыздың құрғауы сияқты белгілермен дәрігерге қаралды. Сондай-ақ, тәбетінің өзгермегеніне қарамастан, соңғы 4 айда салмағын 10,4 кг (23 фунт) жоғалтты. Ол 50 жыл бойы күн сайын бір жарым қорап темекі шегеді. Күн сайын 4 унция алкоголь ішеді. Оның асқазан жарасы және эмфиземасы бар. Дәрі-дәрмектерге циметидин, теофиллин және төмен дозалы преднизон кіреді. Тексеру кезінде жеңіл птоз байқалады. Оның кеудесі бөшке тәрізді. Тыныс алу дыбыстары алыс. Аяқ-қолдардың проксимальды бұлшықеттерінің орташа әлсіздігі байқалады. Рефлекстер жоқ. Орындықтан тұру қиындайды. Сенсорлық тексеруде ауытқулар жоқ. Рентген суретінде кеуде қуысының шамадан тыс ісінуі және оң жақ өкпеде 3 х 4 см масса көрінеді. Оның неврологиялық белгілері, ең алдымен, келесілердің қайсысын қамтитын зақымдануға байланысты болуы мүмкін?", кәсіби_медицина,['Бұлшықет қабығы' 'Парасимпатикалық жүйке жүйесі' 'Перффериялық жүйке' 'Пресинаптикалық жүйке-бұлшықет түйіні'],3,Sheet1
 ФАКТОРИЯЛЫҚ АНОВА зерттеуге 1-ден астам көктамыр ішіне енгізуді қамтыған кезде қолданылады. ФАКТОРИЯЛЫҚ АНОВАНЫҢ ӨЗАРА ӘСЕРІ қандай?, кәсіби_психология, ['басқа көктамырлардың әртүрлі деңгейлеріндегі көктамыр ішіне енгізудің әсері' '1 көктамыр ішіне енгізудің өзіндік әсері' 'көбірек көктамыр ішіне енгізудің өзіндік әсері' 'басқа көктамырлардың сол деңгейлеріндегі көктамыр ішіне енгізудің әсері'],0,Sheet1
"Бұл сұрақ келесі ақпаратқа қатысты. «Оппозиция бізге халықты олардың келісімінсіз басқармауымыз керек дейді. Мен жауап беремін, барлық әділ үкімет өз билігін басқарылатындардың келісімінен алатын бостандық ережесі тек өзін-өзі басқаруға қабілетті адамдарға ғана қатысты. Біз үндістерді олардың келісімінсіз басқарамыз, аумақтарымызды олардың келісімінсіз басқарамыз, балаларымызды олардың келісімінсіз басқарамыз. Олар біздің үкіметіміздің олардың келісімінсіз болатынын қайдан біледі? Филиппин халқы осы Республиканың әділ, адамгершілікке толы, өркениетті үкіметін біз оларды құтқарған жабайы, қанды тонау мен қорқыту ережесінен артық көрмес пе еді? Және тек ағартылған, өзін-өзі басқаратын халықтарға арналған осы сөз формуласына қарамастан, біз әлем алдында ешқандай міндетіміз жоқ па? Біз бұл халықтарды оларды тартып алған сасық қолдарға қайтарамыз ба? Біз оларды Германия, Англия, Жапония оларға аш болып тастап кетеміз бе? Біз оларды сол халықтардан құтқарып, оларға трагедияның өзін-өзі басқаруын береміз бе?... Онда, балалар сияқты емес, адамдар сияқты, өз міндеттерімізге, миссиямызға және тағдырымызға кірісейік». Альберт Дж. Беверидж, «Ту шеруімен», 1898 Беверидж өз дәлелінде келесі негіздемелердің қайсысын қолданады?",жоғары_мектеп_АҚШ_тарихы, [«Батыс шекарасының жабылуы Америка Құрама Штаттарын шетелде өз аумағын кеңейтуге итермелейді». «Аумақтарға билік ету еуропалық және ақ нәсілді емес елдерге экономикалық пайда әкеледі». «Қуатты мемлекеттердің аз дамыған елдерді басқаруға моральдық міндеті бар». «Нәсілдік артықшылық Америка Құрама Штаттары мен Еуропаға дамушы елдердің істері үшін жауапкершілік жүктейді».,2,Sheet1
 Глаукон «Республиканың» II кітабында әділеттілік мынадан басталады деп тұжырымдайды:, философия, ['әлеуметтік келісім.' 'табиғат.' 'құдайлар.' 'құдіреттілер.'],0,Sheet1
 Интернет трафигі алдағы бірнеше жылда 400%-ға өседі деп күтілуде. Мұның негізгі қозғаушы күші не болады деп болжануда?, көпшілікпен қарым-қатынас, ['Тұтыну тауарларын онлайн сатып алу' 'Бейне' 'Музыка' 'Онлайн аукциондар'],1,Sheet1
"Бұл сұрақ келесі ақпаратқа қатысты. «Келді! Аудан әкімінің кеңсесіне ілінді», - деп айқайлады өтіп бара жатқан біреу жүгіріп бара жатып. Мен бір секіріп Дру көшесіне жеттім. ... Хабарламаны бір қарағанда оқыдым. ... «Жұмылдырудың бірінші күні жексенбі, 2 тамыз [1914] болады». ... Бұл миллион жарым французға арналған хабарландыру еді. ... Соғыс! ... Шаршаған, бірақ көңілді болып, мен [газетімнің кеңсесіне] қайтып оралып, бастығымыз Жорж Клемансоның кеңсесіне кірдім. «Париж не деп жатыр?» - деп сұрады ол менен. «Ән айтып жатыр, мырза!» «Онда бәрі жақсы болады», - деп жауап берді Клемансо]. Роланд Дорегельес, 50 жылдан кейін, шамамен 1965 ж. Үзіндіден Клемансоның", орта мектеп_еуропалық_тарихы,"['Париждің соғыстың басталуына қуанышпен жауап бергенін естігенде жиіркенішті болды' ""Францияның Германияға қарсы соғыста жеңіске жету мүмкіндігіне күмәнданды"" ""бір күні Францияның премьер-министрі болады"" ""Париждің соғыстың басталуына қуанышпен жауап бергенін естігенде жеңілдеді""]",3,Sheet1
" Гештальт қабылдау теориясына сәйкес, үш жақты объектіні үшбұрыш ретінде анықтай алу, тіпті ол көрінбейтін болса да, мысалы болып табылады.", орта мектеп психологиясы, ['жақындық' 'ұқсастық' 'жабылу' 'үздіксіздік'],2,Sheet1
 Жаңа тас жол ірі қаладан ауылшаруашылық жерлері ретінде пайдаланылатын аумақ арқылы созылып жатыр. Нәтижесінде келесілердің қайсысы болуы мүмкін?, әлеуметтану,"[‘Фермерлер өндірілетін жер көлемін арттырады.’ «Қала көп ядролы модельге айналады.’ «Қалаға бару уақыты қысқарғандықтан, қала маңындағы құрылыс дамиды.’ «Ауылдан келген адамдар қалаға көшіп, ауылшаруашылық жерлерінің халқын азайтады.»]",2,Sheet1
" Егер әйел немесе ер адам жыныстық қатынас кезінде бірнеше рет ауырсынуды сезінсе, ол сирек немесе мүлдем болғысы келмейді. Бұл жағдайда __________ ауырсынуды жаза ретінде жіктейді.", адам_жыныстық_қатынас, ['Зигмунд Фрейд' 'Джон Мани' 'Б.Ф. Скиннер' 'Хейвелок Эллис'],2,Sheet1
 Дагерротипті жасау үшін қолданылған он тоғызыншы ғасырдағы фотографиялық процесс өзінің ерекшелігімен ерекшеленді., әртүрлі, ['жылдам экспозиция уақыты' 'өткір бөлшектерді түсіру мүмкіндігі' 'бірнеше рет қайталау мүмкіндігі' 'қағаз негативтерін пайдалану'],1,Sheet1
 Мойындырық венасы пульсін тексеру кезінде осылардың қайсысы қажет емес?, клиникалық_білім, [«Науқастың мойын бұлшықеттері босаңсыған болуы керек» 'Пульсацияны радиалды пульспен уақыттау' 'Жақсы жарықтандыру' 'Науқас 45 градус бұрышта жатыр'],1,Sheet1
 Төмендегі терминдердің қайсысы тесттің жарамдылығының ең жақсы синонимі болып табылады:, кәсіби_психология, ['Шынайылық' 'Тұрақтылық' 'Қайталанымдылық' 'Тұрақтылық'],0,Sheet1
 Төмендегі жасушалардың қайсысы фагоцитозбен тығыз байланысты?, орта мектеп_биологиясы, ['Нейтрофилдер' 'Плазма жасушалары' 'В жасушалары' 'Есте сақтау жасушалары'],0,Sheet1
 Басқа біреудің мақсаты үшін жиналған екінші қолданылған деректер ____________ деп аталады:, маркетинг, ['Бастапқы зерттеу.' 'Сипаттамалық зерттеу.' 'Себептік зерттеу.' 'Қосымша зерттеу.'],3,Sheet1
 Суға түскен кезде қайнау және қату жүреді, тұжырымдамалық_физика,['температураның төмендеуі' 'атмосфералық қысымның төмендеуі' 'температураның жоғарылауы' 'атмосфералық қысымның жоғарылауы'],1,Sheet1
"______ даму кезінде әртүрлі қоршаған орта жағдайларына жауап ретінде бір генотиптің әртүрлі физиологиялық немесе морфологиялық күйлерді тудыруы мүмкін құбылыс ретінде сипатталған (West-Eberhard, 1989).", медициналық_генетика, ['Ұрықтың пластикасы' 'Ұрықтың шығу тегі туралы гипотеза' 'Даму пластикасы' 'Қоршаған орта пластикасы'],2,Sheet1
"Егер жаһандық тыйым салу айқын ақауларды жоюдан тысқары гендік инженерияға тыйым салуда тиімді болмаса, онда Сингер қандай «батыл» стратегияны ұсынады?", моральдық_даулар, ['тыйымды күшейте түсетін әлемдік әскери күш құру' 'әрбір жаңа туған нәрестеге гендік инженерияны талап ету' 'әркім гендік инженерияның артықшылықтарын пайдалану мүмкіндігін алу үшін лотерея жүйесін пайдалану' 'жоғарыда аталғандардың ешқайсысы емес'],2,Sheet1
 Томпсон мырзаның сыныбында қатарынан 7 парта орналасқан. Гектор Кимнің оң жағында 2 орындықта отырады. Тоня Гектордың оң жағында 3 орындықта отырады. Ким Тоняның сол жағында неше орындықта отырады?, бастауыш_математика, ['2' '3' '5' '12'],2,Sheet1
" Зерттеуші зертханасында папоротниктер популяциясын өсіреді. Ол бірнеше ұрпақтан кейін ерекше фенотипі бар жаңа нұсқаны байқайды. Ол бастапқы фенотипті жаңасымен шағылыстыруға тырысқанда, ұрпақ пайда болмайды. Алайда, ол жаңа нұсқаларды шағылыстырғанда, жаңа нұсқаға ұқсайтын ұрпақтар пайда болады. Бұл мысал қандай түрленуді көрсетеді?", орта мектеп_биологиясы, ['Аллопатриялық' 'Симпатриялық' 'Оқшауланған' 'Полиплоидия'],1,Sheet1
 Бәсекелес нарық жүйесін жобалауда төмендегілердің қайсысы ресурстардың қалай бөлінетінін сипаттамайды?, орта мектеп_микроэкономикасы," ['Өндірушілерге тауарлар мен қызметтерді не, қашан, қалай және кім үшін өндіру керектігін көрсететін баға сигналдары.'' Белсенді мемлекеттік меншік және өндірісті басқару.'' Сатып алушылар мен сатушылар арасындағы ерікті нарықтық алмасу.'' Табыс пен тауарларды үлес немесе өнімділік негізінде бөлу.']",1,Sheet1
 Үкімет еркін жүрушілер мәселесін тиімді түрде болдырмау үшін не істей алады?, орта мектеп_микроэкономикасы,['Монополияға қарсы заңнаманы қатаңдату' 'Тиісті тауарлар туралы толық ақпарат беру' 'Қоғамдық тауарларды салық қаражатын пайдаланып жеткізу' 'Теріс сыртқы әсерлерді тудыратындарға салық салу'],2,Sheet1
" Сандық өрнектегі бірінші сан 28. Өрнек ережесі - өрнектегі келесі санды алу үшін 14-ті қосу. Егер өрнек жалғаса берсе, қай тұжырым дұрыс?", бастауыш_математика, ['Үлгідегі барлық сандарды 10-ға тең бөлуге болады.' 'Үлгідегі барлық сандарды 4-ке тең бөлуге болады.' 'Үлгідегі барлық сандарды 8-ге тең бөлуге болады.' 'Үлгідегі барлық сандарды 7-ге тең бөлуге болады.'],3,Sheet1
 Көптеген адамдар күнделікті температураны өлшеу үшін C° (Цельсий градусы) пайдаланады. Астрономдар температураны өлшеу үшін K (Кельвин) пайдалануды жөн көреді. 25 C° шамамен қанша Кельвинге тең?, астрономия, ['200 Кельвин' '250 Кельвин' '300 Кельвин' '350 Кельвин'],2,Sheet1
 Бір мезгілде болатын вариация қателігі, логикалық_қателіктері," ['себеп күрделірек болған кезде оқиғаның себебін бір себепке жатқызу' 'бір уақытта екі оқиға болғандықтан, бір оқиға екіншісін тудыруы керек деген пікір айту' 'бір оқиға басқа оқиғадан бұрын болғандықтан, екінші оқиғаны тудыруы керек деген пікір айту' 'болжамды белгі мен қорытынды тақырыбы арасында тікелей байланыс болмаған кезде белгілік пайымдауға негізделген қорытынды жасау']",1,Sheet1
" Сіз қарапайым бағалау тапсырмасы үшін сызықтық регрессия моделін жаттықтырып жатырсыз және модель деректерге шамадан тыс сәйкес келетінін байқадыңыз. Салмақтарды азайту үшін $\ell_2$ регуляризациясын қосуды шештіңіз. $\ell_2$ регуляризация коэффициентін арттырған сайын, модельдің ығысуы мен дисперсиясына не болады?", машиналық оқыту, ['Қауысудың артуы; Дисперсияның артуы' 'Қауысудың артуы; Дисперсияның азаюы' 'Қауысудың азаюы; Дисперсияның артуы' 'Қауысудың азаюы; Дисперсияның артуы' 'Қауысудың азаюы; Дисперсияның азаюы'],1,Sheet1
 4 айлық бала ойнап жүрген сылдырмақ баланың алдында көрпенің астына жасырылған. Ол анасына қарайды. Бұл бала әлі __________ дамып үлгермеген., кәсіби_психология, ['Қорғау' 'Эгоцентризм' 'Қол-көз үйлестіруі' 'Заттың тұрақтылығы'],3,Sheet1
"Бұл сұрақ келесі ақпаратқа қатысты. «Қытайлардың бәрі кәпір: олар [үндістер] сияқты бейнелерге табынады және өлілерін өртейді. Қытай патшасы татар және [Шыңғыс] ханның ұрпақтарының бірі... Қытайдың барлық провинцияларында [мұсылмандарға] арналған қала бар, және олар осында тұрады. Сондай-ақ, олардың камералары, колледждері және мешіттері бар және олардың көпшілігін Қытай патшалары құрайды... Біз осы [Ханчжоу] қаласына жақындаған кезде бізді оның судьясы, ислам дінінің [ақсақалдары] және ірі саудагерлер қарсы алды. [Мұсылмандар] мұнда өте көп. Бұл қаланың бәрі қабырғамен қоршалған: Ханчжоудың алты [ауданының] әрқайсысы да қабырғамен қоршалған. Біріншісінде күзетшілер өз қолбасшыларымен бірге тұрады. Маған жиналыстарда олардың саны он екі мыңға жететіні айтылды... Екінші бөлімде күнге табынатын еврейлер, христиандар және түріктер бар: олар көп, олардың саны белгісіз: ал олардыкі ең әдемі қала. Олардың көшелері жақсы орналасқан, ал олардың ұлы адамдары өте бай. Қалада өте көп... [Мұсылмандар], олардың кейбірімен мен он бес күн тұрдым; және оларға өте [құрметпен] қаралдым...» Ибн Баттута, Саяхаттар, б.з.д. 1332–1346 жж. Үзіндіде айтылған бақылаулар Юань Қытайындағы келесілердің қайсысының дәлелі ретінде қарастырылады?",орта мектептің_әлем_тарихы, ['Діни төзімділік саясаты' 'Шетелдіктерді провинция әкімшілігі ретінде бекіту' 'Моңғолдардың қытай мәдениетіне сіңуі' 'Ішкі тәртіпсіздіктерден туындаған әскери қысым'],0,Sheet1
 Сызықтық регрессиялық талдауда тәуелсіз айнымалының (әдетте x арқылы белгіленеді) балама атауларының қайсысы? (i) Регрессор (ii) Регресс және (iii) Себеп-салдарлық айнымалы (iv) Әсер айнымалысы, эконометрика,"['(ii) және (iv) тек' '(i) және (iii) тек' '(i), (ii) және (iii) тек' '(i), (iii), (iii) және (iv)']",1,Sheet1
"Осы екі сценарийдің қайсысы үшін басты кейіпкер (мен/мен/менің сөздерін қолданатын) 2020 жылғы АҚШ-тағы қарапайым моральдық стандарттарға сәйкес моральдық тұрғыдан дұрыс емес нәрсе жасайды? 1-сценарий | Мен Дженнидің портретін түсіруден бас тарттым, себебі ол менімен ұйықтағысы келмеді. 2-сценарий | Мен ойын ойнау үшін балаларымнан он сағаттық үзіліс алдым.", моральдық_сценарийлер," ['Қате, қате' 'Қате, қате емес' 'Қате емес, қате' 'Қате емес, қате емес' 'Қате емес, қате емес']",0,Sheet1
 Ішкі кіріс кодексі мен ережелері салық декларациясын дайындаушыларға келесілердің қайсысы үшін айыппұл салмайды?, кәсіби_бухгалтерлік_есеп, ['Салық төлеуші ретінде дайындалған салық декларациясына қол қоймау.' 'Салық төлеушіге дайындалған салық декларациясының көшірмесін бермеу.' '10 жыл бұрын берілген салық декларациясындағы байқаусызда жіберілген қате туралы салық төлеушіге хабарламау.' 'Соңғы үш жылда дайындалған салық декларацияларының немесе осындай декларациялар дайындалған салық төлеушілердің тізімінің көшірмелерін сақтамау.'],2,Sheet1
" Күйеуі мен әйелінің арасындағы мас күйіндегі жанжал кезінде күйеуі тапаншасын әйеліне бағыттап: «Егер мен сені сүймесем, өлтірер едім» деді. Күйеуі тапаншаның оқталмағанын ойлады, бірақ шын мәнінде сол күні ұлы оны оқтап қойған. Әзіл ретінде ол тапаншаны әйеліне атып, иығынан жарақаттады. Кейінірек күйеуі әйеліне оқ атқаны үшін айыпталады. Егер күйеуі өзінің мас күйінде қылмыстық ниет құра алмайтынын дәлелдеуге тырысса, бұл қылмыстық жауапкершілікке тартылады.", кәсіби_құқық,"['жақсы қорғаныс, себебі айыптау нақты ниет талап етеді.' 'жақсы қорғаныс, себебі әрбір қылмыс үшін кем дегенде жалпы қылмыстық ниет талап етіледі.' 'нашар қорғаныс, себебі ерікті мас болу ұруға жарамды қорғаныс емес.' 'нашар қорғаныс, себебі күйеуі мылтықтың оқталғанын білмеген.'",2,Sheet1
" 7 санның орташа мәні 15-ке тең. Сегізінші санды қосқанда, орташа мәні 12-ге дейін азаяды. Сегізінші сан қандай?", орта мектеп математикасы, ['–12' '–9' '0' '8'],1,Sheet1
