question_id,question,choice_A,choice_B,choice_C,choice_D,choice_E,choice_F,choice_G,choice_H,choice_I,choice_J,answer,answer_index,category,src,cot_content,split,instance,generated_options,option_a,option_b,option_c,option_d,bdq_results,bcq_results_for_position_b,bcq_results_for_position_c,bcq_results_for_position_d
5631,"A company exchanged land with an appraised value of $50,000 and an original cost of $20,000 for machinery with a fair value of $55,000. Assuming that the transaction has commercial substance, what is the gain on the exchange?","$45,000","$5,000","$30,000","$25,000",$0,"$20,000","$15,000","$35,000","$50,000","$10,000",C,2,other,ori_mmlu-professional_accounting,,test,"A company exchanged land with an appraised value of $50,000 and an original cost of $20,000 for machinery with a fair value of $55,000. Assuming that the transaction has commercial substance, what is the gain on the exchange?","A)
A business traded acreage with an assessed worth of $50,000 and an initial price of $20,000 for equipment with a market value of $55,000. Presuming that the transfer has economic essence, what is the profit on the swap?

B)
An enterprise swapped property with an estimated valuation of $50,000 and a primary outlay of $20,000 for apparatus with a reasonable value of $55,000. Supposing that the deal has commercial significance, what is the surplus on the trade?

C)
A corporation converted ground with a rated merit of $50,000 and a historical cost of $20,000 for hardware with a current value of $55,000. Assuming that the exchange has financial substance, what is the benefit on the conversion?

D)
An organization replaced terrain with a calculated value of $50,000 and a starting cost of $20,000 for implements with a clear value of $55,000. Given that the transaction has business substance, what is the yield on the replacement?","A business traded acreage with an assessed worth of $50,000 and an initial price of $20,000 for equipment with a market value of $55,000. Presuming that the transfer has economic essence, what is the profit on the swap?","An enterprise swapped property with an estimated valuation of $50,000 and a primary outlay of $20,000 for apparatus with a reasonable value of $55,000. Supposing that the deal has commercial significance, what is the surplus on the trade?","A corporation converted ground with a rated merit of $50,000 and a historical cost of $20,000 for hardware with a current value of $55,000. Assuming that the exchange has financial substance, what is the benefit on the conversion?","An organization replaced terrain with a calculated value of $50,000 and a starting cost of $20,000 for implements with a clear value of $55,000. Given that the transaction has business substance, what is the yield on the replacement?",A,B,C,D
261," _______, where actors are convinced that their actions harms nobody, _______ where actors argue that their norm violation is an attempt to realize higher-order values and ________ , where actors argue they are owed something, are all strategies for justifying or denying unethical behaviour.","Appeal to higher loyalties, Metaphor of the ledger, Denial of injury","Denial of injury, Metaphor of the ledger, Appeal to higher loyalties,","Denial of injury, Metaphor of the balance, Appeal to higher loyalties","Metaphor of the ledger, Denial of injury, Appeal to higher loyalties","Denial of responsibility, Metaphor of the ledger, Appeal to higher loyalties","Appeal to higher loyalties, Denial of injury, Metaphor of the ledger","Denial of victim, Appeal to higher loyalties, Metaphor of the ledger","Appeal to higher loyalties, Denial of responsibility, Metaphor of the ledger","Metaphor of the ledger, Denial of victim, Appeal to higher loyalties","Denial of injury, Appeal to higher loyalties, Metaphor of the ledger",J,9,business,ori_mmlu-business_ethics,,test," _______, where actors are convinced that their actions harms nobody, _______ where actors argue that their norm violation is an attempt to realize higher-order values and ________ , where actors argue they are owed something, are all strategies for justifying or denying unethical behaviour.","A)
_______, in which performers are certain that their deeds injure no one, _______ wherein participants contend that their rule breach is an endeavor to achieve superior principles and ________ , in which individuals claim they are due some recompense, are all techniques for rationalizing or repudiating immoral conduct.

B)
_______, whereby agents are persuaded that their behaviors damage no person, _______ where subjects maintain that their standard transgression is a bid to fulfill elevated ideals and ________ , whereby parties assert they are merited something, are all methods for explaining or disavowing corrupt actions.

C)
_______, where practitioners are positive that their movements hurt no soul, _______ in which players insist that their regulation violation is an effort to reach greater standards and ________ , where members maintain they are entitled to something, are all approaches for validating or rejecting dishonest behavior.

D)
_______, in which figures are assured that their activities wound no one, _______ where operators argue that their code infringement is a quest to realize noble values and ________ , where entities declare they are deserved something, are all tactics for defending or dismissing unprincipled demeanor.","_______, in which performers are certain that their deeds injure no one, _______ wherein participants contend that their rule breach is an endeavor to achieve superior principles and ________ , in which individuals claim they are due some recompense, are all techniques for rationalizing or repudiating immoral conduct.","_______, whereby agents are persuaded that their behaviors damage no person, _______ where subjects maintain that their standard transgression is a bid to fulfill elevated ideals and ________ , whereby parties assert they are merited something, are all methods for explaining or disavowing corrupt actions.","_______, where practitioners are positive that their movements hurt no soul, _______ in which players insist that their regulation violation is an effort to reach greater standards and ________ , where members maintain they are entitled to something, are all approaches for validating or rejecting dishonest behavior.","_______, in which figures are assured that their activities wound no one, _______ where operators argue that their code infringement is a quest to realize noble values and ________ , where entities declare they are deserved something, are all tactics for defending or dismissing unprincipled demeanor.",A,A,C,D
9251,"If one holds a lens 50 cm from a flash lamp and finds that an image of the lamp is sharply focused at a distance of 16.6 cm from the lens, what is the power of the lens?",3 diopters,4 diopters,16 diopters,6 diopters,2 diopters,10 diopters,20 diopters,12 diopters,8 diopters,14 diopters,I,8,physics,stemez-Optics,,test,"If one holds a lens 50 cm from a flash lamp and finds that an image of the lamp is sharply focused at a distance of 16.6 cm from the lens, what is the power of the lens?","A)
If one places a lens 50 cm from a flash lamp and finds that an image of the lamp is sharply focused at a distance of 16.6 cm from the lens, what is the power of the lens?

B)
If one positions a lens 50 cm from a flash lamp and finds that an image of the lamp is sharply focused at a distance of 16.6 cm from the lens, what is the power of the lens?

C)
If one keeps a lens 50 cm from a flash lamp and finds that an image of the lamp is sharply focused at a distance of 16.6 cm from the lens, what is the power of the lens?

D)
If one locates a lens 50 cm from a flash lamp and finds that an image of the lamp is sharply focused at a distance of 16.6 cm from the lens, what is the power of the lens?","If one places a lens 50 cm from a flash lamp and finds that an image of the lamp is sharply focused at a distance of 16.6 cm from the lens, what is the power of the lens?","If one positions a lens 50 cm from a flash lamp and finds that an image of the lamp is sharply focused at a distance of 16.6 cm from the lens, what is the power of the lens?","If one keeps a lens 50 cm from a flash lamp and finds that an image of the lamp is sharply focused at a distance of 16.6 cm from the lens, what is the power of the lens?","If one locates a lens 50 cm from a flash lamp and finds that an image of the lamp is sharply focused at a distance of 16.6 cm from the lens, what is the power of the lens?",A,A,A,A
6515,"How much dietary protein should athletes consume daily?
",>2.0 g protein per kg bodyweight per day,1.2-1.7 g protein per kg bodyweight per day,<0.8 g protein per kg bodyweight per day,1.5-2.0 g protein per kg bodyweight per day,1.0-1.5 g protein per kg bodyweight per day,1.7-2.2 g protein per kg bodyweight per day,0.5-0.8 g protein per kg bodyweight per day,1.8-2.0 g protein per kg bodyweight per day,0.8-1.4 g protein per kg bodyweight per day,0.8-1.2 g protein per kg bodyweight per day,B,1,health,ori_mmlu-nutrition,,test,"How much dietary protein should athletes consume daily?
","A)
What quantity of nutritional protein ought competitors ingest every day?

B)
What amount of edible protein must players eat each day?

C)
How much nutritional protein should sportspersons intake on a daily basis?

D)
What volume of dietary protein shall participants utilize daily?",What quantity of nutritional protein ought competitors ingest every day?,What amount of edible protein must players eat each day?,How much nutritional protein should sportspersons intake on a daily basis?,What volume of dietary protein shall participants utilize daily?,A,B,C,D
7404,GNP attempts to measure the annual production of the econ-omy. Non-productive transactions should not be included in its computation. What are 'non-productive transactions'?,Transactions exclusively involving agricultural products,Exports and imports of goods and services,Consumer spending on durable goods,Government spending on infrastructure projects,Investments in education and healthcare,public and private transfer payments,Sales of new manufactured goods and services,transactions involving current production,wage payments and stock market transactions,purely financial transactions and second-hand sales,J,9,economics,stemez-Economics,,test,GNP attempts to measure the annual production of the econ-omy. Non-productive transactions should not be included in its computation. What are 'non-productive transactions'?,"A)
GNP endeavors to gauge the yearly output of the financial system. Non-generative dealings ought not to be incorporated in its calculation. What are 'non-generative dealings'?

B)
GNP strives to evaluate the seasonal yield of the marketplace. Non-fruitful exchanges should not be integrated in its assessment. What are 'non-fruitful exchanges'?

C)
GNP seeks to estimate the per annum manufacture of the macroeconomy. Non-constructive proceedings must not be added in its estimation. What are 'non-constructive proceedings'?

D)
GNP aims to quantify the cyclic creation of the fiscal structure. Non-lucrative operations shall not be counted in its accounting. What are 'non-lucrative operations'?",GNP endeavors to gauge the yearly output of the financial system. Non-generative dealings ought not to be incorporated in its calculation. What are 'non-generative dealings'?,GNP strives to evaluate the seasonal yield of the marketplace. Non-fruitful exchanges should not be integrated in its assessment. What are 'non-fruitful exchanges'?,GNP seeks to estimate the per annum manufacture of the macroeconomy. Non-constructive proceedings must not be added in its estimation. What are 'non-constructive proceedings'?,GNP aims to quantify the cyclic creation of the fiscal structure. Non-lucrative operations shall not be counted in its accounting. What are 'non-lucrative operations'?,A,A,C,D
5097,On a set of jumper cables what color designates the negative connector?,green,red,black,brown,purple,white,yellow,grey,blue,orange,C,2,other,ori_mmlu-miscellaneous,,test,On a set of jumper cables what color designates the negative connector?,"A)
On a pair of booster leads what hue indicates the minus terminal?

B)
On a collection of battery wires what shade identifies the cathodic link?

C)
In a kit of starting cords what pigment marks the grounding attachment?

D)
Upon a group of jump leads what tint specifies the adverse joiner?",On a pair of booster leads what hue indicates the minus terminal?,On a collection of battery wires what shade identifies the cathodic link?,In a kit of starting cords what pigment marks the grounding attachment?,Upon a group of jump leads what tint specifies the adverse joiner?,A,A,C,D
9364,Find the best approximation for the surface temperature of the Sun:,9000 K,5000 K,6000 K,14000 K,8000 K,12000 K,7000 K,11000 K,13000 K,10000 K,C,2,physics,ori_mmlu-astronomy,,test,Find the best approximation for the surface temperature of the Sun:,"A)
Identify the finest estimate for the exterior heat of the Star:

B)
Locate the ideal calculation for the outer warmth of the Sun:

C)
Discover the optimal evaluation for the facial climate of the Star:

D)
Determine the top prediction for the shell temperature of the Sun:",Identify the finest estimate for the exterior heat of the Star:,Locate the ideal calculation for the outer warmth of the Sun:,Discover the optimal evaluation for the facial climate of the Star:,Determine the top prediction for the shell temperature of the Sun:,D,A,C,D
3867,How much electricity will be required to decompose 454g of water by electrolysis? The overall reaction is 2H_2O \rightarrow 2H_2 + O_2.,100.8 faradays,35.7 faradays,125.6 faradays,150.4 faradays,12.6 faradays,200.8 faradays,50.4 faradays,25.2 faradays,67.2 faradays,75.6 faradays,G,6,chemistry,stemez-Chemistry,,test,How much electricity will be required to decompose 454g of water by electrolysis? The overall reaction is 2H_2O \rightarrow 2H_2 + O_2.,"A)
What quantity of energy shall be needed to break down 454g of liquid by electrolytic action? The total process is 2H_2O \rightarrow 2H_2 + O_2.

B)
What amount of power will be necessary to split 454g of moisture through electrolytic means? The net transformation is 2H_2O \rightarrow 2H_2 + O_2.

C)
How much current shall be demanded to dissociate 454g of H2O via electrolytic decomposition? The whole equation is 2H_2O \rightarrow 2H_2 + O_2.

D)
What volume of charge will be essential to resolve 454g of oxide using electrolytic separation? The full conversion is 2H_2O \rightarrow 2H_2 + O_2.",What quantity of energy shall be needed to break down 454g of liquid by electrolytic action? The total process is 2H_2O \rightarrow 2H_2 + O_2.,What amount of power will be necessary to split 454g of moisture through electrolytic means? The net transformation is 2H_2O \rightarrow 2H_2 + O_2.,How much current shall be demanded to dissociate 454g of H2O via electrolytic decomposition? The whole equation is 2H_2O \rightarrow 2H_2 + O_2.,What volume of charge will be essential to resolve 454g of oxide using electrolytic separation? The full conversion is 2H_2O \rightarrow 2H_2 + O_2.,A,B,C,D
7446,"If there were a leverage effect in practice, what would be the shape of the news impact curve for as model that accounted for that leverage?",It would rise more quickly for negative disturbances than for positive ones of the same magnitude,It would be symmetrical about zero,It would rise less quickly for negative disturbances than for positive ones of the same magnitude,It would be zero for all positive disturbances,,,,,,,A,0,economics,ori_mmlu-econometrics,,test,"If there were a leverage effect in practice, what would be the shape of the news impact curve for as model that accounted for that leverage?","A)
In case there existed a gearing influence in reality, what might be the form of the information influence graph for a framework that considered that gearing?

B)
Provided there was a multiplier consequence in application, what should be the profile of the report effect plot for a prototype that incorporated that multiplier?

C)
Supposing there was a financial advantage result in actuality, what could be the contour of the data impression arc for a scheme that recognized that advantage?

D)
Assuming there was an influence factor in execution, what would be the configuration of the update reaction line for a version that included that influence?","In case there existed a gearing influence in reality, what might be the form of the information influence graph for a framework that considered that gearing?","Provided there was a multiplier consequence in application, what should be the profile of the report effect plot for a prototype that incorporated that multiplier?","Supposing there was a financial advantage result in actuality, what could be the contour of the data impression arc for a scheme that recognized that advantage?","Assuming there was an influence factor in execution, what would be the configuration of the update reaction line for a version that included that influence?",A,A,C,D
121,"Assume the following model (from the preceding problem). Y = C + I + G C = 100 + 0.6Y I = 0.2Y - 50i M_D = 0.25Y - 30i M_s = 65 G = 100 whose equilibrium level was found to be 500. Suppose that full employment level of income is 600, so that the desired change is 100. If the money supply is held constant, what change in govern-ment spending will be required to close the deflationary gap?",80,75,55,90,50,61.5,70,85,100,65,F,5,business,stemez-Business,,test,"Assume the following model (from the preceding problem). Y = C + I + G C = 100 + 0.6Y I = 0.2Y - 50i M_D = 0.25Y - 30i M_s = 65 G = 100 whose equilibrium level was found to be 500. Suppose that full employment level of income is 600, so that the desired change is 100. If the money supply is held constant, what change in govern-ment spending will be required to close the deflationary gap?","A)
Presume the subsequent framework (from the previous exercise). Y = C + I + G C = 100 + 0.6Y I = 0.2Y - 50i M_D = 0.25Y - 30i M_s = 65 G = 100 whose steady-state value was determined to be 500. Imagine that full employment scale of earnings is 600, such that the intended shift is 100. If the monetary stock is kept fixed, what adjustment in state expenditure will be necessary to eliminate the recessionary void?

B)
Suppose the following structure (from the prior question). Y = C + I + G C = 100 + 0.6Y I = 0.2Y - 50i M_D = 0.25Y - 30i M_s = 65 G = 100 whose balance point was calculated to be 500. Assume that full employment magnitude of revenue is 600, so that the targeted variation is 100. If the liquid assets are maintained stable, what modification in public outlays will be needed to bridge the contractionary hole?

C)
Take the given system (from the earlier task). Y = C + I + G C = 100 + 0.6Y I = 0.2Y - 50i M_D = 0.25Y - 30i M_s = 65 G = 100 whose parity figure was discovered to be 500. Postulate that full employment volume of returns is 600, meaning that the sought-after alteration is 100. If the currency volume is stayed unchanged, what fluctuation in federal costs will be essential to shut the economic shortfall?

D)
Consider the attached equation (from the foregoing challenge). Y = C + I + G C = 100 + 0.6Y I = 0.2Y - 50i M_D = 0.25Y - 30i M_s = 65 G = 100 whose stabilization mark was reached at 500. Hypothesize that full employment amount of profit is 600, so that the desired modification is 100. If the fiscal supply is preserved steady, what transformation in administrative funding will be mandatory to resolve the downward discrepancy?","Presume the subsequent framework (from the previous exercise). Y = C + I + G C = 100 + 0.6Y I = 0.2Y - 50i M_D = 0.25Y - 30i M_s = 65 G = 100 whose steady-state value was determined to be 500. Imagine that full employment scale of earnings is 600, such that the intended shift is 100. If the monetary stock is kept fixed, what adjustment in state expenditure will be necessary to eliminate the recessionary void?","Suppose the following structure (from the prior question). Y = C + I + G C = 100 + 0.6Y I = 0.2Y - 50i M_D = 0.25Y - 30i M_s = 65 G = 100 whose balance point was calculated to be 500. Assume that full employment magnitude of revenue is 600, so that the targeted variation is 100. If the liquid assets are maintained stable, what modification in public outlays will be needed to bridge the contractionary hole?","Take the given system (from the earlier task). Y = C + I + G C = 100 + 0.6Y I = 0.2Y - 50i M_D = 0.25Y - 30i M_s = 65 G = 100 whose parity figure was discovered to be 500. Postulate that full employment volume of returns is 600, meaning that the sought-after alteration is 100. If the currency volume is stayed unchanged, what fluctuation in federal costs will be essential to shut the economic shortfall?","Consider the attached equation (from the foregoing challenge). Y = C + I + G C = 100 + 0.6Y I = 0.2Y - 50i M_D = 0.25Y - 30i M_s = 65 G = 100 whose stabilization mark was reached at 500. Hypothesize that full employment amount of profit is 600, so that the desired modification is 100. If the fiscal supply is preserved steady, what transformation in administrative funding will be mandatory to resolve the downward discrepancy?",A,B,C,D
12170,"From economy considerations, suggest the use of either aluminium alloy or copper alloy fins. The following data is given: Density of the aluminium alloy = 2400 kg/m^3 Density of the copper allow = 8400 kg/m^3 Conductivity of the aluminium alloy = 78 kCal/m-hr°C Conductivity of the copper alloy = 190 kCal/m-hr°C The cost of aluminium alloy is twice the cost of copper alloy.","copper alloy for the core structure, with aluminium alloy as a decorative finish","aluminium alloy for low-temperature applications, copper alloy for high-temperature applications",copper alloy,"aluminium alloy, but with increased thickness to match copper alloy performance",a composite material that blends both aluminium and copper alloys,equal amount of both alloys,copper alloy with a coating of aluminium for enhanced conductivity,alternating layers of aluminium and copper alloys,neither alloy,aluminium alloy,C,2,engineering,stemez-HeatTransfer,,test,"From economy considerations, suggest the use of either aluminium alloy or copper alloy fins. The following data is given: Density of the aluminium alloy = 2400 kg/m^3 Density of the copper allow = 8400 kg/m^3 Conductivity of the aluminium alloy = 78 kCal/m-hr°C Conductivity of the copper alloy = 190 kCal/m-hr°C The cost of aluminium alloy is twice the cost of copper alloy.","A)
Based on financial factors, propose the application of either aluminium alloy or copper alloy fins. The subsequent information is provided: Density of the aluminium alloy = 2400 kg/m^3 Density of the copper alloy = 8400 kg/m^3 Conductivity of the aluminium alloy = 78 kCal/m-hr°C Conductivity of the copper alloy = 190 kCal/m-hr°C The price of aluminium alloy is double the price of copper alloy.

B)
For budget reasons, recommend the utilization of either aluminium alloy or copper alloy fins. The following facts are supplied: Density of the aluminium alloy = 2400 kg/m^3 Density of the copper alloy = 8400 kg/m^3 Conductivity of the aluminium alloy = 78 kCal/m-hr°C Conductivity of the copper alloy = 190 kCal/m-hr°C The expense of aluminium alloy is twofold the expense of copper alloy.

C)
Due to fiscal concerns, advise the employment of either aluminium alloy or copper alloy fins. The listed statistics are given: Density of the aluminium alloy = 2400 kg/m^3 Density of the copper alloy = 8400 kg/m^3 Conductivity of the aluminium alloy = 78 kCal/m-hr°C Conductivity of the copper alloy = 190 kCal/m-hr°C The value of aluminium alloy is twice the value of copper alloy.

D)
With monetary perspectives, advocate the choice of either aluminium alloy or copper alloy fins. The specified details are offered: Density of the aluminium alloy = 2400 kg/m^3 Density of the copper alloy = 8400 kg/m^3 Conductivity of the aluminium alloy = 78 kCal/m-hr°C Conductivity of the copper alloy = 190 kCal/m-hr°C The charge of aluminium alloy is two times the charge of copper alloy.","Based on financial factors, propose the application of either aluminium alloy or copper alloy fins. The subsequent information is provided: Density of the aluminium alloy = 2400 kg/m^3 Density of the copper alloy = 8400 kg/m^3 Conductivity of the aluminium alloy = 78 kCal/m-hr°C Conductivity of the copper alloy = 190 kCal/m-hr°C The price of aluminium alloy is double the price of copper alloy.","For budget reasons, recommend the utilization of either aluminium alloy or copper alloy fins. The following facts are supplied: Density of the aluminium alloy = 2400 kg/m^3 Density of the copper alloy = 8400 kg/m^3 Conductivity of the aluminium alloy = 78 kCal/m-hr°C Conductivity of the copper alloy = 190 kCal/m-hr°C The expense of aluminium alloy is twofold the expense of copper alloy.","Due to fiscal concerns, advise the employment of either aluminium alloy or copper alloy fins. The listed statistics are given: Density of the aluminium alloy = 2400 kg/m^3 Density of the copper alloy = 8400 kg/m^3 Conductivity of the aluminium alloy = 78 kCal/m-hr°C Conductivity of the copper alloy = 190 kCal/m-hr°C The value of aluminium alloy is twice the value of copper alloy.","With monetary perspectives, advocate the choice of either aluminium alloy or copper alloy fins. The specified details are offered: Density of the aluminium alloy = 2400 kg/m^3 Density of the copper alloy = 8400 kg/m^3 Conductivity of the aluminium alloy = 78 kCal/m-hr°C Conductivity of the copper alloy = 190 kCal/m-hr°C The charge of aluminium alloy is two times the charge of copper alloy.",A,A,A,A
2857,During which phase of the cell cycle does the quantity of DNA in a eukaryotic cell typically double?,Telophase,G_2,Prophase,Interphase,Metaphase,Cytokinesis,G_1,Anaphase,S,M,I,8,biology,ori_mmlu-high_school_biology,,test,During which phase of the cell cycle does the quantity of DNA in a eukaryotic cell typically double?,"A)
At what stage of the cellular period does the amount of genetic material in a nucleated cell usually replicate?

B)
In what interval of the mitotic sequence does the volume of chromatin in a complex cell generally increase twofold?

C)
Throughout what period of the life cycle does the mass of genomes in a multicellular cell normally augment?

D)
Within what part of the biological loop does the level of nucleic acid in a higher cell commonly expand?",At what stage of the cellular period does the amount of genetic material in a nucleated cell usually replicate?,In what interval of the mitotic sequence does the volume of chromatin in a complex cell generally increase twofold?,Throughout what period of the life cycle does the mass of genomes in a multicellular cell normally augment?,Within what part of the biological loop does the level of nucleic acid in a higher cell commonly expand?,A,B,C,D
5934,"Among the following groups that have traditionally supposed the Democratic Party, which has the least liberal constituency?",African Americans,Urban residents,Labor union members,Hispanic and Latino Americans,White Southerners,Northern ethnic minorities,College students,LGBTQ+ community,Environmental activists,Women's rights advocates,E,4,other,ori_mmlu-high_school_government_and_politics,,test,"Among the following groups that have traditionally supposed the Democratic Party, which has the least liberal constituency?","A)
Among the following collectives that have traditionally backed the Democratic Party, which has the least progressive membership?

B)
Of the subsequent factions that have historically supported the Democratic Party, which possesses the least leftist base?

C)
Between the following clusters that have conventionally aided the Democratic Party, which contains the least reformist electorate?

D)
Amidst the succeeding circles that have customarily endorsed the Democratic Party, which maintains the least radical body?","Among the following collectives that have traditionally backed the Democratic Party, which has the least progressive membership?","Of the subsequent factions that have historically supported the Democratic Party, which possesses the least leftist base?","Between the following clusters that have conventionally aided the Democratic Party, which contains the least reformist electorate?","Amidst the succeeding circles that have customarily endorsed the Democratic Party, which maintains the least radical body?",A,A,A,A
10080,"A beam of parallel rays, parallel to the axis, falls on the objective of a telescope equipped with aRamsdeneyepiece and adjusted so that the final image is at infinity. If the focal length of the objective is 30.00 cm and the common focal length of each of the lenses of the eyepiece is 6.0 cm, find the diameter of the beam of light emerging from the telescope. (Diameter of objective is 3.0 cm.)",35 cm,10 cm,12 cm,20 cm,30 cm,25 cm,24 cm,15 cm,28 cm,18 cm,D,3,physics,stemez-Optics,,test,"A beam of parallel rays, parallel to the axis, falls on the objective of a telescope equipped with aRamsdeneyepiece and adjusted so that the final image is at infinity. If the focal length of the objective is 30.00 cm and the common focal length of each of the lenses of the eyepiece is 6.0 cm, find the diameter of the beam of light emerging from the telescope. (Diameter of objective is 3.0 cm.)","A)
A bundle of collimated beams, aligned with the axis, strikes the objective of a telescope fitted with a Ramsden eyepiece and set such that the ultimate representation is at infinity. If the focal length of the objective is 30.00 cm and the identical focal length of each of the lenses of the eyepiece is 6.0 cm, calculate the width of the bundle of light issuing from the telescope. (Width of objective is 3.0 cm.)

B)
A stream of concurrent rays, oriented to the axis, hits the objective of a telescope provided with a Ramsden eyepiece and tuned so that the concluding image is at infinity. If the focal length of the objective is 30.00 cm and the shared focal length of each of the lenses of the eyepiece is 6.0 cm, determine the diameter of the stream of light exiting from the telescope. (Diameter of objective is 3.0 cm.)

C)
A collection of parallel rays, parallel to the axis, reaches the objective of a telescope containing a Ramsden eyepiece and positioned so that the last image is at infinity. If the focal length of the objective is 30.00 cm and the uniform focal length of each of the lenses of the eyepiece is 6.0 cm, find the thickness of the collection of light coming from the telescope. (Thickness of objective is 3.0 cm.)

D)
A shaft of aligned rays, parallel to the axis, impacts the objective of a telescope employing a Ramsden eyepiece and calibrated so that the final image is at infinity. If the focal length of the objective is 30.00 cm and the equal focal length of each of the lenses of the eyepiece is 6.0 cm, compute the diameter of the shaft of light appearing from the telescope. (Diameter of objective is 3.0 cm.)","A bundle of collimated beams, aligned with the axis, strikes the objective of a telescope fitted with a Ramsden eyepiece and set such that the ultimate representation is at infinity. If the focal length of the objective is 30.00 cm and the identical focal length of each of the lenses of the eyepiece is 6.0 cm, calculate the width of the bundle of light issuing from the telescope. (Width of objective is 3.0 cm.)","A stream of concurrent rays, oriented to the axis, hits the objective of a telescope provided with a Ramsden eyepiece and tuned so that the concluding image is at infinity. If the focal length of the objective is 30.00 cm and the shared focal length of each of the lenses of the eyepiece is 6.0 cm, determine the diameter of the stream of light exiting from the telescope. (Diameter of objective is 3.0 cm.)","A collection of parallel rays, parallel to the axis, reaches the objective of a telescope containing a Ramsden eyepiece and positioned so that the last image is at infinity. If the focal length of the objective is 30.00 cm and the uniform focal length of each of the lenses of the eyepiece is 6.0 cm, find the thickness of the collection of light coming from the telescope. (Thickness of objective is 3.0 cm.)","A shaft of aligned rays, parallel to the axis, impacts the objective of a telescope employing a Ramsden eyepiece and calibrated so that the final image is at infinity. If the focal length of the objective is 30.00 cm and the equal focal length of each of the lenses of the eyepiece is 6.0 cm, compute the diameter of the shaft of light appearing from the telescope. (Diameter of objective is 3.0 cm.)",A,B,C,D
948,"A buyer contracted to purchase a used car from a seller for $10000. On the date the sale was to take place, the buyer tendered a $10,000 cashier's check to the seller. The seller rejected the tender and refused to deliver the car to the buyer. If the buyer brings an action for breach of contract against the seller, the buyer is entitled to which of the following remedies?",Specific performance.,Recovery of the cost of the cashier's check.,Recovery of the market price of the car.,Recovery of the contract price of the car.,Reimbursement for transportation costs incurred due to the lack of a car.,Damages measured by the difference between the market price and the contract price for the car.,Damages for emotional distress.,Punitive damages against the seller.,An injunction to prevent the seller from selling the car to someone else.,,F,5,law,ori_mmlu-professional_law,,test,"A buyer contracted to purchase a used car from a seller for $10000. On the date the sale was to take place, the buyer tendered a $10,000 cashier's check to the seller. The seller rejected the tender and refused to deliver the car to the buyer. If the buyer brings an action for breach of contract against the seller, the buyer is entitled to which of the following remedies?","A)
A purchaser agreed to buy a pre-owned vehicle from a vendor for $10000. On the day the transaction was to occur, the purchaser offered a $10,000 cashier's check to the vendor. The vendor declined the offer and declined to provide the vehicle to the purchaser. If the purchaser files a lawsuit for violation of agreement against the vendor, the purchaser is eligible for which of the following solutions?

B)
A customer arranged to acquire a secondhand automobile from a merchant for $10000. On the deadline the exchange was to happen, the customer presented a $10,000 cashier's check to the merchant. The merchant spurned the presentation and withheld the automobile from the customer. If the customer initiates a case for non-fulfillment of pact against the merchant, the customer is qualified for which of the following reliefs?

C)
A client bargained to obtain a used motorcar from a dealer for $10000. On the date the deal was to finalize, the client submitted a $10,000 cashier's check to the dealer. The dealer dismissed the submission and failed to hand over the motorcar to the client. If the client starts a suit for breach of covenant against the dealer, the client is entitled to which of the following compensations?

D)
A consumer entered a contract to receive a previously owned car from a provider for $10000. On the date the transfer was to be made, the consumer tendered a $10,000 cashier's check to the provider. The provider rebuffed the tender and resisted delivering the car to the consumer. If the consumer pursues a claim for breach of bargain against the provider, the consumer is warranted which of the following legal cures?","A purchaser agreed to buy a pre-owned vehicle from a vendor for $10000. On the day the transaction was to occur, the purchaser offered a $10,000 cashier's check to the vendor. The vendor declined the offer and declined to provide the vehicle to the purchaser. If the purchaser files a lawsuit for violation of agreement against the vendor, the purchaser is eligible for which of the following solutions?","A customer arranged to acquire a secondhand automobile from a merchant for $10000. On the deadline the exchange was to happen, the customer presented a $10,000 cashier's check to the merchant. The merchant spurned the presentation and withheld the automobile from the customer. If the customer initiates a case for non-fulfillment of pact against the merchant, the customer is qualified for which of the following reliefs?","A client bargained to obtain a used motorcar from a dealer for $10000. On the date the deal was to finalize, the client submitted a $10,000 cashier's check to the dealer. The dealer dismissed the submission and failed to hand over the motorcar to the client. If the client starts a suit for breach of covenant against the dealer, the client is entitled to which of the following compensations?","A consumer entered a contract to receive a previously owned car from a provider for $10000. On the date the transfer was to be made, the consumer tendered a $10,000 cashier's check to the provider. The provider rebuffed the tender and resisted delivering the car to the consumer. If the consumer pursues a claim for breach of bargain against the provider, the consumer is warranted which of the following legal cures?",A,B,C,D
11155,Cicero claims that there could be “no more pernicious doctrine” than the idea that:,it is sometimes necessary to act against one's principles.,it is sometimes permissible to lie.,moral rightness is relative to one’s culture.,morality is subjective and can be changed based on personal preferences.,a thing may be expedient without being morally right.,lying is always morally wrong.,one's actions do not have consequences.,the gods do not care what we do.,there is no absolute truth.,the gods are indifferent to human affairs.,E,4,philosophy,ori_mmlu-philosophy,,test,Cicero claims that there could be “no more pernicious doctrine” than the idea that:,"A)
Cicero asserts that there might be “no more harmful belief” than the notion that:

B)
Cicero maintains that there could be “no more destructive principle” than the thought that:

C)
Cicero argues that there can be “no more injurious teaching” than the concept that:

D)
Cicero contends that there would be “no more ruinous dogma” than the view that:",Cicero asserts that there might be “no more harmful belief” than the notion that:,Cicero maintains that there could be “no more destructive principle” than the thought that:,Cicero argues that there can be “no more injurious teaching” than the concept that:,Cicero contends that there would be “no more ruinous dogma” than the view that:,A,A,A,A
