id,source,group,subject,level,language,subset,question,choice_A,choice_B,choice_C,choice_D,choice_E,answer,split,instance,generated_options,option_a,option_b,option_c,option_d,bdq_results,bcq_results_for_position_a,bcq_results_for_position_b,bcq_results_for_position_c,bcq_results_for_position_d
19016,https://ymnik.kz/tests_old/russian/?v=9,Humanities,Russian_Language,High School,Russian,Russian Language (High School in rus),Предложение имеет значение обобщенного лица:,"Закрой глаза, прислушайся.",О юности всегда вспоминаешь радостно.,У нас не было желания остаться.,Самое время тебе подумать о своем будущем.,Манила свежесть теплой прозрачной воды.,B,test,question: Предложение имеет значение обобщенного лица:,"A)
question: Фраза обладает смыслом обобщенного лица:

B)
question: Предложение несет значение обобщенного лица:

C)
question: Выражение содержит смысл обобщенного лица:

D)
question: Суждение имеет смысл обобщенного лица:",question: Фраза обладает смыслом обобщенного лица:,question: Предложение несет значение обобщенного лица:,question: Выражение содержит смысл обобщенного лица:,question: Суждение имеет смысл обобщенного лица:,E,E,E,E,E
17421,https://itest.kz/kz/endless,STEM,Physics,High School,Kazakh,Physics (High School in kaz),Үшөлшемнің екеуі нанодиапазонда және үшіншісі үлкен өлшемді болатын материал қалай аталады?,Кванттық шұңқыр,Микроматериал,Кванттық сым,Наноматериал,,C,test,question: Үшөлшемнің екеуі нанодиапазонда және үшіншісі үлкен өлшемді болатын материал қалай аталады?,"A)
question: Үшөлшемнің екеуі наноөлшемде және үшіншісі үлкен өлшемді болатын материал қалай аталады?

B)
question: Үшөлшемнің екеуі наномасштабта және үшіншісі үлкен өлшемді болатын материал қалай аталады?

C)
question: Үш өлшемнің екеуі нанодиапазонда және үшіншісі ірі өлшемді болатын материал қалай аталады?

D)
question: Үшөлшемнің екісі нанодиапазонда және үшіншісі үлкен өлшемді болатын зат қалай аталады?",question: Үшөлшемнің екеуі наноөлшемде және үшіншісі үлкен өлшемді болатын материал қалай аталады?,question: Үшөлшемнің екеуі наномасштабта және үшіншісі үлкен өлшемді болатын материал қалай аталады?,question: Үш өлшемнің екеуі нанодиапазонда және үшіншісі ірі өлшемді болатын материал қалай аталады?,question: Үшөлшемнің екісі нанодиапазонда және үшіншісі үлкен өлшемді болатын зат қалай аталады?,E,E,E,E,A
6939,https://ymnik.kz/tests_old/geography_kz/?v=4,Social Science,Geography,High School,Kazakh,Geography (High School in kaz),Комбинат дегеніміз...,"пайдалы қазбалардың кен орнын барлау, өндіру және байыту кешендері.","орталыққа бағындырылған, технологиялық процестері біріктірілген кәсіпорындар тобы.",шаруашылық салалары арасындағы байланыс.,жоғары өнім беретін кәсіпорын.,шаруашылық салалары мен өндірісті орналастыру.,B,test,question: Комбинат дегеніміз...,"A)
question: Кәсіпорын дегеніміз...

B)
question: Зауыт дегеніміз...

C)
question: Өндірістік кешен дегеніміз...

D)
question: Фабрика дегеніміз...",question: Кәсіпорын дегеніміз...,question: Зауыт дегеніміз...,question: Өндірістік кешен дегеніміз...,question: Фабрика дегеніміз...,E,E,E,E,E
3551,https://itest.kz/kz/endless,STEM,Chemistry,High School,Kazakh,Chemistry (High School in kaz),Молекуласында 3 атом көміртек бар карбонилді қосылыс,Пропанол,Метаналь,Пентанон,Пропанон,,D,test,question: Молекуласында 3 атом көміртек бар карбонилді қосылыс,"A)
Молекуласының құрамында 3 көміртек атомы бар карбонилді қосылыс

B)
Молекула ішінде 3 көміртек атомы бар карбонилдық қосылыс

C)
Молекула құрамында 3 атом көміртек бар карбонилды зат

D)
Молекуласының ішінде 3 атом көміртек бар карбонилдік зат",Молекуласының құрамында 3 көміртек атомы бар карбонилді қосылыс,Молекула ішінде 3 көміртек атомы бар карбонилдық қосылыс,Молекула құрамында 3 атом көміртек бар карбонилды зат,Молекуласының ішінде 3 атом көміртек бар карбонилдік зат,C,E,E,E,E
10958,https://ymnik.kz/tests_old/kazakh_kz/?v=41,Language,Kazakh_Language,High School,Kazakh,Kazakh Language (High School in kaz),"Дауысты дыбыстардың үндесуін не дейміз, белгілеңіз.",орфоэпия дейміз.,орфография дейміз.,екпін дейміз.,дыбыс үндестігі дейміз.,сингармонизм дейміз.,E,test,"question: Дауысты дыбыстардың үндесуін не дейміз, белгілеңіз.","A)
question: Дауысты үндердің үйлесуін не деп атаймыз, белгілеңіз.

B)
question: Дауысты дыбыстардың үйлесімін не дейміз, белгілеңіз.

C)
question: Дауысты үндердің үндесуін қалай атаймыз, белгілеңіз.

D)
question: Дауысты дыбыстардың үндесуін қалай атаймыз, белгілеңіз.","question: Дауысты үндердің үйлесуін не деп атаймыз, белгілеңіз.","question: Дауысты дыбыстардың үйлесімін не дейміз, белгілеңіз.","question: Дауысты үндердің үндесуін қалай атаймыз, белгілеңіз.","question: Дауысты дыбыстардың үндесуін қалай атаймыз, белгілеңіз.",E,E,E,E,E
8472,https://oltest.kz/tests/gosudarstvo_i_pravo/,"Social Science





","Jurisprudence, state and law",University,Russian,Jurisprudence (Professional & University in rus),"Безработные, самовольно, без уважительной причины прекратившие участие в общественных работах, повторно могут направляться на эти работы со дня повторной регистрации только по истечении:
","15 календарных дней
","месяцев
","10 календарных дней
","2 месяцев
","1 месяца
",B,test,"question: Безработные, самовольно, без уважительной причины прекратившие участие в общественных работах, повторно могут направляться на эти работы со дня повторной регистрации только по истечении:
","A)
question: Незанятые, самовольно, без уважительной причины прекратившие участие в общественных работах, повторно могут направляться на эти работы со дня повторной регистрации только по истечении:

B)
question: Неработающие, произвольно, без уважительной причины прекратившие участие в общественных работах, повторно могут направляться на эти работы со дня повторной регистрации только по истечении:

C)
question: Лица без работы, самовольно, без уважительной причины прекратившие участие в общественно-полезных работах, повторно могут направляться на эти работы со дня повторной регистрации только по истечении:

D)
question: Безработные, самовольно, без уважительной причины прекратившие участие в общественных работах, вновь могут направляться на эти работы со дня повторной постановки на учет только по истечении:","question: Незанятые, самовольно, без уважительной причины прекратившие участие в общественных работах, повторно могут направляться на эти работы со дня повторной регистрации только по истечении:","question: Неработающие, произвольно, без уважительной причины прекратившие участие в общественных работах, повторно могут направляться на эти работы со дня повторной регистрации только по истечении:","question: Лица без работы, самовольно, без уважительной причины прекратившие участие в общественно-полезных работах, повторно могут направляться на эти работы со дня повторной регистрации только по истечении:","question: Безработные, самовольно, без уважительной причины прекратившие участие в общественных работах, вновь могут направляться на эти работы со дня повторной постановки на учет только по истечении:",E,E,E,E,E
3994,https://itest.kz/ru/endless,STEM,Chemistry,High School,Russian,Chemistry (High School in rus),"Чему равна масса смеси меди и железа, если известно, что при ее обработке соляной кислотой выделилось 2,24 л газа, а при действии на холоде концентрированной азотной кислоты на смесь данных металлов выделился газ объемом 4,48 л?",48 г,24 г,12 г,36 г,,C,test,"question: Чему равна масса смеси меди и железа, если известно, что при ее обработке соляной кислотой выделилось 2,24 л газа, а при действии на холоде концентрированной азотной кислоты на смесь данных металлов выделился газ объемом 4,48 л?","A)
question: Какова масса смеси меди и железа, если известно, что при ее обработке соляной кислотой выделилось 2,24 л газа, а при действии на холоде концентрированной азотной кислоты на смесь данных металлов выделился газ объемом 4,48 л?

B)
question: Чему равна масса смеси меди и железа, если известно, что при ее воздействии хлороводородной кислотой выделилось 2,24 л газа, а при действии на холоде концентрированной азотной кислоты на смесь данных металлов выделился газ объемом 4,48 л?

C)
question: Какова величина массы смеси меди и железа, если известно, что при ее обработке соляной кислотой образовалось 2,24 л газа, а при действии на холоде концентрированной азотной кислоты на смесь данных металлов образовался газ объемом 4,48 л?

D)
question: Чему равна масса смеси меди и железа, если известно, что при ее обработке соляной кислотой выделилось 2,24 л газа, а при воздействии на холоде концентрированной азотной кислоты на смесь данных металлов выделился газ объемом 4,48 л?","question: Какова масса смеси меди и железа, если известно, что при ее обработке соляной кислотой выделилось 2,24 л газа, а при действии на холоде концентрированной азотной кислоты на смесь данных металлов выделился газ объемом 4,48 л?","question: Чему равна масса смеси меди и железа, если известно, что при ее воздействии хлороводородной кислотой выделилось 2,24 л газа, а при действии на холоде концентрированной азотной кислоты на смесь данных металлов выделился газ объемом 4,48 л?","question: Какова величина массы смеси меди и железа, если известно, что при ее обработке соляной кислотой образовалось 2,24 л газа, а при действии на холоде концентрированной азотной кислоты на смесь данных металлов образовался газ объемом 4,48 л?","question: Чему равна масса смеси меди и железа, если известно, что при ее обработке соляной кислотой выделилось 2,24 л газа, а при воздействии на холоде концентрированной азотной кислоты на смесь данных металлов выделился газ объемом 4,48 л?",E,E,E,E,E
16966,https://itest.kz/kz/endless,STEM,Physics,High School,Kazakh,Physics (High School in kaz),"Ауа температурасы  \(17 ^\circ C\), шық нүктесі \(5 ^\circ C\). Ауаның салыстырмалы ылғалдылығы (Қаныққан су буының тығыздығы \(t = 17^\circ C-де\)\(\rho = 14,5 г/м^3\), \(t = 5^\circ C-де\)  \(\rho = 6,8 г/м^3\))",≈ 50 %,≈ 100 %,≈ 47 %,≈ 37 %,,C,test,"question: Ауа температурасы  \(17 ^\circ C\), шық нүктесі \(5 ^\circ C\). Ауаның салыстырмалы ылғалдылығы (Қаныққан су буының тығыздығы \(t = 17^\circ C-де\)\(\rho = 14,5 г/м^3\), \(t = 5^\circ C-де\)  \(\rho = 6,8 г/м^3\))","A)
question: Ауаның температурасы  \(17 ^\circ C\), шығу нүктесі \(5 ^\circ C\). Ауаның салыстырмалы ылғалдылығы (Қаныққан су буының тығыздығы \(t = 17^\circ C-де\)\(\rho = 14,5 г/м^3\), \(t = 5^\circ C-де\)  \(\rho = 6,8 г/м^3\))

B)
question: Атмосфералық температурасы  \(17 ^\circ C\), шық нүктесі \(5 ^\circ C\). Ауаның салыстырмалы ылғалдылығы (Қаныққан су буының тығыздығы \(t = 17^\circ C-де\)\(\rho = 14,5 г/м^3\), \(t = 5^\circ C-де\)  \(\rho = 6,8 г/м^3\))

C)
question: Температура мәні  \(17 ^\circ C\), конденсация нүктесі \(5 ^\circ C\). Ауадағы салыстырмалы ылғалдылық (Қаныққан су буының тығыздығы \(t = 17^\circ C-де\)\(\rho = 14,5 г/м^3\), \(t = 5^\circ C-де\)  \(\rho = 6,8 г/м^3\))

D)
question: Ауадағы температура  \(17 ^\circ C\), шық нүктесі \(5 ^\circ C\). Салыстырмалы ылғалдылығы (Қаныққан су буының тығыздығы \(t = 17^\circ C-де\)\(\rho = 14,5 г/м^3\), \(t = 5^\circ C-де\)  \(\rho = 6,8 г/м^3\))","question: Ауаның температурасы  \(17 ^\circ C\), шығу нүктесі \(5 ^\circ C\). Ауаның салыстырмалы ылғалдылығы (Қаныққан су буының тығыздығы \(t = 17^\circ C-де\)\(\rho = 14,5 г/м^3\), \(t = 5^\circ C-де\)  \(\rho = 6,8 г/м^3\))","question: Атмосфералық температурасы  \(17 ^\circ C\), шық нүктесі \(5 ^\circ C\). Ауаның салыстырмалы ылғалдылығы (Қаныққан су буының тығыздығы \(t = 17^\circ C-де\)\(\rho = 14,5 г/м^3\), \(t = 5^\circ C-де\)  \(\rho = 6,8 г/м^3\))","question: Температура мәні  \(17 ^\circ C\), конденсация нүктесі \(5 ^\circ C\). Ауадағы салыстырмалы ылғалдылық (Қаныққан су буының тығыздығы \(t = 17^\circ C-де\)\(\rho = 14,5 г/м^3\), \(t = 5^\circ C-де\)  \(\rho = 6,8 г/м^3\))","question: Ауадағы температура  \(17 ^\circ C\), шық нүктесі \(5 ^\circ C\). Салыстырмалы ылғалдылығы (Қаныққан су буының тығыздығы \(t = 17^\circ C-де\)\(\rho = 14,5 г/м^3\), \(t = 5^\circ C-де\)  \(\rho = 6,8 г/м^3\))",E,A,E,E,E
16386,https://oltest.kz/tests/medicina/,STEM,Medicine,University,Russian,Medicine (Professional & University in rus),"В образовании стенки собственно ротовой полости участвует:
","Подъязычная кость
","Надподъязычная мышца
","Сошник
","Альвеолярный отросток нижней челюсти
","Мышцы щеки
",D,test,"question: В образовании стенки собственно ротовой полости участвует:
","A)
question: В формировании стенки собственно ротовой полости участвует:

B)
question: В образовании стенки непосредственно ротовой полости участвует:

C)
question: В образовании стенки собственно оральной полости участвует:

D)
question: В образовании стенки собственно ротовой полости принимает участие:",question: В формировании стенки собственно ротовой полости участвует:,question: В образовании стенки непосредственно ротовой полости участвует:,question: В образовании стенки собственно оральной полости участвует:,question: В образовании стенки собственно ротовой полости принимает участие:,E,E,E,E,E
4124,https://itest.kz/ru/endless,STEM,Chemistry,High School,Russian,Chemistry (High School in rus),"Какая масса сахарозы может образоваться (теоретически) при взаимодействии 4,2 г глюкозы с 3,6 г фруктозы в присутствии концентрированной серной кислоты.","17,6 г","13,8 г","8,8 г","6,84 г",,D,test,"question: Какая масса сахарозы может образоваться (теоретически) при взаимодействии 4,2 г глюкозы с 3,6 г фруктозы в присутствии концентрированной серной кислоты.","A)
question: Какова масса сахарозы может образоваться (теоретически) при взаимодействии 4,2 г глюкозы с 3,6 г фруктозы в присутствии концентрированной серной кислоты.

B)
question: Какая масса сахарозы может получиться (теоретически) при взаимодействии 4,2 г глюкозы с 3,6 г фруктозы в присутствии концентрированной серной кислоты.

C)
question: Какова масса сахарозы может образоваться (теоретически) при реакции 4,2 г глюкозы с 3,6 г фруктозы в присутствии концентрированной серной кислоты.

D)
question: Какая масса сахарозы может образоваться (теоретически) при взаимодействии 4,2 г глюкозы с 3,6 г фруктозы при наличии концентрированной серной кислоты.","question: Какова масса сахарозы может образоваться (теоретически) при взаимодействии 4,2 г глюкозы с 3,6 г фруктозы в присутствии концентрированной серной кислоты.","question: Какая масса сахарозы может получиться (теоретически) при взаимодействии 4,2 г глюкозы с 3,6 г фруктозы в присутствии концентрированной серной кислоты.","question: Какова масса сахарозы может образоваться (теоретически) при реакции 4,2 г глюкозы с 3,6 г фруктозы в присутствии концентрированной серной кислоты.","question: Какая масса сахарозы может образоваться (теоретически) при взаимодействии 4,2 г глюкозы с 3,6 г фруктозы при наличии концентрированной серной кислоты.",E,E,E,E,E
7708,https://ymnik.kz/tests_old/geography/?v=138,Social Science,Geography,High School,Russian,Geography (High School in rus),К основным климатообразующим факторам относятся:,угол наклона земной оси.,движение литосферных плит.,"циркуляция воздушных масс, подстилающая поверхность, географическая широта.",вращение Земли вокруг своей оси.,географическая долгота.,C,test,question: К основным климатообразующим факторам относятся:,"A)
question: К главным климатогеническим факторам относятся:

B)
question: К ключевым климатообразующим факторам относятся:

C)
question: К базовым климатотворческим факторам относятся:

D)
question: К основополагающим климатогенетическим факторам относятся:",question: К главным климатогеническим факторам относятся:,question: К ключевым климатообразующим факторам относятся:,question: К базовым климатотворческим факторам относятся:,question: К основополагающим климатогенетическим факторам относятся:,E,E,E,E,E
2303,https://ymnik.kz/tests_old/biology/?v=76,STEM,Biology,High School,Russian,Biology (High School in rus),Растительная клетчатка пищи у человека расщепляется в,Тонком кишечнике,Печени,Ротовой полости,Толстом кишечнике,Желудке,D,test,question: Растительная клетчатка пищи у человека расщепляется в,"A)
question: Целлюлоза пищи у человека расщепляется в

B)
question: Растительное волокно пищи у человека расщепляется в

C)
question: Пищевое волокно пищи у человека расщепляется в

D)
question: Растительная пищевая клетчатка у человека расщепляется в",question: Целлюлоза пищи у человека расщепляется в,question: Растительное волокно пищи у человека расщепляется в,question: Пищевое волокно пищи у человека расщепляется в,question: Растительная пищевая клетчатка у человека расщепляется в,E,E,E,E,E
14159,https://itest.kz/kz/endless,STEM,Math,High School,Kazakh,Math (High School in kaz),"Теңдеуді шешіңіз.
 \(log_\sqrt{2}x+log_2x=1,5\)",\(1\),\(2\),\(\sqrt{3}\),\(\sqrt{2}\),,D,test,"question: Теңдеуді шешіңіз.
 \(log_\sqrt{2}x+log_2x=1,5\)","A)
question: Теңдеуді шығарыңыз.
 \(log_\sqrt{2}x+log_2x=1,5\)

B)
question: Теңдеудің шешімін табыңыз.
 \(log_\sqrt{2}x+log_2x=1,5\)

C)
question: Теңдеуді шешіп беріңіз.
 \(log_\sqrt{2}x+log_2x=1,5\)

D)
question: Теңдеудің түбірін анықтаңыз.
 \(log_\sqrt{2}x+log_2x=1,5\)","question: Теңдеуді шығарыңыз.
 \(log_\sqrt{2}x+log_2x=1,5\)","question: Теңдеудің шешімін табыңыз.
 \(log_\sqrt{2}x+log_2x=1,5\)","question: Теңдеуді шешіп беріңіз.
 \(log_\sqrt{2}x+log_2x=1,5\)","question: Теңдеудің түбірін анықтаңыз.
 \(log_\sqrt{2}x+log_2x=1,5\)",E,A,E,E,A
12269,https://ymnik.kz/tests_old/literature_kz/?v=20,Humanities,Kazakh_Literature,High School,Kazakh,Kazakh Literature (High School in kaz),Шоқан жазған ертегіні белгілеңіз.,"""Толағай""","""Ертегі"".","""Өлі мен тірінің достығы""","""Айбарша сұлу"".","""Жүсіп хан"".",C,test,question: Шоқан жазған ертегіні белгілеңіз.,"A)
question: Шоқан шығарған ертегіні белгілеңіз.

B)
question: Шоқан жазып кеткен ертегіні белгілеңіз.

C)
question: Шоқан жазған әңгімені таңдаңыз.

D)
question: Шоқан шығарған әңгімені таңдаңыз.",question: Шоқан шығарған ертегіні белгілеңіз.,question: Шоқан жазып кеткен ертегіні белгілеңіз.,question: Шоқан жазған әңгімені таңдаңыз.,question: Шоқан шығарған әңгімені таңдаңыз.,E,E,E,E,E
15765,https://itest.kz/ru/endless,STEM,Math,High School,Russian,Math (High School in rus),"Упростите выражение.
\((a^5\cdot a^3+a^8\cdot a^0):a^7\)",\(a\),\(a^5\),\(2a\),\(a^9\),,C,test,"question: Упростите выражение.
\((a^5\cdot a^3+a^8\cdot a^0):a^7\)","A)
question: Сократите выражение.
\((a^5\cdot a^3+a^8\cdot a^0):a^7\)

B)
question: Сведите выражение.
\((a^5\cdot a^3+a^8\cdot a^0):a^7\)

C)
question: Упростите это выражение.
\((a^5\cdot a^3+a^8\cdot a^0):a^7\)

D)
question: Приведите выражение.
\((a^5\cdot a^3+a^8\cdot a^0):a^7\)","question: Сократите выражение.
\((a^5\cdot a^3+a^8\cdot a^0):a^7\)","question: Сведите выражение.
\((a^5\cdot a^3+a^8\cdot a^0):a^7\)","question: Упростите это выражение.
\((a^5\cdot a^3+a^8\cdot a^0):a^7\)","question: Приведите выражение.
\((a^5\cdot a^3+a^8\cdot a^0):a^7\)",E,E,B,E,E
8446,https://oltest.kz/tests/gosudarstvo_i_pravo/,"Social Science





","Jurisprudence, state and law",University,Russian,Jurisprudence (Professional & University in rus),"При расторжении кастодиального договора ценные бумаги и деньги клиентов, находящиеся на хранении в данном банке, подлежат возврату клиентам в течение:
","в течение года
","10 рабочих дней
","30 рабочих дней
","15 рабочих дней
","5 рабочих дней
",C,test,"question: При расторжении кастодиального договора ценные бумаги и деньги клиентов, находящиеся на хранении в данном банке, подлежат возврату клиентам в течение:
","A)
question: При прекращении кастодиального соглашения ценные бумаги и денежные средства клиентов, находящиеся на хранении в данном банке, подлежат возврату клиентам в течение:

B)
question: При расторжении кастодиального соглашения ценные бумаги и денежные средства клиентов, находящиеся на хранении в указанном банке, подлежат возврату клиентам в течение:

C)
question: При прекращении кастодиального договора ценные бумаги и деньги клиентов, сохраняющиеся на хранении в данном банке, подлежат возврату клиентам в течение:

D)
question: При расторжении кастодиального договора ценные бумаги и денежные средства клиентов, располагающиеся на хранении в этом банке, подлежат возврату клиентам в течение:","question: При прекращении кастодиального соглашения ценные бумаги и денежные средства клиентов, находящиеся на хранении в данном банке, подлежат возврату клиентам в течение:","question: При расторжении кастодиального соглашения ценные бумаги и денежные средства клиентов, находящиеся на хранении в указанном банке, подлежат возврату клиентам в течение:","question: При прекращении кастодиального договора ценные бумаги и деньги клиентов, сохраняющиеся на хранении в данном банке, подлежат возврату клиентам в течение:","question: При расторжении кастодиального договора ценные бумаги и денежные средства клиентов, располагающиеся на хранении в этом банке, подлежат возврату клиентам в течение:",E,E,E,E,A
7526,https://ymnik.kz/tests_old/geography/?v=19,Social Science,Geography,High School,Russian,Geography (High School in rus),"Если Нил - самая длинная река в мире, то самая большая по площади и самая многоводная",Амазонка.,Лена.,Ориноко.,Енисей,Миссисипи.,A,test,"question: Если Нил - самая длинная река в мире, то самая большая по площади и самая многоводная","A)
question: Если Нил - наиболее протяжённая река в мире, то наибольшая по площади и наиболее многоводная

B)
question: Если Нил - самая протяжённая река в мире, то наибольшая по площади и самая полноводная

C)
question: Если Нил - наиболее длинная река в мире, то самая большая по площади и наиболее полноводная

D)
question: Если Нил - самая длиннейшая река в мире, то наибольшая по площади и самая полноводная","question: Если Нил - наиболее протяжённая река в мире, то наибольшая по площади и наиболее многоводная","question: Если Нил - самая протяжённая река в мире, то наибольшая по площади и самая полноводная","question: Если Нил - наиболее длинная река в мире, то самая большая по площади и наиболее полноводная","question: Если Нил - самая длиннейшая река в мире, то наибольшая по площади и самая полноводная",E,E,E,E,E
4023,https://itest.kz/ru/endless,STEM,Chemistry,High School,Russian,Chemistry (High School in rus),Циклоалкан,\(CH_4\),\(C_2H_6\),\(C_3H_6\),\(C_4H_{10}\),,C,test,question: Циклоалкан,"A)
question: циклический алкан

B)
question: циклопарафин

C)
question: кольцевой алкан

D)
question: нафтен",question: циклический алкан,question: циклопарафин,question: кольцевой алкан,question: нафтен,E,E,E,E,E
1580,https://ymnik.kz/tests_old/biology/?v=53,STEM,Biology,High School,Russian,Biology (High School in rus),Биосфера получает энергию от:,Микроорганизмов,Горных пород,Солнца,Животных,Растений,C,test,question: Биосфера получает энергию от:,"A)
question: Живая оболочка получает энергию от:

B)
question: Биосфера черпает энергию от:

C)
question: Живая оболочка принимает энергию от:

D)
question: Биосфера приобретает энергию от:",question: Живая оболочка получает энергию от:,question: Биосфера черпает энергию от:,question: Живая оболочка принимает энергию от:,question: Биосфера приобретает энергию от:,E,E,E,E,E
13876,https://oltest.kz/tests/menedzhment_i_marketing/,"Social Science





",Management and Marketing ,University,Russian,Management and Marketing (Professional & University in rus),"Этот вид организационно-распорядительных методов управления включает в себя: своевременную выдачу распоряжений основным, вспомогательным и обслуживающим подразделениям экономической системы; постановку конкретных задач всем исполнителям в управляющей системе:
","Организационное регламентирование (нормирование)
","Организационный инструктаж
","Организационное распорядительство
","Организационное планирование
","Организационное проектирование
",C,test,"question: Этот вид организационно-распорядительных методов управления включает в себя: своевременную выдачу распоряжений основным, вспомогательным и обслуживающим подразделениям экономической системы; постановку конкретных задач всем исполнителям в управляющей системе:
","A)
question: Данный тип организационно-распорядительных приёмов руководства включает в себя: своевременную выдачу распоряжений основным, вспомогательным и обслуживающим подразделениям экономической системы; постановку конкретных задач всем исполнителям в управляющей системе:

B)
question: Этот тип организационно-распорядительных методов руководства включает в себя: своевременную выдачу распоряжений ключевым, вспомогательным и обслуживающим подразделениям экономической системы; постановку конкретных задач всем исполнителям в управляющей системе:

C)
question: Данный вид организационно-распорядительных приёмов управления предусматривает: своевременную передачу распоряжений основным, вспомогательным и обслуживающим подразделениям экономической системы; постановку определённых задач всем исполнителям в управляющей системе:

D)
question: Этот тип организационно-распорядительных методов управления включает в себя: своевременную выдачу указаний основным, вспомогательным и обслуживающим подразделениям экономической системы; постановку конкретных задач всем исполнителям в руководящей системе:","question: Данный тип организационно-распорядительных приёмов руководства включает в себя: своевременную выдачу распоряжений основным, вспомогательным и обслуживающим подразделениям экономической системы; постановку конкретных задач всем исполнителям в управляющей системе:","question: Этот тип организационно-распорядительных методов руководства включает в себя: своевременную выдачу распоряжений ключевым, вспомогательным и обслуживающим подразделениям экономической системы; постановку конкретных задач всем исполнителям в управляющей системе:","question: Данный вид организационно-распорядительных приёмов управления предусматривает: своевременную передачу распоряжений основным, вспомогательным и обслуживающим подразделениям экономической системы; постановку определённых задач всем исполнителям в управляющей системе:","question: Этот тип организационно-распорядительных методов управления включает в себя: своевременную выдачу указаний основным, вспомогательным и обслуживающим подразделениям экономической системы; постановку конкретных задач всем исполнителям в руководящей системе:",A,A,A,A,E
4216,https://itest.kz/ru/endless,STEM,Chemistry,High School,Russian,Chemistry (High School in rus),Какой тип реакции между аммиаком и фосфорной кислотой?,Замещение,Разложение,Окисление,Соединение,,D,test,question: Какой тип реакции между аммиаком и фосфорной кислотой?,"A)
question: Каков вид взаимодействия между аммиаком и фосфорной кислотой?

B)
question: Какой вид реакции между NH3 и фосфорной кислотой?

C)
question: Какой тип взаимодействия между аммиаком и ортофосфорной кислотой?

D)
question: Какой тип реакции между аммиаком и H3PO4?",question: Каков вид взаимодействия между аммиаком и фосфорной кислотой?,question: Какой вид реакции между NH3 и фосфорной кислотой?,question: Какой тип взаимодействия между аммиаком и ортофосфорной кислотой?,question: Какой тип реакции между аммиаком и H3PO4?,E,E,E,E,E
14676,https://itest.kz/kz/endless,STEM,Math,High School,Kazakh,Math (High School in kaz),\(\sqrt{\frac{\sqrt{113^2-112^2}}{19^2-11^2}}\) өрнегінің мәні жататын аралықты табыңыз,(–1; 13),(5; 18),(1; 4),(2; 7),,A,test,question: \(\sqrt{\frac{\sqrt{113^2-112^2}}{19^2-11^2}}\) өрнегінің мәні жататын аралықты табыңыз,"A)
question: \(\sqrt{\frac{\sqrt{113^2-112^2}}{19^2-11^2}}\) өрнегінің құны түсетін аралықты анықтаңыз

B)
question: \(\sqrt{\frac{\sqrt{113^2-112^2}}{19^2-11^2}}\) формуласының мөлшері орналасатын аралықты табыңыз

C)
question: \(\sqrt{\frac{\sqrt{113^2-112^2}}{19^2-11^2}}\) өрнегінің мөлшері түсетін аралықты анықтаңыз

D)
question: \(\sqrt{\frac{\sqrt{113^2-112^2}}{19^2-11^2}}\) өрнектің мәні жататын аралығын табыңыз",question: \(\sqrt{\frac{\sqrt{113^2-112^2}}{19^2-11^2}}\) өрнегінің құны түсетін аралықты анықтаңыз,question: \(\sqrt{\frac{\sqrt{113^2-112^2}}{19^2-11^2}}\) формуласының мөлшері орналасатын аралықты табыңыз,question: \(\sqrt{\frac{\sqrt{113^2-112^2}}{19^2-11^2}}\) өрнегінің мөлшері түсетін аралықты анықтаңыз,question: \(\sqrt{\frac{\sqrt{113^2-112^2}}{19^2-11^2}}\) өрнектің мәні жататын аралығын табыңыз,E,E,E,E,E
