мәтін1, мәтін2, жапсырма, idx, белгі_мәтіні
"2005 жылдың 11 тамызында UTC бойынша сағат 16:15-те Ирен тропикалық дауылы болды. Флорида штатының Майами қаласындағы Ұлттық дауыл орталығының бүгінгі есебінде айтылғандай, Ирен тропикалық дауылы алдағы бірнеше күнде күшейіп, Америка Құрама Штаттарының шығыс жағалауына соққы беретін дауылға айналуы мүмкін. Ирен бүгін UTC бойынша сағат 16:00-де Бермуд аралдарынан оңтүстік-оңтүстік-шығысқа қарай шамамен 975 шақырым жерде орналасқан. Синоптиктердің айтуынша, дауыл қазір батыс-батыс бағытта жылжып, сағатына 40 миль жылдамдықпен соғып тұр.", АҚШ-тың шығыс жағалауына «Ирен» деп аталатын дауыл жақындап келеді.,0,71, тарту
" Карачи қалалық ауруханасының дәрігері Икрар Аббасидің айтуынша, қаза тапқандардың бірі ата-анасымен бірге өтіп бара жатқан бала болған.", Дәрігер ата-анасының қолынан қаза тапты.,1,72, міндеттеме емес
"Кирилл әліпбиі - бірнеше шығыс және оңтүстік славян тілдерінде (беларусь, болгар, македон, орыс, орыс, серб және украин) және бұрынғы Кеңес Одағының, Азия мен Шығыс Еуропаның басқа да көптеген тілдерінде қолданылатын алфавит. Ол бұрын басқа тілдерде де қолданылған. Кирилл әліпбиіндегі барлық әріптер онымен жазылған әрбір тілде қолданыла бермейді.", Кириллица - орыс сияқты кейбір славян тілдерінде қолданылатын алфавит.,0,73, тарту
" 1990 жылдың қарашасында президент оппозициялық саяси партияларға 1991 жылы ұйымдасуға рұқсат етілетінін жариялады. Бірнеше жаңа партиялар пайда болды, соның ішінде Демократиялық Республикалық Қозғалыс (MDR), Либералдық Партия (LP), Демократиялық және Социалистік Партия (PSD) және Республиканы Қорғау Коалициясы (CDR).", Бірнеше жаңа саяси партиялар пайда болды.,0,74, тарту
"АҚШ Жоғарғы Соты бейсенбі күні 2002 жылы шығарылған, өлім жазасын судьялар емес, алқабилер шығаруы керек деген шешімін тек болашақ істерге ғана қолданылатынын, бұл шешім өлім жазасына кесілген 100-ден астам адамға әсер етуі мүмкін екенін мәлімдеді.", Жоғарғы Сот өлім жазасын тек судьялар ғана тағайындай алады деп шешті.,1,75, міндеттеме емес
" Еуропа Диснейленді Парижден шығысқа қарай 20 миль жерде орналасқан. Евро Дисней - ойын-сауық саябағынан басқа, қонақ үйлері, мейрамханалары, дүкендері және жақын маңдағы гольф алаңы бар үлкен кешен. Заманауи инженерияның кереметтерінің арқасында ол американдық туысына қарағанда әлдеқайда жақсы тәжірибе ұсынады.", Euro-Disney - ойын-сауық саябағы.,0,76, тарту
 Кеше түнде Боготада судья Карлос Валенсияның өлтірілуімен басталған хаостық жағдай 28 шілдеде Медельинде ақылы кісі өлтірушілер үшінші қоғамдық тәртіп судьясы Мария Елена Диасты өлтірген кезде басталды., Судья Карлос Валенсия Медельинде өлтірілді.,1,77, міндеттеме емес
"Craigslist сайтында кездескен эротикалық массажистті өлтірді деп айыпталған медицина студенті 100 000 доллардан астам студенттік несие қарызына батып кеткен және сот құжаттарына сәйкес, соншалықты кедей болғандықтан, адвокатқа ақы төлеуге шамасы келмейді. Бостон университетінің медициналық мектебінің 23 жастағы студенті Филип Маркофф 130 000 доллар студенттік несие қарыз және ата-анасынан ақша алмайды, бұл оны қорғау үшін салық төлеушілер қаржыландыратын адвокатқа жүгінуге мәжбүр етеді, деп хабарлайды Бостон муниципалды сотының оны кедей деп таныған сот құжаты. Маркофф Нью-Йорк-Олбани мемлекеттік университетін бітірген және BU медициналық факультетінің екінші курс студенті болған.", Медицина студенті Филип Маркофф құда түсіпті.,1,78, міндеттеме емес
"Батыс жойылып бара жатқан адамдарға емес, жойылып бара жатқан жануарларға назар аударуды жөн көрді. Африка пілдерін браконьерлер аулап, азу тістерін жұлып алып, жасырады. CITES - Жойылып бара жатқан түрлермен халықаралық сауда туралы конвенция - піл сүйегі саудасына тыйым салғанға дейін онжылдықта Африкадағы олардың саны 1,2 миллионнан 600 000-ға дейін азайды.", Африка пілдері піл сүйегін аулайтын браконьерлердің құрбаны болу қаупінде.,0,79, тарту
 Дәрілік заттарды маркетингтік эксклюзивтіліктің тиімді мерзімін ұзарту фармацевтикалық компанияларға әділ кіріс беру үшін жасалған., Болашақ дәрі-дәрмектерді әзірлеу үшін реттеуші органдардың мақұлдауынан кейін ұзақ мерзімді нарықтық қызмет ету мерзімі болуы керек.,1,80, міндеттеме емес
 Хепберннің отбасы сатудан түскен қаражатты алады., Түскен қаражат Хепберннің отбасына беріледі.,0,81, тарту
" Салық заң жобалары жазылып, ұсынылатын Жолдар мен құралдар комитетінің демократ мүшелерінің шағын бизнестің дауыс беру тарихында жақсы көрсеткіштері жоқ.", Демократиялық партия мүшелерінің шағын бизнес өкілдерінің дауыс беру көрсеткіштері жақсы болды.,1,82,міндеттеме емес
 Аргентина министрінің ресми сапары Ұлыбритания мен Аргентина қарым-қатынастарын қалыпқа келтірудегі тағы бір қадам болып табылады., Аргентина мен Ұлыбритания арасындағы қарым-қатынастар ынтымақтастықты арттырып келеді.,1,83, міндеттеме емес
 Халықтың жартысынан көбін құрайтын әйелдер басқа әйелдерге дауыс береді және олардың мәселелері парламентте қарастырылуын қамтамасыз етеді деп үміттенеміз., Парламентте әйелдердің өкілдігі нашар.,1,84, міндеттеме емес
" Бұл өсім ұзаққа созылмады, өйткені швед шапқыншылығы (1655-56) гүлденген Варшава қаласын қиратты."," Варшаваны 1655 жылы шведтер басып алды, қала қирады.",0,85, тарту
" Жұмыс орындарының өсуі президент Буштың АҚШ экономикасындағы жұмыс орындарының таза өсуін, тіпті өте аз айырмашылықпен болса да, өзінің бірінші президенттік мерзімінде тойлай алатынын білдіреді.", Президент Буштың бірінші мерзімінде көбірек жұмыс орындары құрылды.,0,86, тарту
Ақ үй президент Билл Клинтонның өнеркәсіптік тыңшылықты АҚШ экономикалық мүдделеріне ерекше қауіп төндіретінін ашық айтқаннан кейін көп ұзамай Федералды тергеу бюросы мән-жайларды тәуелсіз тергеуді бастады., АҚШ Сауда министрлігінің бастамасымен тергеу басталды.,1,87, міндеттеме емес
 Гарвард қоғамдық денсаулық сақтау мектебінің зерттеушілері кофе ішетін адамдар өздерін сергек ұстаудан әлдеқайда көп нәрсе істеуі мүмкін екенін айтады - мұндай тұтыну аурулардың қаупін азайтуға да көмектеседі., Кофе ішудің денсаулыққа пайдасы бар.,0,88, тарту
"Бхутто ханымның бас көмекшісі, сенатор Латиф Хосаның айтуынша, Бхутто ханым өлтірілген күні АҚШ-қа келген екі заң шығарушыға сайлаушыларды тіркеуге қатысты үкіметтің сайлау алдындағы бұрмалауларының және ХПП жақтастарын қорқытудың көптеген жағдайларын сипаттайтын қалың құжат бермек болған. «Онда бәрі, бізде бар барлық дәлелдермен және жұмыс істеп жатқан шетелдік бақылаушылардың тәуелсіз есептерімен бірге жазылған. Олардың есептері де біздің маңызды және шындыққа жанасатындығы туралы айыптауларымызды растады. Сондықтан олардың барлығы жазылған, бірақ өкінішке орай, ол есепті ұсына алмады, себебі ол мұны істей алмай тұрып өлтірілген», - деді Хоса.", Латиф Хоса Бхутто ханыммен қарым-қатынаста болған.,1,89, міндеттеме емес
"Оңтүстік Америка - Колумбия президенті Альваро Урибе бейсенбі күні Венесуэла президенті Уго Чавеспен кездеседі деп жоспарлануда. Венесуэла мен Колумбия арасындағы дағдарыс дерлік шешілген сияқты. Дағдарыс 2004 жылдың 13 желтоқсанында Колумбия күштерінің FARC мүшесі деген күдікпен Родриго Гранданы тұтқындауынан басталды. Венесуэла колумбиялықты Венесуэла аумағына басып кірді деп айыптады. Колумбия Венесуэланы FARC террористерін жасырды деп айыптады. Куба президенті Фидель Кастро дағдарысқа араласып, Чавес пен Урибемен сөйлесті.", Альваро Урибе - Колумбияның қазіргі президенті.,0,90, тарту
 Бұл қалада Далай Лама және жер аударылып жүрген 10 000-нан астам тибеттіктер тұрады., Далай Лама 10 000 жылдан бері жер аударылып өмір сүріп келеді.,1,91, міндеттеме емес
"Адела Лупсе 1988 жылы Румынияның Трансильвания аймағындағы Бихор қаласының Пойана ауылында кенші отбасында дүниеге келген. Румынияның Чаушескуден кейінгі алғашқы буынының өкілі ретінде ол теледидардың күшін жас кезінде түсінді: «Менің ойымша, теледидар - қазіргі заман бізге берген ең қызықты құбылыс... менің жеке басымның түріне қарамастан, оны таңқаларлық деп санаймын, теледидардың бүкіл әлемге тараған күші... Біз теледидар насихаттайтын адамдар сияқты киінеміз. Біз теледидар шығаратын атақты адамдарға ұқсағымыз келеді».", Бихор Румынияда орналасқан.,0,92, тарту
 Merrill Lynch & Co. және қазіргі уақытта Citigroup компаниясының бөлімшесі болып табылатын Smith Barney компаниялары 1998 жылы жүздеген әйел қызметкерлерге қатысты кемсітушілік істерін шешті., Merrill Lynch & Co. және Smith Barney енді Citigroup компаниясының бөлімшесі болып табылады.,0,93, тарту
"Ла-Пас, 30 мамыр 1989 жыл - Ла-Пас департаментінің полиция қызметкерлері екі жас АҚШ азаматының өліміне қатысты тергеуді осы қылмысты анықтау үшін арнайы шақырылған мамандандырылған топ жүргізіп жатқанын мәлімдеді.", 1989 жылдың 30 мамырында екі жас АҚШ азаматы қаза тапты.,1,94, міндеттеме емес
" Мен өзімнен «Ымырттың» табысын қалай түсінуге болатынын сұрадым. Бір нәрсеге шынымен сенген кезде, ерте ме, кеш пе, ол шындыққа айналады деген ойға келдім. Сонымен, менің ойымша, Роберт Паттинсонмен болған жағдай осы шығар. Өткен жылы ол белгісіз актер болды, оның ең үлкен рөлі екі «Гарри Поттер» фильмінде болды. Енді, «Ымырт» «Гарри Поттермен» бәсекелесіп қана қоймай, Роберт Паттинсон әлемдік кассалардан 373,4 миллион доллар жинаған ең танымал жас актерлердің бірі. Сонымен, қарапайым қызға ғашық болған вампир жігіт туралы фильм нағыз истерияны бастады. Ал Паттинсонның бұған қатысы бар!", Роберт Паттинсон - вампир.,1,95, міндеттеме емес
Алғашқы интернет браузерін (Mosaic) және оның негізін қалаушылардың бірі Netscape-ті жасаған команданың құрамында интернет революциясын анықтауға көмектескен Андрессен бейсенбі күні Сан-Франциско Marriott қонақ үйінде толы залда өзінің Loudcloud стартапына «өте берілген» екенін айтты., Mosaic интернет-шолғышы Сан-Францискодағы Marriott қонақ үйінде жасалды.,1,96, міндеттеме емес
 Жоғарғы Сот бүгін штаттар өз тілектерін білдірмеген немесе білдіре алмайтын комадағы науқастарға өмірді сақтап қалатын емдеуді тоқтатуға тыйым салуы мүмкін деп мәлімдеді., Өмірді қамтамасыз ету жүйесін алып тастау туралы Жоғарғы Сот шешімі бар.,0,97, тарту
" Массачусетс Жоғарғы Сот соты штаттағы лесбиянкалар мен гей жұптардың некеге тұруына жол ашып, үкіметтік адвокаттар оларға бұл құқықты бермеу үшін «конституциялық тұрғыдан жеткілікті себеп таба алмады» деп шешті.", АҚШ Жоғарғы Соты бір жынысты некеге рұқсат берді,0,98, тарту
"2001 жылғы жекпе-жекте ми жарақатын алған бұрынғы WBA ауыр салмақтағы чемпионы Грег Пейдж 50 жасында Луисвиллдегі үйінде қайтыс болды. Пейдждің әйелінің айтуынша, бұрынғы чемпион бокс жарақаттары мен сал ауруынан туындаған асқынулардан қайтыс болды. Сәтті әуесқой мансабынан кейін Пейдж 1979 жылы басталған кәсіби мансабында 58-17-1 есебімен жеңіске жетті және Джимми Янг, Джеймс Тиллис, Ренальдо Снайпс, Джерри Котзее (WBA титулы үшін), Джеймс «Бонекрушер» Смит және Тим Уизерспунды жеңді. Пейдждің жеңілістері 1980 жылдардағы ауыр салмақтағы боксшылардың: Тревор Бербик, Уизерспун, Тони Таббс, Бастер Дуглас, Джо Бугнер, Орлин Норрис, Донован «Рейзер» Раддок, Брюс Селдон, Монте Барретт және Хорхе Луис Гонсалесті жеңді.", Грег Пейдж боксшы болған.,0,99, тарту
"Ұлыбританияның тақ мұрагері ханзада Чарльз 34 жыл бойы бірге болған сүйіктісі Камилла Паркер Боулзға үйленетінін мәлімдеді. Баспасөз мәлімдемесінде Уэльс ханзадасы: «Паркер Боулз ханым екеуміз қатты қуаныштымыз. Бұл біз және отбасымыз үшін өте ерекше күн болады», - деді. Паркер Боулз ханым некеден кейін «Корнуолл герцогинясы» атағын қолданады, ал ханзада таққа отырғаннан кейін Паркер Боулз ханым «Ханшайымның әйелі» атағын қолданады деп жоспарлануда. Жұп 2005 жылдың 8 сәуірінде Виндзор қамалында өтетін жеке азаматтық рәсімде үйленеді, бұл негізінен достары мен отбасы мүшелері үшін оқиға болады. Содан кейін Кентербери архиепископы доктор Роуэн Уильямс жүргізетін Әулие Георгий капелласында дұға ету және бағыштау қызметі өтеді.", Камилла Паркер Боулз Ұлыбританияның мұрагеріне үйленді.,0,100, тарту
"Мысалы, Кота («Форт») немесе Ескі қала, кейде қала орталығы деп аталады, орталық бизнес ауданы және Индонезияның қаржы астанасы болып табылады.", Кота - елдің іскерлік орталығы.,0,101, тарту
" «Үймелі сілтісіздендіру» деп аталатын бұл әдіс соңғы онжылдықта танымал болды, себебі ол төмен сұрыпты кеннен алтынның микроскопиялық бөліктерін үнемді түрде алуға мүмкіндік береді.", Тау-кен өнеркәсібі үйінді шаймалау деп аталатын әдісті қолданады.,0,102, тарту
" Вайоминг штатындағы Йеллоустон ұлттық саябағының 2004 жылдан 2006 жылға дейінгі спутниктік суреттері ежелгі жанартаудың қайтадан көтеріле бастағанын көрсетеді. Балқыған жыныстар қазіргі уақытта Йеллоустон көлінің үстінде орналасқан жанартаудың кальдерасының қалдықтарын жоғары көтеріп жатыр, бірақ ғалымдар оның атқылау немесе жарылыс қаупі жоқ екенін атап өтуде. Балқыған жыныстар кен орны Калифорния штатының Лос-Анджелес қаласының көлемімен бірдей деп есептеледі.", Йеллоустонда жанартау бар.,0,103,тарту
 АҚШ армиясы жергілікті губернатордың Наджафтағы Имам Әли ғибадатханасына американдық әскерлерді жақындатпау туралы өтінішін қанағаттандырды., АҚШ армиясы жергілікті губернатордың Наджафтағы Имам Әли ғибадатханасына американдық әскерлерді жақындатпау туралы өтінішін қабылдады.,0,104, тарту
" Сальвадор үкіметі бүгін Сальвадор жұмысшыларының ұлттық кәсіподақ федерациясына қарсы жарылғыш заттармен жасалған террористік шабуылдарды қатаң айыптайды, нәтижесінде бірнеше адам жараланып, басқалары қаза тапты.", Сальвадорда террористік шабуылдар жасалды.,0,105, тарту
"ОРТА БАТЫС ҚАЛАСЫ, Оклахома. -- Оклахома мен Техастағы өрт сөндірушілер бейсенбі күні ондаған үйді қиратып, екі адамды ауыр жарақаттап, эвакуациялауға мәжбүрлеп, ірі тас жолдың кейбір бөліктерін жауып тастаған жел соққан орман өрттерін бақылауға тырысты. 60 миль/сағ жылдамдықпен соққан қатты жел екі штатта да әуе арқылы өрт сөндіру жұмыстарын тоқтатып, аудандарды «соғыс аймағы» сияқты өртеп жіберді, деді Орта Батыс қаласы полициясының бастығы Брэндон Клабс. «Жел - ең үлкен мәселе, себебі біз өрттің алдын ала алмаймыз», - деді Орта Батыс қаласының өрт сөндіру маршалы Джерри Лойка. Қараңғы түскенде көптеген аудандарда желдің екпіні сағатына шамамен 30 мильге дейін төмендеді.", Оклахома мен Техас штаттарындағы орман өртінен үйлер қирады.,0,106, тарту
 Кеден қызметі қабылдаған жаңа қауіпсіздік шаралары террористің ядролық қаруды заңсыз тасымалдауын тоқтату үшін жеткіліксіз болуы мүмкін., Шетелдіктердің заңсыз тасымалын тоқтату үшін шаралар қабылдануда.,1,107, міндеттеме емес
"Альцгеймер ауруын баяулататын немесе тоқтататын дәрі-дәрмектер оларды неғұрлым ертерек қабылдасаңыз, соғұрлым жақсы әсер етеді.", Альцгеймер ауруы дәрі-дәрмектермен емделеді.,0,108, тарту
" Феникс Марста су мен микробтық тіршіліктің дәлелдерін іздестіруде. Оның мақсаты - Марстың тіршілік ету және суды сақтау қабілетін немесе қабілетсіздігін анықтау. Феникс қондырғышы робот қолды пайдаланып, топырақтың үстіңгі қабатын төмендегі болжамды су мұзына дейін қазып, сайып келгенде, топырақ пен су мұзын күрделі ғылыми талдау үшін қондырғыш платформасына жеткізеді.", Ғылыми жаңалықтар ашу үшін робот қолы қолданылған.,0,109, тарту
"Рен мен Стимпи. Багз Банни. Филип Дж. Фрай және профессор Хьюберт Фарнсворт Футурама туралы. Спаркс. Биполярлық аю. Теңізші Попай. Вуди Тоқылдақ. Сіз Билли Уэстті естімеген шығарсыз, бірақ теледидар бағдарламасында, фильмде, жарнамада немесе 1990 жылдардағы Ховард Стерннің дыбыстау гуруы ретінде оны естіген шығарсыз. Уэсттің дауысын бұрмалау арқылы жеке тұлғаларды жасау таланты оны өз таланттарымен танымал болған бірнеше дыбыстау актерлерінің бірі етті - Хэнк Азария мен марқұм Мел Блан. Шынында да, Уэст - Бланктың ең жақсы кезеңінде бейнелей алатын, соның ішінде Багз Банни, Даффи Дак, Элмер Фадд және Warner Bros. мультфильмдеріндегі басқа кейіпкерлердің кейіпкерлерін сомдайтын бірнеше дыбыстау актерлерінің бірі.", Bugs Bunny Warner Bros компаниясына тиесілі.,0,110, тарту
" Біз Муссолинидің соңғы көңілдесі Кларетта Петаччидің күні бойы төсекте жатып, шоколад жеп, ыңырсуға бейім болғанын білеміз.", Кларетта Петаччи Муссолинидің соңғы қожайыны болды.,0,111, тарту
"Жексенбідегі жер сілкінісі құрлықтағы оңтүстік Үндістанның Мадрас қаласында, сондай-ақ оңтүстік Үндістанның басқа бөліктерінде сезілді. Порт-Блэрдегі Әскери-теңіз күштерінің метеорологиялық басқармасы бұл 26 желтоқсандағы жер сілкінісінен кейінгі екінші ірі жер сілкінісі болғанын мәлімдеді.", Мадрас қаласы Оңтүстік Үндістанда орналасқан.,0,112, тарту
" Бұл мақалада осы дәлелдің екі жағы да ұсынылған, бірақ бұл мақалада есірткіні заңдастыру қоғамымыз үшін зиянды болатынын баса көрсету әрекеті көрсетілген.", Есірткіні заңдастырудың пайдасы бар.,1,113, міндеттеме емес
"Bloomsbury (Ұлыбритания) және Scholastic (АҚШ) баспа компаниялары жетінші Гарри Поттер кітабы «Гарри Поттер және өлім сыйлықтары» мұқабасын шығарды. «Гарридің айналасындағы құрылымдар айқын қирауды көрсетеді және оның артындағы көлеңкеде біз басқа адамдардың сұлбаларын көреміз», - деді Scholastic-тің көркемдік жетекшісі Дэвид Сэйлор АҚШ нұсқасын сипаттайтын мәлімдемесінде. «Алғаш рет мұқаба орамалы болып табылады. Артқы мұқабада өрмекші тәрізді қолдар Гарриге қарай созылған. Тек кітап ашылған кезде ғана «Аты аталмауы керек адамның» күшті бейнесі, оның жарқыраған қызыл көздері капюшонынан шығып тұр».", Роулинг - «Гарри Поттер» романының авторы.,1,114, міндеттеме емес
" Котадағы қала алаңының айналасындағы кейбір ғимараттар да отаршылдық дәуірден қалған, соның ішінде қалпына келтірілген және қазір муниципалды мұражай ретінде қызмет ететін ескі қалалық әкімдік (1710).", Қала әкімшілігі қазір мұражайға айналған.,0,115, тарту
"Meadows қаңтар айындағы ""Law & Order"" эпизодында шағын рөл сомдады."," Meadows қаңтар айында эфирге шыққан ""Law & Order"" эпизодында пайда болды.",0,116, тарту
" Бүгін UTC бойынша шамамен сағат 14:00-де бір ер адам Ұлыбританияның ең үлкен әуежайы Лондонның Хитроу әуежайында периметрлік қоршаудан асып түсіп, солтүстік ұшу-қону жолағына, 27R-ге бет алды. Рюкзак көтерген ер адам ұшу-қону жолағындағы ұшақтың алдынан жүгіріп өтуге тырысты, бірақ кең ұшу-қону жолағына жетпей тұрып, қарулы полиция оны жерге құлатты деп болжануда.", АҚШ әуежайларындағы қауіпсіздік тексерушілерінің саны азаяды.,1,117, міндеттеме емес
 Қайғырған әке Кристофер Явелоу балаларын үйге қайтару үшін Голландия патшайымына бір миллион хат жеткізуге үміттенеді., Кристофер Явелоу - Голландия патшайымы.,1,118, міндеттеме емес
"Олбрайт АҚШ-тың Біріккен Ұлттар Ұйымындағы елшісі болған кезде, «60 Minutes» бағдарламасының жүргізушісі Лесли Шталь одан санкциялар мен ирактық балалардың өлімі туралы сұрады. Олбрайт Парсы шығанағы соғысының қайталанбауын қамтамасыз ету Американың міндеті екенін айтты.", Олбрайт Саддам Хусейнді жазалау үшін сол балалардың өлімі «соған тұрарлық» екенін айтты.,1,119, міндеттеме емес
 Иракта Қасиетті жерге қажылық жасау арманынан бас тартқысы келмеген Рим Папасы Иоанн Павел II сәрсенбі күні дәстүрлі түрде Ибраһимнің туған жері болып саналатын ежелгі Ур қаласына «виртуалды қажылық» жасады., Рим Папасы Иоанн Павел II Польшада дүниеге келген.,1,120, міндеттеме емес
" Біз осы екі истеблишмент отбасы арасындағы керемет қарым-қатынасты және партияның ұлы, Техас губернаторы Джордж Буш пен оның әйелі Элизабет Доулдың 2000 жылғы сайлау науқанында қалай табысқа жететінін қарастырамыз.", Джордж Буштың әйелінің аты - Лаура.,1,121, міндеттеме емес
"Штаб-пәтер ғимаратына келетін болсақ, швейцариялықтар оны ДСҰ-ға шамамен 51 миллион швейцар франкіне беруді көздеп отыр.", ДСҰ штаб-пәтері Швейцарияда орналасқан.,1,122, міндеттеме емес
" Өткен жылы Солтүстік Каролинада ұшақ апатқа ұшырады, Blink-182 тобының көпшілігі сол жерде болды. Апаттан тек диджей AM және музыкалық серіктесі Трэвис Баркер ғана аман қалды. Бақыты жоқ, ""Лил"" Крис Бейкер, Баркердің жақын досы және көмекшісі, Blink-182 барабаншысының күзетшісі Чарльз ""Че"" Стилл, ұшқыш және екінші ұшқыш қайтыс болды. AM да, Баркер де көптеген жарақаттар алды, қатты күйіктер алды және олар бірнеше апта бойы ауруханада жатуға мәжбүр болды. Енді AM алған жарақаттары үшін 20 миллион доллар өтемақы сұрайды. Ол ұшақ өндірушісі Learjet-ке қарсы сотқа шағымданады және медициналық шығындар, жоғалған табыс пен пайда үшін 10 миллион доллар және психикалық және физикалық азап үшін дәл сондай соманы өндіріп алғысы келеді.", Трэвис Баркер топтың мүшесі.,0,123, тарту
VCU Катардағы өнер мектебі Катардың астанасы Дохада орналасқан., Катар Дохада орналасқан.,1,124, міндеттеме емес
" Полюс Роберт Кубица полюсте жеңіске жетіп, демалыс күндерінің ең жарқын сәтіне айналды, бірақ старттан баяу жүріп, жүлделі орынға үшінші орын алды. Оның BMW Sauber командаласы Ник Хайдфельд төртінші орын алды. Нәтижелер BMW-ді Конструкторлар чемпионатының жаңа көшбасшысы етіп, Scuderia Ferrari-ден бір ұпайға озып тұрды. Хейкки Ковалайнен бесінші орынға ие болып, McLaren-нен ұпай жинаған жалғыз пилот болды. Ярно Трулли (Toyota) мен Марк Уэббер (Red Bull-Renault) сәйкесінше 6 және 7 орындарды иеленді, ал Нико Росберг (Williams-Toyota) 1 ұпаймен алғашқы сегіздікті аяқтады. Тимо Глок (Toyota) Фернандо Алонсомен (Renault) қиын шайқасқа түсіп, 2005 жылғы Испания F1 чемпионынан 9-шы орынға озды.", Роберт Кубицаны Скудерия Феррари тағайындады.,1,125, міндеттеме емес
"Бағалау жұмыстарының мәтіндік тілде жазылған жауаптарды түсінетініне сенімді Хак кейбір емтихандарда, соның ішінде ағылшын тілінде мәтінді қысқартуға айыппұл салынатынын атап өтті.", Хак кейбір емтихандарға ағылшын тілін қосқысы келеді.,1,126, міндеттеме емес
" Шын мәнінде, заңдастыру Американың есірткіге тәуелділігін күрт кеңейтеді, есірткіні теріс пайдаланудың әлеуметтік шығындарын айтарлықтай арттырады және сансыз көп бейкүнә адамдардың өмірін қауіп-қатерге тігеді.", Есірткіні заңдастырудың пайдасы бар.,1,127, міндеттеме емес
 Кот-д'Ивуар президенті Лоран Гбагбо 14 шілдеде жаңа сайлау заңдарын жариялады., Президент Лоран Гбагбо Кот-д'Ивуарда тұрады.,0,128, тарту
" 12 шілдеде Португалия президенті Хорхе Сампайо Педро Сантана Лопестен үкімет құруды сұрайды. Жаңа үкімет 17 шілдеде ант береді және оған сыртқы істер министрі ретінде Антонио Монтейро, ішкі істер министрі ретінде Даниэль Санчес және қаржы министрі ретінде Антонио Баго Фликс кіреді; Пауло Портас қорғаныс министрі болып қалады.",Португалияның жаңа премьер-министрі сайланды.,0,129, тарту
 Бірнеше сағат бұрын Ясир Арафат Израиль сайлауына екі апта қалғанда Израиль азаматтарына қарсы шабуылдарды тоқтатуға шақырды., Арафат Израильдегі жанкештілік шабуылдарды айыптады.,1,130, міндеттеме емес
" Өлі теңіздің үстіндегі от ленталарымен алыс төбелерді қозғайтын күн батуы жер бетіндегі ең төменгі нүктеге, теңіз деңгейінен шамамен 400 метр төмен орналасқан жерге бір күндік сапардың шарықтау шегіне жеткізетін шындыққа жанаспайтын сезім тудырады.", Жер бетіндегі ең төменгі нүкте - Өлі теңіз.,0,131, тарту
" Орман ресурстары және ауылшаруашылық өнімдері департаментінің провинциялық ветеринары доктор Хью Уитни бүгін Лабрадорда құтыру ауруының тағы бір жағдайын растады, бұл 2000 жылдың қараша айынан бері Лабрадорда расталған құтыру ауруының жалпы санын тоғызға жеткізді.", Құтыру ауруы расталды.,0,132, тарту
Орыс текті американдық журналист Хлебников сол кеште Мәскеудегі кеңсесінің сыртына шыққан кезде өтіп бара жатқан көлікте кем дегенде бір кісі өлтірушіден төрт рет оқ атқан., Владислав Листьев Мәскеуде өлтірілді.,1,133, міндеттеме емес
" Филиппиннің солтүстік және орталық бөлігінде бейсенбі күні күшті тайфун жаңбыр мен желмен шайқалып, кем дегенде үш адамның өмірін қиып, жолдарды жауып тастады. Билік әуе рейстері мен паром қызметін тоқтатып, мектептерді жапты. Филиппин ауа райы бюросының хабарлауынша, сағатына 81 миль жылдамдықпен соғатын желдің жылдамдығы 100 км/сағ болатын Ксансане тайфуны түнде Биколдың орталық аймағына келіп, астана Манила арқылы өтеді деп болжануда.", Филиппиндерді тайфун шайқап жатыр.,0,134, тарту
 Олимп тауы жердің ортасынан көтеріліп тұр., Олимп тауы жердің орталығында орналасқан.,0,135, тарту
"Филадельфия Америка Құрама Штаттарының отаны болып саналады, онда Тәуелсіздік Декларациясы мен Конституциясы қаланың Тәуелсіздік залында жазылып, қол қойылған.", АҚШ Тәуелсіздік Декларациясы Филадельфияда орналасқан.,1,136, міндеттеме емес
" «It’s Only a Play» – Терренс МакНаллидің «Give My Regards to Broadway» пьесасы, Нью-Йорктің хит/флоп менталитетіне берілген Бродвей әртістерінің биік, бірақ шектеулі көзқарасынан театрға жеңіл құрмет.", Бродвей Нью-Йоркте орналасқан.,0,137, тарту
" Негізгі теміржол компаниясы үшін неміс, француз және итальян тілдерінде SBB, CFF және FFS ерекшеленетінін ескеріңіз.", Француз теміржол компаниясы SNCF деп аталады.,1,138, міндеттеме емес
"Лос-Анджелес округінің пробация қызметкерлері жасөспірімдерді ұстау шығындарын қалай өтейтінін басқа округтердің қалай өтейтінін зерттеп жатқанын айтады, олар жасөспірімдер пробация лагерлері мен залдарында ұсталған күндер үшін ата-аналарына қателесіп есепшот жазғанын мойындағаннан кейін. Заң бойынша, Калифорния округтері жасөспірімдерді ұстаудың күнделікті шығындарын ата-аналар мен заңды қамқоршыларға ғана есептей алады, бірақ тек ата-аналары төлей алатындарға ғана. Өткен жылы 20 000-нан астам жасөспірім пробация лагерлері мен залдарына жатқызылды, ал Лос-Анджелес округі ата-аналардан лагерьлер үшін күнделікті 11,94 доллар, залдар үшін 23,63 доллар ақы алды.", Лос-Анджелес округінде барлық ата-аналар балаларының ұстау шығындарын төлеуге міндетті.,1,139, міндеттеме емес
 Куәгер Родригестің қақпаның артында қорғану үшін еңкейіп отырғанын байқады., Куәгер Родригесті құтқарып қалды.,1,140, міндеттеме емес
