"идентификатор","диалог","қысқаша мазмұны"
"13728229","Себастьян: Біз көшіп келгенімізге бір жыл болды. Себастьян: Бұл менің өмірімдегі ең керемет уақыт. Кевин: Шынымен бе? Себастьян: Иә! Өте керемет. Себастьян: Осы 1 жыл ішінде мен бұрынғыдан да көп нәрсе үйрендім. Себастьян: Мен тапқыр болуды үйрендім, жауапкершілікті үйреніп жатырмын және армандарымды орындауға күшім жетеді. Кевин: Мұны есту керемет. Кевин: Шешімдеріңізге қанағаттанғаныңыз керемет. Кевин: Ең бастысы, жаныңызда жақсы көретін адамыңыздың бар екенін көру керемет :) Себастьян: Дәл солай! Себастьян: Бұл менің өмірімнің тағы бір керемет бөлігі. Кевин: Жанымда осындай адам болғанын қалаймын. Себастьян: Уайымдамаңыз. Себастьян: Бұл күн жақын арада келеді деген сезім бар. Кевин: Ха-ха. Олай ойламаймын, бірақ рақмет. Себастьян: Бұл бір жыл маған бір нәрсені қатты қалаған кезде оған қол жеткізуге болатынын дәлелдеді. Кевин: Мен лотереядан ұтып алғым келеді, бірақ ешқашан ұтпадым :D Себастьян: Егер сіз өміріңізді барлық ұтыс сандарын талдауға арнасаңыз және математикалық дағдыларыңызбен ұтып ала алсаңыз. Кевин: Өзімді және миллион долларды лотерея билеттеріне арнаймын. Себастьян: Соған ұқсас нәрсе xD Кевин: Мен сен үшін қуаныштымын. Кевин: Мен шынымен Себастьянмын: Рақмет. Бұл өте маңызды, досым :)","Себастьян өміріне өте риза және бұл бақытты Кевинмен бөліседі."
"13681174","Мелисса: Романтикалық демалыс күндеріңіз қалай өтті? Сьюзан: О, керемет болды! Біз жұма күні түстен кейін шығып, жексенбі күні кешке оралдық. Мелисса: Жақсы болдыңыз! ;) Ойыңызды басқа нәрсеге аударуға уақытыңыз болды ма? Сьюзан: Иә, әрине. Мелисса: Қайда тоқтадыңыз? Сьюзан: Біз жағажайдың жанындағы 4 жұлдызды жайлы қонақ үйде тұрдық. Мелисса: Сіз үшін қандай қорқынышты! Ха-ха! ;) Сьюзан: Білемін. Онда мәңгі қалуым мүмкін еді! Мелисса: Бәс тігемін! Сьюзан: Тамақ туралы не айтасыз? Мелисса: Өте дәмді болды! Сьюзан: Ал көрініс? Мелисса: Керемет! Мен сізге бірнеше фотосуреттер жіберемін. Сьюзан: Сонымен, сіз негізінен не істедіңіз? Мелисса: Егер сіз сұрап жатсаңыз, біз нақты ешқайда бармадық. Тек уақыттың көп бөлігін теңіз жағасында серуендеп, демалуға жұмсадық. Сьюзан: Керемет естіледі! Мелисса: Ауа райы жақсы ма? Сьюзан: Иә. Мелисса: Маған тағы бірдеңе айтқыңыз келе ме? Сьюзан: Иә.. Тоби ұсыныс жасады, мен ИӘ дедім! Мелисса: О, Құдайым-ау!!! Мен оның бірдеңе ойлап жүргенін білдім! Сьюзан: Білемін! Бірақ ол мұны істегенде мен таң қалдым. Мелисса: Құттықтаймын! Екеуің үшін де қатты қуаныштымын! Сьюзан: Рақмет! ;)","Тоби Сьюзанға романтикалық демалыс күндері жағажай маңындағы жайлы қонақ үйде ұсыныс жасады."
"13863010"," Луис: Кеткім келеді, анам мені шақырып жатыр Фабиан: Жарайды, көріскенше Луис: Көріскенше"," Луис Фабианмен әңгімесін аяқтайды, себебі оның анасы қоңырау шалып жатыр."
"13829083","Кейт: Мен жаңа ғана Криспен ұрысып қалдым :/ Мэри: Ой, жоқ, тағы да емес Кейт: Мен бастаған емеспін. Неліктен ол кейбір нәрселерді айтады, білмеймін, әдейі істеп жатқан сияқты. Мэри: Бұл жолы не болды? Кейт: Әдеттегідей. Шынымен де, ол менің не ойлайтынымды біледі, мен де оның не ойлайтынын білемін, сондықтан кейбір нәрселерді қозғамаймын. Мен дауласпағым келмейді, бірақ егер бұл қайталана берсе, мен онымен сөйлесудің мәнін көрмеймін. Кейт: Мен онымен сөйлескен сайын ашуланамын. Мэри: Иә, мен оның неге олай істей беретінін түсінбеймін. Ол не деді? Кейт: Мен бұған қайта-қайта ашуланғым келмейді, бірақ бұл әдеттегідей. Ол босқындар туралы бағдарлама көріп, бұл туралы ашуланды. Мэри: құдайым-ай, Кейт: солай ма?! Мен неге онымен әлі сөйлесіп жүргенімді білмеймін. Мен оған ақыл айтуға тырыстым, бірақ сәтсіз Мэри: Сен оған не айттың? Кейт: Мен оған әдетте айтатын нәрсе. Ол бір кездері иммигрант болған, шетелде жұмыс істеп жүрген, мен оған барлық деректер мен зерттеулерді, статистиканы, бәрін жібердім. Мэри: Қорқамын, Крис бұған тым ақымақ болуы мүмкін Кейт: Пффф, ол ештеңе оқымаған шығар. Ол тек ұлтшылдарды, Трампты және барлық ақымақтарды бақылап, бір рет ойланудың орнына теледидардан олардың айтқандарының бәрін тыңдайды Мэри: Білемін, шынымды айтсам, мен онымен сөйлескенде мұндай тақырыптардан аулақ боламын Кейт: Иә, мен де тырысамын, бірақ көріп отырғаныңыздай, ол өзін тоқтата алмайды Кейт: Мен оның біздің досымыз екенін білемін және біз жиі сыртқа шығамыз, бірақ мен енді мұны істей алатыныма сенімді емеспін, мен мексикалық балалардың жағдайы нашар және оларды АҚШ-тан аулақ ұстау керек деп ойлайтын адаммен дос болғым келмейді Мэри: О, құдайым-ай, ол солай деді ме? Кейт: Иә :/ Мэри: Құдайым-ай, мен оның күшті көзқарастары бар екенін білдім, бірақ осындай нәрсе айту? Бұл тым артық. Кейт: Сен маған мұны айтып тұрсың. Менің ойымша, біз мұны, айталық, достықты қайта қарастыруымыз керек, себебі егер әрбір әңгіме осындай нәрсеге әкелетін болса, мен онымен байланыста болғым келмейді, Мэри: Таңқаларлық емес.","Кейт Криспен босқындар туралы ұрысып қалды. Ол АҚШ оларды қабылдамауы керек деп ойлайды. Кейт пен Мэри бұл пікірмен бөліспейді. Олар достықтары туралы екі ойда."
"13612013"," Джейсон: Иә, жұмыстан кейін не істейсің? Майк: Спортзалға барып, сосын үйге барасың. Джейсон: Үйде тамақтанасың ба? Майк: Иә, тамағыңды әкел де, кел. Джейсон: Болады. Кейін PS4-те Destiny 2 ойнаймыз ба? Майк: Ойын өте қызықты! Джейсон: Жарайды, кейінірек! Майк: Иә👌"," Жұмыстан кейін Майк спортзалға, сосын үйіне барады. Ол Джейсонды тамақ әкеліп, келуге шақырады. Олар ps4-те 2 ойнай алады."
"13818744","Амка: Сіз Эразмда болдыңыз ба? Амка: Хэллоуинді қалай өткізіп жатырсыз? Мик: Мен бұрын-соңды студент алмасу бағдарламасына қатысқан емеспін. Мик: Бұл өте қызықты сияқты. Мик: Мұны көп жасайтыныңыз жақсы. Мик: Түйіндемеңізді 10 есе жақсартамын. Мик: Мен достарыммен Хэллоуинге клубқа барамын. Амка: Мен әдемі киінбеймін. Мик: Хэллоуинге Лондонға бару жоспарым бар еді. Мик: ата-әжеммен бірге. Мик: Бірақ әжемнің денсаулығында қиындықтар бар. Мик: енді бұл жоспар жоқ. Амка: :( Амка: Ааа, мұны естігеніме өкінемін. Оның жағдайы жақсарғанын қалаймын <file_gif> Амка: Енді қандай жоспарларыңыз бар? Амка: Тек үйде қаласыз ба? Мик: Иә. Мик: ерекше ештеңе жоқ. <file_gif> Амка: Дұрыс айтасыз, мен Хэллоуинге ешқашан ештеңе жасамағанмын. Мик: Польшада біз Хэллоуинді тойламаймыз және мұндай киім кию, асқабақпен иілу және т.б. жасамаймыз. Мик: 1 қарашада біз отбасымызбен бірге цемент зауытына барамыз, содан кейін бірге уақыт өткіземіз. Амка: Маған ұнайды.","Мик бұрын ешқашан студент алмасу бағдарламасына қатыспаған, бірақ Амка барды. Миктің Хэллоуинге Лондонға бару жоспары болған, бірақ ол әжесінің денсаулығына байланысты бармайды. Амка да үйде қалады. Мик Амкаға Польшадағы Хэллоуин туралы айтады."
"13864408"," Джессика: Мен қала орталығындағы қолдан жасалған дүкенге бардым Фрэнк: Керемет Рафаэль: Не алдың? Джессика: Көп нәрсе Джессика: Үстел, алты орындық, ваза, бір үйме киім Фрэнк: Бұл шынымен де көп нәрсе :-) Рафаэль: бізге суреттер жіберіңіз Джессика: <photo_file> Джессика: <photo_file> Рафаэль: Әдемі үстел Рафаэль: Ағаш па? Джессика: иә, емен Рафаэль: Керемет Джессика: <photo_file> Фрэнк: Мына киімдер ме? Фрэнк: Маған қара көйлек ұнайды Джессика: Өте әдемі Джессика: Оны көрген бойда менікі болатынын білдім Джессика: Сатып алған нәрсеме өте қуаныштымын Джессика: Ең жақсысы, мен мұның бәріне тек 70 еуро төледім!!"," Джессика үстел, алты орындық, ваза және бір үйме киім сатып алып, қала орталығынан пайдаланылған заттар дүкенін ашты. Ол бәріне 70 еуро төледі."
"13814888"," Адам: саған қоңырау шалған мен едім Адам: маған қайта қоңырау шал немесе мүмкіндік болғанда хабарлама жаз ;-) Тина: кешір, мен әлі жұмыстамын.. Тина: бүгін соншама көп адам:/ :/ Тина: қай уақытта шыға алатынымды білмеймін, ал телефоным өліп қалды... Адам: түсіндім, үйге оралғаннан кейін маған қоңырау шала аласың, мен кешке дейін ұйықтамаймын Тина: жарайды, егер шынымен кеш болса, мен саған ертең қоңырау шаламын Адам: бірақ 9-ға дейін істеме!;-) Тина: әрине ;-)","Адам Тинаға қоңырау шалды. Ол жұмыста. Ұялы телефонының батареясы таусылған. Ол кешке немесе ертең таңғы сағат 9-дан кейін Адамға қоңырау шалады."
"13829232","Фил: Мені іздеп жүргеніңізді естідім бе? Роб: Иә! Қайда жүрсіз? Фил: Қазір мен бір клиенттен екінші клиентке бара жатырмын. Неге? Роб: Кеңседе қашан бола аласыз? Роб: Сізбен сөйлесуім керек. Фил: Шұғыл не бар? Роб: Айта алмаймын. Фил: Не?! Роб: Қазір айта алмаймын дегенім ғой. Роб: Сізді жеке көруім керек. Фил: Ертеңге дейін күту керек. Мен қаладан тыс жердемін. Роб: Ертең таңертең менің кеңсеме келе аласыз ба? Фил: тексеріп көрейін. Фил: Иә. Мен мұны істей аламын. Роб: Керемет. Онда ертең көріскенше. Фил: Көріскенше.","Роб Филді іздеп жүр. Роб онымен сөйлесуі керек. Фил ертең таңертең оның кеңсесіне келеді."
"13728118"," Джеймс: мен кеттім Тони: ??? Джеймс: командадан, бұл кәрі ақымақ мені ашуландырды Тони: тыңдашы, бапкердің кейде (әрқашан) тітіркендіргіш екенін білемін, бірақ ол шынымен жақсы Джеймс: мен оған мән бермеймін, мен үшін тым көп, оған хабарлама жазып қойдым Тони: құдай-ау","Джеймс бапкеріне ашулы және оған хабарлама жіберіп қойған. Тони бапкердің тітіркендіргіш болғанына қарамастан, ол жақсы деп ойлайды."
"13864673","Дэмиан: жігіттер, сендер Челсидің ойынын көрдіңдер ме Джейкоб: жоқ Мейсон: жоқ, мен түстен кейін бос болмадым Дэмиан: Игуаин екі гол соқты! ол үшін қатты қуаныштымын Дэмиан: бұл тек Хаддерсфилд болғанын білемін, бірақ ақыры жақсы нәрсе болды Джейкоб: шабуылшының болуы айырмашылықты тудырады Дэмиан: иә Мейсон: бірақ Хаддерсфилд өте нашар Дэмиан: олай болмаңдар, мен команда үшін қуаныштымын, мүмкін бұл бетбұрыс болар Джейкоб: жоқ, мен олай ойламаймын Мейсон: ха, сәттілік тілеймін","«Челси» бүгін түстен кейін «Хаддерсфилдпен» ойында жеңіске жетті. Игуаин екі гол соқты. Дамиан бұған қуанышты және бұл «Челси» үшін бетбұрыс болады деп үміттенеді."
"13862856"," Ханна: Эй, Беттидің нөмірі бар ма? Аманда: Ханнаны тексеріп көрейін: <file_gif> Аманда: Кешіріңіз, таба алмаймын. Аманда: Ларриден сұраңыз Аманда: Ол оған соңғы рет саябақта бірге болғанымызда қоңырау шалды Ханна: Мен оны жақсы білмеймін Ханна: <file_gif> Аманда: Ұялмаңыз, ол өте жақсы Ханна: Егер солай десеңіз.. Ханна: Мен сіздің оған хабарлама жазғаныңызды қалаймын Аманда: Тек оған хабарлама жазыңыз 🙂 Ханна: Ура.. Жарайды Ханна: Сау бол Аманда: Сау бол"," Ханнаға Беттидің нөмірі керек, бірақ Амандада ол жоқ. Ол Ларримен байланысуы керек."
"13729210","Шон: Мен ұйықтап қалдым :/ Сэм: Тағы да?? Шон: Білемін.","Шон тағы ұйықтап кетті."
"13865165","Адам: Досым маған Тимді бір жігітпен көргенін айтты. Нейт: Ал? Адам: <file_photo> Нейт: құдайым-ау, Джулия: Иә, қандай таңқаларлық Адам: ??? Білесің бе?! Джулия: Мен бәрі біледі деп ойладым Нейт: Мен ештеңе білмедім Нейт: Ол саған бірдеңе айтты ма? Джулия: Оның гей екенін? Құдай-ау, жоқ Адам: Неге бізге айтпадың? Джулия: Бірінші: Мен сен білесің деп ойладым Джулия: Екінші: Неге мен айтамын? бұл менің ісім емес Нейт: Менің ойымша, ол бізге айтуы керек еді ;/ керемет емес Адам: иә, мен оны қорғап, өзімді мүлдем ақымақ еттім Джулия: Кімге қарсы? Оның саған айтпағанына таң қалмаймын Нейт: Бұл әділетсіз, біз оның достарымыз Джулия: Ал? Бұл бірдеңені өзгерте ме?"," Джулия Тимнің гей екенін білді, ал Адам мен Нейт білмеді."
"13810210"," Кейт: көк сөмкеңді ала аламын ба? Эмили: әрине, қашан керек? Кейт: жұма, маған Мониканың үйлену тойына керек Эмили: қаласаң, ертең кеңсеге өзіммен бірге ала келе аламын Кейт: тамаша! рақмет әпке :* Эмили: әрқашан :*"," Кейт Эмилидің көк сөмкесін Мониканың үйлену тойына қажет болғандықтан, оны қарызға алғысы келеді. Эмили оны ертең кеңсеге алып келеді."
"13727832","Тимми: Кімді шақырғыңыз келеді? Джемма: Міне, сен және сенің кездесуің :) Тимми: Күні белгісіз, бірақ мен сол жерде боламын :) тағы кімді? Джемма: Мен Лона мен Мишель туралы ойлап жүрдім. Тимми: Әлі де олардың үйлену тойларына шақыру алып жатыр ма деп ойлап жүрмін бе? Джемма: Олай емес. Тимми: Әрине ;) тек мойындағым келмейді ;) Джемма: Жарайды! Мен олардың үйлену тойларына барғым келеді! Тимми: Міне, бастайық :) соншалықты қиын болды ма? Джемма: Иә. Тимми: Ал сен олардың ойын өзгерте аласың деп ойлайсың ба? Джемма: Білмеймін."," Джемма үйлену тойына Тимми мен оның жігітін, сондай-ақ Лона мен Мишельді шақырады."
"13818810"," Рейчел: <file_other> Рейчел: 2018 жылдың ең үздік 50 фильмі Рейчел: :) Дженис: Құдайым-ау, мен 50-нің барлығын дерлік көрдім... xDD Спенсер: Ха-ха, «Дедпул 2» фильмін де көрдіңіз бе?? Дженис: Иә, Спенсер: Шынымен бе?? Дженис: Менің жігітім мені көруге мәжбүр етті xD Рейчел: Ха-ха Дженис: Онша жаман болған жоқ Дженис: Мен одан да жаман болады деп ойладым Рейчел: Ал «Кек алушылар»? :D Дженис: 2 рет Рейчел: Құдайым-ау Дженис: xP Рейчел: Сен әлемдегі ең үздік қызсың Рейчел: Сенің жігітің мұны бағалауы керек ;-) Дженис: Ол солай істейді Дженис: x)"," Рейчел 2018 жылдың ең үздік 50 фильмінің тізімін жібереді. Дженис олардың жартысына жуығын көрді, оның ішінде «Дэдпул 2» және «Кек алушылар» фильмдері де бар."
"13728835","Людо: сәлем анашым, мектепке келдіңіз бе? Анашым: иә, мен есік алдында тұрмын: сіз 112-ші бөлмеде Хьюго мен Чарльзбен біргесіз. Людо: ал менің сынып нөмірімді білесіз бе? Анашым: иә, 3-ші сынып, Хьюго мен Чарльз сияқты Людо: жақсы, керемет Анашым: Мен сізге тізімнің суретін көрсетемін, бірақ бөлмені көре алмадым. Людо: жарайды, мәселе жоқ Анашым: ғимарат өте үлкен және үлкен бақша да бар, сізде орын жеткілікті болады Людо: иә, көрдім Анашым: мен кетуім керек, жиналыс басталып жатыр Людо: жарайды, рақмет Анашым: мені күтпеңіз"," Анам есік алдында мектепте отыр. Людоның бөлмесі 112, ал сыныбы 3-сынып. Хьюго мен Чарльзға да қатысты. Ғимарат үлкен және үлкен бақшасы бар. Жиналыс басталғалы тұр."
"13727877"," Джошуа: Сәлем әпке, қашан келесің? Сара: мен Нью-Йоркке келесі бейсенбіде жетемін. Джошуа: Керемет. Онда кездескенше.. Мен сыйлығымды күтемін. Сара: иә, әрине.. хахаха.","Сара бейсенбі күні Нью-Йоркке келеді. Джошуа сыйлық алуды күтеді."
"13730077"," Джеймс: Мен сол жерге көлікпен бара жатырмын, көлікпен баруым керек пе? Ричард: Тамаша, рақмет, мен қашан дайын болуым керек? Джеймс: 6:15? Ричард: Мен күтемін!","Джеймс Ричардты сағат 6:15-те алып кетеді."
"13728954","Адам: 10 минут, мен кіремін Адам: Ешқашан емтиханнан қорыққан емеспін Дэйв: Бәрі жақсы болады, достым. Дэйв: Біз бәріміз қобалжып тұрмыз, бірақ біз саған сенеміз және саусақтарымызды айқастырып жүреміз. Адам: Маған сәттілік тілеңіз Дэйв: СӘТТІЛІК!","Адам он минуттан кейін емтихан тапсырады."
"13728877"," Меган: Операға таксимен барамыз ба? Джозеф: Жоқ, мен көлігіммен барамын. Меган: Керемет, ыңғайлырақ Джозеф: ;)","Меган мен Джозеф Джозефтің көлігімен операға барады."
"13611640","Энн: Әкемнің туған күніне не дайындауым керек? Фиона: Ол неше жаста? Энн: 50 жасқа толып жатыр Фиона: уау, дөңгелек туған күн, бұл үлкен болуы керек Энн: Білемін, бірақ менде ешқандай түсінік жоқ Фиона: тосынсый кеші ме? Энн: Әкем дозаны жек көреді Фиона: жарайды, оған не ұнайды? Энн: Білмеймін, ол көп әскери фильм көреді Фиона: кино билеті сіз ойлағандай емес шығар Энн: тіпті жақын емес Фиона: Мүмкін бір іс-шара. Сіз білесіз, мысалы, банджиден секіру немесе парашютпен секіру Энн: бұл жақсы болар еді, бірақ ол биіктіктен қорқады Фиона: құдай-ау, мүмкін бірге жасай алатын нәрсе Энн: мен бүкіл отбасыммен кешкі ас жоспарлап отыр едім, бірақ бұл жеткіліксіз Фиона: иә, арнайы нәрсе болуы керек Энн: Білемін, бірақ мен біттім Фиона: Ойланып көрейін. Биіктікпен ештеңе жоқ, бірақ жердегі нәрсе болуы мүмкін бе? Жарыс? Атқа міну? Энн: жарайды, бұл жақсы бағыт. Мүмкін командалық ойын ойнасақ, бүкіл отбасымызбен бірге ойнай аламыз. Фиона: сен оған әскери спорт ұнайтынын айттың... мүмкін пейнтбол? Энн: Анам қалай әрекет ететінін білмеймін, бірақ маған ұнайды :D Фиона: Ол әскери спортты ұнатпайды деп ойлаймын. Энн: онша емес, жоқ. Бірақ бүгін әкемнің туған күні, сондықтан ол мұны қабылдауы керек. Көмегіңіз үшін рақмет. Фиона: мәселе емес.","Энн әкесіне туған күніне не сыйлар екенін білмейді. Ол 50 жасқа толып отыр. Фиона оған көмектесуге тырысып, пейнтбол ойынын ұсынады."
"13730593"," Хавьер: сәлем, еске салайын, келген кезде қатысу парағына қол қойыңыз, сонда бәрі сіздің сол жерде болғаныңызды біледі. Марко: оо, жарайды, онда Хавьер: керемет.","Марко келген кезде қатысу парағына қол қояды."
"13729722"," Джон: Эла, мен 10 минуттан кейін келемін, маған әмиянымды беріңізші, оны ұмытып кетіпсіз, Эла: иә, сен осында болған кезде ғана көрдім, маған қоңырау шалыңыз, Джон: бірақ телефоныңыз бос емес, сондықтан хабарлама жаздым, оны бос қалдырыңыз, мен кешігіп жатырмын, Эла: иә, анаммен сөйлесіп жүр едім... қазір бос, Джон: жарайды","Джон әмиянын ұмытып кетті. Ол Эланың оны 10 минуттан кейін сыртта беруін қалайды."
"13865093","Тим: Қазір ондағы жағдай өте нашар Джон: Мен білемін және шынымды айтсам, бұл жақын арада өзгермейді деп ойлаймын Джереми: неге? Менің ойымша, әлемнің назары қазір Конгоға аударылған Джон: дәл солай, тым көп ақшаға қатысты Джон: бәрі оның ресурстарын қалайды, олар АҚШ үшін, Қытай үшін, барлығы үшін өте маңызды Элис: біздің смартфондарымыз үшін Джон: Дәл Элис: иә, мен де онша сенімді емеспін Тим: иә, үнемі бірдей әңгіме Джон: Эбола, соғыс, жасақтар, гауһар тастар... Тим: Не істеу керектігін айту қиын Джон: Әрине, сайлау дұрыс өткізілмеді Тим: бұл сөзсіз","Конгодағы жағдай ресурстары мен саясатына байланысты өте нашар."
"13730168"," Роберт: Рождество мерекесі құтты болсын! Сізге және Еленаға Рождество мерекесі мен Жаңа жыл құтты болсын! Серж: Рақмет, сізге де, Роберт. Роберт: Айтпақшы - менің 713-тен басталатын телефон нөмірімді алып тастаңызшы. 304-тен басталатын нөмір қазір мен үшін жалғыз нөмір. Серж: Жарайды, Роберт. Бәрі жақсы ма? Роберт: Бірнеше аптадан кейін толығырақ айтып беремін, бірақ қысқасы, бүгіннен бастап мен жаңа жұмыс іздеп жүрмін. Серж: Не? Олар сізді жұмыстан шығарды ма? Украинадағы үлкен табысыңыздан кейін бе? Роберт: Өмір осындай. Серж: Сол сұмдықтар. Роберт: Бірігуден бері мұны елестете алдым. Шведтер адамдарды жұмыстан шығарар алдында не істегенін білуге де мән бермеді. Серж: Маған түйіндемеңізді жіберіңіз, мен мұнда жаңа зауыт ашуды ойлап жүрген бір бельгиялық жігітті білемін. Ештеңе уәде ете алмаймын, бірақ кем дегенде тырысып көрейін. Роберт: Серж, мен мұны шынымен бағалаймын.","Роберттің жаңа телефон нөмірі 304-тен басталады. Роберт жұмысынан айырылып, жаңасын іздеп жүр. Серж Робертстің түйіндемесін байланыс адамына беруді ұсынады."
"13818220"," Сальма: <file_video> Сальма: мысық туралы соңғы мем Хью: о, керемет, мен бұлардан ешқашан тоймай қаламын lol Хью: <file_photo> Сальма: ха-ха-ха, дәл солай","Сальма мен Хью мысықтар туралы мемдерді ұнатады."
"13864836","Джорджия: Сәлем қыздар Джорджия: Қалай ойлайсыңдар Джорджия: <фото_файл> Роксана: Сатып алыңдар! Жаз: Керемет көрінесіңдер Джорджия: Маған ұнайды Джорджия: Бірақ қайда киемін? Жаз: Кештер","Джорджия фотосурет жіберді. Роксана мен Саммер Джорджияға оны сатып алуға кеңес береді."
"13828600","Олли: Сәлем, сен Варшавадасың ба? Джейн: иә, жаңа ғана оралдым! Айтпақшы, 19-ы күні кешкі асқа боссың ба? Олли: жоқ! Джейн: және 18-і? Олли: жоқ, бізде кеш болады және сен сол жерде болуың керек, есіңде ме? Джейн: дұрыс! Мен күнтізбемді жоғалтып алдым.. еске салғаныңыз үшін рақмет Олли: біз осы аптада түскі ас ішеміз бе? Джейн: қуана! Олли: жұма? Джейн: жарайды Джейн: ""бізде енді виски жоқ!"" дегеніңіз не? lol.. Олли: не!!! Джейн: сен маған қоңырау шалдың, мен тек виски туралы сөйлем естідім... саған не болды? Олли: ой... өте таңқаларлық! Мен абай болуым керек, мүмкін менің ұялы телефонымда тыңшы бар шығар! lol Джейн: алаңдама, жұма күні тексереміз. Олли: өзіңізбен бірге күн сәулесін алуды ұмытпаңыз Джейн: Мароккода болуды асыға күтемін.. Олли: жұма күні көріскенше Джейн: кешіріңіз Олли, мен өте бос емеспін, ертең түскі асқа уақытым болмайды, бірақ курстарымнан кейін сағат 18:00-де болуы мүмкін бе? Мароккоға сапар өте жақсы болды, бірақ уақытты алды! Олли: шай ішуге жарайды! Джейн: Мен жолдамын.. Олли: шай дайын, тоқаштарды әкелдің бе? Джейн: Мен бәрін жеп қойдым... бір минуттан кейін көріскенше Олли: жарайды","Джейн Варшавада. Олли мен Джейннің кеші бар. Джейн күнтізбесін жоғалтып алды. Олар осы аптада жұма күні түскі ас ішеді. Олли кездейсоқ Джейнге қоңырау шалып, виски туралы әңгімелесті. Джейн түскі асты болдырмады. Олар кешкі сағат 6-да шай ішуге кездеседі."
"13829773","Ола: Сәлем, Кейт, дұрыс байланыста болмағаным үшін кешірім сұраймын. Күткендей, Кубада байланыс жоқ. Бірақ біз жақсымыз және сапарымыздан ләззат алып жатырмыз. Үйдегі жағдай қалай? Кейт: Ақыры! Уайымдай бастадым. Жаңа жылдық құмарлықты ескермесеңіз, жаңа ештеңе болған жоқ. Момо жарақатынан айығып, қайтадан ойнап жүр. Кейт: <file_photo> Кейт: Жақсы ескі Момо! Иә, бұл сенің орамалың! Ола: ЖОҚ!!! Бұл менің сүйіктілерімнің бірі! Лаостан келгені! Кейт: Кеш. Момо оны енді өзіне тиесілі деп ойлайды. Жаңасын ал. Онда әдемілері бар екені сөзсіз. Ола: Мүлдем жоқ. Тек арзан мақтадан жасалған, түрлі-түсті кестесі бар блузкалар немесе тоқылған топтардың кейбіреулері де жаман. Шалдар немесе шарфтар жоқ. Ола: <file_photo> Кейт: Бір секунд күте тұрыңыз! Кейт: <file_photo> Кейт: Ұқсас емес пе?! Анама ұнайтын шығар. Неге ұнатпайсыз? Ола: Жаман идея емес. Бірақ сапасы әдетте нашар. Кейт: Ал егер сен бутик дүкеніне немесе басқа бір нәрсеге барсаң? Суреттердегідей базарға бармайсың ба? Ола: Мен тауып көруге тырысамын. Саған да ұнай ма? Кейт: Жоқ. Ал анам тек шынайы кубалық блузка кигенді қалайды :)) Ола: Жарайды, мен қарап көрейін. Үйдегілердің барлығына сәлем. Кейт: Аман болыңыздар!","Ола Кубада және сапарынан ләззат алып жүр. Ол жерде байланыспен проблемалары бар. Момо жарақатынан айығып кетті. Олаға Кубадағы киімдер ұнамайды. Кейт ұсынғандай, Ола Кубадағы анасына блузка табуға тырысады."
"13828584"," Зои: Сәлеметсіздер ме, құрметті достар, суық күні көңілдеріңізді көтеретін нәрсе бар. Зои: <file_gif> Томас: LOL Томас: Тропикте сәлем! Қалайсыздар? Зои: Денсаулықтарыңыз қалай? Бәрі жақсы ма? Томас: Біз жақсымыз, рақмет. Мұнда бәрі жақсы. Түнде температура -3-ке дейін төмендейді. Таңертең ақ жердегі аяз жақсы. Томас: <file_photo> Зои: Өте әдемі көрінеді! Бірақ біз бұл көріністерді біраз уақытқа жіберіп алғанымызға қуаныштымыз :) Томас: Жексенбі күні біз Белхен шыңында серуендедік - мұзды желде, бірақ күн сәулесі жарқырап тұрды. Тіпті күнге күйіп кеткен сияқтымыз! Томас: <file_photo> Зои: Құдай-ау! Бұл әдемі! Жақында бізден хабар аласыздар. Аман болыңыздар! Томас: Сіздер де!","Томас тоқтайтын жердегі температура түнде -3. Таңертең аяз болады. Зои тропикте. Томас жексенбі күні Белхен шыңында серуендеді."
"13681586"," Миа: жаным, бүгін жұмыстан кейін сыртқа шықсам қарсы емессің бе? Эллиот: иә, әрине. істей бер ;) Миа: рақмет, жаным. Қыздардың кеші болады Эллиот: не істеп жүрсің? Миа: жақсы, біз сусын ішіп, жұмыстан тыс уақытта жақсы уақыт өткізетінімізді білесің Эллиот: кешікпе, егер сені алып кетуім керек болса, маған қоңырау шал.","Миа бүгін кешке жұмыстан кейін қыздарымен бірге сыртқа шығады. Қаласа, Эллиот келіп, оны алып кетеді."
