мәтін, жапсырма
Джакартадағы жарылысқа малайзиялық қашқындар кінәлі деп танылды Индонезия полициясы жұма күні бейсенбі күні Австралия елшілігінде болған жарылысқа жауапты деп саналатын екі малайзиялық қашқын Азахари мен Нурдин Мох Топты іздеуді күшейтетінін мәлімдеді.,0
" Акциялар шетінде НЬЮ-ЙОРК (CNN/Money) - Уолл-стрит сауда аптасының соңғы күніне дейін инфляция, сауда, мұнай және Майкл Эйснердің 2006 жылы Disney-ден кетуі туралы есеп туралы қосымша ақпарат іздеп, күту тәсілін қолданды.",2
" Гренада дағдарыста - 2004 жылғы 10 қыркүйек, жұма. Иван дауылынан зардап шеккен 80 000 баспанасыз гренадалықтардың арасында ҮМІТСІЗДІК пайда болды, олар күн сайын тамақсыз, сусыз және үмітсіз өмір сүреді.",0
Ашылу ойындары үшін керемет демалыс күндері. Массачусетс штаты ешқашан орта мектеп футболы бойынша штат чемпионын жеңіп алмауы мүмкін. Бірақ мұндай идеяны қалағандар үшін 2004 жылғы маусым бүгін кешке Орталық Массачусетстегі екі үздік құрама Шығыс Массачусетстегі екі жоғары рейтингті құрамамен кездесетін осындай кездесумен басталады.,1
" Нигерия кәсіподақтары туралы заң жобасына өзгерістер Нигерия сенаты кәсіподақтардың билігін шектеу туралы заң жобасын қабылдады, бірақ ереуілге тыйым салу туралы бапты өзгертті.",0
" Бас директор Эйснер 2006 жылдың қыркүйегінде қызметінен кетеді - WSJ НЬЮ-ЙОРК (Reuters) - Майкл Эйснер Walt Disney Co. компаниясының бас директоры қызметінен келісімшарты 2006 жылдың қыркүйегінде аяқталғаннан кейін кетуді жоспарлап отыр, деп хабарлады жұма күні Wall Street Journal.",2
" WordsWorth Books 11-тарауға өтініш берді. Гарвард алаңында 29 жыл бойы жұмыс істеп келе жатқан WordsWorth Books кеше банкроттықтан қорғауға өтініш берді, себебі оның иелері тәуелсіз кітап сатушысына Amazon.com сияқты алып бәсекелестермен бәсекелесуге көмектесетін сатып алушы немесе инвестор іздейді.",2
"Жапонияның ЖІӨ-сі иенге зиян келтірді, АҚШ сауда деректері назар аударды ЛОНДОН (Reuters) - Йен жұма күні Жапонияның өсуіне күтпеген төмендеу қайта қарауына байланысты басқа негізгі валюталарға қатысты төмендеді, ал АҚШ сауда тапшылығына қатысты алаңдаушылыққа байланысты доллар еуроға қатысты үш апталық ең төменгі деңгейге жетті.",2
 Әлемдегі ең ірі алюминий өндірушісі Alcoa Inc. компаниясының акциялары Еуропада соңғы бес айдағы ең үлкен құнсызданудан кейін компания үшінші тоқсандағы жұмысын жалғастырудан түсетін пайда аналитиктердің болжамынан төмен болады деп мәлімдегеннен кейін төмендеді.,2
 Джим Мораның бақытты жұлдызы #Falcons командасына дені сау Майкл Вик қажет. Мұны #39;бақытқа жету деп атайды. Джим Мора кез келген деңгейдегі алғашқы бас бапкерлік жұмысын Атланта Falcons командасында алады және Майкл Виктің оны күтіп тұрғанын көреді.,1
" Intel интернетте үлкен өзгерістерді күтуде Чип алыбы Intel компаниясының айтуынша, интернеттің бұзылу шегіне жетуіне жол бермеу үшін оны өзгерту қажет.",3
P2P компаниясы RIAA-ның музыкамен бетпе-бет келуін қалайды Американың дыбыс жазу индустриясы қауымдастығына (RIAA) патентті бұзды деген айыппен сауда органына қарсы азаматтық талап арыз берген peer-to-peer (P2P) компаниясы Altnet өз дәрісінің дәмін татып көруде.,3
" АҚШ Ашық чемпионаты оны отбасында сақтайды. Ллейтон Хьюитт кіші қарындасының жігітімен кездесетін кезде, бұл Вест-Лейкске дейін өте алыс болады. Роберт Лусетич хабарлайды. Бұл бұрын бірнеше рет Аделаидада өткен АҚШ Ашық чемпионатының жартылай финалы.",1
" Атланта полициясы Braves ойыншысын мас күйінде көлік жүргізгені үшін қамауға алды АТЛАНТА - Атланта Braves шортсопы Рафаэль Фуркал мас күйінде көлік жүргізгені үшін қамауға алынды. Түрме қызметкерлерінің айтуынша, Фуркал таңғы сағат 6:25-те мас күйінде көлік жүргізгені, жылдамдықты асырғаны және абайсызда көлік жүргізгені үшін айыпталып, Атланта қалалық түрмесіне қамалған.",1
" SportsNetwork ойынына шолу (Sports Network) - Канзас-Сити Роялс бүгін кешке Тампа Бэй Девил Рейске қарсы үш ойындық серияның ашылу ойынын өткізеді, бұл өте таңқаларлық қос голдық ойын өткізгеннен кейін бір күн өткен соң болды.",1
"Дарфур көтерілісшілері Нигерияны араласуға, Судандағы бейбітшілікті бастауға шақырды &lt;b&gt;...&lt;/b&gt Суданның Дарфур аймағындағы көтерілісшілер көшбасшылары бейсенбі күні Нигерияны араласуға және Суданның батысындағы дағдарыс бойынша Африка Одағы демеушілік ететін келіссөздерді бастауға шақырды",0
 Түркияның ЕО-ға қосылу үміті үшін Брюссельдегі жаңа соққы ЕО ауыл шаруашылығы комиссары Франц Фишлер жұма күні Анкараның ЕО-ға қосылу өтініші бойынша дау-дамай күшейіп жатқан кезде Түркияның ЕО-ға қосылу үмітіне күмән келтірген Брюссельдегі соңғы сыншы болды.,0
 9/10/04 - ҮНДІСТАН-ПӘКІСТАН ДИАЛОГЫ Үндістан мен Пәкістанның сыртқы істер министрлері бейбітшілік келіссөздерінің кезекті кезеңін аяқтады. Үндістан астанасы Нью-Делиде өткен келіссөздер осы айдың соңында Біріккен Ұлттар Ұйымында өтетін кездесуге негіз болды.,0
 Атланта полициясы Braves ойыншысын мас күйінде көлік жүргізді деген айыппен қамауға алды АТЛАНТА - Атланта Braves ойыншысы бүгін Атланта түрмесінде мас күйінде көлік жүргізді деген айыппен қамауға алынды. Мас күйінде көлік жүргізген арнайы топтың мүшелері таңғы сағат 4:20 шамасында шортстоп Рафаэль Фуркалды тұтқындады.,1
Телескоп алыстағы «ғаламшарды» суретке түсірді Басқа жұлдызды айналып жүрген планетаның алғашқы тікелей суретін АҚШ-Еуропа астрономдар тобы алған болуы мүмкін.,0
" Сақтандырушылар Иван Грозныйға көз тігіп отыр, егер дауыл орташа шығын әкелсе, компаниялар мен инвесторлар қалай өмір сүреді?",2
" Румменигге - «Бавария» бапкері үшін сәтсіздік. (Getty Images) Феликс Магаттың «Бавария» сапындағы жаңа қатаң жаттығу режимін клуб төрағасы Карл-Хайнц Румменигге мақтады. Магаттың тәсілін оның кейбір ойыншылары сынға алды, ал «Бавария» баяу ойнады.",1
 Веб-сайттар науқанға берілген қаражатты бақылап отырады 90-жылдары Вашингтонда журналист ретінде мен кімнің кімге бергенін білу үшін науқанды қаржыландыру туралы есептермен толтырылған кабинеттерді тексеру үшін Федералды сайлау комиссиясына жиі баратынмын.,3
"Түнгі жарық қатерлі ісік қаупін тудыруы мүмкін Эд Эдельсон, HealthDay тілшісі HealthDayNews -- Электр жарығы қатерлі ісік қаупін тудыруы мүмкін бе? Бұл ең жабайы параноидтық сенімдер сияқты көрінуі мүмкін, бірақ ғалымдардың саны артып келеді, бұл шындыққа жанасуы мүмкін деп күдіктенеді. Себебі: қараңғы түскеннен кейін жарықты қосу жасушалардың қалай өмір сүретінін, өлетінін және жұмыс істейтінін басқаруда маңызды рөл атқаратын аздаған «сағат гендеріне» әсер етуі мүмкін, деп болжайды бұл зерттеушілер...",3
" Зерттеу қан алудың шынымен де тиімді болуы мүмкін екенін көрсетеді Автор: Лоран Ниргаард Вашингтон (AP) -- Науқастардан қан кетудің бұл ежелгі тәжірибесі шынымен де пайдалы болуы мүмкін бе? Ғалымның айтуынша, микробтардың ағзада қалай көбейетіні туралы жаңа зерттеу оның кейбір адамдар үшін пайдалы болуы мүмкін екенін көрсетеді. Бактерияларға инфекция тудыру үшін темір қажет...",3
"Негізгі аралық тауарлардың бағалары #39; тоғыз жылдағы ең жылдам өсуде ВАШИНГТОН (CBS.MW) -- АҚШ-тың көтерме тауарлары мен қызметтерінің бағалары тамыз айында 0,1 пайызға төмендеді, деп хабарлады Еңбек министрлігі жұма күні. Азық-түлік және энергетикалық тауарларды қоспағанда түзетілген негізгі өндіруші бағаларының индексі де 0,1 пайызға төмендеді.",2
" Oracle тілегі орындалды (washingtonpost.com) washingtonpost.com - Федералды судья монополияға қарсы мәселелерге байланысты федералды үкіметтің 36,7,7 миллиард долларлық дұшпандық ұсынысты болдырмау әрекетіне қарсы шешім шығарғаннан кейін, Oracle бәсекелесі PeopleSoft компаниясын басып алуға бір қадам жақындады, бұл шешім технологиялық секторды сатып алу әрекеттерінің күрт өсуіне әкелуі мүмкін.",3
" Англия - Зимбабве жұма күні әлемнің ең үздік бір күндік ойыншысын қарсы алды, олар ICC Чемпиондар кубогы үшін күресті Эджбастонда Зимбабвеге қарсы ойнайтын құрамға негізгі әмбебап ойыншы Эндрю Флинтоффты қосудан бастады.",1
Шіріп бара жатқан шошқа мәйіттері сот-медициналық құпияларды ашады (Reuters) Reuters - Лондон маңындағы құпия орындарға қойылған шіріп бара жатқан шошқа мәйіттері ғалымдарға қылмыстарды ашуға көмектесетін сот-медициналық ақпарат беруде.,3
 Зимбабве британдық азаматты жалдамалы жұмысшы ісі бойынша 7 жылға бас бостандығынан айырды ХАРАРЕ (Рейтер) - Зимбабве соты жұма күні британдық бұрынғы арнайы қызмет офицері Саймон Маннды прокурорлар мұнайға бай Экваторлық Гвинеядағы төңкеріс жоспарына байланыстырған іс бойынша жеті жылға бас бостандығынан айырды.,0
 Римде мыңдаған итальяндықтар кепілге алынғандар үшін наразылық білдірді (Reuters) Reuters - Жұма күні мыңдаған итальяндықтар Бағдадта тұтқындалған екі әйел көмекші қызметкерді босатуды талап ету үшін шам жарығында Римде үнсіз жүріп өтті.,0
" Түркияның 2015 жылға дейін ЕО-ға қосылуы екіталай: комиссар Верхойген (AFP) AFP - Түркияның 2015 жылға дейін ЕО-ға қосылуы екіталай, деп мәлімдеді ЕО-ның кеңейту жөніндегі комиссары Гюнтер Верхойген сұхбатында.",0
"Genesis деректері «бүтін күйінде табылды» NASA ғалымдарының айтуынша, апатқа ұшыраған Genesis ғарыш капсуласының ішінде кейбір материалдар әлі де бүтін күйінде табылды.",3
" АҚШ рингтондары нарығы баяу байланыс орнатуда САН-ФРАНЦИСКО (Billboard) - Миллиардтаған долларлық табыс қаупі төніп тұрғандықтан, АҚШ музыка компаниялары штаттағы рингтондар нарығының толық дамуын асыға күтуде.",3
" Oracle ісі Еуропаға серпін берді Еуропалық комиссия Oracle компаниясының PeopleSoft компаниясын сатып алуын қолдайтын АҚШ сотының шешімін зерттеп, өз қарсылықтарын білдіру-көрсетпеу туралы шешім қабылдауда.",3
" Фирмалар бейнежазбаларды қарақшылыққа қарсы технологияны жариялады. Бұл төртінші басымдықтың негізгі бағыты соңғы бір жарым жыл ішінде CRM және ERP бағдарламалық жасақтамасын жақсарту немесе алу болды. NDS, STMicroelectronics және Thomson жұма күні жаңа шифрлау технологиясын әзірлейтіндерін мәлімдеді.",3
Калифорния энергетикалық комиссиясы дағдарыс үшін сынға алынды Апелляциялық сот бейсенбі күні федералды энергетикалық реттеушілер электр компанияларына тұтынушыларға шамадан тыс төлемдер үшін қайтаруды бұйырмаған кезде өз міндеттерінен жалтарғанын мәлімдеді.,2
 Сот штаттың интернет-бұғаттау туралы заңына қарсы шешім шығарды Пенсильвания штатының интернет-провайдерлерінен штаттың прокурорлары балалар порнографиясы деп санаған веб-сайттарды бұғаттауды талап ететін заңы АҚШ федералды сотымен сөз бостандығы негізінде күшін жойды.,3
 Калифорниялық топ Albertson компаниясын құпиялылыққа қатысты мәселелер бойынша сотқа берді Калифорнияда орналасқан құпиялылықты қорғау тобы супермаркет алыбы Albertson компаниясын дәріхана тұтынушыларының құпиялылыққа қатысты бұзушылықтары үшін сотқа берді.,3
" Кешкі митинг Уолл-стрит аптасының соңын оң нәтижемен аяқтады. АҚШ-тың BLUE чиптері ерте құлдыраудан қалпына келіп, жоғарылады, себебі мұнай бағасының төмендеуі алюминий өндірушісі Alcoa компаниясының пайда туралы ескертуін өтеп тастады, ал Oracle компаниясының өсуі судья үкіметтің бұғаттау әрекетін қабылдамағаннан кейін технологиялық акциялардың өсуіне ықпал етті.",2
"ESPN Soccernet.com жаңалықтар қызметі КАРСОН, Калифорния -- Лос-Анджелес Гэлакси жұма күні А-лигасының Портленд Тимберс командасынан шабуылшы Алан Гордонды жалға алды. 2004 жылғы MLS SuperDraft бағдарламасына таңдалған Гэлакси клубы келесі мүмкіндікті пайдалана алады.",1
" Sun компаниясының UltraSPARC серверлерін жаңарту үшін Sun компаниясы САН-ФРАНЦИСКОда Sun Microsystems Inc. компаниясы келесі аптада UltraSPARC IV процессорлары бар екі жаңа серверді іске қосады, деп хабарлады Sun компаниясының басшысы жұма күні.",3
 АҚШ әскерлері Ирак қаласын қоршауға алды (AP) - АҚШ әскерлері жұма күні Ирактың солтүстік-шығысындағы этникалық түрік қаласын қоршауға алған кезде Ирак пен Америка күштері жүздеген содырларды жоюға тырысып жатқан кезде Ирактың көмек көрсетушілеріне медициналық жабдықтарды тапсырды.,0
" «Брэйвз» Фуркалдың жағдайы жарысқа нұқсан келтірмейді деп үміттенеді. Рафаэль Фуркалдың жұма күні мас күйінде ұсталуы маусымның қалған бөлігіне алаңдаушылық тудыруы мүмкін болса да, «Брэйвз» бұл мәселені кейінге қалдыруға тырысуда, және...",1
АҚШ әскерінен қашып кеткен деп айыпталған сарбаз берілуге дайын (AP) AP - АҚШ армиясынан қашып кеткен деп айыпталған Чарльз Дженкинс сенбі күні Токиодағы ауруханасынан әскери билікке берілу үшін американдық әскери базаға барды. Бұл оның Солтүстік Кореяға қашып кеткені туралы болжамнан кейін шамамен 40 жыл өткен соң болды.,0
" Ғарышкерлер оттегі генераторын (ОГГ) қысқа мерзімге жөндеді AP - Халықаралық ғарыш станциясындағы ғарышкерлер жұма күні үш рет әрекеттен кейін істен шыққан оттегі генераторын іске қосты, бірақ аппарат бір сағаттан кейін қайтадан өшіп қалды.",3
" АҚШ әскерінен қашып кеткен деп айыпталған сарбаз берілуге дайын ТОКИО - АҚШ армиясынан қашып кеткен деп айыпталған Чарльз Дженкинс сенбі күні Токиодағы ауруханасынан әскери билікке берілу үшін американдық әскери базаға кетті, бұл оның Солтүстік Кореяға қашып кеткені туралы болжамнан кейін шамамен 40 жыл өткен соң болды...",0
" Жүргізушілер Ричмондта ашулы жүгіріске дайындалуда. Рульдің тұтқасы сәл қаттырақ болады, агрессия сәл жоғарылайды және эмоциялар бұрынғыдан да күшті болады.",1
"Милошевичтің адвокаттары өз тағайындауына шағымданады ГААГА, Нидерланды -- Слободан Милошевичтің екі адвокаты бейсенбіде (9 қыркүйек) БҰҰ трибуналының тағайындауына шағымдануға рұқсат сұрап құжаттар тапсырды.",0
" Судья Halliburton компаниясымен келісімді қолайсыз деп тапты Кеше Далластағы федералды судья Halliburton компаниясының бухгалтерлік есеп алаяқтығына қатысы бар деп айыпталған акционерлердің сот ісінде 6 миллион долларлық келісімді қабылдамады, басты талапкер №39 адвокат істі дұрыс қарамаған және тым аз ақшаға келісім берген болуы мүмкін деп мәлімдеді.",2
" Ямайкаға соққан екпінді желмен Кистен ұшу басталды. Иван дауылы Ямайкаға жел мен жаңбыр соға бастағанда, Флорида шенеуніктері эвакуация жұмыстарын күшейтті.",0
" Бард онлайн режимінде жұмыс істей бастаған кезде бүкіл әлемнің веб-беті Шекспирдің пьесаларының ең алғашқы басылымдары драматургтің өз шедеврлерін уақыт өте келе қалай қайта өңдегені туралы қызықты түсінік береді, бірақ осы уақытқа дейін олардың жасы мен ...",3
Флорида тұрғындарын дауылдар Амнезия дауылынан айықтыратын сияқты. Штаттың шығыс жағалауында 1999 жылдан бері дауыл болған емес. Бұл және Флоридада соңғы онжылдықтарда мұндай дауылдардың тарихи үлесі болмағаны олардың әсеріне қатысты кейбір тоқмейілсушілікке әкелді.,2
" ДЖАКАРТА, Индонезия - Полиция кеше Австралия елшілігінің алдында жарылыс жасар алдында ақ түсті жүк көлігінің қауіпсіздік камерасымен түсірілген фотосуретін жариялады және көліктегі екі жанкешті жарылысты ұйымдастырып, тағы жеті адамның өмірін қиды деп күдіктенеді.",0
 Әлем жаңалықтары: Зимбабве Ұлыбританияны түрмеге жапты #39; төңкеріс жасаушы #39; Экваторлық Гвинеяда төңкеріс жасамақ болды деп айыпталған 67 жалдамалы топтың британдық жетекшісі жеті жылға бас бостандығынан айырылды.,0
"Әуе компанияларының жағдайы Міне, АҚШ пен Канаданың ең ірі әуе компанияларының кейбірінің өз қызметін қайта құрылымдау тұрғысынан ұстанымы: - Air Canada: Қыркүйек айының соңына дейін банкроттықтан қорғанудан шығады, жұмыс күші азаяды, флот қысқарады және жеңілдіктерге баса назар аударылады.",2
" Акциялар құлдырауда FTSE әлемдік индексіне сәйкес, Жапония доллармен 6 пайызға өсіп, негізгі нарықтар арасында ең жақсы көрсеткішке ие болды, ал Германия 7,7 пайызға төмендеп, ең нашар көрсеткішке ие болды.",2
" Индонезия полициясы елшіліктегі жарылыстың бейнежазбасын жариялады Индонезия полициясы Джакартадағы Австралия елшілігінің алдында болған жарылыстың бейнежазбасын жариялады. Сонымен қатар, олар Австралия сыртқы істер министрінің мәлімдемесін растайтын ешқандай дәлел жоқ екенін айтады.",0
 Коллингвуд Англияны жеңді (AFP) AFP - Пол Коллингвудтың жеңілмеген 80 ұпайы Англияны Эджбастонда өткен Чемпиондар кубогының D тобының алғашқы матчында Зимбабвеге қарсы 299 ұпаймен жеті ұпайға жеткізді.,0
"Itanium - Intel компаниясының болашақтағы Intel компаниясы AMD процессорларын компьютерлік процессор бизнесінен шығаруды жоспарлаған кезде айтарлықтай кармалық қарызға батқан. Xeon қазір Opteron көлеңкесінде, бұл маған жағымсыз бизнес үшін жай ғана тәттілер сияқты көрінеді.",3
" Жапонияда АҚШ армиясының қашқын деп айыпталған сарбаз берілді. 1965 жылы тағылған айыптарға жауап беру үшін Токио маңындағы АҚШ әскери базасында берілді, деп хабарлады Киодо жаңалықтар қызметі.",0
 Гарсияның сүйіктісіне шабуыл жасады деген айып тағылды (AP) AP - Playboy журналының «Жылдың үздік ойыншысы» атағына ие болған Джефф Гарсияның сүйіктісіне өткен айда «Кливленд Браунс» командасының квотербегі кезінде кездескен әйелмен болған төбелес кезінде шабуыл жасады деген айып тағылды.,1
 АҚШ Суданға БҰҰ-ның жаңа шарасы арқылы қысым жасауда (Reuters) - Америка Құрама Штаттары сәрсенбіде Суданға мұнай өнеркәсібіне санкциялар салу қаупі төнген БҰҰ-ның жаңа қарар жобасымен Дарфурда күштірек бақылау күшін қабылдауға қысым жасады.,0
"Польша премьер-министрі Екінші дүниежүзілік соғысқа қатысты шағымдарға қатысты дауды болдырмауға тырысты КРИНИКА, Польша (Reuters) - Польша парламенті соғыс кезіндегі шығындар үшін поляктар әлі де қарыз деп мәлімдеп, Германияда ашу тудырғаннан кейін, Польша көшбасшысы Марек Белка Екінші дүниежүзілік соғыс кезіндегі өтемақыға қатысты Берлинмен болған дауды тоқтатуға тырысты.",0
 Браун ЕО жеңілдіктерін сақтап қалуға тырысады Канцлер Гордон Браун Еуропалық Одақтың жылдық бюджетіне қосқан үлесі бойынша британдық жеңілдікті сақтап қалуға бел буғанын білдірді.,2
" Чемпиондар кубогы: Англия Зимбабвені жеңді БИРМИНГЕМ, 11 қыркүйек: Англия сенбі күні Эджбастонда Зимбабвеге қарсы рекордтық 152 ұпайлық жеңіске жетіп, Чемпиондар кубогы науқанын сәтті бастады.",1
 Атлантикалық дауылдардың осы маусымда жағалауға жетуін болжау қиын. Атлантикалық дауылдардың қарбалас маусымы тропикалық дауылдардың бірнеше мінсіз емес қоңырауларын көрді.,3
"Келесі ұялы телефоныңызда қатты диск бола ма? Hitachi Global Storage Technologies және Intel компаниялары ұялы телефондарға, қалта компьютерлеріне және сандық музыка ойнатқыштарына ықшам қатты дискілерді енгізуді жеңілдетеді деп үміттенетін интерфейс технологиясын әзірлеуді ынталандыруда, деп хабарлайды компаниялар.",3
" Еуропа Иранның ядролық бағдарламасына қатысты айыптарын АҚШ-пен келіседі. Иран қатаң түрде жоққа шығарады. МАГАТЭ Иранда бұрын жасырынған көптеген ядролық әрекеттерді тапты, бірақ АҚШ-тың көзқарасын қолдайтын «темекі шегетін қару» жоқ.",0
 Ирактағы АҚШ әскери барлау қызметінің сарбазы Абу-Грейб түрмесінде тұтқындарды азаптауға қатысқаны үшін 8 айға бас бостандығынан айырылды.,0
" Карзай аймақтық губернаторды қызметінен босатты Батыс Герат қаласында қызметінен босатылған Ауғанстан губернаторының жақтастары АҚШ және Ауғанстан қауіпсіздік күштерімен қақтығысып, кем дегенде екі наразылық білдіруші қаза тапты.",0
"Хоккайдода қатты жер сілкінісі болды САППОРО -- Жапонияның солтүстігіндегі Хоккайдоның шығысында дүйсенбі күні кешке қатты жер сілкінісі болды, бірнеше адам жеңіл жарақат алды, деп хабарлады шенеуніктер.",0
" Фресно-Сент-13-ші Канзас штатының командасын жеңді (AP) AP - Пол Пинегар Мэтт Ривераға екі тачдаун пасын беріп, тағы бір ұпай жинауға тырысты, ал Фресно-Сент-13-ші Канзас штатының командасын 45-21 есебімен жеңді.",1
" Олимпиададан кейінгі Грекия бюджеттегі олқылықтарды толтыру үшін қоржынын тарылтуда, отбасылық күміс сатып жатыр (AFP) AFP - Өткен айдағы қымбат Афины Олимпиадасынан кейін мемлекеттік тапшылық пен қарыздың күрт өсуінен қысылған Грекия үкіметі қорғаныс шығындарын қысқартатынын және жекешелендіруден түскен кірісті 1,5 миллиард еуроға (1,84 миллиард доллар) арттыратынын мәлімдеді.",2
Испания премьер-министрі Мадрид саммитінде француз және неміс одақтастарын қабылдайды (AFP) AFP - Дүйсенбі күні Испания премьер-министрі Хосе Луис Родригес Сапатеро Франция президенті Жак Ширак пен Германия канцлері Герхард Шредерді саммитке шақырған кезде ЕО конституциясын ратификациялау және терроризм мәселесі күн тәртібінде басты орын алады.,0
 Panasonic компаниясы сәрсенбіде жаңа DVD жазғыш желісін шығарды. Panasonic брендімен танымал Matsushita Electric Industrial Co. компаниясы жақында желіге қосылуды қамтамасыз ететін жоғары сапалы DVD жазғыштың халықаралық сатылымын бастайтынын хабарлады.,3
 Кивилер АҚШ-тың жаңадан келген ойыншыларын жеңді ЛОНДОН - Натан Астлдың 145 ұпайы Жаңа Зеландияға кеше Овалда өткен ICC Champions Trophy Pool A матчында крикетке жаңадан келген АҚШ-ты 210 ұпаймен жеңуге көмектесті.,1
" Түпнұсқаны қалпына келтіру Charles Schwab компаниясында басшылар фирманың бастапқы миссиясына, яғни қарапайым инвесторларға қызмет көрсетуге оралуды жоспарлап отыр.",2
"№9 Огайо штатының командасы соңғы секундта Маршаллды жеңді FG COLUMBUS, Огайо (Sports Network) - Майк Нюдженттің уақыт аяқталған кезде 55 ярдтық голы тоғызыншы орында тұрған Огайо штатының Buckeyes командасына командалар арасындағы алғашқы кездесуде мазасыз Marshall Thundering Herd командасын 24-21 есебімен жеңуге мүмкіндік берді.",1
 Калифорния Беарс командасының бас бапкері Джефф Тедфорд дүйсенбіде бес жылға келісімшартты 2009 жылға дейін ұзартуға келісті.,1
" Кузнецова ашық титул үшін Дементьеваны жеңді НЬЮ-ЙОРК, 2004 жылғы 11 қыркүйек - Светлана Кузнецова сенбі күні кешке US Open турнирінің алғашқы бүкілресейлік финалында Елена Дементьеваны 6-3, 7-5 есебімен жеңіп, Тур де Франс шабандозының бұлшықетті аяқтарымен қатты соққылар жасады.",1
" ФРЖ-ның Пианальто өсім мен инфляцияға қатысты оптимистік пікірі ВАШИНГТОН: Кливленд Фед президенті Сандра Пианальтоның айтуынша, Федералдық резерв жүйесінің пайыздық мөлшерлемені біртіндеп көтеру саясаты АҚШ экономикасының төмен мөлшерлемелер ұсынатын ынталандыруға мұқтаж емес екендігінің белгісі.",2
Қосымша уақыттағы гол Канаданы хоккейден әлем чемпионатының финалына шығарды Винсент Лекавальенің қосымша уақыттағы 3:45-тегі голы Канадаға сенбі күні Чехияны 4-3 есебімен жеңуге және хоккейден әлем чемпионатының финалына шығуға мүмкіндік берді.,1
" Америка лигасының ойын қорытындысы - Миннесота Детройттағы (Мичиган штаты) -- Жак Джонс #39; жетінші иннингтегі синглмен Пэт Бордерс гол соқты, ал Миннесота Твинс Комерика Парк стадионында Детройт Тайгерсті 3-2 есебімен жеңді.",1
" Ерте дауыс берушілер науқан алаңын өзгертеді (AP) AP - Бірнеше штатта бірнеше мың дауыс жеңімпазды анықтай алатын сайлау жылында, сайлау күнінен бірнеше апта бұрын дауыс берген сайлаушылар санының артуы саяси науқандардың алаңын өзгертуде.",0
" Падж мен Гильен жарақаттармен кетті. «Жолбарыстар» сенбі күні «Егіздерге» қарсы ойында тізе жарақаттарынан кейін екі жұлдызды ойыншысын, шортстоп Карлос Гильен мен қақпашы Иван Родригесті жеке ойындарда жоғалтты.",1
Чак Джаффе Бостон (CBS.MW) -- Fidelity Investments жақында бес индексті өзара қорлар бойынша комиссияларды төмендететінін жариялаған кезде көптеген адамдар қуанды.,2
" Грекиядағы әуе апатында православиелік патриарх қаза тапты АФИНЫ Грекия билігі растағандай, Александрия патриархы, оның лауазымы Мәсіхтің шәкірттерінің біріне байланыстырылады, кеше грек православиелік қызметшілерімен бірге тікұшақ апатында қаза тапты.",0
" Янкилер бабында. Жеңілмеген Орландо Эрнандес жеті иннинг бойы бес соққыдан тұратын доп соғып, қатарынан сегізінші рет жеңіске жетті, ал Нью-Йорк Янкилері кеше Балтиморда Сидни Понсон мен Ориолсты 5-2 есебімен жеңді.",1
" Ойын күні мерейтой еске алынды 2001 жылдың 11 қыркүйегінде шабуылдар болған кезде, Том О'Брайен, бір сәтке болса да, Бостон колледжінің жаттықтырушысы болуды тоқтатты. Сол күні, Дүниежүзілік сауда орталығы мен Пентагон өртеніп, әлем тоқтап қалған кезде, О'Брайен Әскери-теңіз күштерінің қызметкері болды.",1
"«Бульдогтар» K-State командасын таң қалдырды МАНХЭТТЕН, Канзас -- Пол Пайнгар Мэтт Ривераға екі тачдаун пасын беріп, тағы бір ұпай жинады, ал Фресно Стэйт кеше №13 Канзас Стэйтті 45-21 есебімен жеңді.",1
" Каллендер негізгі құрамда ойнады. Андре Каллендердің көңіл-күйі тез көтерілді. Ол бір жыл бойы күткен еді, енді колледж футболын ойнау үшін тағы бір ойын күтуге тура келді.",1
" Кайман аралдары дауылдан зардап шекті Иван дауылы Кайман аралдарына толық күшімен соққы беріп, үйлерді қиратып, үлкен су тасқынына әкелді. 40 000-ға дейін тұрғын, соның ішінде үлкен британдық экспат қауымдастығы, Иванның қаһарлы 155 миль/сағ желінен қашу үшін үйлер мен баспаналарға тығылды.",0
" АҚШ Солтүстік Кореядағы жарылыс ядролық қарумен байланысты емес деп мәлімдеді СЕУЛ (Reuters) - Өткен аптада Солтүстік Кореяда үлкен жарылыс болды, бірақ АҚШ пен Оңтүстік Корея шенеуніктері жексенбі күні аймақтың үстінде «ерекше бұлт» пайда болғанына қарамастан, бұл ядролық қару сынағы болуы екіталай деп мәлімдеді.",0
"«Дельфинс» командасының ойыншысы Фидлер алаңға шығуға риза емес (AP) AP - Дэйв Уонстедт сенбі күні Джей Фидлерге көңілі толмады, және бұл сезім өзара болды. Уонстедт Майами Долфинс командасының Теннесси Титанс командасына қарсы 17-7 есебімен жеңілген ойынының үзілісінде Фидлерді алаңға шығарды, ал квотербек жылдам допты қағып алғанына көңілі қалғанын айтты.",1
" Канададағы Еуропалық турға деген үміт әлі де жоғары АҚШ PGA турындағы Еуропалық турда тағы бір жеңіске жету үміті жоғары болып қала берді, өйткені Джеспер Парневик пен Виджай Сингх Онтариодағы Глен Эбби алаңында өткен Bell Canadian Open турнирінің үшінші айналымынан кейін екінші орынды иеленді.",1
