идентификатор, диалог, қысқаша мазмұны
 13730168," Роберт: Рождество мерекесі құтты болсын! Сізге және Еленаға Рождество мерекесі мен Жаңа жыл құтты болсын! Серж: Рақмет, сізге де, Роберт. Роберт: Айтпақшы - менің 713-тен басталатын телефон нөмірімді алып тастаңызшы. 304-тен басталатын нөмір қазір мен үшін жалғыз нөмір. Серж: Жарайды, Роберт. Бәрі жақсы ма? Роберт: Бірнеше аптадан кейін толығырақ айтып беремін, бірақ қысқасы, бүгіннен бастап мен жаңа жұмыс іздеп жүрмін. Серж: Не? Олар сізді жұмыстан шығарды ма? Украинадағы үлкен табысыңыздан кейін бе? Роберт: Өмір осындай. Серж: Сол сұмдықтар. Роберт: Бірігуден бері мұны елестете алдым. Шведтер адамдарды жұмыстан шығарар алдында не істегенін білуге де мән бермеді. Серж: Маған түйіндемеңізді жіберіңіз, мен мұнда жаңа зауыт ашуды ойлап жүрген бір бельгиялық жігітті білемін. Ештеңе уәде ете алмаймын, бірақ кем дегенде тырысып көрейін. Роберт: Серж, мен мұны шынымен бағалаймын.","Роберттің жаңа телефон нөмірі 304-тен басталады. Роберт жұмысынан айырылып, жаңасын іздеп жүр. Серж Робертстің түйіндемесін байланыс адамына беруді ұсынады."
 13681928," Лили: Мен осы жігітпен керемет түн өткіздім Кейт: Оның аты кім? Лили: Томас Кейт: Ол ағылшын ба? Лили: Ол румын, бірақ өте бай отбасынан шыққан сияқты Кейт: Ол Лондонда не істейді? Лили: LSE Кейт: әрине, болжамды Лили: Ха-ха, бірақ мен оның қарапайым және зеріктіргіш болуын күткенмін Кейт: бірақ? Лили: орташа болуын... Кейт: өлшемі жағынан, құмарлығы жағынан немесе әмияны жағынан ба? Лили: Барлығы жағынан. Маған соншалықты ұнады, басым ауырып тұр Кейт: Оқығаныма қуаныштымын. Соңғы апталардан кейін көңіл көтеруге лайық едің. Лили: ха-ха, келісемін!", Лили Томаспен керемет түн өткізді. Томас румын және өте бай отбасынан шыққан.
 13730545,"Сэм: сәлем, маған көмек керек Сара Фэшн: сәлем, қалай көмектесе аламын? Сэм: Шын мәнінде, мен әйеліме әдемі қара көйлек іздеп жүр едім, яғни дүкендегі өнімді қаламаймын.. Сара Фэшн: Иә, мырза, біз тапсырыс бойынша көйлектер тігеміз. Сэм: иә, мен бұл нұсқаны веб-беттен көрдім, шын мәнінде бұл оған тосын сый, бірақ көйлектің талаптары қандай болуы керек екенін білмеймін. Сара Фэшн: иә, онда неге дайын нәрсе таңдамайсыз? Сэм: Шын мәнінде, мен оған бұрын көрмеген басқа нәрсе алғым келеді. Сара Фэшн: қандай жақсы, ойыңызда қандай да бір эскиз бар ма, көмектесу оңайырақ болар еді? Сэм: иә, бұл көйлек қара түсті, әдемі және талғампаз болуы керек және... болды :( Сара Фэшн: :) уайымдамаңыз, мырза, біз сізге қолымыздан келгенше көмектесуге тырысамыз, бірақ сіз біз ұсынатын нұсқалардың бірін таңдауыңыз керек. Сэм: Әрине. Сара Фэшн: Дүкенге келуге қарсы емессіз бе? Немесе тек осы жерден тапсырыс бергіңіз келе ме? Сэм: көмек сұрап, осы жерден тапсырыс бере аламын ба деп ойлап жүр едім... Сара фаши: Әрине, мырза, мен сізге бірнеше сурет жіберіп отырмын, сіз дизайндарды араластырып, сәйкестендіріп, жаңа дизайн жасай аласыз ба? Сэм: бұл жақсы идея сияқты.. Сара фаши: <file_photo><file_photo><file_photo><file_photo><file_photo><file_photo><file_photo><file_photo> Сэм: уау! Олардың барлығы өте жақсы, бірақ олар барлығына қолжетімді, солай ма? Сара фаши: иә, мырза! Сэм: жарайды, мен жеңдердегі <file_photo> ұзындығы мен түймелері <file_photo> сияқты кесіндіні қалаймын Сара фаши: Жақсы таңдау, мырза, сіздің өнім нөміріңіз 898998, енді сіз веб-сайтта осы өнім нөмірімен тапсырыс бере аласыз және тапсырысыңызға да дәл осындай процедура қолданылады. Сэм: Сізге көп рақмет, мен оның соншалықты оңай екенін білмеппін. Сара фаши: Қош келдіңіз, мырза, қызмет сізге ұнағанына қуаныштымыз және көйлек сізге де ұнайды деп үміттенеміз. Сэм: :)",Сэм әйеліне тосын сый ретінде арнайы көйлек сатып алғысы келеді. Ол қара және әсем болуы керек. Дүкен қызметкері оған анықтама ретінде бірнеше сурет жіберді. Сэм өзіне ұнайтын ерекшеліктерді таңдады. Оның өнім нөмірі 898998 және ол тапсырысты компанияның веб-сайтында береді.
 13681194," Камден: Эй! Маккинли: Сәлем! Камден: Мен сені біраз уақыттан бері көрмедім - мен көбінесе әлеуметтік желілерден тыс болдым. Мүмкін, маған кішкене қарап көрерсіз? Маккинли: Сен енді фейсбукте емессің бе? Камден: Мен фейсбукте чат пайдаланамын. Мен әлеуметтік желілерді көп қолданбаймын Маккинли: Хмм... Камден: Бұл маған жақсы достарыммен байланыста болуға көмектеседі Маккинли: Бірақ сен оны әрқашан ашып, менің фотосуреттерімді тексере аласың lol Маккинли: Иә, мен фейсбукті негізінен адамдармен байланыста болу үшін пайдаланамын Камден: Рас. Бірақ сенен оны алу қызықтырақ болар еді деп ойлаймын. 😏 Иә, бұл менің басты себебім. Бірақ мен онда мүлдем уақыт өткізбеймін. Маккинли: Lol Мен телефонмен селфи жасайтын адам емеспін. Камден: Өкінішті. Lol Маккинли: Lol",Камден соңғы кездері әлеуметтік желіні пайдаланбайды. Ол тек мессенджерді пайдаланады және Маккинлидің суреттерін алғысы келеді.
 13612013," Джейсон: Иә, жұмыстан кейін не істейсің? Майк: Спортзалға барып, сосын үйге барасың. Джейсон: Үйде тамақтанасың ба? Майк: Иә, тамағыңды әкел де, кел. Джейсон: Болады. Кейін PS4-те Destiny 2 ойнаймыз ба? Майк: Ойын өте қызықты! Джейсон: Жарайды, кейінірек! Майк: Иә👌"," Жұмыстан кейін Майк спортзалға, сосын үйіне барады. Ол Джейсонды тамақ әкеліп, келуге шақырады. Олар ps4-те 2 ойнай алады."
 13731393,"Дейзи: қалайсың Линда: Онша емес Линда: Мен заттарымды жинап жатырмын Дейзи: демалысқа кеттім Линда: саған айтпадым ба? Линда: Мен көшіп жатырмын Дейзи: шынымен бе? Дейзи: не болды? Дейзи: сенде керемет жер болды! Линда: жаңа жұмыс таптым Линда: Мен Огайоға көшіп жатырмын Дейзи: Огайо! Дейзи: соншалықты алыс :( Линда: иә, Линда: Бұл тек 6 айға Дейзи: ал сенің пәтерің? Линда: ағам сол жерде тұрады Дейзи: кездесе аламыз ба? Дейзи: сен кетпес бұрын? Линда: еее, менің ештеңеге уақытым жоқ Линда: мүмкін сен келерсің Дейзи: Әрине! Дейзи: Мен саған жинауға көмектесемін :D Линда: керемет болар еді!"," Линда жаңа жұмысқа орналасып, 6 айға Огайоға көшіп барады. Ағасы қазіргі пәтерінде тұрады. Дейзи Линдамен кездесуге және заттарын жинауға көмектесу үшін оның үйіне келеді, себебі ол сыртқа шыға алмайды."
 13681560,"Хайден: Қалай болғанда да, менің диссертация жазуға 1 ай уақытым бар. Содан кейін қандай мамандықты таңдауым керек екенін шешуім керек, ал менде қиындық туындайды, себебі болашақта жақсы ақша табу үшін не істей алатынымды білмеймін. Маргарет: Сіз бірдеңе таба аласыз. Хайден: Мені қызықтыратын жалғыз мамандықтар - африкалық зерттеулер, бірақ кейінірек үлкен ақша таба алатыныма сенімді емеспін, елшілікте жұмыс істеуден немесе сол сияқты нәрселерден басқа. Мен бортсерік болып жұмыс істеу туралы ойладым. Жүзе алатындықтан (міндетті түрде), бұл жұмысқа орналасу маған оңай болар еді. Мен тіпті суда құтқарушымын. Мен ағылшын, итальян және поляк тілдерін білемін, ал аздап неміс тілдерін білемін. Маргарет: Сондықтан жалғастыра беріңіз. Хайден: Бірақ шынымды айтсам, бұл жұмыс соншалықты керемет деп ойламаймын. Мен онда мәңгі жұмыс істей алмаймын және әр жолы тәуекелге барғым келетініне сенімді емеспін, өйткені ұшақ апаттары болады. Маргарет: Хахахаха, бұл туралы ойламау керек. Хайден: Бірақ мен өлгім келмейді. Хахахаха. Маргарет: Көп саяхаттағаныңыз жақсы болар еді.","Хайден диссертациясын 1 айдың ішінде жазуы керек. Ол қандай дәрежелік курс оған ең пайдалы болатынын ойлайды. Ол африкалық зерттеулерге қызығушылық танытады. Хайден жүзе алатын және шет тілдерін білетіндіктен, стюардесса бола алатынын айтады."
 13828403," Алан: <file_photo> Алан: қарашы, мен жаңа ғана не таптым :) Роберт: достым, бұл жай ғана жағымсыз және сен оны білесің :) Роберт: оның құрамында қант жоқ, дәмі жоқ және қосымша даршын дәмі бар Алан: иә, білемін - бұл керемет :) Роберт: мырза, сіздің дәміңіз өте ерекше :P Алан: иә, мен оған тамаша компания таптым <file_photo> Роберт: ой, бұл оған көбірек ұқсайды! Роберт: бірақ виски даршынмен жақсы үйлеседі ме? дәмі бар виски ең нашар... Алан: Шын мәнінде, оның дәмі таңқаларлықтай жақсы. Даршын аса күшті емес. Егер сіз жеткілікті виски қоссаңыз :) Роб: Ха-ха, солай ойладым :) Роб: Мен ескі шие дәмін қайтарса екен деп тілеймін... Роб: пайдасыз қантсыз заттар емес Алан: А, бұл рас :)","Алан даршын вискиін тауып алып, Робертке оның суреттерін жіберді."
 13680216," Яз: Бүгін кешке арықтау клубына барасың ба? Мэри: Иә, барғым келмейді, бірақ баруым керек. Бірақ мен өте жаман болдым! Яз: Мен де, шоколадтар, шарап, торт, не айтасың! Мэри: Иә, біз бәрін жасауымыз керек. Ол бізді ренжітеді деп ойлаймын. Мектепке қайта оралғандай сезінемін! Яз: Иә, ол біздің бұрынғы аспаздық мұғаліміміз! Таңғы 6-да кездескенше, алып кетіңіз!? Мэри: Иә! Онда кездескенше!"," Яз бен Мэри бүгін кешке сағат 6-лар шамасында кездесіп, арықтау клубына бірге барады. Олар тым көп тамақтанғаны үшін ұрысады деп күтеді."
 13716003," Элли: сен университеттесің бе? Әлия: иә Камилла: мен ауырып қалдым :/ Элли: құдай-ау....бұл жаман Элли: Әлия, қазір сабақтарымыз қайда өтеді? Әлия: екінші қабатта 342", Эллидің сыныбы екінші қабаттағы 342-ші сыныпта оқиды.
 13829937,"Натан: <file_video> Аарон: Құдайым-ау!!! Аарон: 😂😂😂😂 Аарон: керемет Аарон: сен оның досын білесің бе? 🤣🤣 Аарон: менің мысығым қоқыс тастап жатқанда беті солай көрінеді..🤣🤣🤣 Аарон: <file_gif> Аарон: періштелер жылап жатқан шығар 🤭🤭🤭 Аарон: <file_gif> Аарон: <file_gif> Натан: Ха-ха-ха Натан: Ол рухани сәт өткізіп жатыр 😉 Натан: Білмеймін достым, Дэн жіберді Натан: Ең аз дегенде трагедия 😂😂 Аарон: <file_gif> Аарон: Исаны іздеп жүр Натан: 😂😂😂 Аарон: күлкілі..ха-ха-ха", Натан мен Аарон Натан жіберген бейнені талқылап жатыр.
 13812140," Эмма: Сен әлі қайтып келмедің бе? және қайда? Уильям: Мен соңғы 20 минут бойы кезекте тұрдым. Тым көп асығыс. Эмма: Жарайды, тездет. Біз енді күте алмаймыз :( Уильям: Уайымдама. Келесі кезегім Эмма: :D Уильям: 5-тен кейін ораламын Эмма: Жарайды, күтемін"," Уильям 20 минут кезекте тұруға мәжбүр болғандықтан, 5 минуттан кейін қайтып келеді."
 13818707,"Боб: ертеңге билеттерді брондап қойдыңыз ба? Мелани: Джейк маған солай істейтініне уәде берді Мелани: ол оларға жұмыс орнында жеңілдіктер ұсынады Боб: Джейк, сен осындасың ба?? Билеттер брондадың ба? Джейк: иә, мен брондадым, ертеңге, кешкі сағат 7-ге 3 билет. Джейк: және біз оларға да 30% жеңілдік алдық :)", Джейк ертең сағат 19:00-ге 3 билет брондады. Оған 30% жеңілдік берілді.
 13716495,"Фредди: Netflix-тен не көріп жүрсің? Мен жақында «Жынды адамдар» фильмін бітірдім. Келли: Мен жақында «Тәж» фильмін бітірдім. Фредди: Жақында жаңа эпизодтар шығуы керек. Келли: Құдайым-ау! Мен асыға күтемін! :) Фредди: Осы уақытта «Оутландер» немесе «Тюдорлар» фильмдерін көріңіз. Джим: мен «Мен, Зомби» фильмін көріп жатырмын. Боб: «Гримм» немесе «Сабрина» фильмдерін көріңіз. Екеуі де керемет! Келли: олардың бәрі қорқынышты және жиіркенішті! Боб: менің ойымша, олар күлкілі. Олар жай ғана телешоулар, оларды тым байыпты қабылдамайды. x Грег: Мен «Карталар үйі» фильмін көріп жатырмын, бірақ жаңа сериалдың скучно екенін мойындауым керек. Майк: келісемін. Кевин Спейсисіз олай емес! Егер сіз саяси драмаларды ұнатсаңыз, «Батыс қанаты» фильмін көруіңіз керек. Грег: Netflix-тің түпнұсқалық «Богауэрі» жақсы болуы керек деп естігенім бойынша. Мэри: «Сұлу өтірікшілер» немесе «Өсекші қыз» сияқты дүниелерді ұнататынымды мойындауға ұяламын ;) Нэнси: ұялма, маған да ұнайды! ал менің сүйіктім - «Үмітсіз үй шаруасындағы әйелдер»!!! Мэри: Білемін! Мен оны екі рет көрдім! Алан: Мен ""Достар"" фильмін көріп отырмын. Нэнси: Құдайым-ау! Мен бұрын ""Достар"" фильмін жақсы көретінмін!","Фредди, Келли, Джим, Грег, Боб, Майк, Мэри, Алан және Нэнси Netflix-тен әртүрлі шоулар көріп жатыр."
 13729128," Соня: өткен жылы сендер Сан-Себастьянға барғандарыңды есіңде ме? Тони: иә, Тони: сәлем Соня: сендер тұрған Airbnb орны қалай болды? Тони: жаман болған жоқ. Тони: үшеуіміз үшін кішкентай шығар. Тони: бірақ ол Плайя-де-ла-Кончаның жанында болды. Тони: сонда да біз оны тек ұйықтау үшін қолдандық. Тони: сендер барасыңдар ма? Соня: иә, бір айдан кейін Соня: біз әлі жоспарлап жатырмыз. Соня: біз кейбір хостелдерді тексердік, бірақ олар қымбат. Соня: сонымен қатар бізде жеке өмір көбірек. Тони: мен Airbnb орнын ұсына аламын. Тони: егер қаласаң, үй иесімен де хабарласа аламын. Соня: бұл керемет болар еді. Тони: бұл қарт баск әйелі, жесір әйел, өте жалғызбасты, бірақ жақсы. Тони: ол тіпті бізге тортилья да пісірді. Соня: демек, ол да пәтерде ме? Тони: иә, ол пәтерде бөлме жалдайды Соня: ой, Соня: хм, білмеймін Тони: ойланып көрші, маған хабарла.",Соня бір айдан кейін Сан-Себастьянға барады. Тониге Airbnb қызметі ұнады. Соня бұған сенімді емес және Тониге хабарлайды.
 13729680,"Малик: палео диетасы туралы естідің бе? Малик: маған салмақ тастау керек және мен оны шынымен қолданып көргім келеді Саманта: мен бұл туралы естідім, бірақ кето диетасы туралы да естідім Саманта: АААААННННДДД... маған да салмақ тастау керек lol Малик: не туралы айтып тұрсың?!? lol Малик: сен өте арықсың Саманта: не болса да :-) Малик: солардың бірін бірге қолданып көрейік пе? Малик: біреу сенімен бірге жасағанда әрқашан оңайырақ болады Саманта: ИӘ!!!! Малик: біз бұрынғыдай бірге жүгіре аламыз :-D Саманта: істейік!! мен қатты қуанып тұрмын! Малик: палео ма, әлде кето ма? Саманта: айырмашылығы неде? Малик: менің ойымша, олар бірдей, бірақ палеоға сүт өнімдерін қосуға болмайды Саманта: кетоға сүт өнімдерін қосуға бола ма? Малик: менің ойымша, сен істей аласың, бірақ сенімді емеспін Саманта: жарайды, мен интернетке кіріп, бұл туралы көбірек оқиын Саманта: мен саған кейінірек қосымша ақпаратпен жауап беремін Малик: жарайды Малик: сен қуаныштысың ба?? Саманта: мен шынымен қуаныштымын!!!!!!!!! :-D",Малик пен Саманта салмағын жоғалтқысы келеді. Олар кето немесе палео диетасын ұстануға тырысады және бірге жүгіреді.
 13865119," Дерек: Ұзақ күн болды Фил: Мен де солай Синтия: жақсы ма, жаман ба? Дерек: Өте бос емес Дерек: Мен бірнеше келісімшарт жасасқанмын, бірақ менде де көп стресс болды Фил: Бақытыңызға орай Фил: Мен ешқандай келісімшарт жасай алмадым Фил: Бұл мені тітіркендіреді Фил: Кейбір тұтынушылар күндер, апталар бойы келіссөздер жүргізеді Фил: Сосын олар келісімшартты тоқтатады Синтия: Мүмкін олар тек балық аулап жатқан шығар Синтия: Ұсыныстарды салыстырғысы келеді Фил: Олар солай істейді", Дерек бүгін бірнеше келісімшарт жасасты. Фил мұны істей алмады.
 13813011,"Нова: Адамдар Тимоти Шаламетті фотошоп арқылы өнер туындыларына айналдырып жатқанын білесің бе? :D Нова: Бұл күлкілі, қарап шығыңыз: <file_other> Доминик: lol XD Доминик: жақсы көрінеді Нова: Дұрыс па? :D Доминик: ол 19 ғасырдағы портреттегі типтік жас жігітке ұқсайды Нова: құдайым-ау, сен өте дұрыс айтасың! :D ол Рембоның өлеңдерін оқып, күн сайын абсент ішетін сияқты көрінеді Доминик: хахаха XD бұл өте дәл", Адамдар Тимоти Шаламенің суретін фотошоп арқылы өнер туындыларына айналдырып жатыр. Доминик пен Нова оның XIX ғасырдағы адамға ұқсайтынымен келіседі.
 13611436,"Лиза: Сәлем, Питер. Кешке немен айналысып жүрсің? Питер: Жұмыспен аздап бос емессің бе? Лиза: Жұмыс тым көп, солай ма? Питер: Жоқ, мен жаттығып жүрмін. Лиза: Ой, дене бітімімді жақсартуға тырысып жатырмын ба? Питер: Жоқ, салмағымды жоғалтатын ештеңем жоқ, тек денсаулығымды жақсартқым келеді. Лиза: Бұл жақсы ой. Мен де аздап жаттығуды ойлап жүр едім. Немен айналысасың? Спортзалға барасың ба? Питер: Иә, кеңсеміздің жанындағы клубқа мүшелігім бар. Лиза: Қандай жаттығуларды үнемі жасайсың? Питер: Мен салмақ көтеремін және жүгіру жолағында жүгіремін. Лиза: Жаттығулардан басқа, дене бітімімді сақтау үшін дұрыс тамақтануым керек деп ойлаймын. Питер: Денсаулықтың тағы бір маңызды талабы - ұйқы. Орташа есеппен кемінде 7-8 сағат ұйықтау керек. Лиза: Денсаулықты сақтау үшін көп нәрсе істей аламыз. Питер: Иә. Ұзақ уақыт бойы денсаулықты сақтау үшін режимді сақтау керек."," Питер денсаулығын жақсарту үшін соңғы кездері кеңсесінің жанындағы спортзалда жаттығып жүр. Лиза денсаулығын жақсарту үшін жаттығу жасап, дұрыс тамақтануды ойластырып жүр."
13680625," Том: Менің кесем қайда?! Джулия: Мен оны сындырып алдым деп ойлаймын, кешіріңіз Том: Сен қалай ойлайсың? Есірткі ішіп алдың ба? Джулия: Мен саған жаңасын сатып аламын, драма жасама Том: :("," Джулия Томның тостағанын сындырып алды, бұл оны қайғыға салды. Ол оған жаңасын сатып алады."
 13682111,"Дон: CSS тесттері бүгін. Хэнк: Білемін! Сіз олардың жүйесіне тіркелдіңіз бе? Дон: Жоқ, әлі тіркелген жоқпын. Хэнк: Барлық өрістерді толтыруым керек пе, жоқ па, білмеймін. Олардың көпшілігі тіпті Родниге де қатысты емес. Кішкентай лига ойыншыларына арналған осындай кәсіби тесттерді енгізгені таңқаларлық. Дон: Хмм... Білмеймін. Бүгін кешке үйге келгенде тексеремін. Шамасы, бұл барлық жас және болашақ хоккей жұлдыздарының дерекқоры болуы керек. Скауттар бұл ақпаратты болашақ келісімшарттар үшін пайдаланады. Хэнк: Жарайды, бірақ біздің балаларымыз 10 жаста! Олар әзірге ешқандай келісімшартқа қол қойып жатқан жоқ :) Дон: Әрине, жоқ, бірақ олардың әлемдік хоккей ойыншыларының дерекқорында болуы керемет. Хэнк: Иә, меніңше. Демек, тесттер кешкі 5-8 аралығында жалғасуы керек. 3 сағат! Мен күтіп, компьютерде жұмыс істейтін шығармын. Дон: Көрпе әкел :) Мұз айдынында 3 сағат отыру қатты суық болуы мүмкін. Хэнк: Жоқ :) Келе жатырсың ба? Дон: Жарайды, бәрібір бара жатқандықтан, мүмкін баламды алып кетерсің :) Хэнк: Эй, бұл әділетсіз! Дон: Келесі жолы балаларды алып барамын, уәде беремін! Хэнк: Иә, иә, көре жатармыз. Оскар мен Роджерді қайтарған кезде тесттер туралы айтып беремін. Дон: Жарайды, тағы да рақмет, мен саған қарыздармын.",Хоккейшілерге арналған CSS тесттері бүгін және сағат 17:00-ден бастап 3 сағатқа созылады. Хэнк өзінің ұлын және Донның ұлын да әкеледі. Дон қуанышты.
 13864408," Джессика: Мен қала орталығындағы қолдан жасалған дүкенге бардым Фрэнк: Керемет Рафаэль: Не алдың? Джессика: Көп нәрсе Джессика: Үстел, алты орындық, ваза, бір үйме киім Фрэнк: Бұл шынымен де көп нәрсе :-) Рафаэль: бізге суреттер жіберіңіз Джессика: <photo_file> Джессика: <photo_file> Рафаэль: Әдемі үстел Рафаэль: Ағаш па? Джессика: иә, емен Рафаэль: Керемет Джессика: <photo_file> Фрэнк: Мына киімдер ме? Фрэнк: Маған қара көйлек ұнайды Джессика: Өте әдемі Джессика: Оны көрген бойда менікі болатынын білдім Джессика: Сатып алған нәрсеме өте қуаныштымын Джессика: Ең жақсысы, мен мұның бәріне тек 70 еуро төледім!!"," Джессика үстел, алты орындық, ваза және бір үйме киім сатып алып, қала орталығынан пайдаланылған заттар дүкенін ашты. Ол бәріне 70 еуро төледі."
 13681509,"Абигейл: Бүгін жексенбі. Дэмиен: Сонымен?.. Абигейл: Мұның нені білдіретінін білесің. Дэмиен: Хмм, жоқ, білмеймін x) Абигейл: Жексенбі деген шіркеуге бару дегенді білдіреді~. Дэмиен: Иә.. Абигейл: Пальто мен галстук киюді ұмытпаңыз. Дэмиен: Пальто мен галстук?.. Неге? Абигейл: Құдайға және басқаларға құрмет көрсету үшін. Дэмиен: Құдайым-ау.. Жексенбі аптасына бір рет қана өтетініне қуаныштымын. Абигейл: Құдай мұны естімегеніне үміттенемін. Дэмиен: Ол мені кешіреді 😇 Абигейл: Тек уақытында дайын болыңызшы.", Абигейл мен Дэмиен жексенбі күні шіркеуге барады. Дэмиен пальто мен галстук киюі керек.
 13682223, Дезире: Екеуің де үйдесіңдер ме? Люсиан: Жоқ. Маған хабарламаң келді. Неге сұрадың? Дезире: Себебі жоқ. Макаронымды микротолқынды пеште сақта. Люсиан: Мен ештеңе пісірген жоқпын., Люсиан үйде жоқ. Дезире Люсианнан макаронын микротолқынды пеште сақтауын сұрайды.
 13729602, Даг: Бұл аяқ киімдер ӨТЕ ТӘТТІ!!!!!!!!!!!!!!!!!!!! Джени: Қызғаншақ! Даг: Қызғаншақ болуың керек! Мен шыбынмын!, Дагтың керемет аяқ киімі бар.
 13818361,"Тесса: Жігітіме хабарлама жазуды тоқтат ;/ Хлоя: Ммм, кешіріңізші? Хлоя: Жігітіңіз кім? Тесса: Джим Эндрюс. Хлоя: Ой, жарайды! Ол жұмыстағы досым. Тесса: иә, бірақ оған хабарлама жазуды тоқтатыңыз. Мен сіздің оған жіберген хабарламаларыңызды көрдім. Хлоя: Әсіресе қайсысы? Тесса: Әріптесіңізге олай хабарлама жазбайсыз Хлоя: Не сияқты? Тесса: Мен сіздің оған күлімсіреп, сезіммен қарайтыныңызды көріп тұрмын. Тесса: Ол ұрланған Хлоя: Мен оның досымын, ол ұрланғанын түсінемін, бірақ біз бірге жұмыс істейміз. Тесса: Мен сіздің не істеп жатқаныңызды түсінемін, сондықтан оған хабарлама жазуды тоқтатыңыз ;/ Хлоя: Құдай-ау, қызым, сен аздап паранойяға ұшыраған жоқсың ба? Хлоя: Біз бірге жұмыс істейміз. Мен оған хабарлама жазуды қалай тоқтатуым керек? Біз қарым-қатынас жасауымыз керек. Тесса: Маған бәрібір. Мен сіздің менің жігітіме хабарлама жазғаныңызды қаламаймын :/ сау болыңыз"," Тесса Хлояның жігіті Джим Эндрюске хабарлама жазғанын ұнатпайды. Джим Хлояның әріптесі, сондықтан Хлоя онымен сөйлесуі керек."
 13821778,"Эмили: бүгін жұмыстан кейін сусын ішкіңіз келе ме? Кейт: әрине! Марта: Жақсы идея! Марта: Қайда? Қашан? Эмили: Мүмкін сағат 5:30-да орталық станциядағы пабта X-те болар? Кейт: Мен сағат 6-ға жақындауым мүмкін, жолда кептеліс бар Марта: Маған бәрібір. Марта: Онда көріскенше, ханымдар! Эмили: Қош бол! Көріскенше :* Кейт: :*"," Эмили, Кейт және Марта бүгін орталық станциядағы пабқа сусын ішуге барады."
 13865298,"Джейн: Ла Перлге ешқашан барма :< Эдди: Неге? Сен бұл жерді жақсы көресің Джейн: Бұрын бұл жерді жақсы көретінсің, енді жоқ Энн: Біз жақында ғана Джейн мен Элламен бірге болдық Энн: Енді кетіп барамыз Жедел жәрдем Эдди: Құдайым-ау, не болды?! Жағдайың жақсы ма? Джейн: Енді мен жақсымын, бірақ олар мені өлтіріп тастай жаздады Джейн: Менің жержаңғаққа аллергиям бар екенін білесің Эдди: Жоқ, олар бармады... Энн: Біз торт тапсырыс бердік, Джейн сенімді болу үшін чизкейк сұрады Джейн: Мен оларға аллергиям бар екенін айттым, олар менің жержаңғақтан ешқандай із қалмағанына көз жеткізді Джейн: Бірінші тістегеннен кейін ісіне бастадым - қабығында ұсақталған жаңғақтар болған сияқты Эдди: Менің ойымша, сен оларды сотқа беруің керек. Олар сені шынымен өлтіруі мүмкін еді Энн: Мен оған да солай дедім, кім біледі олар қанша адамды өлтірді? Джейн: Мен мұндай нәрсені істеу үшін қаншалықты надан болу керектігін түсінбеймін."," Джейн, Энн және Элла La Perle мейрамханасында болды. Джейн чизкейк жеп, аллергиялық реакция алды. Олар жедел жәрдем бөлімінен шығып жатыр."
 13680874,"Тиффани: үйге бара жатқанда маған бургер сатып ал Рейли: жарайды Тиффани: рақмет, әпке :)", Рейли Тиффаниге бургер сатып алады.
 13727702, Ариана: Мен дүкенге бара жатқан сияқтымын Авиана: Қайда? Авиана: Қала орталығы ма? Ариана: Иә Ариана: Мен бірдеңе сатып алғым келеді Авиана: Сенімен бірге бара алсам ғой Ариана: Жарайды 🙂, Ариана Мидтаунда сауда жасайды. Авиана оған қосыла алмайды.
 13819698," Джейн: Сәлем Мартин: Қалайсың Мария: Сәлем Джейн: Value Village-ге баратын адам бар ма? Джейн: Мен әпкеммен бірге Хэллоуин костюмдерін аламын Джейн: Егер біреу қосылғысы келсе, Коннор: Мен бүгін өзімдікін алдым, рақмет Коннор: Value Village-де Джейн: Мен сенімен барамын, жарай ма? құпия хабарлама Джейн: жарайды жарайды"," Коннор өзінің Хэллоуин костюмдерін Value Village дүкенінен сатып алды, онда Джейн өзіне және әпкесіне костюм алуды жоспарлап отыр."
 13828146," Мэри: Сәлем досым :* Элис: Сен мектепте емессің бе? Мэри: Жоқ, мен бүгін үйде қалдым. Элис: Бақыттысың!"," Бүгін Мэри мектепке бармады, үйде қалды."
 13819724,"Том: біз сенен бірнеше метр қашықтықтамыз, бізді көріп тұрған жоқсың ба? Джеффри: күлкілі, жоқ Елена: жүр, қызыл күртеше!"," Елена қызыл күртеше киіп тұр, ал Джеффри оны да, Томды да көре алмайды."
