question_id,question,choice_A,choice_B,choice_C,choice_D,choice_E,choice_F,choice_G,choice_H,choice_I,choice_J,answer,answer_index,category,src,cot_content,split,instance,generated_options,option_a,option_b,option_c,option_d
4885,"This question refers to the following information.
""In one view the slaveholders have a decided advantage over all opposition. It is well to notice this advantage—the advantage of complete organization. They are organized; and yet were not at the pains of creating their organizations. The State governments, where the system of slavery exists, are complete slavery organizations. The church organizations in those States are equally at the service of slavery; while the Federal Government, with its army and navy, from the chief magistracy in Washington, to the Supreme Court, and thence to the chief marshalship at New York, is pledged to support, defend, and propagate the crying curse of human bondage. The pen, the purse, and the sword, are united against the simple truth, preached by humble men in obscure places.""
Frederick Douglass, 1857
In his opinion on the case Dred Scott v. Sandford, Chief Justice Roger Taney upheld the sentiment above by stating that",corporations were entitled to the same protections guaranteed to individuals under the Fourteenth Amendment,the Fugitive Slave Act was unconstitutional,women had the right to vote under the United States Constitution,separate but equal facilities for people of different races was constitutional,every state had the right to secede from the Union,the abolitionist movement was a threat to the United States Constitution,"school prayer violated the principle of ""separation of church and state""",the Second Amendment allowed individuals to keep and bear arms,slavery was a state's rights issue and should be decided by popular sovereignty,Congress had no right to regulate slavery in United States territories,J,9,history,ori_mmlu-high_school_us_history,,test,"question: This question refers to the following information.
""In one view the slaveholders have a decided advantage over all opposition. It is well to notice this advantage—the advantage of complete organization. They are organized; and yet were not at the pains of creating their organizations. The State governments, where the system of slavery exists, are complete slavery organizations. The church organizations in those States are equally at the service of slavery; while the Federal Government, with its army and navy, from the chief magistracy in Washington, to the Supreme Court, and thence to the chief marshalship at New York, is pledged to support, defend, and propagate the crying curse of human bondage. The pen, the purse, and the sword, are united against the simple truth, preached by humble men in obscure places.""
Frederick Douglass, 1857
In his opinion on the case Dred Scott v. Sandford, Chief Justice Roger Taney upheld the sentiment above by stating that","A)
they had no rights which the white man was bound to respect.

B)
they possessed no rights which the white man was bound to respect.

C)
they had no rights that the white man was obliged to respect.

D)
they possessed no rights that the white man was obliged to respect.",they had no rights which the white man was bound to respect.,they possessed no rights which the white man was bound to respect.,they had no rights that the white man was obliged to respect.,they possessed no rights that the white man was obliged to respect.
1866,"A father lived with his son, who was addicted to crack cocaine. Under its influence, the son often becameviolent and physically abused his father. As a result, the father always lived in fear. One night, the fatherheard his son on the front stoop making loud obscene remarks. The father was certain that his son wasunder the influence of crack and was terrified that he would be physically beaten again. In his fear, hebolted the front door and took out a revolver. When the son discovered that the door was bolted, he kickedit down. As the son burst through the front door, his father shot him four times in the chest, killing him. Infact, the son was not under the influence of crack or any drug and did not intend to harm his father. At trial, the father presented the above facts and asked the judge to instruct the jury on self-defense. How should the judge instruct the jury with respect to self-defense?","Give the self-defense instruction, because the son forcibly entered the home.","Deny the self-defense instruction, because the son was not actually under the influence of drugs.","Give the self-defense instruction, because the father had a reasonable fear for his life.","Give the self-defense instruction, because it expresses the defense's theory of the case.","Give the self-defense instruction, because the father had previously been victimized by his son.","Deny the self-defense instruction, because the father had other options to protect himself.","Give the self-defense instruction, because the evidence was sufficient to raise the defense.","Deny the self-defense instruction, because the son was unarmed.","Deny the self-defense instruction, because the father used excessive force.","Deny the self-defense instruction, because the father was not in imminent danger from his son.",G,6,law,ori_mmlu-professional_law,,test,"question: A father lived with his son, who was addicted to crack cocaine. Under its influence, the son often becameviolent and physically abused his father. As a result, the father always lived in fear. One night, the fatherheard his son on the front stoop making loud obscene remarks. The father was certain that his son wasunder the influence of crack and was terrified that he would be physically beaten again. In his fear, hebolted the front door and took out a revolver. When the son discovered that the door was bolted, he kickedit down. As the son burst through the front door, his father shot him four times in the chest, killing him. Infact, the son was not under the influence of crack or any drug and did not intend to harm his father. At trial, the father presented the above facts and asked the judge to instruct the jury on self-defense. How should the judge instruct the jury with respect to self-defense?","A)
question: A patriarch resided with his son, who was addicted to crack cocaine. Under its influence, the son often grewviolent and physically assaulted his father. As a result, the father always lived in fear. One night, the fatherheard his son on the front stoop making loud obscene remarks. The father was certain that his son wasunder the influence of crack and was terrified that he would be physically beaten again. In his fear, hebolted the front door and took out a revolver. When the son discovered that the door was bolted, he kickedit down. As the son burst through the front door, his father shot him four times in the chest, killing him. Infact, the son was not under the influence of crack or any drug and did not intend to harm his father. At trial, the father presented the above facts and asked the judge to instruct the jury on self-defense. How should the judge instruct the jury with respect to self-defense?

B)
question: A parent lived with his son, who was dependent on crack cocaine. Under its influence, the son often becameviolent and physically abused his father. As a result, the father always lived in fear. One night, the fatherheard his son on the front stoop making loud obscene remarks. The father was certain that his son wasunder the influence of crack and was terrified that he would be physically beaten again. In his dread, hebolted the front door and pulled out a revolver. When the son discovered that the door was bolted, he kickedit down. As the son burst through the front door, his father shot him four times in the chest, killing him. Infact, the son was not under the influence of crack or any drug and did not intend to harm his father. At trial, the father presented the above facts and asked the judge to instruct the jury on self-defense. How should the judge instruct the jury with respect to self-defense?

C)
question: A father lived with his son, who was hooked on crack cocaine. Under its influence, the son frequently becameviolent and physically maltreated his father. As a result, the father always lived in fear. One night, the fatherheard his son on the front stoop making loud obscene remarks. The father was certain that his son wasunder the influence of crack and was terrified that he would be physically beaten again. In his fear, hebolted the front door and withdrew a revolver. When the son discovered that the door was bolted, he kickedit down. As the son burst through the front door, his father shot him four times in the chest, killing him. Infact, the son was not under the influence of crack or any drug and did not intend to harm his father. At trial, the father presented the above facts and asked the judge to instruct the jury on self-defense. How should the judge instruct the jury with respect to self-defense?

D)
question: A father lived with his son, who was addicted to crack cocaine. Under its influence, the son often becameviolent and physically abused his father. As a result, the father consistently lived in fear. One night, the fatherheard his son on the front stoop making loud obscene remarks. The father was convinced that his son wasunder the influence of crack and was terrified that he would be physically beaten again. In his fear, hebolted the front door and took out a revolver. When the son discovered that the door was bolted, he kickedit down. As the son burst through the front door, his father shot him four times in the chest, killing him. Infact, the son was not under the influence of crack or any drug and did not intend to harm his father. At trial, the father presented the above facts and asked the judge to instruct the jury on self-defense. How should the judge instruct the jury with respect to self-defense?","question: A patriarch resided with his son, who was addicted to crack cocaine. Under its influence, the son often grewviolent and physically assaulted his father. As a result, the father always lived in fear. One night, the fatherheard his son on the front stoop making loud obscene remarks. The father was certain that his son wasunder the influence of crack and was terrified that he would be physically beaten again. In his fear, hebolted the front door and took out a revolver. When the son discovered that the door was bolted, he kickedit down. As the son burst through the front door, his father shot him four times in the chest, killing him. Infact, the son was not under the influence of crack or any drug and did not intend to harm his father. At trial, the father presented the above facts and asked the judge to instruct the jury on self-defense. How should the judge instruct the jury with respect to self-defense?","question: A parent lived with his son, who was dependent on crack cocaine. Under its influence, the son often becameviolent and physically abused his father. As a result, the father always lived in fear. One night, the fatherheard his son on the front stoop making loud obscene remarks. The father was certain that his son wasunder the influence of crack and was terrified that he would be physically beaten again. In his dread, hebolted the front door and pulled out a revolver. When the son discovered that the door was bolted, he kickedit down. As the son burst through the front door, his father shot him four times in the chest, killing him. Infact, the son was not under the influence of crack or any drug and did not intend to harm his father. At trial, the father presented the above facts and asked the judge to instruct the jury on self-defense. How should the judge instruct the jury with respect to self-defense?","question: A father lived with his son, who was hooked on crack cocaine. Under its influence, the son frequently becameviolent and physically maltreated his father. As a result, the father always lived in fear. One night, the fatherheard his son on the front stoop making loud obscene remarks. The father was certain that his son wasunder the influence of crack and was terrified that he would be physically beaten again. In his fear, hebolted the front door and withdrew a revolver. When the son discovered that the door was bolted, he kickedit down. As the son burst through the front door, his father shot him four times in the chest, killing him. Infact, the son was not under the influence of crack or any drug and did not intend to harm his father. At trial, the father presented the above facts and asked the judge to instruct the jury on self-defense. How should the judge instruct the jury with respect to self-defense?","question: A father lived with his son, who was addicted to crack cocaine. Under its influence, the son often becameviolent and physically abused his father. As a result, the father consistently lived in fear. One night, the fatherheard his son on the front stoop making loud obscene remarks. The father was convinced that his son wasunder the influence of crack and was terrified that he would be physically beaten again. In his fear, hebolted the front door and took out a revolver. When the son discovered that the door was bolted, he kickedit down. As the son burst through the front door, his father shot him four times in the chest, killing him. Infact, the son was not under the influence of crack or any drug and did not intend to harm his father. At trial, the father presented the above facts and asked the judge to instruct the jury on self-defense. How should the judge instruct the jury with respect to self-defense?"
76," Pine and Gilmore (1999) derive four distinct realms of experience, based on two dimensions. What are these dimensions?",Customer participation and environmental acquisition.,Environmental acquisition and environmental relationship.,Customer retention and environmental relationship.,Customer participation and environmental relationship.,Customer acquisition and customer retention.,Customer participation and customer relationship.,Customer acquisition and environmental participation.,Environmental participation and customer relationship.,Customer retention and customer relationship.,Customer acquisition and environmental relationship.,D,3,business,ori_mmlu-marketing,,test,"question:  Pine and Gilmore (1999) derive four distinct realms of experience, based on two dimensions. What are these dimensions?","A)
question:  Pine and Gilmore (1999) identify four distinct realms of experience, based on two dimensions. What are these dimensions?

B)
question:  Pine and Gilmore (1999) propose four distinct realms of experience, based on two dimensions. What are these dimensions?

C)
question:  Pine and Gilmore (1999) outline four separate realms of experience, based on two dimensions. What are these dimensions?

D)
question:  Pine and Gilmore (1999) delineate four unique realms of experience, based on two dimensions. What are these dimensions?","question:  Pine and Gilmore (1999) identify four distinct realms of experience, based on two dimensions. What are these dimensions?","question:  Pine and Gilmore (1999) propose four distinct realms of experience, based on two dimensions. What are these dimensions?","question:  Pine and Gilmore (1999) outline four separate realms of experience, based on two dimensions. What are these dimensions?","question:  Pine and Gilmore (1999) delineate four unique realms of experience, based on two dimensions. What are these dimensions?"
9179,"Two equal conducting spheres of negligible size are charged with 16.0 × 10^\rule{1em}{1pt}14C and \rule{1em}{1pt}6.4 × 10^\rule{1em}{1pt}14 C, re-spectively, and are placed 20 cm apart. They are then moved to a distance of 50 cm apart. Compare the forces between them in the two positions. The spheres are connected by a thin wire. What force does each now exert on the other?",9 × 10^9 N.m^2.C^2,6(1/4),4.5 × 10^16 N,2.23 × 10^17 N,1.47 × 10^17 N,3.64 × 10^18 N,8.29 × 10^17N,5.55 × 10^17 N,7.32 × 10^16 N,9.6 × 10^14 C,G,6,physics,stemez-Physics,,test,"question: Two equal conducting spheres of negligible size are charged with 16.0 × 10^\rule{1em}{1pt}14C and \rule{1em}{1pt}6.4 × 10^\rule{1em}{1pt}14 C, re-spectively, and are placed 20 cm apart. They are then moved to a distance of 50 cm apart. Compare the forces between them in the two positions. The spheres are connected by a thin wire. What force does each now exert on the other?","A)
question: Two identical conductive spheres of negligible size are charged with 16.0 × 10^\rule{1em}{1pt}14C and \rule{1em}{1pt}6.4 × 10^\rule{1em}{1pt}14 C, re-spectively, and are placed 20 cm apart. They are then moved to a distance of 50 cm apart. Compare the forces between them in the two positions. The spheres are connected by a thin wire. What force does each now exert on the other?

B)
question: Two equal conducting spheres of negligible dimensions are charged with 16.0 × 10^\rule{1em}{1pt}14C and \rule{1em}{1pt}6.4 × 10^\rule{1em}{1pt}14 C, re-spectively, and are placed 20 cm apart. They are then shifted to a distance of 50 cm apart. Compare the forces between them in the two positions. The spheres are joined by a thin wire. What force does each now exert on the other?

C)
question: Two equal conducting spheres of negligible size are charged with 16.0 × 10^\rule{1em}{1pt}14C and \rule{1em}{1pt}6.4 × 10^\rule{1em}{1pt}14 C, re-spectively, and are placed 20 cm apart. They are then transferred to a distance of 50 cm apart. Compare the forces between them in the two positions. The spheres are linked by a thin wire. What force does each now exert on the other?

D)
question: Two equal conducting spheres of negligible size are charged with 16.0 × 10^\rule{1em}{1pt}14C and \rule{1em}{1pt}6.4 × 10^\rule{1em}{1pt}14 C, re-spectively, and are positioned 20 cm apart. They are then relocated to a distance of 50 cm apart. Compare the forces between them in the two positions. The spheres are connected by a thin filament. What force does each now exert on the other?","question: Two identical conductive spheres of negligible size are charged with 16.0 × 10^\rule{1em}{1pt}14C and \rule{1em}{1pt}6.4 × 10^\rule{1em}{1pt}14 C, re-spectively, and are placed 20 cm apart. They are then moved to a distance of 50 cm apart. Compare the forces between them in the two positions. The spheres are connected by a thin wire. What force does each now exert on the other?","question: Two equal conducting spheres of negligible dimensions are charged with 16.0 × 10^\rule{1em}{1pt}14C and \rule{1em}{1pt}6.4 × 10^\rule{1em}{1pt}14 C, re-spectively, and are placed 20 cm apart. They are then shifted to a distance of 50 cm apart. Compare the forces between them in the two positions. The spheres are joined by a thin wire. What force does each now exert on the other?","question: Two equal conducting spheres of negligible size are charged with 16.0 × 10^\rule{1em}{1pt}14C and \rule{1em}{1pt}6.4 × 10^\rule{1em}{1pt}14 C, re-spectively, and are placed 20 cm apart. They are then transferred to a distance of 50 cm apart. Compare the forces between them in the two positions. The spheres are linked by a thin wire. What force does each now exert on the other?","question: Two equal conducting spheres of negligible size are charged with 16.0 × 10^\rule{1em}{1pt}14C and \rule{1em}{1pt}6.4 × 10^\rule{1em}{1pt}14 C, re-spectively, and are positioned 20 cm apart. They are then relocated to a distance of 50 cm apart. Compare the forces between them in the two positions. The spheres are connected by a thin filament. What force does each now exert on the other?"
8167,An equilateral triangle has sides of 12 inches. What is the approximate area of the triangle?,142,52,102,112,84,122,62,72,132,92,G,6,math,ori_mmlu-high_school_mathematics,,test,question: An equilateral triangle has sides of 12 inches. What is the approximate area of the triangle?,"A)
question: A regular triangle has sides of 12 inches. What is the approximate area of the triangle?

B)
question: An equilateral triangle possesses sides of 12 inches. What is the approximate area of the triangle?

C)
question: An equilateral triangle has sides measuring 12 inches. What is the approximate area of the triangle?

D)
question: An equilateral triangle has sides of 12 inches. What is the estimated area of the triangle?",question: A regular triangle has sides of 12 inches. What is the approximate area of the triangle?,question: An equilateral triangle possesses sides of 12 inches. What is the approximate area of the triangle?,question: An equilateral triangle has sides measuring 12 inches. What is the approximate area of the triangle?,question: An equilateral triangle has sides of 12 inches. What is the estimated area of the triangle?
8571,A circular tree trunk has a diameter of 8 feet. Which equation could be used to find the distance in feet around the tree trunk?,C =16π,C = 20π,C =8π,C = 2π,C = 4π,C = 64π,C = 48π,C = 12π,C = 32π,C = 80π,C,2,math,ori_mmlu-elementary_mathematics,,test,question: A circular tree trunk has a diameter of 8 feet. Which equation could be used to find the distance in feet around the tree trunk?,"A)
A round log has a diameter of 8 feet. Which formula could be applied to determine the distance in feet around the log?

B)
A circular log has a diameter of 8 feet. Which equation could be used to find the distance in feet around the log?

C)
A round tree trunk has a diameter of 8 feet. Which formula could be used to find the distance in feet around the tree trunk?

D)
A circular tree trunk has a diameter of 8 feet. Which formula could be applied to determine the distance in feet around the tree trunk?",A round log has a diameter of 8 feet. Which formula could be applied to determine the distance in feet around the log?,A circular log has a diameter of 8 feet. Which equation could be used to find the distance in feet around the log?,A round tree trunk has a diameter of 8 feet. Which formula could be used to find the distance in feet around the tree trunk?,A circular tree trunk has a diameter of 8 feet. Which formula could be applied to determine the distance in feet around the tree trunk?
5351,"The standard deviations of Stocks A and B are respectively 6% and 18%. If their correlation is 0.2 and an equal weighted portfolio is formed, what is the standard deviation of such a portfolio?",11%,7%,6.30%,9.70%,3.40%,10%,8.50%,5%,12%,15%,F,5,other,ori_mmlu-professional_accounting,,test,"question: The standard deviations of Stocks A and B are respectively 6% and 18%. If their correlation is 0.2 and an equal weighted portfolio is formed, what is the standard deviation of such a portfolio?","A)
question: The volatilities of Equities A and B are respectively 6% and 18%. If their correlation is 0.2 and an equal weighted portfolio is formed, what is the standard deviation of such a portfolio?

B)
question: The standard deviations of Equities A and B are respectively 6% and 18%. If their correlation equals 0.2 and an equal weighted portfolio is formed, what is the standard deviation of such a portfolio?

C)
question: The dispersions of Securities A and B are respectively 6% and 18%. If their correlation is 0.2 and an equally weighted portfolio is constructed, what is the standard deviation of such a portfolio?

D)
question: The variabilities of Shares A and B are respectively 6% and 18%. If their correlation is 0.2 and an equal weighted portfolio is formed, what is the standard deviation of such a portfolio?","question: The volatilities of Equities A and B are respectively 6% and 18%. If their correlation is 0.2 and an equal weighted portfolio is formed, what is the standard deviation of such a portfolio?","question: The standard deviations of Equities A and B are respectively 6% and 18%. If their correlation equals 0.2 and an equal weighted portfolio is formed, what is the standard deviation of such a portfolio?","question: The dispersions of Securities A and B are respectively 6% and 18%. If their correlation is 0.2 and an equally weighted portfolio is constructed, what is the standard deviation of such a portfolio?","question: The variabilities of Shares A and B are respectively 6% and 18%. If their correlation is 0.2 and an equal weighted portfolio is formed, what is the standard deviation of such a portfolio?"
1321,"A homeowner wished to have his house painted. He contacted a number of house painters in his area and asked them to submit bids to do the work. The homeowner received 10 bids. The first nine offered to paint the house for amounts ranging from $10,000 to $12,500. The 10th bid was sent by telegram and was supposed to be for $10,000. However, the telegraph company made a mistake and transmitted the bid as $1,000. The homeowner immediately accepted the 1 0th bid, but the 1 0 painter refused to perform. The I 0th painter's best defense in an action for breach of contract by the homeowner would be","that the homeowner should have been aware of the mistaken transmission, because of the disparity between its bid and the others.",that the telegraph company should be liable as an independent contractor.,that the homeowner deliberately exploited the telegraph company's mistake.,that the telegraph company's mistake nullifies the contractual agreement.,that the homeowner's immediate acceptance of the bid was unreasonable.,that the discrepancy between the bid and the actual cost of painting is too large.,that the homeowner was under an affirmative duty to investigate all submitted bids.,that the bid was not legally binding as it was sent via telegram.,that the homeowner failed to provide accurate specifications for the job.,,A,0,law,ori_mmlu-professional_law,,test,"question: A homeowner wished to have his house painted. He contacted a number of house painters in his area and asked them to submit bids to do the work. The homeowner received 10 bids. The first nine offered to paint the house for amounts ranging from $10,000 to $12,500. The 10th bid was sent by telegram and was supposed to be for $10,000. However, the telegraph company made a mistake and transmitted the bid as $1,000. The homeowner immediately accepted the 1 0th bid, but the 1 0 painter refused to perform. The I 0th painter's best defense in an action for breach of contract by the homeowner would be","A)
question: A householder wished to have his house painted. He contacted a number of house painters in his area and asked them to submit bids to do the work. The householder received 10 bids. The first nine offered to paint the house for amounts ranging from $10,000 to $12,500. The 10th bid was sent by telegram and was supposed to be for $10,000. However, the telegraph company made a mistake and transmitted the bid as $1,000. The householder immediately accepted the 1 0th bid, but the 1 0 painter refused to perform. The I 0th painter's best defense in an action for breach of contract by the householder would be

B)
question: A homeowner desired to have his house painted. He contacted several house painters in his area and asked them to submit proposals to do the work. The homeowner received 10 bids. The first nine offered to paint the house for amounts ranging from $10,000 to $12,500. The 10th bid was sent by telegram and was supposed to be for $10,000. However, the telegraph company made a mistake and transmitted the bid as $1,000. The homeowner immediately accepted the 1 0th bid, but the 1 0 painter refused to perform. The I 0th painter's best defense in an action for breach of contract by the homeowner would be

C)
question: A property owner wanted to have his house painted. He contacted a number of house painters in his area and asked them to submit bids to do the work. The property owner obtained 10 bids. The first nine offered to paint the house for amounts ranging from $10,000 to $12,500. The 10th bid was sent by telegram and was supposed to be for $10,000. However, the telegraph company made a mistake and transmitted the bid as $1,000. The property owner immediately accepted the 1 0th bid, but the 1 0 painter refused to perform. The I 0th painter's best defense in an action for breach of contract by the property owner would be

D)
question: A house owner wanted to have his house painted. He contacted a number of house painters in his vicinity and asked them to submit estimates to do the work. The homeowner received 10 bids. The first nine offered to paint the house for amounts ranging from $10,000 to $12,500. The 10th bid was sent by telegram and was supposed to be for $10,000. However, the telegraph company made a mistake and transmitted the bid as $1,000. The homeowner immediately accepted the 1 0th bid, but the 1 0 painter refused to perform. The I 0th painter's best defense in an action for breach of contract by the homeowner would be","question: A householder wished to have his house painted. He contacted a number of house painters in his area and asked them to submit bids to do the work. The householder received 10 bids. The first nine offered to paint the house for amounts ranging from $10,000 to $12,500. The 10th bid was sent by telegram and was supposed to be for $10,000. However, the telegraph company made a mistake and transmitted the bid as $1,000. The householder immediately accepted the 1 0th bid, but the 1 0 painter refused to perform. The I 0th painter's best defense in an action for breach of contract by the householder would be","question: A homeowner desired to have his house painted. He contacted several house painters in his area and asked them to submit proposals to do the work. The homeowner received 10 bids. The first nine offered to paint the house for amounts ranging from $10,000 to $12,500. The 10th bid was sent by telegram and was supposed to be for $10,000. However, the telegraph company made a mistake and transmitted the bid as $1,000. The homeowner immediately accepted the 1 0th bid, but the 1 0 painter refused to perform. The I 0th painter's best defense in an action for breach of contract by the homeowner would be","question: A property owner wanted to have his house painted. He contacted a number of house painters in his area and asked them to submit bids to do the work. The property owner obtained 10 bids. The first nine offered to paint the house for amounts ranging from $10,000 to $12,500. The 10th bid was sent by telegram and was supposed to be for $10,000. However, the telegraph company made a mistake and transmitted the bid as $1,000. The property owner immediately accepted the 1 0th bid, but the 1 0 painter refused to perform. The I 0th painter's best defense in an action for breach of contract by the property owner would be","question: A house owner wanted to have his house painted. He contacted a number of house painters in his vicinity and asked them to submit estimates to do the work. The homeowner received 10 bids. The first nine offered to paint the house for amounts ranging from $10,000 to $12,500. The 10th bid was sent by telegram and was supposed to be for $10,000. However, the telegraph company made a mistake and transmitted the bid as $1,000. The homeowner immediately accepted the 1 0th bid, but the 1 0 painter refused to perform. The I 0th painter's best defense in an action for breach of contract by the homeowner would be"
7851,"If f is a linear function with nonzero slope, and c < d, which of the following must be FALSE?",f (d) > f (c),f (c) < f (d),f (d) ≠ f (c),f (c) = f (d),f (d) < f (c),f (c) ≠ f (d),f (c) > f (d),,,,D,3,math,ori_mmlu-high_school_mathematics,,test,"question: If f is a linear function with nonzero slope, and c < d, which of the following must be FALSE?","A)
question: Suppose f is a linear function with nonzero slope, and c < d, which of the following must be FALSE?

B)
question: If f is a linear mapping with nonzero slope, and c < d, which of the following must be FALSE?

C)
question: If f is a linear function with nonzero gradient, and c < d, which of the following must be FALSE?

D)
question: If f defines a linear function with nonzero slope, and c < d, which of the following must be FALSE?","question: Suppose f is a linear function with nonzero slope, and c < d, which of the following must be FALSE?","question: If f is a linear mapping with nonzero slope, and c < d, which of the following must be FALSE?","question: If f is a linear function with nonzero gradient, and c < d, which of the following must be FALSE?","question: If f defines a linear function with nonzero slope, and c < d, which of the following must be FALSE?"
4381,"Skeletal muscle contains about 5 × 10^-6 mole of ATP and (30 × 10^-6) mole of phosphocreatine per gram wet weight. Calculate how much work (in calories) a 400\rule{1em}{1pt}gram muscle can theoretically carry out at the expense of its high- energy phosphate bonds alone, assuming that both glycolysis and respiration are inhibited.",90 cal,138.2 cal,75 cal,165 cal,120 cal,100 cal,110 cal,150 cal,180 cal,200 cal,B,1,chemistry,stemez-Chemistry,,test,"question: Skeletal muscle contains about 5 × 10^-6 mole of ATP and (30 × 10^-6) mole of phosphocreatine per gram wet weight. Calculate how much work (in calories) a 400\rule{1em}{1pt}gram muscle can theoretically carry out at the expense of its high- energy phosphate bonds alone, assuming that both glycolysis and respiration are inhibited.","A)
question: Striated muscle contains about 5 × 10^-6 mole of ATP and (30 × 10^-6) mole of creatine phosphate per gram wet weight. Calculate how much work (in calories) a 400\rule{1em}{1pt}gram muscle can theoretically carry out at the expense of its high- energy phosphate bonds alone, assuming that both glycolysis and respiration are inhibited.

B)
question: Voluntary muscle contains about 5 × 10^-6 mole of ATP and (30 × 10^-6) mole of phosphocreatine per gram wet weight. Calculate how much work (in calories) a 400\rule{1em}{1pt}gram muscle can theoretically carry out at the expense of its high- energy phosphate bonds alone, assuming that both glycolysis and respiration are inhibited.

C)
question: Skeletal muscle contains approximately 5 × 10^-6 mole of ATP and (30 × 10^-6) mole of phosphocreatine per gram wet weight. Compute how much work (in calories) a 400\rule{1em}{1pt}gram muscle can theoretically carry out at the expense of its high- energy phosphate bonds alone, assuming that both glycolysis and respiration are inhibited.

D)
question: Skeletal muscle contains about 5 × 10^-6 mole of ATP and (30 × 10^-6) mole of phosphocreatine per gram wet weight. Determine how much work (in calories) a 400\rule{1em}{1pt}gram muscle can theoretically carry out at the expense of its high- energy phosphate bonds alone, assuming that both glycolysis and respiration are inhibited.","question: Striated muscle contains about 5 × 10^-6 mole of ATP and (30 × 10^-6) mole of creatine phosphate per gram wet weight. Calculate how much work (in calories) a 400\rule{1em}{1pt}gram muscle can theoretically carry out at the expense of its high- energy phosphate bonds alone, assuming that both glycolysis and respiration are inhibited.","question: Voluntary muscle contains about 5 × 10^-6 mole of ATP and (30 × 10^-6) mole of phosphocreatine per gram wet weight. Calculate how much work (in calories) a 400\rule{1em}{1pt}gram muscle can theoretically carry out at the expense of its high- energy phosphate bonds alone, assuming that both glycolysis and respiration are inhibited.","question: Skeletal muscle contains approximately 5 × 10^-6 mole of ATP and (30 × 10^-6) mole of phosphocreatine per gram wet weight. Compute how much work (in calories) a 400\rule{1em}{1pt}gram muscle can theoretically carry out at the expense of its high- energy phosphate bonds alone, assuming that both glycolysis and respiration are inhibited.","question: Skeletal muscle contains about 5 × 10^-6 mole of ATP and (30 × 10^-6) mole of phosphocreatine per gram wet weight. Determine how much work (in calories) a 400\rule{1em}{1pt}gram muscle can theoretically carry out at the expense of its high- energy phosphate bonds alone, assuming that both glycolysis and respiration are inhibited."
11965,A Lissajous pattern on an oscilloscope has 5 horinzontal tangencies and 2 vertical tangencies. The frequency of horizontal input is 100 Hz. The frequency of the vertical will be,750 Hz.,250 Hz.,625 Hz.,500 Hz.,800 Hz.,400 Hz.,200 Hz.,900 Hz.,350 Hz.,150 Hz.,B,1,engineering,ori_mmlu-electrical_engineering,,test,question: A Lissajous pattern on an oscilloscope has 5 horinzontal tangencies and 2 vertical tangencies. The frequency of horizontal input is 100 Hz. The frequency of the vertical will be,"A)
question: One Lissajous trace on an oscilloscope shows 5 horinzontal tangencies and 2 vertical tangencies. The frequency of horizontal input is 100 Hz. The frequency of the vertical will be

B)
question: One Lissajous trace on an oscilloscope presents 5 horinzontal tangencies and 2 vertical tangencies. The frequency of horizontal input is 100 Hz. The frequency of the vertical will be

C)
question: One Lissajous figure on an oscilloscope shows 5 horinzontal tangencies and 2 vertical tangencies. The frequency of horizontal input is 100 Hz. The frequency of the vertical will be

D)
question: One Lissajous figure on an oscilloscope presents 5 horinzontal tangencies and 2 vertical tangencies. The frequency of horizontal input is 100 Hz. The frequency of the vertical will be",question: One Lissajous trace on an oscilloscope shows 5 horinzontal tangencies and 2 vertical tangencies. The frequency of horizontal input is 100 Hz. The frequency of the vertical will be,question: One Lissajous trace on an oscilloscope presents 5 horinzontal tangencies and 2 vertical tangencies. The frequency of horizontal input is 100 Hz. The frequency of the vertical will be,question: One Lissajous figure on an oscilloscope shows 5 horinzontal tangencies and 2 vertical tangencies. The frequency of horizontal input is 100 Hz. The frequency of the vertical will be,question: One Lissajous figure on an oscilloscope presents 5 horinzontal tangencies and 2 vertical tangencies. The frequency of horizontal input is 100 Hz. The frequency of the vertical will be
