id,source,group,subject,level,language,subset,question,choice_A,choice_B,choice_C,choice_D,choice_E,answer,split,instance,generated_options,option_a,option_b,option_c,option_d
3513,https://itest.kz/kz/endless,STEM,Chemistry,High School,Kazakh,Chemistry (High School in kaz),49 г күкірт қышқылын 4 г магний оксидімен өңдеген. Түзілген тұздың массасы,14 г,12 г,16 г,28 г,,B,test,question: 49 г күкірт қышқылын 4 г магний оксидімен өңдеген. Түзілген тұздың массасы,"A)
question: 49 г күкірт қышқылын 4 г магний оксидімен қосқан. Пайда болған тұздың салмағы

B)
question: 49 г күкірт қышқылын 4 г магний оксидімен реакцияға түсірген. Түзілген тұздың массасы

C)
question: 49 г күкірт қышқылын 4 г магний оксидімен өңдеген. Пайда болған тұздың массасы

D)
question: 49 г күкірт қышқылын 4 г магний оксидімен әрекеттестірген. Түзілген тұздың салмағы",question: 49 г күкірт қышқылын 4 г магний оксидімен қосқан. Пайда болған тұздың салмағы,question: 49 г күкірт қышқылын 4 г магний оксидімен реакцияға түсірген. Түзілген тұздың массасы,question: 49 г күкірт қышқылын 4 г магний оксидімен өңдеген. Пайда болған тұздың массасы,question: 49 г күкірт қышқылын 4 г магний оксидімен әрекеттестірген. Түзілген тұздың салмағы
20498,https://itest.kz/ru/endless,Humanities,Russian_Literature,High School,Russian,Russian Literature (High School in rus),Внесценические персонажи в маленькой трагедии А.С. Пушкина «Моцарт и Сальери»,"Глюк, Пиччини, Рафаэль, Бомарше, Буонаротти, Данте","Буонаротти, Моцарт, Бомарше","Рафаэль, Пиччини, Алигьери, слепой скрипач","Бомарше, Рафаэль, Алигьери, Моцарт",,A,test,question: Внесценические персонажи в маленькой трагедии А.С. Пушкина «Моцарт и Сальери»,"A)
question: Несценические герои в небольшой трагедии А.С. Пушкина «Моцарт и Сальери»

B)
question: Внепостановочные персонажи в маленькой трагедии А.С. Пушкина «Моцарт и Сальери»

C)
question: Внесценические герои в маленькой трагедии А.С. Пушкина «Моцарт и Сальери»

D)
question: Неэпизодические персонажи в небольшой трагедии А.С. Пушкина «Моцарт и Сальери»",question: Несценические герои в небольшой трагедии А.С. Пушкина «Моцарт и Сальери»,question: Внепостановочные персонажи в маленькой трагедии А.С. Пушкина «Моцарт и Сальери»,question: Внесценические герои в маленькой трагедии А.С. Пушкина «Моцарт и Сальери»,question: Неэпизодические персонажи в небольшой трагедии А.С. Пушкина «Моцарт и Сальери»
1948,https://itest.kz/ru/endless,STEM,Biology,High School,Russian,Biology (High School in rus),Человек относится к типу,Приматов,Рукокрылых,Позвоночных,Хордовых,,D,test,question: Человек относится к типу,"A)
question: Индивид принадлежит к категории

B)
question: Персона принадлежит к группе

C)
question: Личность относится к виду

D)
question: Субъект причисляется к разряду",question: Индивид принадлежит к категории,question: Персона принадлежит к группе,question: Личность относится к виду,question: Субъект причисляется к разряду
13985,https://oltest.kz/tests/menedzhment_i_marketing/,"Social Science





",Management and Marketing ,University,Russian,Management and Marketing (Professional & University in rus),"Стиль руководства — это:
","отношения, складывающиеся между руководителем и подчиненными
","способы реализации управленческих решений
","относительно устойчивая система типичных способов и приемов воздействия менеджера на подчиненных
","система выработки управленческих решений
","система морально-психологических требований руководителя к членами коллектива в процессе его деятельности
",C,test,"question: Стиль руководства — это:
","A)
question: Стиль управления — это:

B)
question: Манера руководства — это:

C)
question: Подход к руководству — это:

D)
question: Образ руководства — это:",question: Стиль управления — это:,question: Манера руководства — это:,question: Подход к руководству — это:,question: Образ руководства — это:
14237,https://itest.kz/kz/endless,STEM,Math,High School,Kazakh,Math (High School in kaz),"Бөлшекті қысқартыңыз.
\(\frac{2x^2-5x-3}{1-4x^2}\)",\(\frac{x-3}{2x-1}\),\(\frac{x+3}{1-2x}\),\(\frac{x-3}{1-2x}\),\(\frac{x+3}{2x-1}\),,C,test,"question: Бөлшекті қысқартыңыз.
\(\frac{2x^2-5x-3}{1-4x^2}\)","A)
question: Бөлшекті ықшамдаңыз.
\(\frac{2x^2-5x-3}{1-4x^2}\)

B)
question: Бөлшекті жеңілдетіңіз.
\(\frac{2x^2-5x-3}{1-4x^2}\)

C)
question: Бөлшекті қарапайымдастырыңыз.
\(\frac{2x^2-5x-3}{1-4x^2}\)

D)
question: Бөлшекті оңайлатыңыз.
\(\frac{2x^2-5x-3}{1-4x^2}\)","question: Бөлшекті ықшамдаңыз.
\(\frac{2x^2-5x-3}{1-4x^2}\)","question: Бөлшекті жеңілдетіңіз.
\(\frac{2x^2-5x-3}{1-4x^2}\)","question: Бөлшекті қарапайымдастырыңыз.
\(\frac{2x^2-5x-3}{1-4x^2}\)","question: Бөлшекті оңайлатыңыз.
\(\frac{2x^2-5x-3}{1-4x^2}\)"
7096,https://ymnik.kz/tests_old/geography_kz/?v=19,Social Science,Geography,High School,Kazakh,Geography (High School in kaz),Ауа райының белгілі бір жерге тән көпжылдық режимі:,ылғалдылық,климат,жел,ауа райы,ауа температурасының ауытқуы,B,test,question: Ауа райының белгілі бір жерге тән көпжылдық режимі:,"A)
question: Климаттың нақты бір аумаққа тән көпжылдық режимі:

B)
question: Климаттың белгілі бір өңірге тән көпжылдық тәртібі:

C)
question: Ауа райының нақты бір өңірге тән ұзақжылдық режимі:

D)
question: Климаттың анық бір жерге тән көпжылдық режимі:",question: Климаттың нақты бір аумаққа тән көпжылдық режимі:,question: Климаттың белгілі бір өңірге тән көпжылдық тәртібі:,question: Ауа райының нақты бір өңірге тән ұзақжылдық режимі:,question: Климаттың анық бір жерге тән көпжылдық режимі:
4817,https://oltest.kz/tests/kultura_i_iskusstvo/,Humanities,Culture and art,University,Russian,Culture and Art (Professional & University in rus),"Какой тип пения характеризует древнетюркскую эпоху:
","Бурдонное двухголосье
","Подголосочное двухголосье
","Монодическое пение
","Бель канто
","Ленточное двухголосье
",A,test,"question: Какой тип пения характеризует древнетюркскую эпоху:
","A)
question: Каков вид вокала описывает старотюркскую эру:

B)
question: Который вид вокала отражает пратюркский период:

C)
question: Что за форма вокала определяет старо-тюркскую эру:

D)
question: Каковой род вокала обозначает прастаротюркскую эру:",question: Каков вид вокала описывает старотюркскую эру:,question: Который вид вокала отражает пратюркский период:,question: Что за форма вокала определяет старо-тюркскую эру:,question: Каковой род вокала обозначает прастаротюркскую эру:
9308,https://ymnik.kz/tests_old/history_kz/?v=40,Humanities,Kazakh_History,High School,Kazakh,Kazakh History (High School in kaz),ХІХ ғасырда Польшадан жер аударылғандар жіберілген аймақ,Түркістан,Қарағанды,Сібір,Орал,Верный,C,test,question: ХІХ ғасырда Польшадан жер аударылғандар жіберілген аймақ,"A)
question: ХІХ ғасырда Польшадан айдауға ұшырағандар жіберілген аймақ

B)
question: ХІХ ғасырда Польшадан жер аударылғандар жөнелтілген аймақ

C)
question: ХІХ ғасырда Польшадан жер аударылғандар жіберілген облыс

D)
question: ХІХ ғасырда Польшадан жер аударылғандар жіберілген аймақ",question: ХІХ ғасырда Польшадан айдауға ұшырағандар жіберілген аймақ,question: ХІХ ғасырда Польшадан жер аударылғандар жөнелтілген аймақ,question: ХІХ ғасырда Польшадан жер аударылғандар жіберілген облыс,question: ХІХ ғасырда Польшадан жер аударылғандар жіберілген аймақ
19544,https://ymnik.kz/tests_old/russian/?v=27,Humanities,Russian_Language,High School,Russian,Russian Language (High School in rus),"Значение фразеологизма ""брать в свои руки"":","Принимать на себя руководство, управление чем-либо.","Добиваться чего-либо криком, руганью.",Действовать обманным путем.,Настойчиво добиваться чего-либо.,"Делать запись, заметку о чем-либо.",A,test,"question: Значение фразеологизма ""брать в свои руки"":","A)
question: Смысл фразеологического оборота ""взять в собственные руки"":

B)
question: Толкование фразеологического выражения ""взять в собственные руки"":

C)
question: Определение идиомы ""взять в свои руки"":

D)
question: Назначение фразеологизма ""брать в собственные руки"":","question: Смысл фразеологического оборота ""взять в собственные руки"":","question: Толкование фразеологического выражения ""взять в собственные руки"":","question: Определение идиомы ""взять в свои руки"":","question: Назначение фразеологизма ""брать в собственные руки"":"
10879,https://itest.kz/kz/endless,Language,Kazakh_Language,High School,Kazakh,Kazakh Language (High School in kaz),Қаратпа сөзі бар сөйлем,"Біріншіден, сен кітап оқуды үйрен.","Па, шіркін! Дауысы керемет екен.","Менің ойымның үстінен түстің, Азамат.","Мүмкін, ауылға бүгін кетіп қалармыз.",,C,test,question: Қаратпа сөзі бар сөйлем,"A)
question: Қаратпа сөзі кездесетін сөйлем

B)
question: Қаратпа атауы бар сөйлем

C)
question: Қаратпа сөзі орналасқан сөйлем

D)
question: Қаратпа сөзі табылатын сөйлем",question: Қаратпа сөзі кездесетін сөйлем,question: Қаратпа атауы бар сөйлем,question: Қаратпа сөзі орналасқан сөйлем,question: Қаратпа сөзі табылатын сөйлем
22373,https://itest.kz/ru/endless,Humanities,World_History,High School,Russian,World History (High School in rus),Укажите дату принятия независимости Республики Казахстан.,16 декабря 1986,16 декабря 1959,16 декабря 1991,16 декабря 1992,,C,test,question: Укажите дату принятия независимости Республики Казахстан.,"A)
question: Назовите число провозглашения независимости Республики Казахстан.

B)
question: Укажите дату провозглашения независимости Республики Казахстан.

C)
question: Сообщите число принятия суверенитета Республики Казахстан.

D)
question: Определите дату утверждения независимости Республики Казахстан.",question: Назовите число провозглашения независимости Республики Казахстан.,question: Укажите дату провозглашения независимости Республики Казахстан.,question: Сообщите число принятия суверенитета Республики Казахстан.,question: Определите дату утверждения независимости Республики Казахстан.
1898,https://ymnik.kz/tests_old/biology/?v=21,STEM,Biology,High School,Russian,Biology (High School in rus),Расщепление по фенотипу для моногибридного скрещивания гетерозигот при неполном доминировании:,1:2:1,1:1,3:1:3,9:3:3:1,3:1,A,test,question: Расщепление по фенотипу для моногибридного скрещивания гетерозигот при неполном доминировании:,"A)
question: Деление по фенотипу для моногибридного скрещивания гетерозигот при частичном доминировании:

B)
question: Распределение по фенотипу для моногибридного скрещивания гетерозигот при неполном доминировании:

C)
question: Соотношение по фенотипу для моногибридного скрещивания гетерозигот при неполном доминировании:

D)
question: Процентное соотношение по фенотипу для моногибридного скрещивания гетерозигот при частичном доминировании:",question: Деление по фенотипу для моногибридного скрещивания гетерозигот при частичном доминировании:,question: Распределение по фенотипу для моногибридного скрещивания гетерозигот при неполном доминировании:,question: Соотношение по фенотипу для моногибридного скрещивания гетерозигот при неполном доминировании:,question: Процентное соотношение по фенотипу для моногибридного скрещивания гетерозигот при частичном доминировании:
12217,https://itest.kz/kz/endless,Humanities,Kazakh_Literature,High School,Kazakh,Kazakh Literature (High School in kaz),К. Ахметованың орыс тілінде жарық көрген өлеңдер жинағын белгілеңіз.,«Ләйлектер қайтып келгенде»,«Жасыл жағалау»,«Мейірім»,«Арғымақтар даласы»,,A,test,question: К. Ахметованың орыс тілінде жарық көрген өлеңдер жинағын белгілеңіз.,"A)
question: К. Ахметованың орысша жарыққа шыққан өлеңдер жинағын таңдаңыз.

B)
question: К. Ахметованың орыс тіліндегі басылып шыққан өлеңдер жинағын көрсетіңіз.

C)
question: К. Ахметованың орысша жарық көрген поэзия жинағын белгілеңіз.

D)
question: К. Ахметованың орыс тіліндегі жарыққа шыққан өлеңдер антологиясын анықтаңыз.",question: К. Ахметованың орысша жарыққа шыққан өлеңдер жинағын таңдаңыз.,question: К. Ахметованың орыс тіліндегі басылып шыққан өлеңдер жинағын көрсетіңіз.,question: К. Ахметованың орысша жарық көрген поэзия жинағын белгілеңіз.,question: К. Ахметованың орыс тіліндегі жарыққа шыққан өлеңдер антологиясын анықтаңыз.
8278,https://itest.kz/ru/endless,STEM,Informatics,High School,Russian,Informatics (High School in rus),"Укажи запрос для выборки данных из таблицы «Customers», где условием является проживание заказчика в городе Almaty.",SELECT * FROM Customers ORDER BY City=”Almaty ”,SELECT Customers WHERE City=”Almaty ”,SELECT * FROM Customers WHERE City=”Almaty ”,SELECT City=”Almaty ” FROM Customers,,C,test,"question: Укажи запрос для выборки данных из таблицы «Customers», где условием является проживание заказчика в городе Almaty.","A)
question: Покажи запрос для извлечения данных из таблицы «Customers», где условием является проживание клиента в городе Almaty.

B)
question: Укажи запрос для выборки записей из таблицы «Customers», где условием является местопребывание заказчика в городе Almaty.

C)
question: Укажи запрос для выборки данных из таблицы «Customers», где условием служит проживание клиента в городе Almaty.

D)
question: Покажите запрос для выборки данных из таблицы «Customers», где условием является проживание заказчика в городе Almaty.","question: Покажи запрос для извлечения данных из таблицы «Customers», где условием является проживание клиента в городе Almaty.","question: Укажи запрос для выборки записей из таблицы «Customers», где условием является местопребывание заказчика в городе Almaty.","question: Укажи запрос для выборки данных из таблицы «Customers», где условием служит проживание клиента в городе Almaty.","question: Покажите запрос для выборки данных из таблицы «Customers», где условием является проживание заказчика в городе Almaty."
16630,https://oltest.kz/tests/medicina/,STEM,Medicine,University,Russian,Medicine (Professional & University in rus),"Какие отделы слизистой оболочки носа относятся к обонятельной области?
","слизистая оболочка верхних носовых раковин
","слизистая оболочка нижнего отдела перегородки носа
","слизистая оболочка средних носовых раковин
","слизистая оболочка между средним и нижним носовыми ходами
","слизистая оболочка нижних носовых раковин
",A,test,"question: Какие отделы слизистой оболочки носа относятся к обонятельной области?
","A)
question: Какие участки слизистой оболочки носа относятся к обонятельной области?

B)
question: Какие отделы слизистой мембраны носа относятся к обонятельной области?

C)
question: Какие секции слизистой оболочки носовой полости относятся к обонятельной зоне?

D)
question: Какие части слизистой мембраны носовой полости принадлежат к обонятельной зоне?",question: Какие участки слизистой оболочки носа относятся к обонятельной области?,question: Какие отделы слизистой мембраны носа относятся к обонятельной области?,question: Какие секции слизистой оболочки носовой полости относятся к обонятельной зоне?,question: Какие части слизистой мембраны носовой полости принадлежат к обонятельной зоне?
22618,https://ymnik.kz/tests_old/worldhistory/?v=9,Humanities,World_History,High School,Russian,World History (High School in rus),В первый месяц войны ожесточенное сопротивление фашистам оказали защитники:,Киева,Москвы,Дома Павлова,Белостока,Брестской крепости,E,test,question: В первый месяц войны ожесточенное сопротивление фашистам оказали защитники:,"A)
question: В первый месяц войны яростное сопротивление нацистам оказали оборонцы:

B)
question: В первый месяц войны сильное сопротивление нацистам оказали борцы:

C)
question: В первый месяц войны жестокое сопротивление гитлеровцам оказали защитники:

D)
question: В первый месяц войны неистовое сопротивление фашистам оказали стражи:",question: В первый месяц войны яростное сопротивление нацистам оказали оборонцы:,question: В первый месяц войны сильное сопротивление нацистам оказали борцы:,question: В первый месяц войны жестокое сопротивление гитлеровцам оказали защитники:,question: В первый месяц войны неистовое сопротивление фашистам оказали стражи:
17797,https://itest.kz/kz/endless,STEM,Physics,High School,Kazakh,Physics (High School in kaz),"Ток көзі кедергісі \(1,8\) Ом сыммен тұйықталғанда, тізбектегі ток \(0,7\) А болады. Ал осы ток көзін кедергісі \(2,3\) Ом сыммен тұйықталғанда, онда ток күші \(0,56\) А болады. Ток көзінің ЭҚК-і және ішкі кедергісі","\(1,4\) В,   \(0,2\) Ом","\(1,2\) В,   \(0,3\) Ом","\(1,0\) В,   \(0,5\) Ом","\(1,5\) В,   \(0,1\) Ом",,A,test,"question: Ток көзі кедергісі \(1,8\) Ом сыммен тұйықталғанда, тізбектегі ток \(0,7\) А болады. Ал осы ток көзін кедергісі \(2,3\) Ом сыммен тұйықталғанда, онда ток күші \(0,56\) А болады. Ток көзінің ЭҚК-і және ішкі кедергісі","A)
Электр көзі кедергісі \(1,8\) Ом сым арқылы тұйықталғанда, тізбек ішіндегі ток \(0,7\) А болады. Ал осы электр көзін кедергісі \(2,3\) Ом сым арқылы тұйықталғанда, онда ток күші \(0,56\) А болады. Электр көзінің ЭҚК-і және ішкі кедергісі

B)
Ток көзінің қарсылығы \(1,8\) Ом сыммен тұйықталғанда, тізбектегі ток \(0,7\) А болады. Ал осы ток көзін қарсылығы \(2,3\) Ом сыммен тұйықталғанда, онда ток күші \(0,56\) А болады. Ток көзінің ЭҚК-і және ішкі кедергісі

C)
Ток көзінің кедергісі \(1,8\) Ом сыммен қысқа тұйықталғанда, тізбек ішіндегі ток \(0,7\) А болады. Ал осы ток көзін кедергісі \(2,3\) Ом сыммен қысқа тұйықталғанда, онда ток күші \(0,56\) А болады. Ток көзінің ЭҚК-і және ішкі кедергісі

D)
Кернеу көзі кедергісі \(1,8\) Ом сыммен тұйықталғанда, тізбектегі ток \(0,7\) А болады. Ал осы кернеу көзін кедергісі \(2,3\) Ом сыммен тұйықталғанда, онда ток күші \(0,56\) А болады. Кернеу көзінің ЭҚК-і және ішкі кедергісі","Электр көзі кедергісі \(1,8\) Ом сым арқылы тұйықталғанда, тізбек ішіндегі ток \(0,7\) А болады. Ал осы электр көзін кедергісі \(2,3\) Ом сым арқылы тұйықталғанда, онда ток күші \(0,56\) А болады. Электр көзінің ЭҚК-і және ішкі кедергісі","Ток көзінің қарсылығы \(1,8\) Ом сыммен тұйықталғанда, тізбектегі ток \(0,7\) А болады. Ал осы ток көзін қарсылығы \(2,3\) Ом сыммен тұйықталғанда, онда ток күші \(0,56\) А болады. Ток көзінің ЭҚК-і және ішкі кедергісі","Ток көзінің кедергісі \(1,8\) Ом сыммен қысқа тұйықталғанда, тізбек ішіндегі ток \(0,7\) А болады. Ал осы ток көзін кедергісі \(2,3\) Ом сыммен қысқа тұйықталғанда, онда ток күші \(0,56\) А болады. Ток көзінің ЭҚК-і және ішкі кедергісі","Кернеу көзі кедергісі \(1,8\) Ом сыммен тұйықталғанда, тізбектегі ток \(0,7\) А болады. Ал осы кернеу көзін кедергісі \(2,3\) Ом сыммен тұйықталғанда, онда ток күші \(0,56\) А болады. Кернеу көзінің ЭҚК-і және ішкі кедергісі"
11272,https://itest.kz/kz/endless,Language,Kazakh_Language,High School,Kazakh,Kazakh Language (High School in kaz),Қаратпа сөз қатысқан сөйлемді табыңыз.,Молдағазы салмақты жігіт болып өскен.,"Бәрекелді, мынауыңыз жақсы ақыл!","Мен, әрине, ол арадан кетіп қалам.","Неге жүдеусің, Әбіш, денің сау ма?",,D,test,question: Қаратпа сөз қатысқан сөйлемді табыңыз.,"A)
question: Қаратпа сөз кездесетін сөйлемді табыңыз.

B)
question: Қаратпа сөз бар сөйлемді табыңыз.

C)
question: Қаратпа сөз қосылған сөйлемді анықтаңыз.

D)
question: Қаратпа сөз енген сөйлемді табыңыз.",question: Қаратпа сөз кездесетін сөйлемді табыңыз.,question: Қаратпа сөз бар сөйлемді табыңыз.,question: Қаратпа сөз қосылған сөйлемді анықтаңыз.,question: Қаратпа сөз енген сөйлемді табыңыз.
1321,https://itest.kz/kz/endless,STEM,Biology,High School,Kazakh,Biology (High School in kaz),Қабырғасы қалың бұлшықетті түтікше пішінді жұп мүше:,Қуық,Нефрон,Зәр шығару өзегі,Несепағар,,D,test,question: Қабырғасы қалың бұлшықетті түтікше пішінді жұп мүше:,"A)
question: Қабырғалары қалың бұлшықеттен тұратын түтік тәрізді жұп мүше:

B)
question: Қабырғасы тығыз бұлшықеттен құралған түтікше тәрізді жұп мүше:

C)
question: Қабырғасы қалың бұлшықетке ие түтік тәрізді жұп мүше:

D)
question: Қабырғасы қалың бұлшықеттің түтікше пішінді жұп мүшесі:",question: Қабырғалары қалың бұлшықеттен тұратын түтік тәрізді жұп мүше:,question: Қабырғасы тығыз бұлшықеттен құралған түтікше тәрізді жұп мүше:,question: Қабырғасы қалың бұлшықетке ие түтік тәрізді жұп мүше:,question: Қабырғасы қалың бұлшықеттің түтікше пішінді жұп мүшесі:
4706,https://oltest.kz/tests/kultura_i_iskusstvo/,Humanities,Culture and art,University,Russian,Culture and Art (Professional & University in rus),"Какие из песен исполняются в ритуале похоронно-поминального цикла:
","Толғау
",Терме,"Естірту, жоктау, дауыс
","Сынсу, үкі-ау, коштасу
","Той бастар, бет ашар
",C,test,"question: Какие из песен исполняются в ритуале похоронно-поминального цикла:
","A)
question: Какие из песен исполняются в обряде похоронно-поминального цикла:

B)
question: Какие из мелодий исполняются в ритуале похоронно-поминального цикла:

C)
question: Какие из песен звучат в ритуале похоронно-поминального цикла:

D)
question: Какие из песен исполняются в ритуале погребально-поминального цикла:",question: Какие из песен исполняются в обряде похоронно-поминального цикла:,question: Какие из мелодий исполняются в ритуале похоронно-поминального цикла:,question: Какие из песен звучат в ритуале похоронно-поминального цикла:,question: Какие из песен исполняются в ритуале погребально-поминального цикла:
8234,https://itest.kz/ru/endless,STEM,Informatics,High School,Russian,Informatics (High School in rus),Процедура в Python начинается со служебного слова,while,for,void,def,,D,test,question: Процедура в Python начинается со служебного слова,"A)
question: Функция в Python начинается со служебного слова

B)
question: Процесс в Python стартует со специального слова

C)
question: Метод в Python запускается со ключевого слова

D)
question: Рутина в Python начинается со служебного слова",question: Функция в Python начинается со служебного слова,question: Процесс в Python стартует со специального слова,question: Метод в Python запускается со ключевого слова,question: Рутина в Python начинается со служебного слова
12014,https://itest.kz/kz/endless,Humanities,Kazakh_Literature,High School,Kazakh,Kazakh Literature (High School in kaz),С. Бегалиннің «Бала Шоқан» шығармасындағы Мысықты қалай атайтынын табыңыз.,Әнші бала,Күйші бала,Қара бала,Сары бала,,D,test,question: С. Бегалиннің «Бала Шоқан» шығармасындағы Мысықты қалай атайтынын табыңыз.,"A)
question: С. Бегалиннің «Бала Шоқан» туындысындағы Мысықты қалай атайтынын анықтаңыз.

B)
question: С. Бегалиннің «Бала Шоқан» еңбегіндегі Мысықты қалай атайтынын біліңіз.

C)
question: С. Бегалиннің «Бала Шоқан» шығармасындағы Мысықты қалай атайтынын анықтаңыз.

D)
question: С. Бегалиннің «Бала Шоқан» туындысындағы Мысықты қалай атайтынын табыңыз.",question: С. Бегалиннің «Бала Шоқан» туындысындағы Мысықты қалай атайтынын анықтаңыз.,question: С. Бегалиннің «Бала Шоқан» еңбегіндегі Мысықты қалай атайтынын біліңіз.,question: С. Бегалиннің «Бала Шоқан» шығармасындағы Мысықты қалай атайтынын анықтаңыз.,question: С. Бегалиннің «Бала Шоқан» туындысындағы Мысықты қалай атайтынын табыңыз.
18905,https://ymnik.kz/tests_old/russian/?v=18,Humanities,Russian_Language,High School,Russian,Russian Language (High School in rus),Абай в стихотворных обращениях к молодёжи призывает следовать пяти добродетелям и избегать пяти пороков.В предложении имеются,сказуемые с разделительными союзами.,обстоятельства с соединительными союзами.,дополнения с соединительным союзом.,дополнения с противительным союзом.,сказуемые с соединительным союзом.,C,test,question: Абай в стихотворных обращениях к молодёжи призывает следовать пяти добродетелям и избегать пяти пороков.В предложении имеются,"A)
question: Абай в поэтических обращениях к молодёжи призывает следовать пяти добродетелям и избегать пяти пороков.В предложении имеются

B)
question: Абай в стихотворных посланиях к молодёжи призывает следовать пяти добродетелям и избегать пяти пороков.В предложении имеются

C)
question: Абай в стихотворных обращениях к молодёжи побуждает следовать пяти добродетелям и избегать пяти пороков.В предложении имеются

D)
question: Абай в стихотворных обращениях к молодёжи призывает следовать пяти добродетелям и уклоняться от пяти пороков.В предложении имеются",question: Абай в поэтических обращениях к молодёжи призывает следовать пяти добродетелям и избегать пяти пороков.В предложении имеются,question: Абай в стихотворных посланиях к молодёжи призывает следовать пяти добродетелям и избегать пяти пороков.В предложении имеются,question: Абай в стихотворных обращениях к молодёжи побуждает следовать пяти добродетелям и избегать пяти пороков.В предложении имеются,question: Абай в стихотворных обращениях к молодёжи призывает следовать пяти добродетелям и уклоняться от пяти пороков.В предложении имеются
8282,https://itest.kz/ru/endless,STEM,Informatics,High School,Russian,Informatics (High School in rus),"Алгоритм, в ходе которого система обрабатывает большое число примеров, выявляет закономерности и использует их, чтобы прогнозировать характеристики новых данных, называется",глубокое обучение,обучение без учителя,нейронные сети,машинное обучение,,D,test,"question: Алгоритм, в ходе которого система обрабатывает большое число примеров, выявляет закономерности и использует их, чтобы прогнозировать характеристики новых данных, называется","A)
question: Метод, в ходе которого модель анализирует множество примеров, обнаруживает закономерности и применяет их, чтобы предсказывать характеристики новых данных, именуется

B)
question: Процедура, в ходе которой система обрабатывает большое количество образцов, находит закономерности и использует их, чтобы прогнозировать признаки новых данных, называется

C)
question: Подход, в ходе которого механизм просматривает множество примеров, выявляет шаблоны и применяет их, чтобы предсказывать свойства новых данных, именуется

D)
question: Алгоритмический приём, в ходе которого модель перерабатывает большое число примеров, обнаруживает закономерности и использует их, чтобы прогнозировать характеристики новых данных, называется","question: Метод, в ходе которого модель анализирует множество примеров, обнаруживает закономерности и применяет их, чтобы предсказывать характеристики новых данных, именуется","question: Процедура, в ходе которой система обрабатывает большое количество образцов, находит закономерности и использует их, чтобы прогнозировать признаки новых данных, называется","question: Подход, в ходе которого механизм просматривает множество примеров, выявляет шаблоны и применяет их, чтобы предсказывать свойства новых данных, именуется","question: Алгоритмический приём, в ходе которого модель перерабатывает большое число примеров, обнаруживает закономерности и использует их, чтобы прогнозировать характеристики новых данных, называется"
10156,https://ymnik.kz/tests_old/history/?v=42,Humanities,Kazakh_History,High School,Russian,Kazakh History (High School in rus),Для подписания грамоты о российском подданстве в Казахстан было направлено русское посольство во главе с:,Тевкелевым А.,Миллером Г.,Кирилловым И.,Татищевым А.,Рычковым П.,A,test,question: Для подписания грамоты о российском подданстве в Казахстан было направлено русское посольство во главе с:,"A)
question: С целью подписания грамоты о российском подданстве в Казахстан было направлено русское посольство во главе с:

B)
question: В целях подписания грамоты о российском подданстве в Казахстан было направлено русское посольство во главе с:

C)
question: Для подписания акта о российском подданстве в Казахстан было направлено русское посольство во главе с:

D)
question: Для подписания грамоты о российском гражданстве в Казахстан было направлено русское посольство во главе с:",question: С целью подписания грамоты о российском подданстве в Казахстан было направлено русское посольство во главе с:,question: В целях подписания грамоты о российском подданстве в Казахстан было направлено русское посольство во главе с:,question: Для подписания акта о российском подданстве в Казахстан было направлено русское посольство во главе с:,question: Для подписания грамоты о российском гражданстве в Казахстан было направлено русское посольство во главе с:
